"TID","HE"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","שרד <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","אתגר: <LEVEL> הושלם!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","תבוסה"
"TID_BATTLE_END_RETURN_HOME","יציאה"
"TID_BATTLE_END_NEXT","הבא"
"TID_BATTLE_END_TAP","יש להקיש כדי להמשיך"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","אין גביעים מאימון"
"TID_BATTLE_END_XP_CAPPED","כל הניסיון שנצבר להיום"
"TID_BATTLE_END_PLAY_AGAIN","משחק מחדש"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","ביטול"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","הקבוצה שלך קיבלה את <NAME>"
"TID_RESPAWNING","חזרה בעוד:\n<n1>"
"TID_TEAMS_POPUP_TITLE","קבוצות"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","מועדון וקבוצות של חברים"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","כדאי להצטרף למועדון כדי לראות כאן משחקים פעילים"
"TID_TEAMS_POPUP_SEARCH","הצטרפות עם קוד"
"TID_TEAMS_POPUP_CREATE","יצירת קבוצה"
"TID_TEAM_SEARCH_POPUP_TITLE","יצירת קבוצה עם קוד"
"TID_TEAM_SEARCH_POPUP_SEARCH","הצטרפות"
"TID_TEAM_JOIN_ROOM_CODE","יש להזין כאן קוד קבוצה..."
"TID_TEAM_CHANGE_MAP","שינוי"
"TID_TEAM_TYPE_INFO_0","מדורגים"
"TID_TEAM_TYPE_INFO_1","ידידותיים"
"TID_TEAM_TYPE_INFO_2","דורש כרטיסים"
"TID_TEAM_MEMBER_LEFT_0","עזבת את הקבוצה."
"TID_TEAM_MEMBER_LEFT_1","סולקת מהקבוצה."
"TID_TEAM_MEMBER_LEFT_2","הקבוצה התפרקה כי האירוע הסתיים."
"TID_TEAM_MEMBER_LEFT_3","הקבוצה התפרקה כי הבעלים של הקבוצה עזבו."
"TID_TEAM_GAME_STARTING","המשחק מתחיל"
"TID_TEAM_CODE_COPIED","הקוד הועתק ללוח"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>הזמנה בהמתנה</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>נדחתה</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>היעד לא מחובר</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","יש להקיש כדי לבטל"
"TID_TEAM_ERROR_1","שגיאת שרת קבוצה"
"TID_TEAM_ERROR_2","לא ניתן להצטרף, הקבוצה מלאה."
"TID_TEAM_ERROR_3","לא ניתן להצטרף. הקבוצה כבר התפרקה."
"TID_TEAM_ERROR_5","קוד קבוצה לא תקין. נא לוודא שהקוד נכון."
"TID_TEAM_ERROR_6","לא ניתן למצוא קבוצה עם הקוד שניתן."
"TID_TEAM_ERROR_7","לא ניתן להצטרף לקבוצה לאחר שסולקת ממנה."
"TID_TEAM_ERROR_8","יש לבדוק הגדרות צד. אסור שיהיו יותר מ-3 שחקנים בכל צד."
"TID_TEAM_ERROR_10","לא ניתן ליצור קבוצה. הצטרפת כבר לקבוצה."
"TID_TEAM_ERROR_11","לא ניתן ליצור קבוצה. האירוע הסתיים."
"TID_TEAM_ERROR_12","לא ניתן להצטרף לקבוצה שאינה בתוקף."
"TID_TEAM_ERROR_14","לא ניתן ליצור קבוצה. האירוע לא תומך במשחק קבוצתי."
"TID_TEAM_ERROR_15","לא ניתן להצטרף לקבוצה. הקבוצה לא נמצאת באזור שלך."
"TID_TEAM_ERROR_17","לא ניתן להתחיל משחק. בראולרים כפולים אסורים."
"TID_TEAM_ERROR_18","לא ניתן להתחיל משחק. מתבצעות עבודות תחזוקה במשחק."
"TID_TEAM_ERROR_19","לא ניתן לסלק את הבעלים של הקבוצה כשהם מחוברים."
"TID_TEAM_ERROR_20","לא ניתן להחליף מפה. יותר מדי שחקנים בשביל המפה הזו"
"TID_TEAM_ERROR_21","לא ניתן להתחיל משחק. אין מספיק כרטיסים"
"TID_TEAM_ERROR_22","לא ניתן להחליף מפה. יותר מדי שחקנים"
"TID_TEAM_ERROR_24","ההזמנה נכשלה. חבר לא נמצא"
"TID_TEAM_ERROR_25","ההזמנה נכשלה. הקבוצה מלאה"
"TID_TEAM_ERROR_26","ההזמנה נדחתה"
"TID_TEAM_ERROR_27","ההזמנה נכשלה. השחקן לא מאשר כרגע הזמנות לקבוצות"
"TID_TEAM_ERROR_28","ההזמנה נכשלה. השחקן התנתק"
"TID_TEAM_ERROR_29","ההזמנה נכשלה. השחקן כבר בקבוצה"
"TID_TEAM_ERROR_30","לא ניתן להתחיל את המשחק, יש הזמנה בהמתנה"
"TID_TEAM_ERROR_31","לא ניתן להחליף אירוע כשיש הזמנה בהמתנה"
"TID_TEAM_ERROR_32","יש יותר מדי חברים בקבוצה בשביל מצב המשחק הזה"
"TID_TEAM_ERROR_33","מצב המשחק לא תומך במשחק בקבוצה"
"TID_TEAM_ERROR_34","כבר הבסת את הבוס האחרון"
"TID_TEAM_ERROR_40","בקשת הצטרפות לקבוצה כבר בהמתנה"
"TID_TEAM_ERROR_41","בקשת הצטרפות לקבוצה נדחתה"
"TID_TEAM_ERROR_42","בקשת הצטרפות לקבוצה נכשלה. לא ניתן למצוא את הקבוצה"
"TID_TEAM_ERROR_43","מקבל בקשות הצטרפות לקבוצה כבר לא בקבוצה"
"TID_TEAM_ERROR_44","מקבל בקשות הצטרפות לקבוצה התנתק"
"TID_TEAM_ERROR_45","בקשת הצטרפות לקבוצה נכשלה. הקבוצה מלאה"
"TID_TEAM_ERROR_46","הושתקת על ידי מקבל בקשות הצטרפות לקבוצה"
"TID_TEAM_ERROR_47","בקשת הצטרפות לקבוצה נכשלה. רק אחראי חדר ידידות יכול לאשר בקשות הצטרפות"
"TID_TEAM_ERROR_48","מקבל בקשות הצטרפות לקבוצה השתיק את כל ההזמנות"
"TID_TEAM_ERROR_102","לא ניתן ליצור קבוצה. יש לך בקשת הצטרפות בהמתנה."
"TID_SELECT_LOCATION_TITLE","בחירת מפה"
"TID_SELECT_LOCATION_LOCATIONS","ידידותיים"
"TID_SELECT_LOCATION_EVENTS","מדורגים"
"TID_TEAM_SEARCH_INVALID_CODE","קוד קבוצה לא תקין. נא לוודא שהקוד נכון."
"TID_TEAM_LEAVE","עזיבה"
"TID_TEAM_JOIN","הצטרפות לקבוצה"
"TID_TEAM_READY_BUTTON_LABEL","מוכנים"
"TID_TEAM_CANCEL_READY","ביטול"
"TID_TEAM_QUIT","יציאה"
"TID_TEAM_TEAMCODE","קוד קבוצה"
"TID_TEAM_TEAMCODE_DESC","החברים שלך יכולים לגשת לקבוצה באמצעות הקוד הזה"
"TID_TEAM_WAITING_FOR_PLAYER","הזמנה באמצעות קוד קבוצה"
"TID_TEAM_NO_MEMBER","בוט"
"TID_TEAM_NO_MEMBER_INVITE","הזמנה"
"TID_TEAMCREATE_EVENT","מפה"
"TID_TEAM_KICK","סילוק"
"TID_TEAM_PROFILE","פרופיל"
"TID_TEAM_SWAP","החלפת צד"
"TID_TEAM_SWAP_HERE","החלפה כאן"
"TID_TEAM_CREATOR_ONLY_FEATURE","זמין לבעלים של הקבוצה בלבד"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","רק לבעלי הקבוצה ניתן להחליף אירועים"
"TID_TEAM_PROFILE_BLOCKED","לא ניתן להציג בסטטוס מוכן"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","לא זמין בסטטוס מוכן"
"TID_TEAM_PRACTISE_BUTTON_LABEL","אימון"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","עם בוטים"
"TID_TEAM_LOOT_UNLOCKS","פרסים"
"TID_BONUS_REWARD","פרס בונוס עבור 3 ניצחונות:"
"TID_BONUS_REWARD_COLLECTED","פרס בונוס התקבל"
"TID_INFO_SERVER_ERROR_TITLE","שגיאת שרת"
"TID_INFO_SERVER_ERROR_BUTTON","טעינת המשחק מחדש"
"TID_RARITY_NAME_0","צבירת גביעים"
"TID_RARITY_NAME_1","נדיר"
"TID_RARITY_NAME_2","נדיר במיוחד"
"TID_RARITY_NAME_3","אדיר"
"TID_RARITY_NAME_4","מדהים"
"TID_RARITY_NAME_5","אגדי"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","עלית בדירוג!"
"TID_RANK_UP_POPUP_REWARD_BONUS","בונוס עלייה בדירוג"
"TID_RANK_UP_POPUP_RANK","דירוג <RANK>"
"TID_NAME_FAILED_TOO_SHORT","השם קצר מדי!"
"TID_NAME_FAILED_PROFANITIES","השם לא אושר!"
"TID_NAME_FAILED","השם לא אושר!"
"TID_EVENT_STARTED","מפה <GAMEMODE> חדשה נפתחה! פרסים חדשים זמינים!"
"TID_SELECT_HERO_INFO_1","<cFF8000>שחקנים נגד שחקנים</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>שחקנים נגד בוטים</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>משחק לבד עם בוטים</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>שחקנים נגד שחקנים</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>משחק לבד עם בוטים</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>כל הבראולרים משודרגים לחלוטין במשחקי ידידות</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","כדי לקבל את נקודות הכוח"
"TID_SELECT_HERO_POW_INFO_TITLE","פרס נקודות כוח"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","רכישת נקודות כוח"
"TID_SELECT_HERO_POW_INFO_BODY","בחירה בבראולר\nלקבלת נקודות הכוח"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","לבראולר הזה כבר יש את כל נקודות הכוח"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","אישור רכישה"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","הכוח יעבור אל <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","אישור פרס"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","הכוח יעבור אל <HERO>"
"TID_NAVI_1","חנות"
"TID_NAVI_2","חדשות"
"TID_NAVI_3","קרב"
"TID_NAVI_4","בראולרים"
"TID_NAVI_5","מועדון"
"TID_NAVI_6","פרופיל"
"TID_NAVI_7","חברים"
"TID_LEADERBOARD_TITLE","לוחות המובילים"
"TID_LEADERBOARD_TAB_TOTAL","מספר גביעים\nכולל"
"TID_LEADERBOARD_TAB_HEROES","בראולרים"
"TID_LEADERBOARD_TAB_CLANS","מועדונים"
"TID_LEADERBOARD_TAB_FRIENDS","חברים"
"TID_LEADERBOARD_SUBTITLE_1","השחקנים המובילים"
"TID_LEADERBOARD_SUBTITLE_2","המועדונים המובילים"
"TID_LEADERBOARD_SUBTITLE_0","<HERO> השחקנים המובילים"
"TID_BATTLE_MAIN_NEXT_REWARD","הפרס הבא: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","מפה חדשה בעוד: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> נצברו"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","כדאי לצבור 100 טוקנים כדי לקבל תיבת בראולר!"
"TID_GATCHA_INFO","<c0000ff>תיבות בראולר</c>\n\nכדאי לפתוח תיבות בראולר כדי למצוא בראולרים, נקודות כוח, מטבעות או מכפילי טוקנים."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","בריאות"
"TID_HERO_INFO_ABILITY","מתקפה: <NAME>"
"TID_HERO_INFO_ULTI","תכונת סופר: <NAME>"
"TID_HERO_INFO_BACK","חזרה"
"TID_HERO_INFO_UPGRADE","שדרוג"
"TID_HERO_INFO_ABILITY_LEVEL","רמה <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","קניית בראולר"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","באפשרותך לצבור נקודות כוח מתיבות בראולר ומהצעות בחנות כדי לפתוח את השדרוג הבא"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","אפשר כעת למצוא כוח כוכב בתיבות בראולר"
"TID_HERO_INFO_STAR_POWER_BLOCKED","ניתן לשדרג את הכוח של <HERONAME> עם מגוון כוחות כוכב! זמין בתיבות בראולר כשמגיעים לרמת כוח <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","כוח כוכב: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","התאמת שחקן נכשלה: האירוע הסתיים"
"TID_MATCHMAKE_FAILED_7","התאמת שחקן נכשלה: חבר בקבוצה נותק"
"TID_MATCHMAKE_FAILED_9","התאמת שחקן נכשלה: עבודות תחזוקה מתחילות"
"TID_MATCHMAKE_FAILED_11","התאמת שחקן נכשלה: חבר בקבוצה עזב את התאמת השחקן"
"TID_MATCHMAKE_FAILED_12","התאמת שחקן נכשלה: כבר הבסת את הבוס האחרון"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","הקבוצה הכחולה תנצח בעוד:"
"TID_ENEMY_TEAM_WINNING","הקבוצה האדומה תנצח בעוד:"
"TID_OWN_TEAM","קבוצה כחולה"
"TID_ENEMY_TEAM","קבוצה אדומה"
"TID_COUNTDOWN","ספירה לאחור"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","בראולרים"
"TID_HERO_LIST_DO_GATCHA","פתיחת תיבת בראולר"
"TID_HERO_TIME_UNTIL_RELEASE","מגיעים בעוד <TIME>"
"TID_HERO_LIST_COMING_UP","אפשר לבדוק את הפרטים לאחר שחרור הבראולר"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","מגיעים בעוד <TIME>"
"TID_SKIN_INFO_","סקין פרס של מזהה Supercell"
"TID_SKIN_INFO_1","סקין חלוצים של Brawl Stars!\n\nלחשבונות שנוצרו לפני 2019"
"TID_SKIN_INFO_2","אפשר לקבל את הסקין הזה על-ידי התחברות למזהה Supercell ממסך ההגדרות!"
"TID_SKIN_INFO_3_TEASER","בקרוב..."
"TID_SKIN_INFO_3_AVAILABLE","\nזמין לרכישה לזמן מוגבל"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nלא זמין לרכישה כרגע"
"TID_SKIN_INFO_3_HERO_NEEDED","\nיש לפתוח את הבראולר תחילה כדי לקנות את הסקין הזה"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","אפשר לחגוג את הבראולרים עם הסקין החגיגי הזה!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","סקין לחגים."
"TID_SKIN_INFO_LEGENDARY","סקין כוכב"
"TID_LEGENDARY_TROPHIES","נקודות כוכב"
"TID_SKIN_REWARD_TITLE_1","פרס סקין"
"TID_SKIN_REWARD_INFO_1","פתחת סקין חדש! תודה ששיחקת ב-Brawl Stars ב-2018"
"TID_SKIN_REWARD_TITLE_2","פרס סקין"
"TID_SKIN_REWARD_INFO_2","פתחת סקין חדש כפרס על חיבור החשבון שלך למזהה Supercell"
"TID_SKIN_REWARD_OK","קבלה"
"TID_HERO_REWARD_TITLE_1","הודעה מהתמיכה"
"TID_HERO_REWARD_INFO_1","צוות התמיכה של Brawl Stars תרם לך בראולר חדש."
"TID_SKIN_REWARD_TITLE_0","הודעה מהתמיכה"
"TID_SKIN_REWARD_INFO_0","צוות התמיכה של Brawl Stars תרם לך סקין חדש."
"TID_SKIN_REWARD_TITLE_3","הודעה מהתמיכה"
"TID_SKIN_REWARD_INFO_3","צוות התמיכה של Brawl Stars תרם לך סקין חדש."
"TID_REWARD_TITLE","הודעה מהתמיכה"
"TID_REWARD_INFO","יש לך תרומה בהמתנה מצוות התמיכה של Brawl Stars"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> טוקנים של כוכבים התקבלו"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> טוקנים התקבלו"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> נקודות כוכב התקבלו"
"TID_REWARD_OK","קבלה"
"TID_HERO_REWARD_OK","קבלה"
"TID_RANK_POPUP_TITLE","צבירת גביעים"
"TID_RANK_POPUP_NEXT_GOAL","המטרה הבאה"
"TID_RANK_POPUP_COLLECT","איסוף"
"TID_RANK_POPUP_SEASON_END_REWARD","פרס עונה"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>פרס העונה שלך</c>"
"TID_RANK_POPUP_TOTAL_INFO","כדאי להגדיל את מספר הגביעים הכולל שלך כדי לפתוח פרסים ולהגיע לליגות חדשות!\nמספר הגביעים הכולל הוא שילוב של כל הגביעים שיש לכל בראולר שלך בנפרד."
"TID_RANK_POPUP_SEASON_END_TITLE","העונה מסתיימת בעוד"
"TID_RANK_POPUP_SEASON_END_INFO","בסיום העונה, הבראולרים שלך עם <DECAYSTART> גביעים או יותר יאבדו חלק מהגביעים שלהם. כפיצוי יינתנו נקודות כוכב שניתן לנצל בחנות."
"TID_RANK_POPUP_HILITE_CAPTION_3","פתיחה: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","אירוע חדש: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","מגה תיבה"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","אירועים מיוחדים"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","אירועים יומיים"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","אירועי כרטיסים"
"TID_RANK_INFO_POPUP_TITLE","מידע על גביעים"
"TID_RANK_INFO_POPUP_SEASON_REWARDS","פרסי נקודות כוכב בסיום עונה"
"TID_RANK_INFO_POPUP_LABEL_TROPHIES","גביעים"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","פרס נקודות כוכב"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","גביעים לאחר סיום עונה"
"TID_DAILY_COINS_COLLECTED","נצברו"
"TID_TEAM_BATTLE","יצירה"
"TID_TEAM_UNREADY","לא מוכן"
"TID_TEAM_WAITING_WHILE_READY","אתם מוכנים!\nנחכה לאחרים."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> בראולרים <NAME></c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","מגניב!"
"TID_GATCHA_SCREEN_TAP","להקיש!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","כרטיסים לאירועים"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","בונוס!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","פעיל למשך <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","מתחיל בעוד <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","מכפיל טוקנים"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","אפשר להכפיל את הטוקנים שמרוויחים בקרבות!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","מטבעות"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","אפשר להשתמש במטבעות כדי לשדרג את הבראולרים שלך"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","יהלומים"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","אפשר להשתמש ביהלומים כדי לקנות מהחנות תיבות, סקינים ועוד"
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","נקודות כוח"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","פתחת שדרוג!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","שדרוג זמין!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","בונוס"
"TID_NAVI_BLOCKED_1","לא ניתן להחליף דף בסטטוס מוכן!"
"LEG_TRO_MIG_INFO_SHORT","הרווחת <AMOUNT><cff00ff>נקודות כוכב</c>!"
"TID_LEG_TRO_MIG_POPUP_OK","אישור"
"TID_LEG_TRO_MIG_POPUP_CLAIM","קבלה"
"TID_LEG_TRO_MIG_POPUP_TITLE","מציגים: <cff00ff>נקודות כוכב</c>"
"TID_LEG_TRO_MIG_INFO","חדש ב-Brawl Stars: נקודות כוכב! יש לך אפשרות להרוויח נקודות כוכב אם אחד הבראולרים שלך יקבל 500 גביעים ומעלה. בסוף עונה, חלק מהגביעים שמעל 500 יומרו לנקודות כוכב.\n\nניתן גם להרוויח נקודות כוכב על-ידי העלאת הבראולרים שלך בדירוג. קיבלת <AMOUNT> נקודות כוכב מהבראולרים שלך שעלו בדירוג בעבר!"
