TID,RU
TID_TRICKSHOT_DUDE_DESC,Выпущенные Рико пули могут отскакивать от стен. Его Супер преодолевает большую дистанцию и насквозь прошивает цель!
TID_TRICKSHOT_DUDE_WEAPON,ПРУЖИНЯЩИЕ ПУЛИ
TID_TRICKSHOT_DUDE_WEAPON_DESC,"Отскакивая от стен, пули Рико летят ещё дальше и могут достать спрятавшихся в укрытии врагов."
TID_TRICKSHOT_DUDE_ULTI,КОРОННЫЙ УДАР
TID_TRICKSHOT_DUDE_ULTI_DESC,"Рико выпускает длинную очередь, которая прошивает врагов и может покрывать ещё большую дистанцию, отскакивая от стен."
TID_CACTUS,СПАЙК
TID_CACTUS_DESC,"Спайк бросает кактусные гранаты, осыпающие всё вокруг иголками. Его ошеломительный Супер создаёт поле с шипами, замедляющее врагов и наносящее им урон!"
TID_CACTUS_WEAPON,ИГОЛОЧНАЯ ГРАНАТА
TID_CACTUS_WEAPON_DESC,"Спайк бросает маленький кактус, который взрывается и осыпает всё вокруг иголками."
TID_CACTUS_ULTI,ПРИГВОЗДИЛ!
TID_CACTUS_ULTI_DESC,"Спайк бросает шипастую гранату, которая наносит урон и замедляет врагов, попавших в зону взрыва."
TID_BARKEEP,БАРЛИ
TID_BARKEEP_DESC,"Барли готовит лучшие напитки в парке Старр! Но стоит только кому-то запачкать барную стойку, как он вскипает и начинает кидаться бутылками!"
TID_BARKEEP_WEAPON,НЕРАЗБАВЛЕННАЯ СМЕСЬ
TID_BARKEEP_WEAPON_DESC,"Барли швыряет бутылку, и она разбивается о землю. Разлетевшиеся брызги наносят урон врагам. Те из них, кто остаются в луже, продолжают получать урон."
TID_BARKEEP_ULTI,ПОСЛЕДНИЙ ЗАКАЗ
TID_BARKEEP_ULTI_DESC,"Обрушив шквал огненных бутылок, Барли заливает огнём огромную площадь. За счёт заведения!"
TID_MECHANIC,ДЖЕССИ
TID_MECHANIC_DESC,"Шоковая винтовка Джесси выстреливает энергосферой, отскакивающей от врага к врагу. Её Супер — установка милой, но смертоносной турели!"
TID_MECHANIC_WEAPON,ШОКОВАЯ ВИНТОВКА
TID_MECHANIC_WEAPON_DESC,"Джесси стреляет энергосферой, которая может поразить до трёх врагов, отскакивая от одной цели к другой. С каждым отскоком урон уменьшается на <damageDecayChain>."
TID_MECHANIC_ULTI,СКРАППИ!
TID_MECHANIC_ULTI_DESC,Джесси устанавливает автоматически стреляющую по врагам турель. Сделана из стопроцентного вторсырья!
TID_SHAMAN,НИТА
TID_SHAMAN_DESC,"Нита атакует врагов волной энергии. Её Супер призывает огромного медведя, который сражается рядом с ней!"
TID_SHAMAN_WEAPON,ДРЕВНЯЯ СИЛА
TID_SHAMAN_WEAPON_DESC,Выпускаемая Нитой волна энергии наносит урон всем попавшим в неё врагам.
TID_SHAMAN_ULTI,МЕДВЕЖУТЬ
TID_SHAMAN_ULTI_DESC,"Нита призывает дух большого медвежонка, чтобы вместе охотиться на врагов."
TID_UNDERTAKER,МОРТИС
TID_UNDERTAKER_DESC,"Мортис прыгает вперёд с каждым взмахом своей лопаты. Его Супер призывает стаю летучих мышей, наносящих урон врагам и исцеляющих его самого!"
TID_UNDERTAKER_WEAPON,ВЗМАХ ЛОПАТОЙ
TID_UNDERTAKER_WEAPON_DESC,"Прыжок вперёд и резкий взмах лопатой — и у Мортиса вновь полно работы. Вскоре после того, как все три прыжка становятся доступны, длина следующего прыжка Мортиса увеличивается."
TID_UNDERTAKER_ULTI,КРОВЬ ЖИЗНИ
TID_UNDERTAKER_ULTI_DESC,"Мортис призывает летучих мышей-вампиров, которые высасывают здоровье у вражеских бойцов и восстанавливают его собственное. Бр-р!"
TID_CROW,ВОРОН
TID_CROW_DESC,Это таинственное существо возникло в городе словно из ниоткуда. Никто не смеет дразнить его. Уже никто.
TID_CROW_WEAPON,КЛИНКИ
TID_CROW_WEAPON_DESC,"Ворон бросает три кинжала. Враги, задетые отравленными клинками, постепенно теряют здоровье, а любой действующий на них в это время исцеляющий эффект уменьшается."
TID_CROW_ULTI,НАЛЁТ
TID_CROW_ULTI_DESC,"Взмывая в небо и возвращаясь на землю, Ворон окружает себя кольцом отравленных кинжалов."
TID_DEAD_MARIACHI,ПОКО
TID_DEAD_MARIACHI_DESC,Поко атакует врагов разрушительной звуковой волной. Его Супер исцеляет его самого и товарищей по команде!
TID_DEAD_MARIACHI_WEAPON,МОЩНЫЙ АККОРД
TID_DEAD_MARIACHI_WEAPON_DESC,"Ударив по струнам, Поко распространяет пронизывающую до костей звуковую волну, которая наносит урон всем задетым врагам."
TID_DEAD_MARIACHI_ULTI,НА БИС!
TID_DEAD_MARIACHI_ULTI_DESC,"Поко лечит себя и находящихся рядом друзей, исполняя воодушевляющую мелодию. Не оказывает влияния на врагов."
TID_BOW_DUDE,БО
TID_BOW_DUDE_DESC,Бо выпускает три взрывные стрелы. Его Супер — установка трёх секретных взрывных ловушек!
TID_BOW_DUDE_WEAPON,ОРЛИНЫЙ ГЛАЗ
TID_BOW_DUDE_WEAPON_DESC,"Три выпущенные Бо взрывные стрелы рвут врагов на части, как орлиные когти."
TID_BOW_DUDE_ULTI,ОХОТА НА ЛИС
TID_BOW_DUDE_ULTI_DESC,"Ловушки Бо взрываются после активации врагом с небольшой задержкой. Нанеся урон, они отбрасывают противников назад."
TID_SNIPER,ПАЙПЕР
TID_SNIPER_DESC,"Снайперские выстрелы Пайпер наносят больше урона на большей дистанции. Её Супер — гранаты под ноги, бросив которые, она сбегает!"
TID_SNIPER_WEAPON,ЗОНТОВКА
TID_SNIPER_WEAPON_DESC,"Пайпер делает снайперский выстрел из наконечника своего зонта. Чем больше дистанция выстрела, тем он становится мощнее!"
TID_SNIPER_ULTI,ПРОМЕНАД
TID_SNIPER_ULTI_DESC,"Пайпер сбегает от назойливых поклонников, оставляя маленький сувенир на память: несколько гранат без чеки!"
TID_MINIGUN_DUDE,ПЭМ
TID_MINIGUN_DUDE_DESC,"Выстрелы Пэм усыпают всё вокруг шрапнелью. Её Супер — лечебная турель, восстанавливающая здоровье ей и товарищам по команде!"
TID_MINIGUN_DUDE_WEAPON,БУРЯ ЛОМА
TID_MINIGUN_DUDE_WEAPON_DESC,"Пэм осыпает округу кусками металлолома. Пожалуйста, наденьте защитные очки!"
TID_MINIGUN_DUDE_ULTI,МАМОЧКИН ПОЦЕЛУЙ
TID_MINIGUN_DUDE_ULTI_DESC,"Лечебная турель Пэм исцеляет её саму и всех товарищей, находящихся в зоне действия турели."
TID_BONE_THROWER,Метатель костей
TID_BONE_THROWER_DESC,"Ловко управляясь со своим массивным пулеметом, этот боец может уложить почти неограниченное количество врагов (низкая скорость перемещения, устойчивость к отбрасыванию)."
TID_BONE_THROWER_WEAPON,МИНИГАН
TID_BONE_THROWER_WEAPON_DESC,Этот боец просто создан для своего минигана. Он даже может вести огонь на ходу!
TID_BONE_THROWER_ULTI,АВТОПЕРЕВЯЗКА
TID_BONE_THROWER_ULTI_DESC,В ожесточённой перестрелке получить царапину или серьёзную рану проще простого. Автоперевязка поможет всей команде остаться в строю!
TID_BLACK_HOLE,ТАРА
TID_BLACK_HOLE_DESC,"Какую судьбу предрекут карты? Эта загадочная личность, прибывшая из дальних краёв, видит в твоём будущем только одно: ПОРАЖЕНИЕ!"
TID_BLACK_HOLE_WEAPON,ТРИ КАРТЫ ТАРО
TID_BLACK_HOLE_WEAPON_DESC,"Небрежное движение руки, и три карты таро пронзают врагов. Вот это ловкость!"
TID_BLACK_HOLE_ULTI,ПРИТЯЖЕНИЕ
TID_BLACK_HOLE_ULTI_DESC,"Тара колдовством создает гравитационный колодец. Попавшие в зону действия враги сталкиваются друг с другом, испытывая мучительную боль."
TID_TURRET_DAMAGE,Урон турели
TID_TURRET_HEALTH,Здоровье турели
TID_STAT_DAMAGE_PER_SECOND,Урон в секунду
TID_STAT_DAMAGE_PER_SECOND_EACH,Урон в секунду
TID_STAT_DAMAGE_PER_STRIKE,Урон от удара
TID_ROBOT,ПОМОЩНИК ШЕРИФА АЙРОНС
TID_ROBOT_DESC,Создан служить. Призван разрушать.
TID_ROBOT_WEAPON,РАКЕТНЫЙ СНАЙПЕР
TID_ROBOT_WEAPON_DESC,Помощник шерифа Айронс запускает взрывную ракету на невероятно длинную дистанцию с механической точностью.
TID_ROBOT_ULTI,СДЕРЖИВАНИЕ ТОЛПЫ
TID_ROBOT_ULTI_DESC,"Когда дело доходит до крайних мер, помощник шерифа Айронс готов обрушить на неуправляемую толпу шквал ракет."
TID_ARMOR_STAT,Здоровье
TID_HEALTH,Здоровье
TID_STAT_GRENADE_DAMAGE,Урон от гранаты
TID_STAT_MISSILE_DAMAGE,Урон от ракеты
TID_STAT_HEALTH,Здоровье
TID_STAT_SPEED,Скорость
TID_STAT_DAMAGE,Урон
TID_STAT_DAMAGE_SPECIAL_TARGETS,Урон особым целям
TID_STAT_DAMAGE_PER_SHOT,Урон от пули
TID_STAT_DAMAGE_PER_SHELL,Урон от выстрела
TID_STAT_HAMMER_DAMAGE,"Урон каждые 0,2 с."
TID_STAT_DAMAGE_OR_HEAL,Урон / Лечение
TID_HERO_INFO_MAX_BOUNCES,Максимум отскоков
TID_HERO_INFO_HEAL_REDUCTION,Уменьшение лечения
TID_BATTLE,ИГРАТЬ
TID_QUIT,Выйти
TID_MATCHMAKING_QUIT,Выйти
TID_MATCHMAKING_HEADING,Поиск игроков
TID_MATCHMAKING_TIME_LABEL,До начала боя
TID_MATCHMAKING_PLAYERS,Найдено игроков: <x> из <y>
TID_BUTTON_CANCEL,Отмена
TID_BUTTON_OK,OK
TID_ENTER_NAME_TITLE,Добро пожаловать в Brawl Stars!
TID_ENTER_NAME_BODY,Как тебя зовут?
TID_TIME_DAYS, д.
TID_TIME_HOURS, ч.
TID_TIME_MINS, м.
TID_TIME_SECS, с.
TID_MATCHMAKING_TIME,Время до начала: <TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Подключено
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Подключение
TID_SUPERCELL_ID_LOGIN_BUTTON,Вход
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Играть без подключения
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,Загрузить игровой прогресс игрока <name> (количество трофеев: <trophies>)? Для этого нужно войти в игру с Supercell ID.
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Ошибка!
TID_ERROR_POP_UP_OUT_OF_SYNC,Клиент и сервер не синхронизированы!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Перезагрузить игру
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Ошибка подключения
TID_ERROR_POP_UP_CONNECTION_FAILED,Не удаётся подключиться к серверу. Проверь подключение к Интернету и попробуй снова.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Попробовать снова
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Войти не удалось
TID_ERROR_POP_UP_LOGIN_FAILED,"Пожалуйста, попробуй позже."
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Попробовать снова
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,Тут есть кто-нибудь?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,"Нажми на кнопку внизу, чтобы перезагрузить игру."
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Перезагрузить игру
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Доступно обновление!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Отличные новости! Доступна новая версия Brawl Stars.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Обновление
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Технический перерыв
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"Прости, на сервере ведутся технические работы. Попробуй, пожалуйста, позже."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Попробовать снова
TID_ERROR_POP_UP_BANNED_TITLE,Тебя заблокировали!
TID_ERROR_POP_UP_BANNED,Тебя временно заблокировали
TID_ERROR_POP_UP_BANNED_BUTTON,OK
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Поддержка
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Подробнее
TID_INFO_POP_UP_IAP_NOTE_TITLE,Важное сообщение
TID_INFO_POP_UP_IAP_NOTE,"Brawl Stars — бесплатная игра, но можно ускорить её прохождение с помощью встроенных покупок (эту возможность можно отключить в настойках устройства). Если ты принимаешь условия пользования и политику конфиденциальности, нажми кнопку «OK»."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,OK
TID_SERVER_ERROR_TITLE,Ошибка сервера <number>
TID_SERVER_ERROR,Во время боя пропала связь.
TID_SERVER_ERROR_BUTTON,OK
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Подключение прервано
TID_ERROR_POP_UP_CONNECTION_LOST,"Пожалуйста, попробуй войти снова!"
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Повторный вход
TID_TROPHIES,Трофеи
TID_PRACTICE,ТРЕНИРОВКА
TID_READY,Готово
TID_BATTLE_END_TITLE_VICTORY,ПОБЕДА!
TID_BATTLE_END_TITLE_DEFEAT,ПОРАЖЕНИЕ
TID_BATTLE_END_TITLE_DRAW,Ничья
TID_BATTLE_END_DEATHMATCH_VICTORY,Ты лучше всех!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Место: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,"Бой закончился вничью, потому что обе команды собрали одинаковое количество кристаллов!"
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,УРОВЕНЬ «<LEVEL>» ПРОЙДЕН!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,ПОРАЖЕНИЕ
TID_BATTLE_END_RETURN_HOME,ВЫЙТИ
TID_BATTLE_END_NEXT,Далее
TID_BATTLE_END_TAP,нажми для продолжения
TID_BATTLE_END_NO_PRACTISE_TROPHIES,В ТРЕНИРОВКЕ НЕЛЬЗЯ ВЫИГРАТЬ ТРОФЕИ
TID_BATTLE_END_PLAY_AGAIN,ИГРАТЬ СНОВА
TID_BATTLE_END_PLAY_AGAIN_CANCEL,ОТМЕНА
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> вступает в твою команду
TID_BATTLE_END_OVERWHELMING_VICTORY,ЭПИЧЕСКАЯ ПОБЕДА
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,ЭПИЧЕСКАЯ ПОБЕДА
TID_RESPAWNING,Возвращение через\n<n1>
TID_TEAMS_POPUP_TITLE,КОМАНДЫ
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Команды клуба и друзей
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,"ВСТУПИ В КЛУБ, ЧТОБЫ УВИДЕТЬ АКТИВНЫЕ БОИ"
TID_TEAMS_POPUP_SEARCH,ВСТУПИТЬ ПО КОДУ
TID_TEAMS_POPUP_CREATE,СОЗДАТЬ КОМАНДУ
TID_TEAM_SEARCH_POPUP_TITLE,ВСТУПИТЬ В КОМАНДУ ПО КОДУ
TID_TEAM_SEARCH_POPUP_SEARCH,ВСТУПИТЬ
TID_TEAM_JOIN_ROOM_CODE,Введи здесь код команды...
TID_TEAM_CHANGE_MAP,СМЕНИТЬ
TID_TEAM_TYPE_INFO_0,Ранговый
TID_TEAM_TYPE_INFO_1,Дружеский
TID_TEAM_TYPE_INFO_2,Особый
TID_TEAM_MEMBER_LEFT_0,Ты покидаешь команду.
TID_TEAM_MEMBER_LEFT_1,Тебя выгнали из команды.
TID_TEAM_MEMBER_LEFT_2,"Команда распущена: время, отведенное для события, истекло."
TID_TEAM_MEMBER_LEFT_3,"Команда распущена, потому что создатель команды её покинул."
