TID,ES
TID_UNDERTAKER_DESC,Mortis avanza a palazos. Su súper consiste en invocar una bandada de murciélagos para que inflijan daño a los enemigos y así poder curarse a sí mismo.
TID_UNDERTAKER_WEAPON,PALAZO
TID_UNDERTAKER_WEAPON_DESC,"Mortis se abalanza sobre sus enemigos y les asesta un buen palazo. ¡Que no decaiga el trabajo! Cuando sus tres ataques estén disponibles, conseguirá uno más largo al cabo de un rato."
TID_UNDERTAKER_ULTI,TRANSFUSIÓN
TID_UNDERTAKER_ULTI_DESC,Mortis invoca a una bandada de murciélagos vampiro que absorben la salud de los brawlers enemigos y se la traspasan a él. ¡Es espeluznante!
TID_CROW,CROW
TID_CROW_DESC,Crow lanza tres dagas envenenadas. Su súper consiste en alzar el vuelo y lanzar dagas tanto al despegar como al aterrizar.
TID_CROW_WEAPON,TRIPLE DAGA
TID_CROW_WEAPON_DESC,Crow lanza tres dagas afiladas. Las dagas que penetren al enemigo le impregnarán un veneno dañino durante un tiempo y reducirán todos los efectos de curación durante el tiempo que esté envenenado.
TID_CROW_ULTI,CAÍDA LIBRE
TID_CROW_ULTI_DESC,Crow alza el vuelo y arroja varias dagas envenenadas a su alrededor al despegar y al aterrizar.
TID_DEAD_MARIACHI,POCO
TID_DEAD_MARIACHI_DESC,"Poco emite ondas sonoras que dañan la sensibilidad de los enemigos. Su súper tiene un efecto sanador, tanto para sí mismo como para sus aliados."
TID_DEAD_MARIACHI_WEAPON,SERENATA
TID_DEAD_MARIACHI_WEAPON_DESC,Poco toca la guitarra y emite ondas de sonido estridentes que dañan la sensibilidad del enemigo.
TID_DEAD_MARIACHI_ULTI,POPURRÍ SANADOR
TID_DEAD_MARIACHI_ULTI_DESC,Poco reanima a los amigos que se encuentren cerca y a sí mismo con su alegre melodía. No afecta a los enemigos.
TID_BOW_DUDE,BO
TID_BOW_DUDE_DESC,Bo dispara tres flechas explosivas a sus objetivos. Su súper consiste en colocar tres minas explosivas bajo tierra.
TID_BOW_DUDE_WEAPON,ÁGUILA IMPERIAL
TID_BOW_DUDE_WEAPON_DESC,Bo lanza tres flechas explosivas que despedazan al enemigo como las garras de un águila imperial.
TID_BOW_DUDE_ULTI,TRAMPANTOJO
TID_BOW_DUDE_ULTI_DESC,Bo esconde trampas detonantes bajo tierra. Las trampas explotan momentos después de que el enemigo las active y causan un gran daño e impacto.
TID_SNIPER,PIPER
TID_SNIPER_DESC,Sus disparos infligen más daño a mayor distancia. Su súper consiste en lanzar granadas mientras se aleja dando un gran salto.
TID_SNIPER_WEAPON,DISPARAGUAS
TID_SNIPER_WEAPON_DESC,Su ataque procede de la punta de su paraguas. El disparo es mucho más eficaz a mayor distancia.
TID_SNIPER_ULTI,SALTO EXPLOSIVO
TID_SNIPER_ULTI_DESC,Piper vuela con su paraguas y lanza un regalito en forma de granadas desde lo más profundo de su corazón.
TID_MINIGUN_DUDE,PAM
TID_MINIGUN_DUDE_DESC,Pam ametralla sin temor a los enemigos. Su súper es una torreta sanadora que regenera su salud y la de sus aliados.
TID_MINIGUN_DUDE_WEAPON,LLUVIA DE CHATARRA
TID_MINIGUN_DUDE_WEAPON_DESC,Pam rocía una extensa superficie con una lluvia de chatarra. ¡Que no te entre en los ojos!
TID_MINIGUN_DUDE_ULTI,BESO MATERNO
TID_MINIGUN_DUDE_ULTI_DESC,La torreta curativa de Pam regenera su salud y la de los aliados que se encuentren dentro de su área de efecto.
TID_BONE_THROWER,Lanzador de huesos
TID_BONE_THROWER_DESC,"¡Este ametrallador no tiene nada de pequeño! Experto en el uso de la ametralladora, este guerrero es capaz de acabar con el enemigo más letal. Sus movimientos son lentos y es inmune a la ralentización."
TID_BONE_THROWER_WEAPON,MINIARMA
TID_BONE_THROWER_WEAPON_DESC,Este brawler empuña su potente ametralladora con tal naturalidad que parece lo más fácil del mundo.
TID_BONE_THROWER_ULTI,TIRITAS
TID_BONE_THROWER_ULTI_DESC,"A veces, un rasguño puede fastidiarte tu desempeño en la batalla. Estas tiritas curarán a todo tu equipo."
TID_BLACK_HOLE,TARA
TID_BLACK_HOLE_DESC,Tara ataca a los enemigos con tres cartas del tarot. Su súper es un agujero negro que absorbe a los enemigos e inflige mucho daño.
TID_BLACK_HOLE_WEAPON,TRÍO DE CARTAS
TID_BLACK_HOLE_WEAPON_DESC,"Con un hábil juego de muñeca, lanza tres cartas del tarot directas al enemigo. ¡La destrucción está escrita!"
TID_BLACK_HOLE_ULTI,GRAVEDAD
TID_BLACK_HOLE_ULTI_DESC,"Como por arte de magia, Tara evoca un abrumador pozo de gravedad que absorbe a los enemigos y los hace chocarse entre ellos."
TID_TURRET_DAMAGE,Daño de la torreta
TID_TURRET_HEALTH,Salud de la torreta
TID_STAT_DAMAGE_PER_SECOND,Daño por segundo
TID_STAT_DAMAGE_PER_SECOND_EACH,Daño por segundo
TID_STAT_DAMAGE_PER_STRIKE,Daño por impacto
TID_ROBOT,TENIENTE IRONS
TID_ROBOT_DESC,Creado para servir. Teniente de la destrucción.
TID_ROBOT_WEAPON,COHETE EXPLOSIVO
TID_ROBOT_WEAPON_DESC,El teniente Irons dispara un cohete explosivo desde una gran distancia pero con una gran precisión mecánica.
TID_ROBOT_ULTI,CONTROL DE MASAS
TID_ROBOT_ULTI_DESC,"Cuando las cosas se ponen extremas, el teniente Irons dispara una descarga de cohetes a las multitudes más rebeldes."
TID_ARMOR_STAT,Salud
TID_HEALTH,Salud
TID_STAT_GRENADE_DAMAGE,Daño por granada
TID_STAT_MISSILE_DAMAGE,Daño por cohete
TID_STAT_HEALTH,Puntos de vida
TID_STAT_SPEED,Velocidad
TID_STAT_DAMAGE,Daño
TID_STAT_DAMAGE_SPECIAL_TARGETS,Daño a objetivos especiales
TID_STAT_DAMAGE_PER_SHOT,Daño por bala
TID_STAT_DAMAGE_PER_SHELL,Daño por bala
TID_STAT_HAMMER_DAMAGE,"Daño cada 0,2 segundos"
TID_STAT_DAMAGE_OR_HEAL,Daño / Curación
TID_HERO_INFO_MAX_BOUNCES,Máximo de rebotes
TID_HERO_INFO_HEAL_REDUCTION,Reducción de curación
TID_BATTLE,JUGAR
TID_QUIT,Salir
TID_MATCHMAKING_QUIT,Salir
TID_MATCHMAKING_HEADING,Buscando jugadores
TID_MATCHMAKING_TIME_LABEL,La batalla comienza dentro de:
TID_MATCHMAKING_PLAYERS,Jugadores encontrados: <x>/<y>
TID_BUTTON_CANCEL,Cancelar
TID_BUTTON_OK,Vale
TID_ENTER_NAME_TITLE,¡Esto es Brawl Stars!
TID_ENTER_NAME_BODY,¿Cómo te llamas?
TID_TIME_DAYS, d
TID_TIME_HOURS, h
TID_TIME_MINS, min
TID_TIME_SECS, s
TID_MATCHMAKING_TIME,Tiempo restante: <TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Conectado
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Conectar
TID_SUPERCELL_ID_LOGIN_BUTTON,Iniciar sesión
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Jugar sin
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,¿Quieres cargar otra partida con un nivel <number> de XP? Inicia sesión con tu Supercell ID.
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,¡Error!
TID_ERROR_POP_UP_OUT_OF_SYNC,El cliente y el servidor no están sincronizados.
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Volver a cargar
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Error de conexión
TID_ERROR_POP_UP_CONNECTION_FAILED,No se ha podido conectar con el servidor. Comprueba la conexión a Internet y vuelve a intentarlo.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Reintentar
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Error en el inicio de sesión
TID_ERROR_POP_UP_LOGIN_FAILED,Inténtalo más tarde.
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Reintentar
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,¿Estás ahí?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,Toca el botón de abajo para volver a cargar el juego.
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Volver a cargar
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,¡Actualización disponible!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,¡Buenas noticias! Hay disponible una nueva versión de Brawl Stars.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Actualizar
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Servidores en mantenimiento
TID_ERROR_POP_UP_SERVER_MAINTENANCE,Los servidores se encuentran en mantenimiento. Inténtalo más tarde.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Reintentar
TID_ERROR_POP_UP_BANNED_TITLE,¡Te han vetado!
TID_ERROR_POP_UP_BANNED,Te han vetado temporalmente.
TID_ERROR_POP_UP_BANNED_BUTTON,Vale
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Equipo de asistencia
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Más información
TID_INFO_POP_UP_IAP_NOTE_TITLE,Aviso importante
TID_INFO_POP_UP_IAP_NOTE,"Brawl Stars es gratuito, pero puedes acelerar tu progreso con compras integradas (puedes desactivarlas en los ajustes del dispositivo). Toca Vale para aceptar las Condiciones del servicio y la Política de privacidad."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,Vale
TID_SERVER_ERROR_TITLE,Error del servidor (<number>)
TID_SERVER_ERROR,Se ha perdido la conexión durante el combate.
TID_SERVER_ERROR_BUTTON,Vale
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Conexión perdida
TID_ERROR_POP_UP_CONNECTION_LOST,Intenta volver a conectarte.
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Reintentar
TID_TROPHIES,Trofeos
TID_PRACTICE,PRACTICAR
TID_READY,Listo
TID_BATTLE_END_TITLE_VICTORY,¡VICTORIA!
TID_BATTLE_END_TITLE_DEFEAT,DERROTA
TID_BATTLE_END_TITLE_DRAW,Empate
TID_BATTLE_END_DEATHMATCH_VICTORY,¡Primer puesto!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Puesto: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,La batalla ha terminado en empate porque ambos equipos habéis conseguido las mismas gemas.
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,¡DIFICULTAD DE NIVEL <LEVEL> SUPERADA!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,DERROTA
TID_BATTLE_END_RETURN_HOME,SALIR
TID_BATTLE_END_NEXT,Siguiente
TID_BATTLE_END_TAP,Toca para continuar
TID_BATTLE_END_NO_PRACTISE_TROPHIES,LAS PRÁCTICAS NO OTORGAN TROFEOS
TID_BATTLE_END_XP_CAPPED,Ya no puedes adquirir más experiencia por hoy.
TID_BATTLE_END_PLAY_AGAIN,VOLVER A JUGAR
TID_BATTLE_END_PLAY_AGAIN_CANCEL,CANCELAR
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> se ha unido a tu equipo.
TID_BATTLE_END_OVERWHELMING_VICTORY,VICTORIA ÉPICA
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,VICTORIA ÉPICA
TID_RESPAWNING,Vuelve en\n<n1>
TID_TEAMS_POPUP_TITLE,EQUIPOS
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Clubs y equipos de amigos
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,ÚNETE A UN CLUB PARA VER LAS BATALLAS ACTIVAS
TID_TEAMS_POPUP_SEARCH,UNIRSE CON CÓDIGO
TID_TEAMS_POPUP_CREATE,CREAR EQUIPO
TID_TEAM_SEARCH_POPUP_TITLE,UNIRSE CON CÓDIGO
TID_TEAM_SEARCH_POPUP_SEARCH,UNIRSE
TID_TEAM_JOIN_ROOM_CODE,Escribe el código aquí
TID_TEAM_CHANGE_MAP,CAMBIAR
TID_TEAM_TYPE_INFO_0,Competitivo
TID_TEAM_TYPE_INFO_1,Amistoso
TID_TEAM_TYPE_INFO_2,Especiales
TID_TEAM_MEMBER_LEFT_0,Has abandonado el equipo.
TID_TEAM_MEMBER_LEFT_1,Te han expulsado del equipo.
TID_TEAM_MEMBER_LEFT_2,Se ha disuelto el equipo porque el evento ha caducado.
TID_TEAM_MEMBER_LEFT_3,Se ha disuelto el equipo porque quien lo ha creado lo ha abandonado.
TID_TEAM_MEMBER_LEFT_4,Torneo cancelado
TID_TEAM_MEMBER_LEFT_5,Torneo caducado
TID_TEAM_MEMBER_LEFT_6,Torneo finalizado
TID_TEAM_GAME_STARTING,Comienza la batalla
TID_TEAM_CODE_COPIED,Código copiado en el portapapeles
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>INVITACIÓN PENDIENTE</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>RECHAZADA</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>JUGADOR DESCONECTADO</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,Toca para cancelar
TID_TEAM_ERROR_1,Error del servidor del equipo
TID_TEAM_ERROR_2,No es posible unirse. El equipo está completo.
TID_TEAM_ERROR_3,No es posible unirse. El equipo ya no está disponible.
TID_TEAM_ERROR_5,El código del equipo no es válido. Comprueba que esté escrito correctamente.
TID_TEAM_ERROR_6,No existe ningún equipo con este código.
TID_TEAM_ERROR_7,No puedes unirte a un equipo tras haber sido expulsado.
TID_TEAM_ERROR_8,Los equipos no pueden tener más de tres jugadores. Revisa los ajustes del equipo.
TID_TEAM_ERROR_10,No puedes crear un equipo porque ya perteneces a uno.
TID_TEAM_ERROR_11,No puedes crear un equipo porque el evento ha caducado.
TID_TEAM_ERROR_12,No puedes unirte a un equipo que ha caducado.
TID_TEAM_ERROR_14,No puedes crear un equipo porque este evento no se puede jugar por equipos.
TID_TEAM_ERROR_15,No te puedes unir a este equipo porque no se encuentra en tu región.
TID_TEAM_ERROR_17,No se puede empezar la partida porque no están permitidos los brawlers duplicados.
TID_TEAM_ERROR_18,No se puede empezar la partida porque vamos a comenzar labores de mantenimiento.
TID_TEAM_ERROR_19,No puedes expulsar a la persona que creó el equipo mientras está conectada.
TID_TEAM_ERROR_20,No puedes elegir ese mapa porque hay demasiados jugadores para poder jugarlo.
TID_TEAM_ERROR_21,No puedes empezar la partida porque no tienes suficientes tiques.
TID_TEAM_ERROR_22,No puedes elegir ese mapa porque hay demasiados jugadores.
TID_TEAM_ERROR_24,No se puede enviar la invitación. Amigo no encontrado.
TID_TEAM_ERROR_25,No se puede enviar la invitación porque el equipo está completo.
TID_TEAM_ERROR_26,Invitación rechazada
TID_TEAM_ERROR_27,No se puede enviar la invitación porque este jugador no acepta invitaciones a equipos.
TID_TEAM_ERROR_28,No se puede enviar la invitación porque el jugador no está conectado.
TID_TEAM_ERROR_29,No se puede enviar la invitación porque el jugador ya pertenece a un equipo.
TID_TEAM_ERROR_30,No puedes comenzar la partida porque tienes una invitación pendiente.
TID_TEAM_ERROR_31,No puedes cambiar el evento mientras haya una invitación pendiente.
TID_TEAM_ERROR_32,El equipo tiene demasiados integrantes para este modo de juego.
TID_TEAM_ERROR_33,Este modo de juego es individual.
TID_TEAM_ERROR_34,Ya habéis derrotado al último jefe.
TID_TEAM_ERROR_40,Ya hay una solicitud de unión al equipo pendiente.
TID_TEAM_ERROR_41,La solicitud de unión al equipo ha sido rechazada.
TID_TEAM_ERROR_42,No se ha podido enviar la solicitud de unión porque no se encuentra el equipo.
TID_TEAM_ERROR_43,La persona a la que le has enviado la solicitud de unión ya no forma parte de un equipo.
TID_TEAM_ERROR_44,La persona a la que le has enviado la solicitud de unión al equipo se ha desconectado.
TID_TEAM_ERROR_45,No se puede enviar la solicitud de unión porque el equipo está completo.
TID_TEAM_ERROR_46,La persona a la que le has enviado la solicitud de unión al equipo te ha silenciado.
TID_TEAM_ERROR_47,Solicitud de unión fallida. Solo los creadores de las partidas amistosas pueden aceptar solicitudes.
TID_TEAM_ERROR_48,La persona a la que le has enviado la solicitud de unión al equipo ha silenciado las invitaciones.
TID_TEAM_ERROR_60,No puedes sugerir ese evento porque hay demasiados jugadores.
TID_TEAM_ERROR_61,No puedes sugerir cambiar el evento mientras haya una invitación pendiente.
TID_TEAM_ERROR_62,No es posible sugerir el evento. El evento no está disponible para todos los miembros del equipo.
TID_TEAM_ERROR_102,No es posible crear un equipo porque tienes pendiente una solicitud de unión.
TID_TEAM_ERROR_120,Solo puedes jugar al mapa de tu nivel actual en el desafío.
TID_TEAM_ERROR_121,No puedes comenzar una partida porque no te quedan más intentos.
TID_TEAM_ERROR_122,No se puede usar este brawler en la partida.
TID_TEAM_ERROR_123,No puedes comenzar esta batalla porque el brawler seleccionado no se puede usar en Lucha estelar ni en los desafíos esta temporada.
TID_TEAM_ERROR_124,No se puede iniciar la partida. El mapa seleccionado no ha sido aprobado y no se puede jugar en batallas amistosas.
TID_TEAM_ERROR_125,Este evento no se puede jugar por equipos.
TID_SELECT_LOCATION_TITLE,ELIGE UN MAPA
TID_SELECT_LOCATION_LOCATIONS,AMISTOSO
TID_SELECT_LOCATION_EVENTS,COMPETITIVO
TID_TEAM_SEARCH_INVALID_CODE,El código del equipo no es válido. Comprueba que esté escrito correctamente.
TID_TEAM_LEAVE,ABANDONAR
TID_TEAM_JOIN,UNIRSE AL EQUIPO
TID_TEAM_READY_BUTTON_LABEL,TODO LISTO
TID_TEAM_CANCEL_READY,Cancelar
TID_TEAM_QUIT,SALIR
TID_TEAM_TEAMCODE,Código del equipo
TID_TEAM_TEAMCODE_DESC,Tus amigos pueden acceder al equipo con este código.
TID_TEAM_WAITING_FOR_PLAYER,Invitación con código
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,INVITAR
TID_TEAMCREATE_EVENT,Mapa
TID_TEAM_KICK,Expulsar
TID_TEAM_PROFILE,Perfil
TID_TEAM_SWAP,Cambiar equipo
TID_TEAM_SWAP_HERE,Aquí
TID_TEAM_CREATOR_ONLY_FEATURE,Solo disponible para quien creó el equipo.
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Solo el creador del equipo puede cambiar los eventos.
TID_TEAM_PROFILE_BLOCKED,No se puede ver mientras alguien está listo.
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,No está disponible mientras alguien está listo.
TID_TEAM_PRACTISE_BUTTON_LABEL,PRACTICAR
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,con bots
TID_TEAM_LOOT_UNLOCKS,RECOMPENSAS
TID_BONUS_REWARD,Recompensa extra por 3 victorias:
TID_BONUS_REWARD_COLLECTED,Has reclamado la recompensa extra.
TID_INFO_SERVER_ERROR_TITLE,Error del servidor
TID_INFO_SERVER_ERROR_BUTTON,Volver a cargar
TID_RARITY_NAME_0,recompensa de trofeos
TID_RARITY_NAME_1,especial
TID_RARITY_NAME_2,superespecial
TID_RARITY_NAME_3,épico
TID_RARITY_NAME_4,mítico
TID_RARITY_NAME_5,legendario
TID_RARITY_NAME_6,cromático
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_RARITY_COLOR_6,F88F25
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,NUEVO RANGO
TID_RANK_UP_POPUP_REWARD_BONUS,BONUS DE NUEVO RANGO
TID_RANK_UP_POPUP_RANK,RANGO <RANK>
TID_NAME_FAILED_TOO_SHORT,El nombre es demasiado corto.
TID_NAME_FAILED_PROFANITIES,¡Nombre no aceptado!
TID_NAME_FAILED,¡Nombre no aceptado!
TID_EVENT_STARTED,¡Nuevo mapa de <GAMEMODE> disponible con nuevas recompensas!
TID_SELECT_HERO_INFO_1,<cFF8000>Jugadores contra jugadores</c>
TID_SELECT_HERO_INFO_2,<c2288ff>Jugadores contra bots</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>Tú contra bots</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>Jugadores contra jugadores</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>Tú contra bots</c>
TID_SELECT_HERO_INFO_FRIENDLY,"<c40E0D0>En el modo amistoso, tus brawlers están al nivel máximo.</c>"
TID_SELECT_HERO_INFO_RANK_REWARD,Para recibir los puntos de fuerza.
TID_SELECT_HERO_POW_INFO_TITLE,RECOMPENSA DE PUNTOS DE FUERZA
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,COMPRAR PUNTOS DE FUERZA
TID_SELECT_HERO_POW_INFO_BODY,ELIGE AL BRAWLER\nQUE RECIBIRÁ LOS PUNTOS DE FUERZA
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,Este brawler ya tiene el máximo de puntos de fuerza.
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,CONFIRMAR COMPRA
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,<HERO> recibirá los puntos de fuerza.
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,CONFIRMAR RECOMPENSA
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,<HERO> recibirá los puntos de fuerza.
TID_NAVI_1,Tienda
TID_NAVI_2,Novedades
TID_NAVI_3,Batalla
TID_NAVI_4,Brawlers
TID_NAVI_5,Club
TID_NAVI_6,Perfil
TID_NAVI_7,Amigos
TID_LEADERBOARD_TITLE,CLASIFICACIONES
TID_LEADERBOARD_TAB_TOTAL,TROFEOS\nTOTALES
TID_LEADERBOARD_TAB_HEROES,BRAWLERS
TID_LEADERBOARD_TAB_CLANS,CLUBS
TID_LEADERBOARD_TAB_FRIENDS,AMIGOS
TID_LEADERBOARD_SUBTITLE_1,MEJORES JUGADORES
TID_LEADERBOARD_SUBTITLE_2,MEJORES CLUBS
TID_LEADERBOARD_SUBTITLE_0,MEJORES JUGADORES DE <HERO>
TID_BATTLE_MAIN_NEXT_REWARD,Siguiente recompensa: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,Nuevo mapa dentro de <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,Has conseguido <VALUE> monedas.
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,Consigue 100 fichas para abrir una caja brawl.
TID_GATCHA_INFO,"<c0000ff>Cajas brawl</c>\n\nEn las cajas brawl puedes encontrar brawlers, puntos de fuerza, monedas o duplicadores de fichas."
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,SALUD
TID_HERO_INFO_ABILITY,ATAQUE: <NAME>
TID_HERO_INFO_ULTI,SÚPER: <NAME>
TID_HERO_INFO_ARMOR_LABEL,SALUD
TID_HERO_INFO_ABILITY_LABEL,ATAQUE
TID_HERO_INFO_ULTI_LABEL,SÚPER
TID_HERO_INFO_BACK,VOLVER
TID_HERO_INFO_UPGRADE,MEJORAR
TID_HERO_INFO_ABILITY_LEVEL,NIVEL <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Comprar brawler
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,Consigue puntos de fuerza en las cajas brawl y en la tienda para desbloquear la siguiente mejora.
TID_HERO_INFO_STAR_POWER_CAN_DROP,Ahora puedes encontrar la habilidad estelar en las cajas brawl.
TID_HERO_INFO_STAR_POWER_BLOCKED,¡Potencia a <HERONAME> con una habilidad estelar! Puedes encontrarlas en las cajas brawl tras alcanzar el nivel de fuerza <LEVEL>.
TID_HERO_INFO_ACCESSORIES_CAN_DROP,Ahora puedes encontrar el gadget en las cajas brawl.
TID_HERO_INFO_ACCESSORIES_BLOCKED,¡Potencia a <HERONAME> con un gadget especial! Puedes encontrarlos en las cajas brawl tras alcanzar el nivel de fuerza <LEVEL>.
TID_HERO_INFO_STAR_POWER_LABEL,HABILIDAD ESTELAR: <NAME>
TID_HERO_INFO_ACCESSORIES_LABEL,GADGET: <NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_HERO_INFO_DYNAMIC_RARITY_INFO,"La probabilidad de obtener un brawler cromático aumenta en cada temporada del Brawl Pass; empezará siendo legendaria, luego pasará a mítica y, por último, a épica.\n\nEsta temporada, la probabilidad de desbloquear a <BRAWLER> es la misma que la de un brawler <RARITY>."
TID_HERO_INFO_DYNAMIC_RARITY_INFO_TIER,"La probabilidad de obtener un brawler cromático aumenta en cada temporada del Brawl Pass; empezará siendo legendaria, luego pasará a mítica y, por último, a épica.\n\nAlcanza la marca de recompensas <TIER> de la temporada <SEASON> para que <BRAWLER> esté disponible en las cajas."
TID_HERO_INFO_DYNAMIC_RARITY_INFO_TEASER,"La probabilidad de obtener un brawler cromático aumenta en cada temporada del Brawl Pass; empezará siendo legendaria, luego pasará a mítica y, por último, a épica.\n\n<BRAWLER> llega en la temporada <SEASON>."
TID_MATCHMAKE_FAILED_5,Error en el emparejamiento: el evento ha caducado.
TID_MATCHMAKE_FAILED_7,Emparejamiento erróneo: Miembro del equipo desconectado.
TID_MATCHMAKE_FAILED_9,Emparejamiento erróneo: Pausa de mantenimiento.
TID_MATCHMAKE_FAILED_11,Emparejamiento erróneo: Un miembro del equipo lo ha abandonado.
TID_MATCHMAKE_FAILED_12,Emparejamiento erróneo: Ya has derrotado al último jefe.
TID_MATCHMAKE_FAILED_14,Solo es posible jugar a Lucha estelar con un brawler que tenga una habilidad estelar activada.
TID_MATCHMAKE_FAILED_15,Has alcanzado el límite diario de partidas de Lucha estelar.
TID_MATCHMAKE_FAILED_19,El brawler seleccionado no se puede usar en Lucha estelar ni en los desafíos esta temporada.
TID_SUDDEN_DEATH_TIMER,<n1>
TID_OWN_TEAM_WINNING,El equipo azul ganará en
TID_ENEMY_TEAM_WINNING,El equipo rojo ganará en
TID_OWN_TEAM,EQUIPO AZUL
TID_ENEMY_TEAM,EQUIPO ROJO
TID_COUNTDOWN,CUENTA ATRÁS
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,BRAWLERS
TID_HERO_LIST_DO_GATCHA,Abrir caja brawl
TID_HERO_TIME_UNTIL_RELEASE,Disponible dentro de <TIME>.
TID_HERO_LIST_COMING_UP,Podrás ver todos los detalles del brawler cuando esté disponible.
TID_SKIN_INFO_TIME_UNTIL_RELEASE,Disponible dentro de <TIME>.
TID_SKIN_INFO_,Aspecto por conectarse con Supercell ID
TID_SKIN_INFO_1,¡Aspecto para los pioneros de Brawl Stars!\n\nPara las cuentas creadas antes de 2019.
TID_SKIN_INFO_2,Consigue este aspecto al vincular tu cuenta con Supercell ID en los ajustes del juego.
TID_SKIN_INFO_3_TEASER,Próximamente...
TID_SKIN_INFO_3_AVAILABLE,\nDisponible por tiempo limitado.
TID_SKIN_INFO_3_NOT_AVAILABLE,\nActualmente no disponible.
TID_SKIN_INFO_3_HERO_NEEDED,\nDesbloquea a este brawler para poder comprar este aspecto.
