"TID","UK"
"TID_GUNSLINGER_DESC","Кольт — головна зірка Парку Старр! Його врода, харизма й трюки з револьверами підкорюють усіх, крім Шеллі."
"TID_RAPID_FIRE","ШІСТЬ ПОСТРІЛІВ"
"TID_RAPID_FIRE_DESC","Кольт стріляє з револьверів шістьма прямими пострілами на велику відстань."
"TID_RAPID_FIRE_ULTI","ШКВАЛ КУЛЬ"
"TID_RAPID_FIRE_ULTI_DESC","Кольт випускає потужний шквал куль, які летять дуже далеко й руйнують укриття."
"TID_BULL_DUDE","БУЛЛ"
"TID_BULL_DUDE_DESC","Булл уже не такий безтурботний, як замолоду, але те, що його буремні дні позаду, не означає, що він не розчавить того, хто сам напросився."
"TID_SHOTGUN_BLAST","ДВОСТВОЛКА"
"TID_SHOTGUN_BLAST_DESC","Двостволка Булла завдає великого ушкодження. Дальність дуже мала, тож Булл любить підходити впритул."
"TID_CHARGE","БУЛЛДОЗЕР"
"TID_CHARGE_DESC","Булл пригинає голову, проривається крізь перешкоди й завдає ушкодження противникам, що трапляються на шляху, а також наприкінці ривка сповільнює противників, що перебувають поруч. Упертий як бик!"
"TID_ROCKET_GIRL","БРОК"
"TID_ROCKET_GIRL_DESC","Брок — фанат відеоігор і майстер трештоку. За його зухвалістю ховається інтроверт, але заради перемоги він зробить усе!"
"TID_FIREWORKS_WEAPON","РОК-Н-РАКЕТА"
"TID_FIREWORKS_WEAPON_DESC","Брок запускає одну Рок-н-ракету, яка летить дуже далеко."
"TID_FIREWORKS_ULTI","РАКЕТНИЙ ДОЩ"
"TID_FIREWORKS_ULTI_DESC","Брок випускає ракетний залп, який зносить противників і перешкоди. Він просто хоче, щоб ти скупався під ракетним дощем!"
"TID_TNT_DUDE","ДИНАМАЙК"
"TID_TNT_DUDE_DESC","Динамайк — старий шахтар-старатель, схиблений на вибухах. Ніщо не тішить його більше, ніж гучний «БАБАХ»!"
"TID_MORTAR","КОРОТКИЙ ҐНІТ"
"TID_MORTAR_DESC","Майк кидає дві шашки динаміту, які перелітають будь-які перешкоди на шляху. А їхні ґноти такі ж короткі, як і терпець вибухового характеру Майка!"
"TID_MORTAR_ULTI","ВЕЛИКА БОЧКА БАБАХУ"
"TID_MORTAR_ULTI_DESC","Велетенська бочка динаміту підриває укриття. Противників, які виживуть, відкидає назад вибуховою хвилею!"
"TID_LUCHADOR","ЕЛЬ-ПРІМО"
"TID_LUCHADOR_DESC","Ель-Прімо завжди в центрі уваги, і саме там йому й місце! Немає публіки, яку він не зміг би підкорити, хіба що інших артистів..."
"TID_LUCHADOR_WEAPON","ЛЮТІ КУЛАКИ"
"TID_LUCHADOR_WEAPON_DESC","Ель-Прімо сипле шаленою серією з чотирьох пекучих ударів. Оце гострий кулачний сендвіч із халапеньйо!"
"TID_LUCHADOR_ULTI","ЛЕТЮЧИЙ ЛІКОТЬ"
"TID_LUCHADOR_ULTI_DESC","Злетівши високо, Ель-Прімо спрямовує Міжгалактичний лікоть, який розкидає противників і руйнує укриття!"
"TID_TRICKSHOT_DUDE_OLD","РИКОШЕТ"
"TID_TRICKSHOT_DUDE_DESC","Ріко точно справжній космічний мисливець за головами, який вистежує найрозшукуваніших злочинців галактики, а не автомат із жуйками, що вдає крутого."
"TID_TRICKSHOT_DUDE_WEAPON","КУЛІ-СТРИБУНЦІ"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","Кулі Ріко рикошетять від стін і летять далі. Ними можна вражати противників за укриттям."
"TID_TRICKSHOT_DUDE_ULTI","ХИТРИЙ ПОСТРІЛ"
"TID_TRICKSHOT_DUDE_ULTI_DESC","Ріко випускає довгу чергу куль: вони пробивають противників наскрізь, рикошетять від стін і летять далі."
"TID_CACTUS","СПАЙК"
"TID_CACTUS_DESC","Більшість вважає Спайка милим помічником Кольта й Шеллі на Рейнджерському ранчо. Та ніхто навіть не уявляє, наскільки глибока його травма."
"TID_CACTUS_WEAPON","КОЛЮЧА ГРАНАТА"
"TID_CACTUS_WEAPON_DESC","Спайк запускає маленький кактус, який вибухає й розкидає голки в різні боки."
"TID_CACTUS_ULTI","НЕ ВТЕЧЕШ!"
"TID_CACTUS_ULTI_DESC","Спайк кидає колючу гранату. Противники в зоні вибуху отримують ушкодження й сповільнюються."
"TID_BARKEEP","БАРЛІ"
"TID_BARKEEP_DESC","Барлі — робот-бармен, створений змішувати напої й жартувати з відвідувачами. А ще він стежить, щоб бар був чистий, на біду кожному, хто наробить безладу."
"TID_BARKEEP_WEAPON","НЕРОЗБАВЛЕНИЙ"
"TID_BARKEEP_WEAPON_DESC","Барлі кидає пляшку, що розбивається об землю. Противники отримують ушкодження від бризок, а якщо залишаються в калюжі — ще й додаткове поступове ушкодження з часом."
"TID_BARKEEP_ULTI","ОСТАННЄ ЗАМОВЛЕННЯ"
"TID_BARKEEP_ULTI_DESC","Барлі жбурляє цілу зливу підпалених пляшок і накриває вогнем велику зону. Це коштом закладу!"
"TID_MECHANIC","ДЖЕССІ"
"TID_MECHANIC_DESC","Джессі — вундеркінд, яка майструє зброю та гаджети з деталей, знайдених на звалищі. Може, колись її мама Пем побачить, що Джессі здатна постояти за себе!"
"TID_MECHANIC_WEAPON","ШОКОВА ГВИНТІВКА"
"TID_MECHANIC_WEAPON_DESC","Джессі стріляє енергетичною сферою. Після влучання сфера відскакує до наступної цілі в радіусі дії та може вразити до трьох противників. Кожен відскок зменшує ушкодження на <damageDecayChain> од."
"TID_MECHANIC_ULTI","СКРЕППІ!"
"TID_MECHANIC_ULTI_DESC","Джессі встановлює турель, яка автоматично гатить у противників. Вона на 100% зроблена з перероблених матеріалів!"
"TID_SHAMAN","НІТА"
"TID_SHAMAN_DESC","Ніта — люта дитина, яка ніколи не відступає від бійки! Плюшевий ведмедик на її голові попереджає всіх: ведмедя краще не дражнити."
"TID_SHAMAN_WEAPON","РОЗЛОМ"
"TID_SHAMAN_WEAPON_DESC","Ніта посилає ударну хвилю і завдає ушкодження противникам, яких зачепило тремтіння землі."
"TID_SHAMAN_ULTI","ВЕДМЕЖИЙ НАТИСК"
"TID_SHAMAN_ULTI_DESC","Ніта закликає дух Великого Ведмедика, щоб той вистежував її противників."
"TID_UNDERTAKER","МОРТИС"
"TID_UNDERTAKER_DESC","Мортис мав грандіозні плани щодо кар’єри трунаря й вампіра, але те, що в Парку Старр ніхто не вмирає, добряче зіпсувало його задум."
"TID_UNDERTAKER_WEAPON","ЗАМАХ ЛОПАТОЮ"
"TID_UNDERTAKER_WEAPON_DESC","Мортис ривком кидається вперед, різко змахує лопатою й заводить собі нових клієнтів. Коли всі три ривки готові, згодом він отримує довший ривок."
"TID_UNDERTAKER_ULTI","ЖИВИЛЬНА КРОВ"
"TID_UNDERTAKER_ULTI_DESC","Мортис викликає зграю кажанів-вампірів, які висмоктують здоров’я з бійців-противників і відновлюють його власне. Моторошно!"
"TID_CROW","КРОУ"
"TID_CROW_DESC","Кроу нікому не довіряє й тримається сам по собі. Про нього відомо хіба те, що його часто бачать у їдальні, де він тусується з Буллом і Бібі."
"TID_CROW_WEAPON","ВИКИДНИЙ НІЖ"
"TID_CROW_WEAPON_DESC","Кроу кидає три отруєні кинджали. Противники, уражені отруєними лезами, деякий час отримують ушкодження, а ефекти зцілення для них зменшуються."
"TID_CROW_ULTI","ПІКІРУВАННЯ"
"TID_CROW_ULTI_DESC","Кроу здіймається в небо й розкидає навколо себе кільце отруєних кинджалів під час зльоту й приземлення."
"TID_DEAD_MARIACHI","ПОКО"
"TID_DEAD_MARIACHI_DESC","Поко вірить, що музика здатна змінювати життя. Він так нею захоплений, що не перестає грати навіть тоді, коли його вже просять зупинитися!"
"TID_DEAD_MARIACHI_WEAPON","ПОТУЖНИЙ АКОРД"
"TID_DEAD_MARIACHI_WEAPON_DESC","Поко бринькає на своєму гітароні й посилає вперед звукові хвилі, від яких аж кістки трусяться. Противники, яких зачеплять хвилі, отримують ушкодження."
"TID_DEAD_MARIACHI_ULTI","НА БІС!"
"TID_DEAD_MARIACHI_ULTI_DESC","Поко зцілює себе й усіх союзників, до яких дістає його підбадьорлива мелодія. На противників це не діє."
"TID_BOW_DUDE","БО"
"TID_BOW_DUDE_DESC","Бо вже давно виживає в Гуркотливих джунглях. І це ще дивовижніше, якщо згадати, що він користується іграшками, придбаними зі знижкою в Магазині дарунків."
"TID_BOW_DUDE_WEAPON","ОРЛИНЕ ОКО"
"TID_BOW_DUDE_WEAPON_DESC","Бо випускає три вибухові стріли, що роздирають противників, наче орлині пазурі."
"TID_BOW_DUDE_ULTI","ПАСТКА НА ЛИСА"
"TID_BOW_DUDE_ULTI_DESC","Бо ховає в землі вибухові пастки. Коли противник їх активує, пастки невдовзі вибухають, відкидають противників і завдають їм ушкодження."
"TID_BOW_DUDE_OVERCHARGE","ПАСТКА НА ВЕДМЕДЯ"
"TID_BOW_DUDE_OVERCHARGE_DESC","Супердія Бо встановлює 5 мін замість 3. Вони не замінюють міни, уже встановлені його супердією, тож на мапі може бути понад 7 мін!"
"TID_SNIPER","ПАЙПЕР"
"TID_SNIPER_DESC","Пайпер мріє лише про одне: бути місцевою пекаркою, яка пригощає всіх пирогами, печивом та іншими солодощами! Тільки не запитуйте про її минуле."
"TID_SNIPER_WEAPON","ПАРАСОЛЬКОВИЙ ПОСТРІЛ"
"TID_SNIPER_WEAPON_DESC","Пайпер робить снайперський постріл із кінчика своєї парасолі. Що далі летить постріл, то більшої сили він набирає!"
"TID_SNIPER_ULTI","ГРАЦІЙНА ВТЕЧА"
"TID_SNIPER_ULTI_DESC","Пайпер відскакує трохи далі від настирливих залицяльників. Але лишає їм дамський сувенір: бойові гранати зі своєї підвʼязки!"
"TID_MINIGUN_DUDE","ПЕМ"
"TID_MINIGUN_DUDE_DESC","Пем розгрібає гори роботи на звалищі й завжди доводить справу до кінця! Шкода тільки, що через це вона рідко бачиться з донькою, Джессі..."
"TID_MINIGUN_DUDE_WEAPON","БУРЯ БРУХТУ"
"TID_MINIGUN_DUDE_WEAPON_DESC","Пем засипає велику зону чергами з металобрухту. Захисні окуляри рекомендовано!"
"TID_MINIGUN_DUDE_ULTI","ПОЦІЛУНОК МАТУСІ"
"TID_MINIGUN_DUDE_ULTI_DESC","Лікувальна турель Пем зцілює її та товаришів по команді, які залишаються в зоні дії."
"TID_BONE_THROWER","МЕТАЛЬНИК КІСТОК"
"TID_BONE_THROWER_DESC","Нічого мініатюрного в цьому кулеметнику немає! Він так вправно тягає свій здоровенний кулемет, що може здолати хоч цілу купу поганців (мала швидкість руху, імунітет до відштовхування)."
"TID_BONE_THROWER_WEAPON","МІНІГАН"
"TID_BONE_THROWER_WEAPON_DESC","Кулеметник так вправно орудує цим велетенським кулеметом, ніби це іграшка. І навіть може ходити й поливати противників автоматичним вогнем!"
"TID_BONE_THROWER_ULTI","БИНТОМАТ"
"TID_BONE_THROWER_ULTI_DESC","У запеклій перестрілці без подряпин і ран не обходиться. Бинтомат допомагає всій команді залишатися в бойовій формі!"
"TID_BLACK_HOLE","ТАРА"
"TID_BLACK_HOLE_DESC","Тара побачила в картах: попереду великі труднощі! Але не впадайте у відчай... у неї знайдеться добірка магічних дрібничок саме на такий випадок."
"TID_BLACK_HOLE_WEAPON","ПОТРІЙНЕ ТАРО"
"TID_BLACK_HOLE_WEAPON_DESC","Тара легким рухом руки кидає три карти Таро, які пробивають противників наскрізь. Оце фокус!"
"TID_BLACK_HOLE_ULTI","ГРАВІТАЦІЯ"
"TID_BLACK_HOLE_ULTI_DESC","Тара створює запаморочливу гравітаційну яму! Противники в зоні дії затягуються всередину й боляче зіштовхуються між собою."
"TID_TURRET_DAMAGE","Ушкодження від турелі"
"TID_TURRET_HEALTH","Міцність турелі"
"TID_STAT_DAMAGE_PER_SECOND","Ушкодження на секунду"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Ушкодження на секунду"
"TID_STAT_DAMAGE_PER_STRIKE","Ушкодження від удару"
"TID_ROBOT","ПОМІЧНИК ШЕРИФА АЙРОНС"
"TID_ROBOT_DESC","Створений служити. Уповноважений знищувати."
"TID_ROBOT_WEAPON","СНАЙПЕРСЬКА РАКЕТА"
"TID_ROBOT_WEAPON_DESC","Помічник шерифа Айронс із механічною точністю стріляє вибуховою ракетою на величезну відстань."
"TID_ROBOT_ULTI","КОНТРОЛЬ НАТОВПУ"
"TID_ROBOT_ULTI_DESC","Коли потрібні крайні заходи, Помічник шерифа Айронс випускає ракетний залп у непокірний натовп."
"TID_ARMOR_STAT","Міцність"
"TID_HEALTH","Здоровʼя"
"TID_STAT_GRENADE_DAMAGE","Ушкодження від гранати"
"TID_STAT_MISSILE_DAMAGE","Ушкодження від ракети"
"TID_STAT_HEALTH","Одиниці здоровʼя"
"TID_STAT_SPEED","Швидкість"
"TID_STAT_DAMAGE","Ушкодження"
"TID_STAT_DAMAGE_SPECIAL_TARGETS","Ушкодження особливим цілям"
"TID_STAT_DAMAGE_PER_SHOT","Ушкодження від кулі"
"TID_STAT_DAMAGE_PER_SHELL","Ушкодження від снаряду"
"TID_STAT_HAMMER_DAMAGE","Ушкодження кожні 0,2 с"
"TID_STAT_DAMAGE_OR_HEAL","Ушкодження / Зцілення"
"TID_HERO_INFO_MAX_BOUNCES","Макс. рикошетів"
"TID_HERO_INFO_HEAL_REDUCTION","Зменшення зцілення"
"TID_BATTLE","ГРАТИ"
"TID_QUIT","Вийти"
"TID_MATCHMAKING_QUIT","Вийти"
"TID_MATCHMAKING_HEADING","Пошук гравців"
"TID_MATCHMAKING_HEADING_TUTORIAL","Час для зіткнення!"
"TID_MATCHMAKING_TIME_LABEL","Бій почнеться за:"
"TID_MATCHMAKING_PLAYERS","Знайдено гравців: <x>/<y>"
"TID_BUTTON_CANCEL","Скасувати"
"TID_BUTTON_OK","ОК"
"TID_ENTER_NAME_TITLE","Як тебе називати?"
"TID_ENTER_NAME_BODY","Не використовуй своє справжнє імʼя! Його можна буде змінити пізніше в профілі."
"TID_TIME_DAYS","д."
"TID_TIME_HOURS","год"
"TID_TIME_MINS","хв"
"TID_TIME_SECS","с"
"TID_TIME_MONTHS","міс."
"TID_MATCHMAKING_TIME","Час початку: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Під’єднано"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Під’єднати"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Увійти"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Грати без"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Завантажити інший прогрес гравця <NAME> з трофеями (<TROPHIES>)? Увійди через Supercell ID, щоб завантажити його."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Помилка!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Клієнт і сервер не синхронізовані!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Перезавантажити гру"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Помилка зʼєднання"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Не вдалося під’єднатися до сервера. Перевір інтернет-зʼєднання та спробуй ще раз."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Спробувати ще раз"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Не вдалося ввійти"
"TID_ERROR_POP_UP_LOGIN_FAILED","Спробуй ще раз згодом."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Спробувати ще раз"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Агов, ти ще тут?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Натисни кнопку нижче, щоб перезавантажити гру."
