TID,JP
TID_CROW_WEAPON_DESC,3本の短剣を投げつける。かすり傷でも負った敵は、ナイフに塗られた毒により時間とともにダメージを受け、毒状態の間はすべての回復効果が減少する。
TID_CROW_ULTI,スイープ
TID_CROW_ULTI_DESC,彼が好きなのは空を舞うこと... 離陸と着地の瞬間に、毒の塗られた短剣をあちこちへ投げる。
TID_DEAD_MARIACHI,ポコ
TID_DEAD_MARIACHI_DESC,ポコは、音波で敵を攻撃する。必殺技は、彼自身と周辺のチームメイトを回復する。
TID_DEAD_MARIACHI_WEAPON,パワーコード
TID_DEAD_MARIACHI_WEAPON_DESC,彼がギターをかき鳴らすと骨まで響く音波が発生し、それに当たった敵はダメージを受ける。
TID_DEAD_MARIACHI_ULTI,アンコール
TID_DEAD_MARIACHI_ULTI_DESC,その元気が出るメロディーが届く範囲にいる仲間と自身のHPを回復する。敵には効果を発揮しない。
TID_BOW_DUDE,ボウ
TID_BOW_DUDE_DESC,ボウは、ターゲットにむけて爆発性のある矢を3本放つ。必殺技では、起爆するまで見えない3つの地雷を仕掛ける！
TID_BOW_DUDE_WEAPON,鷹の爪
TID_BOW_DUDE_WEAPON_DESC,弓から放たれる爆発性のある3本の矢が、まるで鷹の爪のように敵を引き裂く。
TID_BOW_DUDE_ULTI,キツネ狩り
TID_BOW_DUDE_ULTI_DESC,地面に起爆性の罠を仕掛ける。敵に反応すると少し遅れて爆発し、吹き飛ばされた敵はダメージを受ける。
TID_SNIPER,エリザベス
TID_SNIPER_DESC,エリザベスのスナイパーショットは、敵がより遠くにいるほど大きなダメージを与える。必殺技では、華麗に空を舞いながらグレネードを落とす！
TID_SNIPER_WEAPON,ライフル傘
TID_SNIPER_WEAPON_DESC,傘の先からスナイパーショットを発射する。その弾丸のダメージは、飛距離が長いほど高くなる。
TID_SNIPER_ULTI,ポピンズ
TID_SNIPER_ULTI_DESC,しつこい取り巻きから逃げるため、ふわりと空を舞う。ただし、レディーの礼儀作法も忘れずに... グレネードを投下！
TID_MINIGUN_DUDE,パム
TID_MINIGUN_DUDE_DESC,パムは腰だめで射撃し、敵に金属片を浴びせる。必殺技は、自身も仲間も癒す回復タレットだ！
TID_MINIGUN_DUDE_WEAPON,メタルストーム
TID_MINIGUN_DUDE_WEAPON_DESC,大量の鉄くずを広範囲に噴出する。安全のため、ゴーグル着用をお忘れなく！
TID_MINIGUN_DUDE_ULTI,ママのくちづけ
TID_MINIGUN_DUDE_ULTI_DESC,癒しのタレットが、自身と効果範囲内にいる仲間のHPを回復します。
TID_BONE_THROWER,ボーンストライカー
TID_BONE_THROWER_DESC,この戦士に「ミニ」という言葉は似合わない！ミニガンナーはその巨大なマシンガンで、どんな悪党も手加減なしに成敗する（移動速度は遅く、押し戻しは無効）。
TID_BONE_THROWER_WEAPON,ミニガン
TID_BONE_THROWER_WEAPON_DESC,ミニガンナーがラクラクと持ち運ぶ、巨大なマシンガン。フルオートで連射しながら歩き回ることも可能。
TID_BONE_THROWER_ULTI,バンデージ・マシン
TID_BONE_THROWER_ULTI_DESC,激しい銃撃戦には、すり傷や切り傷が付き物。ばんそうこうで、チームをベストコンディションに保つ！
TID_BLACK_HOLE,タラ
TID_BLACK_HOLE_DESC,神秘の世界に精通しているタラは、みんなの運勢を占うために最果ての地からはるばるやってきた。ちなみに、どのタロットカードにも「敗北」の2文字が刻まれている。
TID_BLACK_HOLE_WEAPON,トリプルタロット
TID_BLACK_HOLE_WEAPON_DESC,手首のスナップをきかせて、3枚のタロットカードを飛ばす。敵をすり抜けるカードには、タネも仕掛けもない！
TID_BLACK_HOLE_ULTI,グラビティ
TID_BLACK_HOLE_ULTI_DESC,信じられないような本当の話... 重力を操ることができる！効果範囲内にいる敵は引きずり込まれ、激しくぶつかり合うはめになる。
TID_TURRET_DAMAGE,タレットのダメージ
TID_TURRET_HEALTH,タレットのHP
TID_STAT_DAMAGE_PER_SECOND,毎秒ダメージ
TID_STAT_DAMAGE_PER_SECOND_EACH,毎秒ダメージ
TID_STAT_DAMAGE_PER_STRIKE,パンチのダメージ
TID_ROBOT,アイアンコップ
TID_ROBOT_DESC,世のため人のため、破壊のかぎりを尽くすために生まれたマシン。
TID_ROBOT_WEAPON,ロケットスナイパー
TID_ROBOT_WEAPON_DESC,人知を超えた精度で、超長距離の射撃でもロケット弾を命中させる。
TID_ROBOT_ULTI,暴動鎮圧
TID_ROBOT_ULTI_DESC,非常手段が認められた場合、アイアンコップは、暴徒の群れに多数のロケット弾を撃ち込んで制圧することができる。
TID_ARMOR_STAT,HP
TID_HEALTH,HP
TID_STAT_GRENADE_DAMAGE,グレネードのダメージ
TID_STAT_MISSILE_DAMAGE,ロケット弾のダメージ
TID_STAT_HEALTH,HP
TID_STAT_SPEED,速度
TID_STAT_DAMAGE,ダメージ
TID_STAT_DAMAGE_SPECIAL_TARGETS,特殊ターゲットへのダメージ
TID_STAT_DAMAGE_PER_SHOT,弾丸のダメージ
TID_STAT_DAMAGE_PER_SHELL,弾丸のダメージ
TID_STAT_HAMMER_DAMAGE,0.2秒ごとのダメージ
TID_STAT_DAMAGE_OR_HEAL,ダメージ / 回復
TID_HERO_INFO_MAX_BOUNCES,最大連鎖数
TID_HERO_INFO_HEAL_REDUCTION,回復低減率
TID_BATTLE,プレイ
TID_QUIT,終了
TID_MATCHMAKING_QUIT,終了
TID_MATCHMAKING_HEADING,プレイヤーを探しています
TID_MATCHMAKING_TIME_LABEL,バトル開始まで：
TID_MATCHMAKING_PLAYERS,待機中のプレイヤー：<x>/<y>
TID_BUTTON_CANCEL,キャンセル
TID_BUTTON_OK,OK
TID_ENTER_NAME_TITLE,ブロスタへようこそ！
TID_ENTER_NAME_BODY,あなたの名前は？
TID_TIME_DAYS,日
TID_TIME_HOURS,時間
TID_TIME_MINS,分
TID_TIME_SECS,秒
TID_MATCHMAKING_TIME,開始時間：<TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,接続済み
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,接続する
TID_SUPERCELL_ID_LOGIN_BUTTON,ログイン
TID_SUPERCELL_ID_NEW_GAME_BUTTON,そのままプレイ
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,「<name>」のセーブデータ（<trophies>トロフィー）を読み込みますか？Supercell IDにログインすれば、データの読み込みが可能になります。
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,エラー
TID_ERROR_POP_UP_OUT_OF_SYNC,クライアントとサーバーが同期していません。
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,ゲームを再起動
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,接続エラー
TID_ERROR_POP_UP_CONNECTION_FAILED,サーバーに接続できません。インターネット接続を確認し、再度お試しください。
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,再試行
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,ログイン失敗
TID_ERROR_POP_UP_LOGIN_FAILED,しばらくたってから再度お試しください。
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,再試行
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,応答がありません
TID_ERROR_POP_UP_AUTO_DISCONNECTED,下のボタンをタップして、ゲームを再起動してください。
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,ゲームを再起動
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,アップデートがあります
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,ブロスタの新バージョンをダウンロードできます！
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,アップデート
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,メンテナンス中
TID_ERROR_POP_UP_SERVER_MAINTENANCE,現在サーバーのメンテナンス中です。しばらくたってから再度お試しください。
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,再試行
TID_ERROR_POP_UP_BANNED_TITLE,アカウント停止
TID_ERROR_POP_UP_BANNED,アカウントが一時的に停止されました。
TID_ERROR_POP_UP_BANNED_BUTTON,OK
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,サポートへ連絡
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,詳細
TID_INFO_POP_UP_IAP_NOTE_TITLE,重要なお知らせ
TID_INFO_POP_UP_IAP_NOTE,ブロスタは無料でプレイできますが、アプリ内でアイテムを購入することで、ゲームを早く進めることもできます。またこの機能は、お使いのデバイスの「設定」内にある「App内での購入」から無効にすることもできます。「OK」をタップすると、当社のサービス利用規約とプライバシーポリシーに同意したものとみなされます。
TID_INFO_POP_UP_IAP_NOTE_BUTTON,OK
TID_SERVER_ERROR_TITLE,サーバーエラー：<number>
TID_SERVER_ERROR,バトル中に接続が切断されました。
TID_SERVER_ERROR_BUTTON,OK
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,接続が切断されました
TID_ERROR_POP_UP_CONNECTION_LOST,再度ログインしてください。
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,再ログイン
TID_TROPHIES,トロフィー
TID_PRACTICE,練習
TID_READY,準備完了
TID_BATTLE_END_TITLE_VICTORY,勝利！
TID_BATTLE_END_TITLE_DEFEAT,敗北
TID_BATTLE_END_TITLE_DRAW,引き分け
TID_BATTLE_END_DEATHMATCH_VICTORY,No.1!
TID_BATTLE_END_DEATHMATCH_DEFEAT,ランク：<RANK>
TID_BATTLE_END_TVST_DRAW_DESC,両チームのエメラルドが同数のため、引き分けです！
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,チャレンジレベル：\n<LEVEL>クリア！
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,敗北
TID_BATTLE_END_RETURN_HOME,終了
TID_BATTLE_END_NEXT,次へ
TID_BATTLE_END_TAP,タップして進む
TID_BATTLE_END_NO_PRACTISE_TROPHIES,練習ではトロフィーを獲得できません
TID_BATTLE_END_PLAY_AGAIN,もう一度
TID_BATTLE_END_PLAY_AGAIN_CANCEL,キャンセル
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME>がチームに参加しました
TID_BATTLE_END_OVERWHELMING_VICTORY,大勝利
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,大勝利
TID_RESPAWNING,リスポーンまで：\n<n1>
TID_TEAMS_POPUP_TITLE,チーム
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,クラブ＆フレンドチーム
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,クラブに参加してもっと楽しみましょう！
TID_TEAMS_POPUP_SEARCH,コードで参加
TID_TEAMS_POPUP_CREATE,チームを作成
TID_TEAM_SEARCH_POPUP_TITLE,コードで参加
TID_TEAM_SEARCH_POPUP_SEARCH,参加
TID_TEAM_JOIN_ROOM_CODE,ここにコードを入力...
TID_TEAM_CHANGE_MAP,変更
TID_TEAM_TYPE_INFO_0,ガチバトル
TID_TEAM_TYPE_INFO_1,フレンドバトル
TID_TEAM_TYPE_INFO_2,スペシャル
TID_TEAM_MEMBER_LEFT_0,チームを脱退しました。
TID_TEAM_MEMBER_LEFT_1,チームから追放されました。
TID_TEAM_MEMBER_LEFT_2,イベントが終了したためチームは解散しました。
TID_TEAM_MEMBER_LEFT_3,チーム作成者が脱退したためチームは解散しました。
TID_TEAM_MEMBER_LEFT_4,大会ゲームがキャンセルされました
TID_TEAM_MEMBER_LEFT_5,大会ゲームが期限切れになりました
TID_TEAM_MEMBER_LEFT_6,大会ゲームが終了しました
TID_TEAM_GAME_STARTING,まもなく開始
TID_TEAM_CODE_COPIED,コードをコピーしました
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>招待中</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>拒否</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>オフライン</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,タップして\nキャンセル
TID_TEAM_ERROR_1,チームサーバーエラー
TID_TEAM_ERROR_2,チームが満員のため参加できません。
TID_TEAM_ERROR_3,チームがすでに解散しているため参加できません。
TID_TEAM_ERROR_5,無効なコードです。正しいコードを確認してください。
TID_TEAM_ERROR_6,該当するチームが見つかりません。
TID_TEAM_ERROR_7,追放されるとチームに参加できません。
TID_TEAM_ERROR_8,チーム設定を確認してください。1チームに参加できるプレイヤーは3人までです。
TID_TEAM_ERROR_10,すでにチームに参加しているため、チームを作成できません。
TID_TEAM_ERROR_11,イベントが終了しているため、チームを作成できません。
TID_TEAM_ERROR_12,期限が切れたチームには参加できません。
TID_TEAM_ERROR_14,チームを作成できません。このイベントはチームプレイに対応していません。
TID_TEAM_ERROR_15,地域が異なるため、このチームには参加できません。
TID_TEAM_ERROR_17,ゲームを開始できません。\n同じキャラクターは使えません。
TID_TEAM_ERROR_18,ゲームを開始できません。\nまもなくメンテナンスに入ります。
TID_TEAM_ERROR_19,チーム作成者がオンラインの間は追放できません。
TID_TEAM_ERROR_20,マップを変更できません。このマップを選ぶにはプレイヤーが多すぎます。
TID_TEAM_ERROR_21,チケットが足りないため、ゲームを開始できません。
TID_TEAM_ERROR_22,プレイヤーが多すぎるため、マップを変更できません。
TID_TEAM_ERROR_24,フレンドが見つからないため、招待できませんでした。
TID_TEAM_ERROR_25,チームが満員のため招待できません。
TID_TEAM_ERROR_26,招待が拒否されました。
TID_TEAM_ERROR_27,このプレイヤーは、現在チームの招待を受け付けていないため招待できません。
TID_TEAM_ERROR_28,プレイヤーがオフラインになったため、招待できませんでした。
TID_TEAM_ERROR_29,このプレイヤーは、すでにチームに参加しているため招待できません。
TID_TEAM_ERROR_30,返事待ちの招待があるため、ゲームを開始できません。
TID_TEAM_ERROR_31,返事待ちの招待があるため、イベントを変更できません。
TID_TEAM_ERROR_32,ゲームモードに対してチームメンバーが多すぎます
TID_TEAM_ERROR_33,このゲームモードはチームプレイに対応していません
TID_TEAM_ERROR_34,すでに最後のボスを倒しています
TID_TEAM_ERROR_40,チーム参加申請は保留中です
TID_TEAM_ERROR_41,参加申請が拒否されました
TID_TEAM_ERROR_42,チームが見つからないため\n参加申請できません
TID_TEAM_ERROR_43,参加申請の受信者がチームを脱退しています
TID_TEAM_ERROR_44,参加申請の受信者がオフラインです
TID_TEAM_ERROR_45,チームが満員のため参加申請できません。
TID_TEAM_ERROR_46,参加申請の受信者にミュートされています
TID_TEAM_ERROR_47,参加申請を承認できるのはフレンドバトルの作成者のみです
TID_TEAM_ERROR_48,参加申請の受信者がミュート中です
TID_TEAM_ERROR_60,プレイヤーが多すぎるため、イベントを提案できません
TID_TEAM_ERROR_61,返事待ちの招待があるため、イベントの変更を提案できません
TID_TEAM_ERROR_62,チーム内にこのイベントをアンロックしていないメンバーがいるため、提案できません
TID_TEAM_ERROR_102,保留中の参加申請があるためチームを作成できません
TID_TEAM_ERROR_120,ゲームを開始できません。現在のチャレンジレベルに対応したマップ以外はプレイできません。
TID_TEAM_ERROR_121,挑戦回数がなくなったため\nバトルを開始できません。
TID_TEAM_ERROR_122,この試合では使用できないキャラクターです
TID_TEAM_ERROR_123,バトルを開始できません。選択のキャラクターは、今シーズンのパワープレイとチャレンジで使用が禁止されています。
TID_TEAM_ERROR_124,ゲームを開始できません。選択したマップは認可されていないため、フレンドとプレイできません。
TID_TEAM_ERROR_125,このイベントはチームプレイに対応していません
TID_SELECT_LOCATION_TITLE,マップを選択
TID_SELECT_LOCATION_LOCATIONS,フレンドバトル
TID_SELECT_LOCATION_EVENTS,ガチバトル
TID_TEAM_SEARCH_INVALID_CODE,無効なコードです。正しいコードを確認してください。
TID_TEAM_LEAVE,退出
TID_TEAM_JOIN,チームに参加
TID_TEAM_READY_BUTTON_LABEL,準備完了
TID_TEAM_CANCEL_READY,キャンセル
TID_TEAM_QUIT,終了
TID_TEAM_TEAMCODE,チームコード
TID_TEAM_TEAMCODE_DESC,フレンドはこのコードでチームにアクセスできます
TID_TEAM_WAITING_FOR_PLAYER,チームコードで招待
TID_TEAM_NO_MEMBER,ボット
TID_TEAM_NO_MEMBER_INVITE,招待
TID_TEAMCREATE_EVENT,マップ
TID_TEAM_KICK,追放
TID_TEAM_PROFILE,プロフィール
TID_TEAM_SWAP,チームを入れ替える
TID_TEAM_SWAP_HERE,入れ替える
TID_TEAM_CREATOR_ONLY_FEATURE,チーム作成者にしか利用できません
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,イベントを変更できるのは\nチーム作成者のみです
TID_TEAM_PROFILE_BLOCKED,準備完了を選ぶと見られません
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,準備完了を選ぶと\n利用できません
TID_TEAM_PRACTISE_BUTTON_LABEL,練習
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,ボットと
TID_TEAM_LOOT_UNLOCKS,報酬
TID_BONUS_REWARD,3勝ボーナス：
TID_BONUS_REWARD_COLLECTED,ボーナスを受け取りました
TID_INFO_SERVER_ERROR_TITLE,サーバーエラー
TID_INFO_SERVER_ERROR_BUTTON,ゲームを再起動
TID_RARITY_NAME_0,トロフィー目標
TID_RARITY_NAME_1,レア
TID_RARITY_NAME_2,スーパーレア
TID_RARITY_NAME_3,ハイパーレア
TID_RARITY_NAME_4,ウルトラレア
TID_RARITY_NAME_5,レジェンドレア
TID_RARITY_NAME_6,クロマティック
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_RARITY_COLOR_6,F88F25
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,ランクアップ！
TID_RANK_UP_POPUP_REWARD_BONUS,ランクアップボーナス
TID_RANK_UP_POPUP_RANK,ランク<RANK>
TID_NAME_FAILED_TOO_SHORT,名前が短すぎます
TID_NAME_FAILED_PROFANITIES,無効な名前です
