"Name","ServerOnly","NeverRemove","Stackable","Type","Value","Projectile","AreaEffect","Character","Skill","StatusEffect","Item","Components","OverchargeActive","SpawnedObjectDamage","SpawnedObjectRange","BooleanAttributes"
"Nano_Bolt_Super_Effect_Speed","","","","AddEffectPlaySpeedPercent","-50","","","","","","","","","","",""
"Nano_Bolt_Speedup","","","","AddRollSpeedPercentWhenHitEnemy","100","","","","","","","","","","",""
"Nano_Starrnova_Attack_Range_1","","","","AddCastingRange","1","","","","MagicalGirlWeapon","","","","","","",""
"Nano_Starrnova_Attack_Range_2","","","TRUE","AddCastingRangeConeMelee","-1","","","","","","","","","","",""
"Nano_Starrnova_Super_Range","","","TRUE","AddCastingRangeConeMelee","1.5","","","","","","","","","","",""
"Nano_Starrnova_Super_Effect","","","","AddEffectSizePercent","35","","","MagicalGirl","","","","","","","",""
"Nano_Starrnova_Duration","","","","AddTransformTicksPercent","100","","","","","","","","","","",""
"Nano_Wendy_Pierce","","","","OverridePiercesCharacters","1","","","","","","","","","","",""
"Nano_Wendy_Pet_HP","","","TRUE","AddExtraHealthToSummonedMinions","3000","","","","","","","","","","",""
"Nano_Wendy_Pet_Size","","","","AddExtraScaleToPets","80","","","","","","","","","","",""
"Nano_Wendy_Shield_Reload","","","TRUE","AddConsumableShieldOnMoving","2;-1;-1;100","","","","","","","","","","",""
"Nano_Nori_Attack","","","","AddHoldChargeUpTimePercent","100","","","","","","","","","","",""
"Nano_Nori_Super","","","","AddCastingRangeSuper","3","","","","","","","","","","",""
"Nano_Nori_Fish","","","","AddKatanaKidFishPerAttack","1","","","","","","","","","","",""
"Nano_Trunk_Attack_Area","","","","AddAreaEffectPercent","80","","DomainOwnedArea;DomainOwnedAreaBig","","","","","","","","",""
"Nano_Trunk_Super_Range","","","","AddCastingRangeSuper","5","","","","","","","","","","",""
"Nano_Trunk_Trigger","","","","TriggerAreaEffectWhenReceivingDmg","1","","DomainOwnedArea","","","","","","","","",""
"Nano_Spike_BulletMore","","","","AddBulletExplosionNumber","2","","","","","","","","","","",""
"Nano_Spike_Super_1","","","","AddAreaEffectPercentSuper","50","","","","","","","","","","",""
"Nano_Spike_Super_2","","","","AddBulletSizePercentSuper","50","","","","","","","","","","",""
"Nano_Spike_Revive","","","","ReviveHeroEachLife","50;35","","","CactusCoverNanoFake","","","","","","","",""
"Nano_Otis_ActiveTime","","","TRUE","ActiveTimeBasicAttackAddPercent","20","","","","","","","","","","",""
"Nano_Otis_Super_Pierce_1","","","","OverridePierceEnvironment","1","SilencerUltiProjectile;SilencerOverchargedUltiProjectile","","","","","","","","","",""
"Nano_Otis_Super_Pierce_2","","","","OverridePiercesEnvironmentLikeButter","1","SilencerUltiProjectile;SilencerOverchargedUltiProjectile","","","","","","","","","",""
"Nano_Otis_Duration","","","","AddSilenceTimePercent","40","","","","","","","","","","",""
"Nano_Ash_Homein_1","","","","AddBasicAttackSteerStrength","6","","","","","","","","","","",""
"Nano_Ash_Homein_2","","","","OverrideBasicAttackSteerIgnoreTicks","0","","","","","","","","","","",""
"Nano_Ash_Homein_3","","","","OverrideBasicAttackHomeDistance","5","","","","","","","","","","",""
"Nano_Ash_Homein_4","","","","OverrideBasicAttackTravelType","4","","","","","","","","","","",""
"Nano_Ash_PetNumber_1","","","","AddMaxSpawns","1","","","","","","","","","","",""
"Nano_Ash_PetNumber_2","","","","AddNumSpawns","10","","","","","","","","","","",""
"Nano_Ash_Rage","","","","AddKnightRageSpeedPercent","100","","","","","","","","","","",""
"Nano_Carl_Attack_Size","","","","AddBulletSizePercentNormalAttack","25","","","","","","","","","","",""
"Nano_Carl_Super_Area_1","","","","AddEffectSizePercent","60","","","","WhirlwindUlti","","","","","","",""
"Nano_Carl_Super_Area_2","","","","AddAreaEffectPercentSuper","60","","","","WhirlwindUlti","","","","","","",""
"Nano_Carl_Super_Speed","","","TRUE","IncreaseSpeedPercentWhileSkillActive","120","","","","WhirlwindUlti","","","","","","",""
"Nano_Carl_Fire","","","","SpawnAreaEffectWhileMoving","5","","WhirlwindTrail","","","","","","","","",""
"Nano_Sprout_Attack_Size","","","","AddBulletSizePercentNormalAttack","30","","","","","","","","","","",""
"Nano_Sprout_Attack_Area","","","","AddAreaEffectPercentNormalAttack","12","","","","","","","","","","",""
"Nano_Sprout_Super_Damage","","","","DamageEnemiesOnPushbackLanding","3000","","","","","","","","","","",""
"Nano_Sprunt_Passive","","","","TriggerAreaEffectWhenReceivingDmg","1","","KnockBackReceivingDmg","","","","","","","","","NoBar"
"Nano_Gray_Attack","","","","AddBulletSizePercentNormalAttack","60","","","","","","","","","","",""
"Nano_Gray_Portal","","","","AddMaxNumberOfPortals","98","","","","","","","","","","",""
"Nano_Gray_Charge","","","","AddUltiOnlyChargePercent","60","","","","","","","","","","",""
"Nano_Gray_Trigger","","","","SpawnAreaEffectWhenGoingThrowPortal","2000","","PushAwayAreaNanoPower","","","","","","","","",""
"Nano_Mrp_Attack_Size","","","","AddBulletSizePercentNormalAttack","40","","","","","","","","","","",""
"Nano_Mrp_Attack_Area","","","","AddAreaEffectPercentNormalAttack","25","","","","","","","","","","",""
"Nano_Mrp_Super_Passive","","","","AddChargeUltiAutomaticallyPerSecond","150","","","","","","","","","","",""
"Nano_Mrp_Spawn","","","","AddConsumableShieldOnPetSpawn","1000;-1;5000","","","SpawnerPetGadget","","","","","","","","NoBar"
"Nano_Bonnie_Attack","","","","SwapAttackEveryXSecond","2","","","CannonGirl","CannonGirlWeaponNanoPower","","","","","","",""
"Nano_Bonnie_Charge_1","","","","InstantChargeSuperPercentAtStart","60","","","","","","","","","","",""
"Nano_Bonnie_Charge_2","","","","InstantChargeSuperPercentAtRespawn","60","","","","","","","","","","",""
"Nano_Bonnie_Speed","","","","IncreaseSpeedPercent","40","","","CannonGirl","","","","","","","",""
"Nano_Ruff_Bullet","","","","OverrideNumBulletsInBasicAttack","3","","","","","","","","","","",""
"Nano_Ruff_Super_Damage","","","","AddAreaEffectDamage","3000","","RuffsSupplyExplosion;RuffsOverchargedSupplyExplosion","","","","","","","","",""
"Nano_Ruff_Super_Size","","","","AddAreaEffectPercentSuper","0","","","","","","","","","","",""
"Nano_Ruff_HC","","","","InstantChargeHCPercentAtStart","100","","","","","","","","","","",""
"Nano_Barley_Attack_Size_1","","","","AddAreaEffectPercentNormalAttack","20","","","","","","","","","","",""
"Nano_Barley_Attack_Size_2","","","","AddBulletSizePercentNormalAttack","20","","","","","","","","","","",""
"Nano_Barley_Super_Time_1","","","","AddAreaEffectDurationPercent","100","","Barley_def_ulti;BarleyOverchargedUlti","","","","","","","","",""
"Nano_Barley_Super_Time_2","","","","AddEffectPlaySpeedPercent","-50","","Barley_def_ulti;BarleyOverchargedUlti","","","","","","","","",""
"Nano_Barley_Poison","","","","AddStatusEffectToEnermyOnHit_1","300;3","","","","","BarleyHitPoisonNanoPower","","","","","",""
"Nano_RT_Swap","","","","SwapAttackEveryXSecond","4","","","Splitter","SplitterWeaponNanoPower","","","","","","","NoTransformOnly"
"Nano_RT_Bullet_Area","","","","AddAreaEffectPercentNormalAttack","25","","","","","","","","","","",""
"Nano_RT_Mark_Damage","","","","IncreaseStatusEffectsTicks","99900","","","","","SplitterTag","","","","","",""
"Nano_Fang_Attack_Area","","","","TriggerAreaEffectOnBasicAttack","3;5","","KickerDudeMineNano","","","","","","","","",""
"Nano_Fang_Attack_Chain_1","","","","AddChainBulletNumber","2","","","","","","","","","","",""
"Nano_Fang_Attack_Chain_2","","","","AddChainSpread","40","","","","","","","","","","",""
"Nano_Fang_Attack_Chain_3","","","","AddDamagePercent","201","KickerDudeProjectile2","","","","","","","","","",""
"Nano_Fang_Super_Shield","","","","ReduceAllDamageWhileCharging","80","","","","","","","","","","",""
"Nano_Fang_Super_Effect","","","","AddFollowedEffectWhileCharging","","","ShieldEffectDamageDeduction","","","","","","","","",""
"Nano_Fang_Heal_OnKill","","","","HealPercentOnKill","40","","","","","","","","","","",""
"Nano_Mina_Heal","","","","LifeStealFromDamagePercent","50","","","","DancerWeaponSingle;DancerWeaponDouble","","","","","","",""
"Nano_Mina_Shield","","","","TriggerAreaEffectWhenUlti","","","DancerBlockProjectilesNanoPower","","","","","","","","",""
"Nano_Mina_Reload","","","","ReloadPercentOnHit","50","","","","","","","","","","",""
"Nano_Kaze_Attack_1","","","","AddAreaEffectPercentNormalAttack","25","","","","","","","","","","",""
"Nano_Kaze_Attack_2","","","","AddEffectSizePercent","25","","","","","","","","","","",""
"Nano_Kaze_Attack_3","","","","AddAreaEffectPercentSuper","25","","","","","","","","","","",""
"Nano_Kaze_Range_1","","","","AddCastingRangeNormalAttack","1.5","","","","GeishaTransformedWeapon","","","","","","",""
"Nano_Kaze_Range_2","","","","AddCastingRangeSuper","1.5","","","","GeishaTransformedUlti","","","","","","",""
"Nano_Kaze_Super","","","","ChargeUltiOnKill","100","","","","","","","","","","",""
"Nano_Kaze_Shield","","","","ApplyConsumableShieldWhenUsingGadget","1000;-1;1000","","","","","","","","","","",""
"Nano_Leon_Attack","","","","SetInvisibleOnAttack","1","","","","","","","","","","",""
"Nano_Leon_Super_1","","","","SpawnCharacterOnUlti","1","","","NinjaNanoPowerClone","","","","","","","",""
"Nano_Leon_Super_2","","","","OverrideMaxSpawns","1","","","","","","","","","","",""
"Nano_Leon_Super_3","","","","OverrideMaxSpawns","1","","","","","","","","","","",""
"Nano_Leon_Kill","","","","SetInvisibleOnKill","6","","","","","","","","","","",""
"Nano_Lola_Attack","","","","OverridePiercesCharacters","1","","","","","","","","","","",""
"Nano_Lola_Pet_1","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Lola_Pet_2","","","","OverrideMaxSpawns","2","","","","","","","","","","",""
"Nano_Lola_Special","","","","MinionDuplicateAutoAttack","1","","","","","","","","","","",""
"Nano_Doug_Attack","","","","AddTeammateHealPercentAttack","50","","","","","","","","","","",""
"Nano_Doug_Super","","","","AddReviveWindowTimePercentage","100","","","","","","","","","","",""
"Nano_Doug_Item","","","","SpawnItemOnHittingEnemy","1;800;5;2000","","","","","","HealthPackDougNanoPower","","","","",""
"Nano_Alli_Reload","","","","AddReloadSpeedWhenEnrage","60","","","","","","","","","","",""
"Nano_Alli_Damage","","","","AddLowHealthDamage","30","","","","","","","","","","",""
"Nano_Alli_Water","","","","InvisibleOnWater","500","","","","","","","","","","",""
"Nano_Sam_Attack","","","","TriggerAreaEffectOnBasicAttack","1","","OnHitSpeedyUpArea_SamNanoPower","","","","","","","","",""
"Nano_Sam_Slow","","","","AddStatusEffectToProjectileForEnemies","","Bronson002UltiProjectile;Bronson002UltiProjectile2;WeaponThrowerOverchargedUltiProjectile;WeaponThrowerOverchargedUltiProjectile2","","","","SlowDownNanoPower_Sam","","","","","",""
"Nano_Sam_Charge","","","","AddChargeUltiAutomaticallyPerSecond","1500","","","","","","","","","","",""
"Nano_Damian_Range","","","","AddCastingRangeNormalAttack","0.5","","","","","","","","","","",""
"Nano_Damian_Size","","","","AddBulletSizePercentNormalAttack","30","","","","","","","","","","",""
"Nano_Damian_Super","","","","AddAdditionalAreaEffectAtEndOfCharge","1","","GladiatorUltiSlowAreaNanoPower","","","","","","","","",""
"Nano_Damian_FirePunch","","","","AddFirePunchTime","-1","","","","","","","","","","",""
"Nano_Maisie_Swap","","","","SwapAttackEveryXSecond","3","","","","MaisieWeaponNanoPower","","","","","","",""
"Nano_Maisie_Super","","","","AddAreaEffectPercentSuper","20","","","","","","","","","","",""
"Nano_Maisie_Super_Charge","","","","AddUltiOnlyChargePercent","30","","","","","","","","","","",""
"Nano_Maisie_Dash","","","","AddDashOnNormalAttack","500;2000","","","","","","","","","","",""
"Nano_Gigi_MaxAmmo","","","","AddWeaponSkillMaxChargePercent","80","","","","","","","","","","",""
"Nano_Gigi_Super_1","","","TRUE","AddAreaEffectPercent","50","","DaredevilUltiWarning","","","","","","","","",""
"Nano_Gigi_Super_2","","","","AddAreaEffectPercentSuper","50","","DaredevilUltiWarning","","","","","","","","",""
"Nano_Gigi_Super_3","","","","AddCastingRangeSuper","0","","DaredevilUltiWarning","","","","","","","","",""
"Nano_Gigi_Charge_Area_1","","","TRUE","AddAreaEffectPercent","100","","DaredevilSuperChargeArea;DaredevilSuperChargeAreaGadget","","","","","","","","",""
"Nano_Gigi_Charge_Area_2","","","TRUE","AddAreaEffectCustomValuePercent","25","","DaredevilSuperChargeArea;DaredevilSuperChargeAreaGadget","","","","","","","","",""
"Nano_Edgar_Range","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Edgar_Size","","","","AddBulletSizePercent","25","","","","","","","","","","",""
"Nano_Edgar_Effect","","","","AddEffectSizePercent","30","","","","","","","","","","",""
"Nano_Edgar_Super_Charge","","","","AddAutoChargeUltiRatePercent","100","","","","","","","","","","",""
"Nano_Edgar_Super_HC","","","","AddAutoChargeHCRatePercent","100","","","","","","","","","","",""
"Nano_Edgar_Gadget","","","","SkipGadgetCooldownOnKill","1","","","","","","","","","","",""
"Nano_Emz_Attack","","","","OverrideTriggerWithDelayMs","1","MummyProjectile;MummyWeaponOverchargedProjectile","","","","","","","","","",""
"Nano_Emz_Attack_Effect","","","","AddProjectileEffectPlaySpeedPercent","-35","MummyProjectile;MummyWeaponOverchargedProjectile","","","","","","","","","",""
"Nano_Emz_Super","","","","AddAreaEffectPercentSuper","30","","","","","","","","","","",""
"Nano_Emz_Special","","","","AddStatusEffectToEnermyOnHit_1","500;2","","","","","EmzHitPoisonNanoPower","","","","","",""
"Nano_Brock_Area_1","","","","AddAreaEffectPercentNormalAttack","40","","Brock_def_atk_area","","","","","","","","",""
"Nano_Brock_Area_2","","","","AddAreaEffectPercent","40","","BurnMainAttack","","","","","","","","",""
"Nano_Brock_Super","","","","AddUltiOnlyChargePercent","50","","","","","","","","","","",""
"Nano_Brock_Gadget","","","","DecreaseGadgetCooldownPercent","75","","","","","","","","","","",""
"Nano_Griff_Range","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Griff_Super","","","","AddUltiAttackNumBullets","4","","","","","","","","","","",""
"Nano_Griff_Special","","","","AddProjectileDmgPercentageStartDistance","30","","","","","","","","","","",""
"Nano_Meg_Attack","","","TRUE","AddBasicAttackNumBullets","1","","","","","","","","","","",""
"Nano_Meg_Spread","","","TRUE","AddSpreadBasicAttackPercent","160","","","","","","","","","","",""
"Nano_Meg_Super_1","","","","OverrideMeleeAttackPierceEnvironmentLikeButter","1","","","","MechaDudeBigUlti;MechaDudeBigOverchargedUlti","","","","","","",""
"Nano_Meg_Super_2","","","","AddCastingRange","1.5","","","","MechaDudeBigUlti;MechaDudeBigOverchargedUlti","","","","","","",""
"Nano_Meg_Super_3","","","","AddEffectSizePercent","16","","","","","","","","","","",""
"Nano_Meg_HP","","","TRUE","IncreaseMaxHpAbsoluteOnKillOvertime","800;8000","","","MechaDudeBig","","","","","","","",""
"Nano_Meg_Scale","","","TRUE","AddExtraScaleOvertimeOnKill","8;48","","","MechaDudeBig","","","","","","","",""
"Nano_Amber_Range","","","","TriggerAreaEffectOnBasicAttack","","","OnHitSpeedyUpArea","","","","","","","","",""
"Nano_Amber_Super_1","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Amber_Super_2","","","","AddCastingRangeSuper","3","","","","","","","","","","",""
"Nano_Amber_Reload","","","","AddBasicAttackRechargeTimePercent","60","","","","","","","","","","",""
"Nano_Surge_Attack","","","","AddBulletSizePercentNormalAttack","35","","","","","","","","","","",""
"Nano_Surge_Super_Range","","","","AddCastingRangeSuper","0","","","","","","","","","","",""
"Nano_Surge_Super_Area_1","","","","AddAreaEffectPercentSuper","30","","","","","","","","","","",""
"Nano_Surge_Super_Area_2","","","","AddEffectSizePercent","30","","","","","","","","","","",""
"Nano_Surge_Super_Slow","","","","AddStatusEffectToEnermyOnSuperHit","2","","","","","SlowDownNanoPower_Surge","","","","","",""
"Nano_Surge_Trait","","","","AddChargeUltiAutomaticallyPerSecond","150","","","","","","","","","","",""
"ArcadeStarpower1PetComponent","TRUE","TRUE","","AddComponentToDefaultPet","","","","","","","","ArcadeItemDispenser","","","",""
"ArcadeStarpower2ForTeammates","TRUE","TRUE","","PluggedInForTeammates","","ArcadeStarPowerProjectileAllies","","","","","","","","","",""
"ArcadeGadget1HealSelf","TRUE","TRUE","","TeleportToPetHealSelf","1800","","","","","","","","","","",""
"ArcadeGadget1HealPet","TRUE","TRUE","","TeleportToPetHealPet","100","","","","","","","","","","",""
"KatanaKidUltiAreaSizeBoost","","","TRUE","AddAreaEffectPercentSuper","5","","","","","","","","","","",""
"MechaDudeSpSpeedWithShield","","TRUE","","IncreaseSpeedPercentWithShield","20","","","","","","","","","","",""
"FutureGirlSP1TurretAreaEffectEnemySlowdown","TRUE","TRUE","","OverrideEnemyStatusEffectToAreaEffect","","","FutureGirlTurretArea","","","FutureGirlSP1TurretSlowEffect","","","","","",""
"TrickshotDudeDynamicGadgetExplosionBullets","","","","AddBulletExplosionNumber","","","","","","","","","","","",""
"TrickshotDudeAddUltiPercentOnBounceHit","TRUE","TRUE","","AddUltiOnlyChargePercentOnBounceHit","10","","","","","","","","","","",""
"SpeedyBuddyRewindGiveAmmo","TRUE","TRUE","","RewindGiveAmmo","4","","","","","","","","","","",""
"SpeedyBuddyRewindHealAllies","TRUE","TRUE","","RewindHealAllies","","","SpeedyRewindAllyHealArea","","","","","","","","",""
"SpeedyBuddyAreaAdditionalStatus","TRUE","TRUE","","UltiAreaAdditionalStatusEffect","","","","","","SpeedyBuddyAreaShield","","","","","",""
"FutureGirlShieldDamageEnemy","TRUE","TRUE","","AddConsumableShieldWhenDealingDamage","58;-1;0","","","","","","","","","","",""
"PowerLevelerStartWithUltiRespawn","TRUE","TRUE","","InstantChargeSuperPercentAtRespawn","100","","","","","","","","","","",""
"PowerLevelerStartWithUltiInitial","TRUE","TRUE","","InstantChargeSuperPercentAtStart","100","","","","","","","","","","",""
"PowerLevelerSpeedBurstOnUltiAt2","TRUE","TRUE","","PowerLevelerStatusOnUltiAtStage","2","","","","","PowerLevelerSpeedBurstOnUltiAt2","","","","","",""
"PowerLevelerBouncyProjectilesSp","","TRUE","","OverrideIsBouncing","1","PowerLevelerProjectile;PowerLevelerOverchargedProjectile;PowerLevelerOverchargedProjectileBuddy","","","","","","","","","",""
"PowerLevelerBouncyProjectilesSpBuddy","","TRUE","","ModifiedChainProjectileOnWallHit","30;2","PowerLevelerProjectile;PowerLevelerOverchargedProjectile;PowerLevelerOverchargedProjectileBuddy","","","","","","","","","",""
"RocketGirlSP1SpeedBuff","TRUE","TRUE","","ApplyStatusEffectWhenUsingUlti","","","","","","RocketGirlSp1UltiSpeedBoost","","","","","",""
"RocketGirlSP2ChargeUpTypeOverride","","TRUE","","OverrideChargeUpType","6","","","","","","","","","","",""
"RocketGirlSP2ChargeUpMaxOverride","","TRUE","","OverrideChargeUpMax","4000","","","","","","","","","","",""
"RocketGirlAddCastingRangeSP2","","","","AddCastingRangeNormalAttack","2","","","","","","","","","","","RecolorRangeIndicator"
"SpeedyChargeUltiOnMove","TRUE","TRUE","","ChargeUltiOnMove","14;1","","","","","","","","","","",""
"MB_KatanaKidFishSpawnerUntargetable","TRUE","TRUE","","FinxTowerUntargetable","","","","","","FinxTowerUntargetable","","","","","",""
"MB_KatanaKidFishSpawnerAreaSize","","","TRUE","AddAreaEffectPercent","50","","","","","","","","","","",""
