"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes"
"BossRaceBossLightningProjectile2","","2700","","250","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","1","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossLightningProjectile3","","2700","","250","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRocketProjectile","","400","","0","","true","true","","","","10","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeProjectile","","3000","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","1","","","10","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeIndirectProjectile","","1000","","0","","true","true","600","35","","400","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeUltiProjectile","","1196","","0","","true","","","","","139","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyProjectile","","4000","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyOverchargedBuddyProjectile","","4000","","50","","","","","","","0","2","","SpeedyOverchargedBuddyWeaponAction","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyRewindProjectile","","29000","","0","","true","","","","","250","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4797e4b59a7db4da9abe783a7e1ab7aa704e76d9","true","4130","","50","","","","","","","0","2","","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e1d9dd07b134c1939b99ad5f462ed84c0b98a49","true","4130","","50","","","","","","","0","2","","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyProjectileForCTF","","2499","","0","","true","true","","","","700","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyProjectileForBasketBrawl","","1000","","0","","true","true","","","","100","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerPetProjectile","","2500","","100","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerOverchargedPetProjectile","","2500","","100","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlowerProjectile","","3000","","50","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlowerUltiProjectile","","5000","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","450","1","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"WallyProjectile","","1700","","50","","true","true","","","","300","1","","","","","","","true","","","","","","","","","","","","","1","","","10","2","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"WallySecondaryProjectile","","1700","","151","","","","","20","","300","","","","","","","","true","","true","500","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyUltiProjectile","","1739","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyOverchargedUltiProjectile","","1739","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotSpinProjectile","","3044","","100","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PiperHandgunProjectile","","4000","","50","","","","","","","0","3","","","","","","","true","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerUltiProjectile","","2500","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","7","10","","200","","","","","",""
"ControllerUltiOverchargedProjectile","","2500","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","7","10","","200","","","","","",""
"ControllerProjectile","","4000","","40","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","",""
"CactusSpikeGadget","","2500","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","60","100","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetProjectile","","4891","","101","","","","","","","0","3","","","","","","","true","","true","500","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeNanoProjectile","","3000","","101","","","","","","","0","3","","","","","","","true","","true","500","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerProjectile","","3500","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","2","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","",""
"PowerLevelerProjectile2","","3000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","50","50","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOverchargedProjectile","","3500","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","2","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","",""
"PowerLevelerOverchargedProjectile2","","3000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","50","50","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
