"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"SnakeOilHyperUltiBulletExplosion","","500","","800","0","TRUE","3","6","","BulletExplosion","","","","","","","","","","","","SnakeOilHyperExplodedProjectile","16","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerUltiSpeed","","1000","","500","200","","","50","","SpeedBuff","EnragerUltiAreaSpeedBoost","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerStarPowerDamage","","500","","900","138","","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","200","","","","","","","","","",""
"RuffsSupplySpawn","","800","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuffsSupplyExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsOverchargedSupplySpawn","","800","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuffsOverchargedSupplyExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsSupplyExplosion","","100","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","RuffsBuff","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsOverchargedSupplyExplosion","","100","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","RuffsOverchargedBuff","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs004SupplyExplosion","","100","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","RuffsBuff","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsIncreaseHealth","","500","","1000","","","","","","IncreaseHealth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PocoCleanseArea","","1000","","1800","","","","80","","Cleanse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TickGadgetExplosion","","700","","800","100","","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedBoost","","600000","","2000","100","","","10","","StatusEffect","GenericSpeedBoost","GenericSpeedBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombExplosion","","100","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerFire","","3000","","300","","","","","","StatusEffect","","","RollerFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerMutationArea","","700","","","400","","","6","","BulletExplosion","","","","","","","","","","","","RollerProjectile","20","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombClusterExplosion","","700","","","","","","6","","BulletExplosion","","","","","","","","","","","","StickyBombUltiProjectile2","20","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUltiExplosion","","700","","400","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberClusterExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","CrossBomberProjectile2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberUltiClusterExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","CrossBomberUltiProjectile2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedCrossBomberUltiClusterExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","OverchargedCrossBomberUltiProjectile2","17","","","","","","","","","","","","","","","","","","OverchargedCrossBomberUltiClusterExplosion2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedCrossBomberUltiClusterExplosion2","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","OverchargedCrossBomberUltiProjectile2","17","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroTrapExplosion","","700","","600","","","","","","DamageAndStatusEffect","","","ElectroSniperTrapExplosionSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PullRopeStun","","700","","700","","","","30","12","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeSuperChargeArea","","600000","","1800","","","","270","","EnemyChargeSuper","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeSuperChargeAreaLarge","","600000","","2400","","","","270","","EnemyChargeSuper","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VolleyBallTargetOccupied","","600000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VolleyBallTarget","","600000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VolleyBallDistanceIndicator","","600000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VolleyBallHit","","700","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BasketBallGroundIndicator","","600000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BasketBallRimHit","","700","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BasketBallThreePointArea","","600000","","1500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeGadgetActivationArea","","700","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GainedAmmoEffect","","1000","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LostAmmoEffect","","1000","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusCoverHeal","","250","","1000","-30","","2","","1","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsAirStrikeSpawn","","2500","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuffsAirStrikeExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsAirStrikeExplosion","","700","","500","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
