"Name","PoolTickets","Disabled","Skins","DiscountPercentage","DropRate","TID"
,,,"RopeDudeFenrirBlack",50,100,
,,,"RopeDudeFenrirRed",50,100,
,,,"JesterHarvest",50,100,
,,,"TntDudeTengu",50,100,
,,,"FireDudeFantasy",50,100,
,,,"PainterGreekGod",50,100,
,,,"WhirlwindCarreta",50,100,
,,,"MummyDj",50,100,
,,,"ArtilleryGalBrawlAcademy",50,100,
,,,"BarkeepBrawlAcademy",50,100,
,,,"ControllerOnceupon",50,100,
,,,"LeaperDarkXmas",50,100,
,,,"WeaponThrowerSteamPunk",50,100,
,,,"WhirlwindSupercellMake",50,100,
,,,"PercenterInspector",50,100,
,,,"CocoonerGym",50,100,
,,,"BanditGirlStar_remake",50,100,
,,,"SilencerOni",50,100,
,,,"JetpackGirlSupercellMake",50,100,
,,,"SniperMariposa",50,100,
,,,"MeepleSandsOfTimes",50,100,
,,,"DeadMariachiGoodRandoms",50,100,
,,,"DuelistBrain",50,100,
,,,"BeamerLavaQueen",50,100,
,,,"UndertakerBazaar",50,100,
,,,"TrickshotDudeChicken",50,100,
,,,"SniperMoon",50,100,
,,,"GunslingerMonkey",50,100,
,,,"ShieldTankSupercellMake",50,100,
,,,"Cactusmecha",50,100,
,,,"TrickshotDudeDevil",50,100,
,,,"RopeDudeLollipop",50,100,
,,,"SkaterSandsOfTimes",50,100,
,,,"WeaponThrowerSupercellMake",50,100,
,,,"BullDudeLion",50,100,
,,,"SnakeOilVillain",50,100,
,,,"ConductorSupercellMake",50,100,
,,,"MaisieSnake",50,100,
,,,"FireDudeMake",50,100,
,,,"Beamerharvest",50,100,
,,,"RocketGirlDelivery",50,100,
,,,"UndertakerNightwitch",50,100,
,,,"PowerLevelerGenie",50,100,
,,,"CocoonerRosie",50,100,
,,,"KickerDudeBaseballRed",50,100,
,,,"DeadMariachiOutlaw",50,100,
,,,"DeadMariachiPunk",50,100,
,,,"BlackHoleStreetNinja_remake",50,100,
,,,"DuplicatorKitsune",50,100,
,,,"DuplicatorGiftsToy",50,100,
,,,"PowerLevelerKnight_red",50,100,
,,,"BullDudeAlleycat",50,100,
,,,"SniperValentines",50,100,
,,,"AssaultShotgunTreasure",50,100,
,,,"BowDudeHorus",50,100,
,,,"LuchadorDragon",50,100,
,,,"ShamanDragon_black",50,100,
,,,"GunslingerDarkAngel",50,100,
,,,"BowDudeDemonic",50,100,
,,,"BowDudeWasp",50,100,
,,,"TrickshotDudeBazaar",50,100,
,,,"MummyGiftShop",50,100,
,,,"KickerDudeBaseballBlue",50,100,
,,,"ShamanShiba",50,100,
,,,"HookDudeMake",50,100,
,,,"BeeSniperMonster",50,100,
,,,"BeeSniperCatGold",50,100,
,,,"ArtilleryDudeZombie",50,100,
,,,"ArcadePiano_black",50,100,
,,,"SnakeOilWizard_white",50,100,
,,,"RocketGirlRanger_red",50,100,
,,,"RopeDudeDirector_blue",50,100,
,,,"ElectroSniperCoral",50,100,
,,,"BlackHoleDevious",50,100,
,,,"RocketGirlRanger_blue",50,100,
,,,"RocketGirlRanger_black",50,100,
,,,"BarrelBotCrash",50,100,
,,,"RocketGirlRanger_yellow",50,100,
,,,"RocketGirlRanger_pink",50,100,
,,,"SilencerPharaoh",50,100,
,,,"RosaToon",50,100,
,,,"ElectroSniperSCmake",50,100,
,,,"UndertakerGreaser",50,100,
,,,"TrickshotPopcorn",50,100,
,,,"CannonGirlVillain",50,100,
,,,"PercenterGladiator",50,100,
,,,"DuplicatorOutlaw",50,100,
,,,"WhirlwindBiker",50,100,
,,,"BlowerBusters",50,100,
,,,"DuelistWasteland",50,100,
,,,"TrickshotGold",50,100,
,,,"AxeJugglerGreek",50,100,
,,,"StickyBombUniversity",50,100,
,,,"WeaponThrowerYeti",50,100,
,,,"BlowerNutcracker",50,100,
,,,"WallyDeepsea",50,100,
,,,"KnightPinata",50,100,
,,,"ArcadeHauntedHouse",50,100,
,,,"PocoValentine",50,100,
,,,"BlackHoleMisfortune",50,100,
,,,"TwinsVirus",50,100,
,,,"SplitterCultist",50,100,
,,,"MechanicTanuki",50,100,
,,,"ArtilleryDudeSmuggler_orange",50,100,
,,,"JetpackGirlValkyrie",50,100,
,,,"SandstormLantern",50,100,
,,,"KnightPizza",50,100,
,,,"WeaponThrowerEmperor",50,100,
,,,"ShieldTankChainsaw",50,100,
,,,"SpawnerDudeMake",50,100,
,,,"DrillerMonster",50,100,
,,,"WhirlwindRamadan",50,100,
,,,"WallyMoon",50,100,
,,,"DrillerJetski_purple",50,100,
,,,"LuchadorRey",50,100,
,,,"HookDudeBazaar",50,100,
,,,"JetpackGirlDarkFairy",50,100,
,,,"BarrelBotCupcake",50,100,
,,,"LuchadorDragonChroma",50,100,
,,,"FleaSpaceCactus",50,100,
,,,"MechanicKnight",50,100,
,,,"MaisieWasteland",50,100,
,,,"TntDudeFootball",50,100,
,,,"RosaUniversity",50,100,
,,,"ShieldTankCroc",50,100,
,,,"FireDudeMasked",50,100,
,,,"DuplicatorDarkcircus",50,100,
,,,"MechaDudeJaguar",50,100,
,,,"TntGuyChef",50,100,
,,,"IceDudeStonetroll",50,100,
,,,"CookerDeepsea",50,100,
,,,"TntDudePsg",50,100,
,,,"MechaDudeMonsterTruck",50,100,
,,,"RosaMantis",50,100,
,,,"RosaCoco",50,100,
"BOGO Mythic Skin",2,,"TrickshotDudeAprilFools",50,100,
,,,"AmbusherFantasy",50,100,
,,,"CrowHarvest",50,100,
,,,"RocketGirlSteamPunk",50,100,
,,,"BeamerCarnival",50,100,
,,,"SniperGreek",50,100,
,,,"EnragerThief",50,100,
,,,"DrillerFantasy",50,100,
,,,"Fury199GemChroma1",50,100,
,,,"Fury199GemChroma2",50,100,
,,,"Fury199Gem",50,100,
,,,"IceDudeToon",50,100,
,,,"KickerDudeVirus",50,100,
,,,"ElectroSniperFantasy",50,100,
,,,"CactusPoop",50,100,
,,,"MinigunDudeAprilFools",50,100,
,,,"Bulletstorm199GemChroma1",50,100,
,,,"StickyBombBrawlentine",50,100,
,,,"Bulletstorm199Gem",50,100,
,,,"MechanicSkadi",50,100,
,,,"Bulletstorm199GemChroma2",50,100,
,,,"RocketGirlZeus",50,100,
,,,"BaseballGamer_remake",50,100,
,,,"Dancer199Gem",50,100,
,,,"Dancer199GemChroma1",50,100,
,,,"Dancer199GemChroma2",50,100,
,,,"CookerPorcelain",50,100,
,,,"DaredevilScarecrow199GemChroma2",50,100,
,,,"DaredevilScarecrow",50,100,
,,,"ControllerAres",50,100,
,,,"ClusterBombDudeCerberus",50,100,
,,,"BullDudeGreek",50,100,
,,,"DaredevilScarecrow199GemChroma1",50,100,
,,,"ArtilleryGalToy",50,100,
,,,"DeadMariachiOnceupon",50,100,
,,,"MechaDudePirate",50,100,
,,,"TntDudeToxic",50,100,
,,,"FishTankSurfer",50,100,
,,,"BowDudeHinduChroma",50,100,
,,,"HammerDudeHindu",50,100,
,,,"LuchadorSuperbowl",50,100,
,,,"SnakeOilDarkcircus",50,100,
,,,"SplitterGreek",50,100,
,,,"JetpackGirlMoon",50,100,
,,,"CrossBomberHindu",50,100,
,,,"FishTankWasteland",50,100,
"BOGO Legendary Skin",1,,"GeishaSteamPunk",50,100,
,,,"PowerLevelerPorcelain",50,100,
,,,"ChronomancerKaiju",50,100,
,,,"MechanicMecha",50,100,
,,,"SandstormGreekGod",50,100,
,,,"DuelistToon",50,100,
,,,"NinjaMecha",50,100,
,,,"GhostBrawlentine",50,100,
,,,"EnragerMecha",50,100,
,,,"BaseballThor",50,100,
,,,"Cactuscartoon",50,100,
,,,"GunslingerMecha",50,100,
,,,"DragonRiderOnceupon",50,100,
,,,"UndertakerMecha",50,100,
,,,"RollerUniversity",50,100,
,,,"ShamanDarkcircus",50,100,
,,,"CocoonerVirus",50,100,
,,,"FireDudeFrost",50,100,
,,,"CrowMecha",50,100,
,,,"CrowPheonix",50,100,
,,,"TntDudeMecha",50,100,
,,,"BoMecha",50,100,
,,,"MinigunDudeQueen",50,100,
,,,"ConductorScorpion",50,100,
"Pool Test",1,,"TrickshotDudeAprilFools",100,100,
,,,"AmbusherFantasy",100,100,
,,,"CrowHarvest",100,100,
,,,"BeamerCarnival",100,100,
,,,"SniperGreek",100,100,
,,,"EnragerThief",100,100,
,,,"DrillerFantasy",100,100,
,,,"CactusPoop",100,100,
,,,"IceDudeToon",100,100,
,,,"KickerDudeVirus",100,100,
,,,"ElectroSniperFantasy",100,100,
,,,"MinigunDudeAprilFools",100,100,
,,,"MechanicSkadi",100,100,
,,,"RocketGirlZeus",100,100,
,,,"BaseballGamer_remake",100,100,
,,,"ControllerAres",100,100,
,,,"CookerPorcelain",100,100,
,,,"BullDudeGreek",100,100,
,,,"Dancer199Gem",100,100,
,,,"ClusterBombDudeCerberus",100,100,
,,,"ArtilleryGalToy",100,100,
,,,"DeadMariachiOnceupon",100,100,
,,,"DaredevilScarecrow199GemChroma2",100,100,
,,,"DaredevilScarecrow",100,100,
,,,"Dancer199GemChroma1",100,100,
,,,"Dancer199GemChroma2",100,100,
,,,"DaredevilScarecrow199GemChroma1",100,100,
,,,"TntDudeToxic",100,100,
,,,"MechaDudePirate",100,100,
,,,"FishTankSurfer",100,100,
,,,"BowDudeHinduChroma",100,100,
,,,"HammerDudeHindu",100,100,
,,,"LuchadorSuperbowl",100,100,
,,,"SnakeOilDarkcircus",100,100,
,,,"CrossBomberHindu",100,100,
,,,"SplitterGreek",100,100,
,,,"JetpackGirlMoon",100,100,
,,,"FishTankWasteland",100,100,
