"Name","BehaviorType","EquipType","OverchargedVersion","CanMoveAtSameTime","Targeted","AutoAttackTargetingType","AttackFacing","Cooldown","BonusSkillCooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","DamageForUlti","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","RestrictCastOnSkillActive","Projectiles","OverchargedProjectiles","OverchargedChainProjectile","SummonedCharacters","OverchargedSummonedCharacters","AreaEffectObject","DontTriggerAreaAtEndOfCharge","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","MeleeAttackPiercesEnvironment","MeleeAttackOnHitActions","ConsumableShieldValue","ConsumableShieldTicks","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","CastingEffect","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","OverrideMusicWhenEquipped","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffects","ActivationSelfStatusEffectsOvercharged","OnChargeHitStatusEffect","OnChargeHitStatusEffectOvercharged","InterruptType","TID","Desc","BooleanAttributes","CustomString","CustomString2","CustomValue","CustomValue2","BotUsageHint","ForceWalkAnim","AttackAnimationSpeed","OnChargeHitSelfStatusEffect","ShowChainIndicator"
"BaseballWeapon","Attack","weapon","BaseballOverchargedWeapon","true","true","","","50","","700","","11","","","","","","800","3","1400","-1","","600","300","","1","","","","200","","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bibi_def_atk","","bibi_swing","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"BaseballUlti","Attack","ulti","","true","true","","","50","","150","","120","","","","","","","","900","-1","","100","","","","","true","","","","","","","","","","","","BaseballUltiProjectile","BaseballOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","bibi_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeWeapon","Attack","weapon","ArcadeWeaponOvercharged","true","true","","","50","","650","","30","","","","","","1350","3","340","-1","","100","18","3","1","","true","","","","","","","","","","","","ArcadeProjectile","","","","","","","","","","","","","","","","","","","","","","","arcade_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"ArcadeWeaponOvercharged","Attack","weapon","","true","true","","","50","","650","150","30","","","","","","100","3","340","-1","","100","18","3","1","","true","","","","","","","","","","","","ArcadeOverchargedBuddyProjectile","","","","","","","","","","","","","","","","","","","","","","","","arcade_def_oc_atk","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","AllowReactivation;CancelBeforeReactivation;RechargeDuringCooldown;CastingTimeOnlyOnReactivation","","","","","","","","",""
"ArcadeUlti","Attack","ulti","","true","true","","","50","","250","","15","","","","","1","","","","-1","","200","","","1","","true","","","","","","1","1","","","","","ArcadeUltiProjectile","ArcadeUltiOverchargedProjectile","","DamageBooster","DamageBoosterOvercharge","","","","","","","","","","","","","","","","","","","","","arcade_def_ulti_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeDoubleBonusSkill","AimableArea","bonusSkill","","true","true","","","250","15000","50","","30","","","","","","","1","340","-1","","100","18","","1","","","","","","","","","","","","","","","","","","","ArcadeDoubleGadget","","","","","","follow","","","","","","","","sc/ui.sc","icon_item_8bit_2","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AllowConcurrentSkills;UseWeaponAmmo","","","","","","","","",""
"ArcadeDoubleBonusSkillBuddy","AimableArea","bonusSkill","","true","true","","","250","15000","50","","30","","","","","","","1","340","-1","","100","18","","1","","","","","","","","","","","","","","","","","","","ArcadeDoubleGadgetBuddy","","","","","","follow","","","","","","","","sc/ui.sc","icon_item_8bit_2","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AllowConcurrentSkills;UseWeaponAmmo","","","","","","","","",""
"SandstormWeapon","Attack","weapon","","true","true","","","250","","150","","18","","","","","","1800","3","900","-1","","100","80","4","3","","true","","","","","","","","","","","","SandstormProjectile","","","","","","","","","","","","","","","","","","","","","","","poco_def_atk_direct","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"BeeSniperWeapon","Attack","weapon","","true","true","","","50","","150","","30","","","","","","900","1","800","-1","","100","","","1","","true","","","","","","","","","","","","BeeSniperProjectile;BeeSniperChargedProjectile","","","","","","","","","","","","","","","","","","","","","","","bea_def_atk","","","","","","","","","","","","","","","","","","","1","275","","true","","","","","","","","","","","","","","","","","","","",""
"BeeSniperUlti","Attack","ulti","","true","true","","","50","","150","","27","","","","","","","","100","-1","","100","30","","7","","true","","","","","","","","","","","","BeeSniperUltiProjectile","BeaOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","tick_def_atk","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyWeapon","Attack","weapon","MummyOverchargedWeapon","true","true","","","250","","150","","20","","","","","","2000","3","560","-1","","100","80","5","5","","true","","","","","","","","","","","","MummyProjectile","","","","","","","","","","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MummyUlti","AreaBuff","ulti","","true","","","","50","","5000","","","","","","","","","","240","-1","","70","","","","","","","","","","","","","","","","","","","","","","MummyUltiArea","","","","MummyOverchargedUltiArea","MummyOverchargedUltiAreaPushBack","follow","","","","","","","","","","","","","","emz_def_ulti_use","","","","dummy_effect","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeUlti","Attack","ulti","","true","true","","","50","","250","","15","","","","","1","","","","-1","","200","","","1","","true","","","","","","1","1","","","","","SpawnerDudeUltiProjectile","SpawnerDudeOverchargedUltiProjectile","","SpawnerDudeTurret","OverchargedSpawnerDudeTurret","","","","","","","","","","","","","","","","","","","","mrp_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeWeapon","Attack","weapon","","true","true","","","250","","150","","21","","","","","","1600","3","760","-1","","100","","","1","","true","","","","","","","","","","","","SpawnerDudeProjectile","","","","","","","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SpeedyWeapon","Attack","weapon","SpeedyWeaponOverchargedBuddy","true","true","","","50","","450","","25","","","","","","1300","4","320","-1","","100","30","6","1","","true","","","","","","","","","","","","SpeedyProjectile","","","","","","","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SpeedyWeaponOverchargedBuddy","Attack","weapon","","true","true","","","50","","450","","25","","","","","","1300","4","320","-1","","100","30","6","1","","true","","","","","","","","","","","","SpeedyOverchargedBuddyProjectile","","","","","","","","","","","","","","","","","","","","","","","colt_def_atk","max_def_oc_atk","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SpeedyUlti","AreaBuff","ulti","","true","","","","50","","4000","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","SpeedyOverchargedProjectile","","","","SpeedyUltiArea","","","","SpeedyUltiOverchargedArea","","follow","","","","","","","","","","","","","","","","","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyDashBonusSkill","Charge","bonusSkill","","","true","1","","100","15000","","","10","","","","","","","1","","-1","","","","","","","","","","","2400","5","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_max_1","","","","","gadget_max_dash","","","","","","","","","","","","","","","","","","","","","","","","SpeedyGadgetDashShield","","","","","","","","","","","","","","","",""
"SpeedyDashBonusSkillBuddy","Charge","bonusSkill","","","true","1","","100","15000","","","10","","","","","","","2","","-1","","","","","","","","","","","2400","5","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_max_1","","","","","gadget_max_dash","","","","","","","","","","","","","","","","","","","","","","","","SpeedyGadgetDashShield;SpeedyGadgetDashBuddyTimer","","","","","","","","","","","","","","","",""
"SpeedyRewindBonusSkill","Attack","bonusSkill","","true","true","2","","250","15000","300","","8","","","","","1","100","1","","-1","","300","0","","1","","true","","","","","","","","","","","","SpeedyRewindProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_max_2","","","ziggy_def_atk","","","","","","","","","","","","","5","SpeedyRewindBonusSkillBlink","","","","","","","","","","","","","","","","","","","AimIndirectAsFlat;NoBonusSkillCooldown","","","","","","","","",""
"SpeedyRewindBonusSkillBlink","DestroyArea","bonusSkill","","true","","","","250","15000","150","","","","","","","","100","1","","-1","","100","0","","1","","true","","","","","","","","","","","","","","","","","SpeedyRewindArea","","","","","","","","","","","","","","sc/ui.sc","icon_item_max_2","","","leon_def_gadget2","","","","","","","","","","","","","8","SpeedyRewindBonusSkill","","","","","","","","","","","","","","","","","","","FullBonusSkillCooldownOnDeath","","","","","","","","",""
"0e9d34ed18eca9b03d3f31595b82f20876a5316d","Attack","weapon","ShotgunGirlOverchargedWeapon","true","true","","","250","","150","","23","","","","","","1500","3","300","-1","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"77db00da316a2f4fe624c33fa1fbaeb6a63966a2","Attack","weapon","ShotgunGirlOverchargedWeapon","true","true","","","250","","150","","23","","","","","","1500","3","300","-1","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"DummySkillForCTF","Attack","utility","","true","true","3","","250","","150","","13","","200","","","","","","","-1","","100","","","1","","true","","","","","","","","","","","","DummyProjectileForCTF","","","","","","","","","","","","","","","","","","","","","","","laser_ball_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyUltiSkillForCTF","Attack","utility","","true","true","3","","250","","150","","20","","300","","","","","","","-1","","100","","","1","","true","","","","","","","","","","","","DummyProjectileForCTF","","","","","","","","","","","","","","","","","","","","","","","laser_ball_throw_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerWeapon","Attack","weapon","","true","","","1","250","","150","","10","","","","","","1800","3","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","DrillerDamageArea","","","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"DrillerUlti","Attack","ulti","","true","","","1","250","","500","","","","","","","","","","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","DrillerUltiArea","","","","DrillerOverchargedUltiArea","","follow","","","","","","","","","","","","","","driller_def_ulti_use","driller_def_overcharge_use","","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlowerWeapon","Attack","weapon","","true","true","","","250","","150","","25","","","","","","1200","3","300","-1","","100","","7","6","","true","","","","","","","","","","","","BlowerProjectile","","","","","","","","","","","","","","","","","","","","","","","bull_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
