"Name","Logic","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","ScaleLoopingEffect","HitEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","IgnoreFadeout","SkinnedCustomValue","BlueSCW","RedSCW","SCWLayer"
"Penny008TurretExplosion","ArtilleryDudeTurretExplosion","","sc/effects_brawler_penny.sc","","","","","GroundHigh","","","","penny_008_turret_explosion","","100","","","","","100","","","","",""
"Penny008BurnUlti","BurnUlti","","sc/effects_brawler_penny.sc","","","","","GroundHigh","","","","penny_008_ulti_burn","","100","","","","","55","","","","",""
"Penny009TurretExplosion","ArtilleryDudeTurretExplosion","","sc/effects_brawler_penny.sc","","","","","GroundHigh","","","","penny_009_turret_explosion","","100","","","","","100","","","","",""
"Penny009BurnUlti","BurnUlti","","sc/effects_brawler.sc","fireball_ground","fireball_ground","fireball_ground_red","","GroundHigh","","","","penny_009_ulti_burn","","100","","","","","55","","","","",""
"SelfDestructExplosion","SelfDestructExplosion","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","explosion_artillery_dude_turret","","100","","","","","100","","","","",""
"HealWithAutoAttack","HealWithAutoAttack","","sc/effects.sc","","","","","GroundHigh","","","","","pam_def_starpower","100","","","","","125","","","","",""
"BurnMainAttack","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_starpower","","100","","","","","28","","","","",""
"BurnMainAttackElec","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_007_dot","","100","","","","","28","","","","",""
"BurnMainAttackAngry","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_008_atk_area","","100","","","","","28","","","","",""
"BurnMainAttackHacker","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_009_dot","","100","","","","","28","","","","",""
"BurnMainAttackRangerRed","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_red","","100","","","","","28","","","","",""
"BurnMainAttackRangerBlue","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_blue","","100","","","","","28","","","","",""
"BurnMainAttackRangerYellow","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_yellow","","100","","","","","28","","","","",""
"BurnMainAttackRangerPink","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_pink","","100","","","","","28","","","","",""
"BurnMainAttackRangerBlack","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_black","","100","","","","","28","","","","",""
"BurnMainAttackSteampunk","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_011_dot","","100","","","","","28","","","","",""
"BurnMainAttackPropass","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_012_atk_spark","","100","","","","","28","","","","",""
"PowerupSpawn","PowerupSpawn","","sc/effects.sc","power_area_effect_blue","power_area_effect_blue","power_area_effect_blue","","GroundHigh","","","","powerup_indicator","","100","","","","","40","","","","",""
"BossSpawn","BossSpawn","","sc/effects.sc","meteor_area_effect","meteor_area_effect","meteor_area_effect","","GroundHigh","","","","boss_warning","","100","","","","","40","","","","",""
"EventExplosion","EventExplosion","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","meteor_area_explosion","","100","","","","","225","","","","",""
"ExplosionSpawn","ExplosionSpawn","","sc/effects.sc","meteor_area_effect","meteor_area_effect","meteor_area_effect","","Above","meteor_ball_animation","","","meteor_warning","","100","","","","","126","","","","",""
"ClusterBombExplosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","100","","","","","100","","","","",""
"ClusterBombExplosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiexp_blue","","100","","","","","100","","","","",""
"ClusterBombExplosion_SB","ClusterBombExplosion_SB","","sc/effects.sc","","","","","GroundHigh","","","","sb_controller_explode","","100","","","","","100","","","","",""
"SbcontrollerAreaDestroy","SbcontrollerAreaDestroy","","sc/effects.sc","","","","","GroundHigh","","","","sb_controller_destroy","","100","","","","","70","","","","",""
"Tick002Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","100","","","","","100","","","","",""
"Tick002Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiexp_blue","","100","","","","","100","","","","",""
"Tick003Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_003_atk1_explode","","100","","","","","100","","","","",""
"Tick003Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiexp_blue","","100","","","","","100","","","","",""
"Tick004Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_004_atk1_explode","","100","","","","","100","","","","",""
"Tick004Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiexp_blue","","100","","","","","100","","","","",""
"Tick005Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_005_atk1_explode","","100","","","","","100","","","","",""
"Tick005Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_005_atk2_explode","","100","","","","","100","","","","",""
"Tick006Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_006_atk1_explode","","100","","","","","100","","","","",""
"Tick006Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_006_atk2_explode","","100","","","","","100","","","","",""
"Tick006PetExplosion","ClusterBombPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_006_ulti_explode","","100","","","","","133","","","","",""
"Tick007Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_007_atk1_explode","","100","","","","","100","","","","",""
"Tick007Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_007_atk2_explode","","100","","","","","100","","","","",""
"Tick007PetExplosion","ClusterBombPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_007_ulti_explode","","100","","","","","133","","","","",""
"Tick009Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_009_atk1_explode","","100","","","","","100","","","","",""
"Tick009Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_009_atk2_explode","","100","","","","","100","","","","",""
"Tick009PetExplosion","ClusterBombPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_009_ulti_explode","","100","","","","","133","","","","",""
"Tick010Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_010_atk1_explode","","100","","","","","100","","","","",""
"Tick010Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_010_atk2_explode","","100","","","","","100","","","","",""
"Tick010PetExplosion","ClusterBombPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_010_ulti_explode","","100","","","","","110","","","","",""
"Sandy_def_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_def_ulti_loop","","100","","","","","1000","","","","",""
"Sandy_002_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_002_ulti_loop","","100","","","","","1000","","","","",""
"Sandy_003_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_003_ulti_loop","","100","","","","","1000","","","","",""
"Sandy_004_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_004_ulti_loop","","100","","","","","1000","","","","",""
"Sandy_005_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_005_ulti_loop","","100","","","","","1000","","","","",""
"Sandy_006_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_006_ulti_loop","","100","","","","","1000","","","","",""
"Sandy_007_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_007_ulti_loop","","100","","","","","1000","","","","",""
"EventHealing","EventHealing","","sc/effects.sc","healing_mushroom_area_effect_02","healing_mushroom_area_effect_02","healing_mushroom_area_effect_02","","GroundHigh","","","","","mushroom_heal","100","","","","","125","","","","",""
"HealingSpawn","HealingSpawn","","sc/effects.sc","healing_mushroom_area_effect","healing_mushroom_area_effect","healing_mushroom_area_effect","","GroundHigh","","","","healing_spawn","","100","","","","","125","","","","",""
"RaidBossExplosion","RaidBossExplosion","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","raidboss_rocket_explosion","","100","","","","","185","","","","",""
"RaidBossExplosionSpawn","RaidBossExplosionSpawn","","sc/effects.sc","meteor_area_effect","meteor_area_effect","meteor_area_effect","","GroundHigh","","","","raidboss_rocket_warning","","100","","","","","105","","","","",""
"RaidBossRocketBurn","RaidBossRocketBurn","","sc/effects.sc","brock_ground_fire_red","brock_ground_fire_red","brock_ground_fire_red","","GroundHigh","","","","burning_ground_raid_boss","","100","","","","","100","","","","",""
"HeroSpawn","HeroSpawn","","sc/effects.sc","hero_spawn_green","hero_spawn_blue","hero_spawn_red","","Above","","","","hero_spawn","","100","","","","","35","","","","",""
"AutoHeal","AutoHeal","","sc/effects.sc","heal_area_effect_blue","heal_area_effect_blue","heal_area_effect_red","","GroundHigh","","","","","heal_area_fx","100","","","","","125","","","","",""
"RoboWarsBoxSpawn","RoboWarsBoxSpawn","","sc/effects.sc","power_area_effect_blue","power_area_effect_blue","power_area_effect_blue","","GroundHigh","","","","","","100","","","","","30","","","","",""
"RoboWarsBaseExplosion","RoboWarsBaseExplosion","","sc/effects.sc","range400_blue","range400_blue","range400_red","","GroundHigh","","","","brock_def_explosion_blue","","100","","","","","70","","","","",""
"RoboWarsBaseAreaIndicator","RoboWarsBaseAreaIndicator","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","","","100","","","","","650","","","","",""
"ClusterBombPetExplosion","ClusterBombPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","100","","","","","133","","","","",""
"BurnUlti","BurnUlti","","sc/effects_brawler.sc","fireball_ground","fireball_ground","fireball_ground_red","","GroundHigh","","","","barley_002_ulti","","100","","","","","55","","","","",""
"SpikeExplosionLowHealth","SpikeExplosionLowHealth","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"DamageBoost","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","arcade_def_ulti_area_loop","100","","","","","125","","","","",""
"DamageBoost_larger","DamageBoost_larger","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_areabig_active","arcade_def_ulti_areabig_loop","100","","","","","188","","","","",""
"ArcadeDoubleGadget","ArcadeDoubleGadget","","sc/effects_brawler_8bit.sc","","","","","Above","","","","arcade_def_gadget2_drone","","100","","","","1","100","","","","",""
"ArcadeDoubleGadgetBuddy","ArcadeDoubleGadgetBuddy","","sc/effects_brawler_8bit.sc","","","","","Above","","","","arcade_def_buddy_gadget2_drone","","100","","","","1","100","","","","",""
"BurnMainAttackWater","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_004_starpower","","100","","","","","28","","","","",""
"MummyUltiArea","MummyUltiArea","","sc/effects_brawler.sc","emz_def_ulti_area","emz_def_ulti_area","emz_def_ulti_area_red","","GroundHigh","","","","emz_def_ulti","","100","","","","","350","","","","",""
"Emz_002_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_def_ulti_area","emz_def_ulti_area","emz_def_ulti_area_red","","GroundHigh","","","","emz_002_ulti","emz_002_ulti_balloons","100","","","","","350","","","","",""
"Emz_003_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_003_ulti_area","emz_003_ulti_area","emz_003_ulti_area_red","","GroundHigh","","","","emz_003_ulti","","100","","","","","350","","","","",""
"Emz_004_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_004_ulti_area","emz_004_ulti_area","emz_004_ulti_area_red","","GroundHigh","","","","emz_004_ulti","","100","","","","","350","","","","",""
"Emz_005_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_005_ulti_area","emz_005_ulti_area","emz_005_ulti_area_red","","GroundHigh","","","","emz_005_ulti","","100","","","","","350","","","","",""
"Emz_006_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_006_ulti_area","emz_006_ulti_area","emz_006_ulti_area_red","","GroundHigh","","","","emz_006_ulti","","100","","","","","350","","","","",""
"Emz_007_Ulti","MummyUltiArea","","sc/effects_brawler_emz.sc","emz_007_ulti_area","emz_007_ulti_area","emz_007_ulti_area_red","","GroundHigh","","","","emz_007_ulti","","100","","","","","350","","","","",""
"SpeedyUltiArea","SpeedyUltiArea","","sc/effects_brawler.sc","max_def_ulti_area","max_def_ulti_area","max_def_ulti_area_red","","GroundHigh","","","","max_def_ulti_active","","100","","","","","120","","","","",""
"SpeedyUltiOverchargedArea","SpeedyUltiOverchargedArea","","sc/effects_brawler.sc","max_def_oc_area","max_def_oc_area","max_def_oc_area_red","","GroundHigh","","","","max_def_oc_active","","100","","","","","120","","","","",""
"SpeedyOverchargedArea","SpeedyOverchargedArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","160","","","","",""
"SpeedyOverchargedArea2","SpeedyOverchargedArea2","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","160","","","","",""
"SpeedyOverchargedBuddyWeaponArea","SpeedyOverchargedBuddyWeaponArea","","sc/effects.sc","","","","","GroundHigh","","","","","max_def_oc_atk_starpower","70","","","","","146","","","","",""
"SpeedyRewindArea","SpeedyRewindArea","","sc/effects.sc","","","","","GroundHigh","","","","max_def_buddy_gadget2_sneaker","","100","","true","","","50","","","","",""
"SpeedyRewindAllyHealArea","SpeedyRewindAllyHealArea","","sc/effects.sc","","","","","GroundHigh","","","","max_def_buddy_gadget2_heal","","100","","","","","125","","","","",""
"Max003UltiArea","SpeedyUltiArea","","sc/effects_brawler.sc","max_def_ulti_area","max_def_ulti_area","max_def_ulti_area_red","","GroundHigh","","","","max_003_ulti_active","","100","","","","","120","","","","",""
"Max004UltiArea","SpeedyUltiArea","","sc/effects_brawler.sc","max_004_ulti_area","max_004_ulti_area","max_004_ulti_area_red","","GroundHigh","","","","max_004_ulti_active","","100","","","","","120","","","","",""
"Max005UltiArea","SpeedyUltiArea","","sc/effects_brawler.sc","max_005_ulti_ground","max_005_ulti_ground","max_005_ulti_ground_red","","GroundHigh","","","","max_005_ulti_active","","100","","","","","120","","","","",""
