Name,WingType,WingPivot_Std,WingOffset_Std,WingScalePercent_Std,WingPivot_Spc,WingOffset_Spc,WingScalePercent_Spc,HaloPivot,HaloOffset,HaloScalePercent,HaloRotateEuler,NothingHereAfterIsExtension,WidgetEffects,ClientShowToHeroSkin,ClientShowPivot,ClientShowOffset,ClientShowPercent,ClientShowRotateEuler,QualifierId,QualifierFrame
RocketGirlRanger_yellow,,hips_s,0;-2.5;-4,75,hips_s,0;-1.6;-4.6,60,head_s,0;20;155,75,0;0;10,,,,,,,,,
RocketGirlRanger_pink,,hips_s,0;-2.5;-4,75,hips_s,0;-1.6;-4.6,60,head_s,0;20;155,75,0;0;10,,,,,,,,,
RocketGirlRanger_black,,hips_s,0;-2.5;-4,75,hips_s,0;-1.6;-4.6,60,head_s,0;20;155,75,0;0;10,,,,,,,,,
ClusterBombDudeGodzilla,,chest_s,0;-2;-4.5,90,chest_s,0;-2.6;-3.6,60,head_s,0;0;170,75,,,,,,,,,,
ClusterBombPetGodzilla,,,,,,,,,,,,,,,,,,,,
ShotgunGirlSquad,,chestBone,0;2;0,80,chestBone,0;1.7;0,47,headBone,0;30;190,70,0;0;-5,,,,,,,,,
SnakeOilWizard_white,,chest_s,0;-0.5;-4,85,chest_s,0;-1.5;-3.7,48,head_s,0;0;180,75,0;0;39,,,,,,,,,
DrillerJetski_purple,,chest_s,0;-0.5;-3,65,chest_s,0;-0.5;-2.8,50,head_s,0;0;175,75,0;0;-15,,,,,,,,,
RopeDudeDirector_blue,,chest_s,0;0;-4.5,95,chest_s,0;-1.4;-4.5,63,head_s,0;0;200,75,0;0;-5,,,,,,,,,
ArtilleryDudeSmuggler_orange,,chest_s,0;-0.5;-3.6,65,chest_s,0;-0.9;-3.2,52,head_s,0;0;200,85,0;0;6,,,,,,,,,
ArcadePiano_black,,chest_s,0;-1;-3.9,85,chest_s,0;-1;-3.9,79,chest_s,0;0;250,95,0;0;22,,,,,,,,,
ShamanDragon_black,,chest_s,0;-0.4;-2.2,65,chest_s,0;-0.4;-3,46,head_s,0;15;170,80,,,,,,,,,,
ShamanPetDragon_black,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeTurretSmuggler_orange,,,,,,,,,,,,,,,,,,,,
DragonRiderDefault,,spine01_s,1;4;0,80,spine01_s,1.5;3.8;0,78,helmet_s,0;30;130,70,,,,,,,,,,
AmbusherDefault,,chest_s,0;3.7;0,80,chest_s,0;4.5;0,72,head_s,0;30;240,70,0;0;-5,,,,,,,,,
GodzillaDefault,,chestbone,2;14;0,120,chestbone,12;12;0,100,chestbone,0;-400;680,120,,,,,,,,,,
GodzillaMecha,,chestbone,2;14;0,120,chestbone,12;12;0,100,chestbone,0;-400;680,120,,,,,,,,,,
ExplodingTank,,,,,,,,,,,,,,,,,,,,
DamageBoosterPiano_black,,,,,,,,,,,,,,,,,,,,
SilencerGoldAddonStarfish,,,,,,,,,,,,,,,,,,,,
SilencerSilverAddonStarfish,,,,,,,,,,,,,,,,,,,,
SilencerWorldfinalsAddonStarfish,,,,,,,,,,,,,,,,,,,,
BeeSniperVirusAddonBee,,,,,,,,,,,,,,,,,,,,
RocketGirlVirusRGB,,hips_s,0;-1.5;-5.8,75,hips_s,0;-1;-4.7,60,head_s,0;20;165,75,0;0;10,,,,,,,,,
RocketGirlVirusGold,,hips_s,0;-1.5;-5.8,75,hips_s,0;-1;-4.7,60,head_s,0;20;165,75,0;0;10,,,,,,,,,
ClusterBombDudeGodzillaDark,,chest_s,0;-2;-4.5,90,chest_s,0;-2.6;-3.6,60,head_s,0;0;170,75,,,,,,,,,,
ClusterBombDudeGodzillaGold,,chest_s,0;-2;-4.5,90,chest_s,0;-2.6;-3.6,60,head_s,0;0;170,75,,,,,,,,,,
ClusterBombPetGodzillaDark,,,,,,,,,,,,,,,,,,,,
ClusterBombPetGodzillaGold,,,,,,,,,,,,,,,,,,,,
RopeDudeGodzillaRed,,chest_s,0;0;-4.5,95,chest_s,0;-1.4;-5,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
RopeDudeGodzillaBlack,,chest_s,0;0;-4.5,95,chest_s,0;-1.4;-5,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
DragonRiderRare,,spine01_s,1;4;0,80,spine01_s,1.5;3.8;0,78,helmet_s,0;30;130,70,,,,,,,,,,
GodzillaRed,,chestbone,2;14;0,120,chestbone,12;12;0,100,chestbone,0;-400;680,120,,,,,,,,,,
GodzillaBlack,,chestbone,2;14;0,120,chestbone,12;12;0,100,chestbone,0;-400;680,120,,,,,,,,,,
AmbusherRare,,chest_s,0;3.7;0,80,chest_s,0;4.5;0,72,head_s,0;30;240,70,0;0;-5,,,,,,,,,
CocoonerGold,,chest_s,0;0;-3.6,90,chest_s,0;-0.4;-3.7,75,head_s,0;0;190,80,,,,,,,,,,
CocoonerCocoonGold,,,,,,,,,,,,,,,,,,,,
CocoonerPetGold,,,,,,,,,,,,,,,,,,,,
CocoonerSilver,,chest_s,0;0;-3.6,90,chest_s,0;-0.4;-3.7,75,head_s,0;0;190,80,,,,,,,,,,
CocoonerCocoonSilver,,,,,,,,,,,,,,,,,,,,
CocoonerPetSilver,,,,,,,,,,,,,,,,,,,,
AttacherGold,,chest_s,0;0.5;-1.8,70,chest_s,0;-0.7;-3.6,55,head_s,0;0;195,85,0;0;-6,,,,,,,,,
AttacherSilver,,chest_s,0;0.5;-1.8,70,chest_s,0;-0.7;-3.6,55,head_s,0;0;195,85,0;0;-6,,,,,,,,,
LeaperGold,,chest_s,0;0.5;-3.5,70,chest_s,0;-0.7;-3,55,head_s,0;0;220,85,0;0;-6,,,,,,,,,
LeaperSilver,,chest_s,0;0.5;-3.5,70,chest_s,0;-0.7;-3,55,head_s,0;0;220,85,0;0;-6,,,,,,,,,
ConductorGold,,Back_skull_s,0;-2.6;-3,80,Back_skull_s,0;-3.8;-2.7,76,head_s,0;0;196,75,,,,,,,,,,
ConductorSilver,,Back_skull_s,0;-2.6;-3,80,Back_skull_s,0;-3.8;-2.7,76,head_s,0;0;196,75,,,,,,,,,,
PuppeteerGold,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-2.8,58,head_s,0;0;196,75,,,,,,,,,,
PuppeteerSilver,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-2.8,58,head_s,0;0;196,75,,,,,,,,,,
GunSlingerOutlaw,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-2.5,68,head_s,0;15;170,80,,,,,,,,,,
KickerDudeUltramanTiga,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.7;-3,58,head_s,0;0;210,75,0;0;-8,,,,,,,,,
KickerDudeUltramanTigaRed,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.7;-3,58,head_s,0;0;210,75,0;0;-8,,,,,,,,,
KickerDudeUltramanTigaBlue,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.7;-3,58,head_s,0;0;210,75,0;0;-8,,,,,,,,,
KickerDudeUltramanTigaGold,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.7;-3,58,head_s,0;0;210,75,0;0;-8,,,,,,,,,
LuchadorUltramanZero,,chest_s,0;-1;-3.4,100,chest_s,0;-2;-2.8,80,head_s,0;15;220,90,0;0;8,,,,,,,,,
LuchadorUltimateShiningZero,,chest_s,0;-1;-3.4,100,chest_s,0;-2;-2.8,80,head_s,0;15;230,90,0;0;8,,,,,,,,,
LuchadorUltimateZero,,chest_s,0;-1;-3.4,100,chest_s,0;-2;-2.8,80,head_s,0;15;240,90,0;0;8,,,,,,,,,
LuchadorUltramanBeyondZero,,chest_s,0;-1;-3.4,100,chest_s,0;-2;-2.8,80,head_s,0;15;250,90,0;0;8,,,,,,,,,
FangUltramanTigaToy,,,,,,,,,,,,,,,,,,,,
PrimoUltramanZeroToy,,,,,,,,,,,,,,,,,,,,
