Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectUlti,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation
BarkeepGold,Barkeep,barley_banker_geo.scw,,,barley_base_cam.scw,emz_intro_pose.scw,,BarkeepBankerIdle,BarkeepBankerWalk,BarkeepBankerPrimary,BarkeepBankerSecondary,BarkeepBankerRecoil,,BarkeepBankerRecoil,,BarkeepBankerReload,BarkeepBankerPushback,BarkeepBankerWin,BarkeepBankerWinloop,BarkeepBankerLose,BarkeepBankerLoseloop,BarkeepBankerWin,BarkeepBankerWinloop,BarkeepBankerWinidleloop,BarkeepBankerWin,BarkeepBankerWinidleloop,BarkeepBankerWin,,BarkeepBankerIdle,BarkeepBankerIdle,BarkeepBankerProfile,,,BarkeepBankerProfile,BarkeepBankerIdle,,,,BarkeepSecondary,BarkeepRecoil,BarleyStill,BarleyStill,BarleyWin,BarleyWinLoop,BarleyLose,BarleyLoseLoop,BarleyWin,BarleyWinLoop,BarleyWinLoop,BarleyWin,BarleyWinLoop,BarleyWin,BarleyStill,BarleyStill,,,,,,,,,Barley003Projectile,,Barley003UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorRudo,Luchador,primo_elrudo_geo.scw,,,primo_elrudo_portrait.scw,emz_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LuchadorRudoWin,LuchadorRudoWinloop,LouchadorLose,LouchadorLoseloop,LuchadorRudoWin,LuchadorRudoWinloop,LouchadorIdle,LuchadorRudoWin,LuchadorRudoWinloop,LuchadorRudoWin,,LouchadorIdle,LouchadorIdle,LouchadorRudoPortrait,,,LouchadorRudoPortrait,LouchadorIdle,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo004Still,Primo004Still,Primo004Win,Primo004WinLoop,Primo004Lose,Primo004LoseLoop,Primo004Win,Primo004WinLoop,Primo004WinLoop,Primo004Win,Primo004WinLoop,Primo004Win,Primo004Still,Primo004Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BanditGirlBandita,ShotgunGirl,shelly_bandita_geo.scw,,,shelly_base_cam.scw,emz_intro_pose.scw,,ShellyBanditaIdle,ShellyBanditaWalk,ShellyBanditaPrimary,ShellyBanditaSecondary,ShellyBanditaRecoil,,ShellyBanditaRecoil,,ShellyBanditaReload,ShellyBanditaPushback,ShellyBanditaWin,ShellyBanditaWinloop,ShellyBanditaLose,ShellyBanditaLoseloop,ShellyBanditaWin,ShellyBanditaWinloop,ShellyBanditaIdle,ShellyBanditaWin,ShellyBanditaWinloop,ShellyBanditaWin,,ShellyBanditaIdle,ShellyBanditaIdle,ShellyProfile,,,ShellyProfile,ShellyBanditaIdle,,,,,,Shelly002Still,Shelly002Still,Shelly002Win,Shelly002WinLoop,Shelly002Lose,Shelly002LoseLoop,Shelly002Win,Shelly002WinLoop,Shelly002WinLoop,Shelly002Win,Shelly002WinLoop,Shelly002Win,Shelly002Still,Shelly002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorRey,Luchador,primo_elrey_geo.scw,,,primo_portrait.scw,emz_intro_pose.scw,,LuchadorReyIdle,LuchadorReyWalk,LuchadorReyPrimary,LuchadorReySecondary,LuchadorReyRecoil,LuchadorReyRecoil2,LuchadorReyRecoil,,,LouchadorPushback,LuchadorReyWin,LuchadorReyWinloop,LuchadorReyLose,LuchadorReyLoseloop,LuchadorReyWin,LuchadorReyWinloop,LuchadorReyIdle,LuchadorReyWin,LuchadorReyWinloop,LuchadorReyWin,,LuchadorReyIdle,LuchadorReyIdle,LouchadorProfile,,,LouchadorProfile,LuchadorReyIdle,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo002Still,Primo002Still,Primo002Win,Primo002WinLoop,Primo002Lose,Primo002LoseLoop,Primo002Win,Primo002WinLoop,Primo002WinLoop,Primo002Win,Primo002WinLoop,Primo002Win,Primo002Still,Primo002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BallDefault,,brawl_ball.scw,,,portrait_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackholeDefault,BlackHole,tara_geo.scw,,,tara_base_cam.scw,emz_intro_pose.scw,,TaraIdle,TaraWalk,TaraPrimary,TaraSecondary,TaraRecoil,,TaraSecondaryRecoil,,TaraReload,TaraIdle,TaraWin,TaraWinloop,TaraLose,TaraLoseloop,TaraWin,TaraWinloop,TaraIdle,TaraWin,TaraWinloop,TaraWin,,TaraIdle,TaraIdle,TaraProfile,,,TaraProfile,TaraIdle,,,,,,TaraStill,TaraStill,TaraWin,TaraWinLoop,TaraLose,TaraLoseLoop,TaraWin,TaraWinLoop,TaraWinLoop,TaraWin,TaraWinLoop,TaraWin,TaraStill,TaraStill,,,,,,,true,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealstationDefault,HealingStation,pam_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,PamTurretIdle,PamTurretIdle,PamTurretIdle,PamTurretIdle,PamTurretIdle,,PamTurretIdle,,PamTurretIdle,PamTurretIdle,PamTurretSpawn,PamTurretIdle,,PamTurretIdle,PamTurretSpawn,PamTurretIdle,PamTurretIdle,,PamTurretIdle,,,PamTurretIdle,PamTurretIdle,PamTurretIdle,,,PamTurretIdle,PamTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelbotDefault,BarrelBot,darryl_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylIdle,DarrylWalk,DarrylPrimary,BarrelbotSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,BarrelbotWin,BarrelbotWinloop,BarrelbotLose,BarrelbotLoseloop,BarrelbotWin,BarrelbotWinloop,DarrylIdle,BarrelbotWin,BarrelbotWinloop,BarrelbotWinloop,,DarrylHide,DarrylIdle,DarrylProfile,,,DarrylProfile,DarrylIdle,,,,,,DarrylStill,DarrylStill,DarrylWin,DarrylWinLoop,DarrylLose,DarrylLoseLoop,DarrylWin,DarrylWinLoop,DarrylWinLoop,DarrylWin,DarrylWinLoop,DarrylWin,DarrylStill,DarrylStill,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackholePetDefault,BlackHolePet,tara_geo.scw,,,tara_base_cam.scw,emz_intro_pose.scw,,TaraIdle,TaraWalk,TaraPrimary,TaraSecondary,TaraRecoil,,TaraSecondaryRecoil,,TaraReload,TaraIdle,TaraWin,TaraWinloop,TaraLose,TaraLoseloop,TaraWin,TaraWinloop,TaraIdle,TaraWin,TaraWinloop,TaraWin,,TaraIdle,TaraIdle,TaraWin,,,TaraWin,TaraIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntPetDefault,TntPet,nita_bear_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,BearShibaIdle,BearWalk,BearAttack,BearShibaIdle,BearRecoil,,BearShibaIdle,,BearShibaIdle,BearPushback,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,,BearShibaIdle,BearShibaIdle,BearShibaIdle,,,BearShibaIdle,BearShibaIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RangedBotDefault,,rangedbot_geo.scw:head+body+Gun,,,portrait_cam.scw,emz_intro_pose.scw,,RangedBotIdle,RangedBotWalk,RangedBotPrimary,RangedBotSecondary,RangedBotRecoil,,RangedBotRecoil,,RangedBotReload,RangedBotPushback,RangedBotWin,RangedBotWinloop,RangedBotLose,RangedBotLoseloop,RangedBotWin,RangedBotWinloop,RangedBotIdle,RangedBotWin,RangedBotWinloop,RangedBotWin,,RangedBotIdle,RangedBotIdle,RangedBotIdle,,,RangedBotIdle,RangedBotIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeleeFastBotDefault,,fastmeleebot_geo.scw:robo_geo,,,portrait_cam.scw,emz_intro_pose.scw,,FastMeleeBotIdle,FastMeleeBotWalk,FastMeleeBotIdle,FastMeleeBotIdle,FastMeleeBotRecoil,,FastMeleeBotRecoil,,,FastMeleeBotPushback,FastMeleeBotWin,FastMeleeBotWinloop,FastMeleeBotLose,FastMeleeBotLoseloop,FastMeleeBotWin,FastMeleeBotWinloop,FastMeleeBotIdle,FastMeleeBotWin,FastMeleeBotWinloop,FastMeleeBotWin,,FastMeleeBotIdle,FastMeleeBotIdle,FastMeleeBotIdle,,,FastMeleeBotIdle,FastMeleeBotIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeleeBotDefault,,meleebot_geo.scw:body+head,,,portrait_cam.scw,emz_intro_pose.scw,,MeleeBotIdle,MeleeBotWalk,MeleeBotIdle,MeleeBotIdle,MeleeBotRecoil,MeleeBotRecoil2,MeleeBotRecoil,,,MeleeBotPushback,MeleeBotWin,MeleeBotWinloop,MeleeBotLose,MeleeBotLoseloop,MeleeBotWin,MeleeBotWinloop,MeleeBotIdle,MeleeBotWin,MeleeBotWinloop,MeleeBotWin,,MeleeBotIdle,MeleeBotIdle,MeleeBotIdle,,,MeleeBotIdle,MeleeBotIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BossBotDefault,,bossbot_geo.scw:body+head+hands,,,portrait_cam.scw,emz_intro_pose.scw,,BossBotIdle,BossBotWalk,BossBotIdle,BossBotIdle,BossBotIdle,,BossBotIdle,,,BossBotPushback,BossBotWin,BossBotWinloop,BossBotLose,BossBotLoseloop,BossBotWin,BossBotWinloop,BossBotIdle,BossBotWin,BossBotWinloop,BossBotWin,,BossBotIdle,BossBotIdle,BossBotIdle,,,BossBotIdle,BossBotIdle,BossBotIdle,BossBotRecoil,BossBotRecoil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryGalDefault,ArtilleryDude,mari_geo.scw,,,penny_portrait.glb,emz_intro_pose.scw,,ArtilleryGalIdle,ArtilleryGalWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalLose,ArtilleryGalLoseloop,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalIdle,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalWin,,ArtilleryGalIdle,ArtilleryGalIdle,ArtilleryGalProfile,,,ArtilleryGalProfile,ArtilleryGalIdle,,,,,,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrankDefault,HammerDude,frank_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,FrankStill,FrankStill,FrankWin,FrankWinLoop,FrankLose,FrankLoseLoop,FrankWin,FrankWinLoop,FrankWinLoop,FrankWin,FrankWinLoop,FrankWin,FrankStill,FrankWinLoop,,,,,,,,,,,,frank_def_atk,,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretDefault,ArtilleryDudeTurret,turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryAttack,,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,,,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,,,ArtilleryIdle,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicKnight,Mechanic,jessie_knight_geo.scw,,,jessie_base_cam.scw,emz_intro_pose.scw,,JunkerKnightIdle,JunkerKnightWalk,JunkerKnightPrimary,JunkerKnightUltiAttack,JunkerKnightRecoil,,JunkerKnightUltiRecoil,,JunkerKnightReload,JunkerKnightPushback,JunkerKnightBattleWin,JunkerKnightBattleWinloop,JunkerKnightLose,JunkerKnightLoseloop,JunkerKnightBattleWin,JunkerKnightBattleWinloop,JunkerKnightWinloop,JunkerKnightWin,JunkerKnightWinloop,JunkerKnightBattleWin,,JunkerKnightIdle,JunkerKnightIdle,JunkerProfile,,,JunkerProfile,JunkerKnightIdle,,,,,,JessieIdle,JessieIdle,JessieWin,JessieWinLoop,JessieLose,JessieLoseLoop,JessieWin,JessieWinLoop,JessieIdle,JessieWin,JessieWinLoop,JessieIdle,JessieStill,JessieStill,,,,,,true,,,Jessie003Projectile1,,Jessie003UltiProjectile,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrankCaveman,HammerDude,frank_caveman_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,FrankStill,FrankStill,FrankWin,FrankWinLoop,FrankLose,FrankLoseLoop,FrankWin,FrankWinLoop,FrankWinLoop,FrankWin,FrankWinLoop,FrankWin,FrankStill,FrankStill,,,,,,,,,,,,frank_def_atk,,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretDragon,MechanicTurret,turret_dragon_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,Turret,Turret,Turret,Turret,TurretAttack,,Turret,,Turret,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,TurretSpawn,TurretIdle,TurretWinloop,TurretWin,TurretWinloop,,,TurretIdle,TurretIdle,Turret,,,Turret,Turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jessie_003_turret_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JessieTurret003Projectile,Turret003Proj,,,,,,,,,
MechanicSummer,Mechanic,jessie_summertime_geo.scw,,,jessie_base_cam.scw,emz_intro_pose.scw,,JunkerKnightIdle,JunkerKnightWalk,JunkerKnightPrimary,JunkerKnightUltiAttack,JunkerKnightRecoil,,JunkerKnightUltiRecoil,,JunkerKnightReload,JunkerKnightPushback,JunkerKnightBattleWin,JunkerKnightBattleWinloop,JunkerKnightLose,JunkerKnightLoseloop,JunkerKnightBattleWin,JunkerKnightBattleWinloop,JunkerKnightBattleWinloop,JunkerKnightBattleWin,JunkerKnightBattleWinloop,JunkerKnightBattleWin,,JunkerKnightIdle,JunkerKnightIdle,JunkerProfile,,,JunkerProfile,JunkerKnightIdle,,,,,,JessieIdle,JessieIdle,JessieWin,JessieWinLoop,JessieLose,JessieLoseLoop,JessieWin,JessieWinLoop,JessieIdle,JessieWin,JessieWinLoop,JessieIdle,JessieStill,JessieStill,,,,,,,,,Jessie002Projectile1,,Jessie002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretSummertime,MechanicTurret,turret_summertime_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,Turret,Turret,Turret,Turret,TurretAttack,,Turret,,Turret,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,TurretSpawn,TurretIdle,Turret,TurretIdle,TurretIdle,,,TurretIdle,TurretIdle,Turret,,,Turret,Turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,JessieTurret002Projectile,,,jessie_002_turret_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JessieTurret002Projectile,TurretWaterProj,,,,,,,,,
CrowPheonix,Crow,crow_pheonix_geo.scw,,,crow_pheonix_cam.scw,emz_intro_pose.scw,,CrowPheonixIdle,CrowPheonixWalk,CrowPheonixPrimary,CrowPheonixUltiAttack,CrowPheonixRecoil,,CrowPheonixIdle,,CrowPheonixReload,CrowPheonixPushback,CrowPheonixWin,CrowPheonixWinloop,CrowPheonixLose,CrowPheonixLoseloop,CrowPheonixWin,CrowPheonixWinloop,CrowPheonixIdle,CrowPheonixWin,CrowPheonixWinloop,CrowPheonixWin,,CrowPheonixIdle,CrowPheonixIdle,CrowPheonixProfile,CrowPheonixWinloop,,CrowPheonixProfile,CrowPheonixIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrowProjectileFlame,,CrowUltiProjectileFlame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow_bone_trail_1,Crow_bone_trail_2,Crow_bone_trail_3,Crow_bone_trail_4,ulti,,,,,,,,,,,
UndertakerGreaser,Undertaker,mortis_greaser_geo.scw,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerGreaserIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerGreaserWin,UndertakerGreaserWinloop,UndertakerGreaserLose,UndertakerGreaserLoseloop,UndertakerGreaserWin,UndertakerGreaserWinloop,UndertakerGreaserIdle,UndertakerGreaserWin,UndertakerGreaserWinloop,UndertakerGreaserWin,,UndertakerGreaserIdle,UndertakerGreaserIdle,UndertakerProfile,UndertakerGreaserGroupProfile,,UndertakerProfile,UndertakerGreaserIdle,,,,,,Mortis004Still,Mortis004Still,Mortis004Win,Mortis004WinLoop,Mortis004Lose,Mortis004LoseLoop,Mortis004Win,Mortis004WinLoop,Mortis004WinLoop,Mortis004Win,Mortis004WinLoop,Mortis004Win,Mortis004Still,Mortis004Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BigBotDefault,,meleebot_geo.scw:body+head,,,portrait_cam.scw,emz_intro_pose.scw,,MeleeBotIdle,MeleeBotWalk,MeleeBotIdle,MeleeBotIdle,MeleeBotRecoil,MeleeBotRecoil2,MeleeBotRecoil,,,MeleeBotPushback,MeleeBotWin,MeleeBotWinloop,MeleeBotLose,MeleeBotLoseloop,MeleeBotWin,MeleeBotWinloop,MeleeBotIdle,MeleeBotWin,MeleeBotWinloop,MeleeBotWin,,MeleeBotIdle,MeleeBotIdle,MeleeBotIdle,,,MeleeBotIdle,MeleeBotIdle,MeleeBotIdle,MeleeBotRecoil,MeleeBotRecoil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BanditGirlPrereg,ShotgunGirl,shelly_prereg_geo.scw,,,shelly_base_cam.scw,emz_intro_pose.scw,,ShellyPreregIdle,ShellyPreregWalk,ShellyPreregPrimary,ShellyPreregSecondary,ShellyPreregRecoil,,ShellyPreregRecoil,,ShellyPreregReload,ShellyPreregPushback,ShellyPreregWin,ShellyPreregWinloop,ShellyPreregLose,ShellyPreregLoseloop,ShellyPreregWin,ShellyPreregWinloop,ShellyPreregIdle,ShellyPreregWin,ShellyPreregWinloop,ShellyPreregWin,,ShellyPreregIdle,ShellyPreregIdle,ShellyProfile,,,ShellyProfile,ShellyPreregIdle,,,,,,ShellyFace,ShellyFace,ShellyHappy,ShellyFace,ShellySad,ShellySadLoop,ShellyHappy,ShellyFace,ShellyFace,ShellyHappy,ShellyFace,ShellyFace,ShellyStill,ShellyStill,,,,,,,,,Shelly002Projectile,,Shelly002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LootBox,,crate_powerup.scw,,,portrait_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntBox,,crate_tnt.scw,crate_tnt_cn.scw,,portrait_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe,,heist_safe.scw,,,portrait_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntGuySanta,TntDude,dynamike_santa_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,TntguyIdle,TntguyWalk,TntguyPrimary,TntguySecondary,TntguyRecoil,,TntguyUlti,,TntguyReload,TntguyPushback,TntguyWin,TntguyWinloop,TntguyLose,TntguyLoseloop,TntguyWin,TntguyWinloop,TntguyIdle,TntguyWin,TntguyWinloop,TntguyWin,,TntguyIdle,TntguyIdle,TntguyProfile,,,TntguyProfile,TntguyIdle,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWin,DynaWinLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,,,,,,,true,true,TntDudeSantaProjectile,,TntDudeSantaUltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntGuyChef,TntDude,dynamike_chef_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,TntguyIdle,TntguyWalk,TntguyPrimary,TntguySecondary,TntguyRecoil,,TntguyUlti,,TntguyReload,TntguyPushback,TntguyWin,TntguyWinloop,TntguyLose,TntguyLoseloop,TntguyWin,TntguyWinloop,TntguyIdle,TntguyWin,TntguyWinloop,TntguyWin,,TntguyIdle,TntguyIdle,TntguyProfile,,,TntguyProfile,TntguyIdle,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWin,DynaWinLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,,,,,,,true,true,TntDudeChefProjectile,,TntDudeChefUltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RocketGirlBoombox,RocketGirl,brock_boombox_geo.scw,,,brock_base_cam.scw,emz_intro_pose.scw,,BrockBoomboxIdle,BrockBoomboxWalk,BrockBoomboxPrimary,BrockBoomboxSecondary,BrockBoomboxRecoil,,BrockBoomboxRecoil2,,BrockBoomboxIdle,BrockPushback,BrockBoomboxWinIntro,BrockBoomboxWin,BrockBoomboxLose,BrockBoomboxLoseloop,BrockBoomboxWinIntro,BrockBoomboxWin,BrockBoomboxIdle,BrockBoomboxWinIntro,BrockBoomboxWin,BrockBoomboxWin,,BrockBoomboxIdle,BrockBoomboxIdle,BrockBoomboxProfile,,,BrockBoomboxProfile,BrockBoomboxIdle,,,,,,Brock002Still,Brock002Still,Brock002Win,Brock002WinLoop,Brock002Lose,Brock002LoseLoop,Brock002Win,Brock002WinLoop,Brock002WinLoop,Brock002Win,Brock002WinLoop,Brock002Win,Brock002Still,Brock002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
