"TID","DE"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","<c00cc00><VALUE2></c> zusätzlicher Waffen- und Superskill-Schaden gegen Brawler mit <VALUE1> % oder weniger Trefferpunkten."
"TID_SPEC_ABI_BERSERKER_DESC","Wenn Bulls Trefferpunkte auf unter <c00cc00><VALUE1> %</c> sinken, lädt er doppelt so schnell nach!"
"TID_SPEC_SELF_DESTRUCT_DESC","Wenn Dynamike besiegt wird, hinterlässt er sechs Dynamitstangen, die jeweils <c00cc00><VALUE1></c> Schaden anrichten."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Nachdem er seinen Superskill einsetzt, regeneriert Spike <c00cc00><VALUE1></c> Trefferpunkte pro Sekunde, wenn er in dessen Wirkungsbereich bleibt."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Barley wird durch jeden Hauptangriff um <c00cc00><VALUE1></c> Trefferpunkte geheilt."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Jessie repariert ihren Geschützturm, wenn sie ihn mit ihrem Angriff trifft, wodurch dieser <c00cc00><VALUE1></c> seiner verlorenen Trefferpunkte zurückbekommt."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita regeneriert <c00cc00><VALUE1></c> Trefferpunkte, wenn ihr Bär einen Feind trifft. Wenn Nita Schaden verursacht, wird ihr Bär um <c00cc00><VALUE2></c> Trefferpunkte geheilt."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Mortis kann die Lebensessenz besiegter Brawler sehen und an sich nehmen. Das Einsammeln einer Lebensessenz heilt ihn um <c00cc00><VALUE1></c> Trefferpunkte."
"TID_SPEC_SPOT_FROM_AIR_DESC","Wenn er seinen Superskill einsetzt, erspäht Crow aus der Luft sämtliche versteckte Gegner, wodurch sie auch vom Rest seines Teams entdeckt werden!"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Wenn Pocos Angriff einen verbündeten Brawler trifft, wird dieser um <c00cc00><VALUE1></c> Trefferpunkte geheilt."
"TID_SPEC_ABI_SPOT_DESC","Bo spürt aus einer beachtlichen Entfernung in Büschen versteckte Feinde auf und warnt seine Verbündeten, wodurch auch diese sie entdecken."
"TID_SPEC_ABI_AMBUSH_DESC","Pipers Angriff verursacht <c00cc00><VALUE1></c> zusätzlichen Schaden (bei maximal zurückgelegter Reichweite), wenn sie in einem Busch versteckt ist."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","Taras Superskill öffnet ein Dimensionenportal, wodurch eine Schattenversion von ihr erscheint und Feinde angreift."
"TID_SPEC_ABI_TODO_DESC","Spezialfähigkeit nicht definiert"
"TID_SPEC_ABI_SPEED_DESC","Colts Bewegungstempo wird durch ein paar schicke neue Stiefel erhöht."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Dynamike reitet auf der Schockwelle seiner Dynamitstangen und kann so über Hindernisse hüpfen!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","Wenn Pam Feinde mit ihrem Schrottnado trifft, heilt sie sich selbst und Verbündete in der Nähe um <c00cc00><VALUE1></c> Trefferpunkte."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","Ricochets Kugeln (sowohl von seinem normalen Angriff als auch von seinem Superskill) werden beim ersten Abprallen aufgeladen und verursachen <c00cc00><VALUE1></c> zusätzlichen Schaden!"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","Gegner, die von El Primos Superskill getroffen werden, brennen noch 4 Sekunden danach und erleiden so <c00cc00><VALUE1></c> Schaden."
"TID_SPEC_LAST_STAND_DESC","Kurz bevor er besiegt wird, spielt Poco sein großes Finale. Die emotionale Melodie heilt Verbündete in der Nähe um <c00cc00><VALUE1></c> Trefferpunkte!"
"TID_SPEC_BURN_DESC","Brocks Attacken setzen den Boden in Brand. Feinde im Wirkungsbereich erleiden <c00cc00><VALUE1></c> Schaden pro Sekunde!"
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","Darryls Superskill verstärkt sein Fass, wodurch jeglicher Schaden, den er erleidet, <c00cc00><VALUE1></c> Sekunden lang um <c00cc00><VALUE2> %</c> verringert wird."
"TID_SPEC_CRIPPLE_DESC","Crows Gift schwächt Gegner, wodurch sie <c00cc00><VALUE1> %</c> weniger Schaden verursachen, während sie vergiftet sind."
"TID_SEASON_ENDED_NOTI","Die Saison ist zu Ende. Es warten Saisonbelohnungen auf dich!"
"TID_BATTLE_ROYALE_7","Doppelter Ärger"
"TID_GAME_MODE_9","DUO-SHOWDOWN"
"TID_GAME_MODE_9_COMBINED","SHOWDOWN"
"TID_GAME_MODE_9_DESC","Schaltet die anderen vier Teams aus. Wenn einer von euch besiegt wird, respawnt er nach einiger Zeit, falls der andere noch lebt!"
"TID_WAVE_APPROACHING","Welle <number>"
"TID_TEAMS_LEFT","Übrige Teams: <num>"
"TID_TEAM_MATE_RESPAWNING","Teamkamerad zurück in: <num>"
"TID_BOSS_APPROACHING","Welle <number>: <ccc0000>Riesenroboter im Anmarsch!</c>"
"TID_COOP_2","Stahlkreuzung"
"TID_BOSS_2","Halle des Maulwurfkönigs"
"TID_BEAR_DAMAGE","Schaden des Bären"
"TID_BEAR_HEALTH","Trefferpunkte des Bären"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","Zweierteams"
"TID_SPEC_ABI_PUSHBACK_SELF","Springstoff"
"TID_VIEW_PROFILE_BUTTON","Profil anzeigen"
"TID_REPORT_PLAYER_BUTTON","MELDEN"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","<name> melden?"
"TID_CHAT_REPORT_CONFIRMATION","\n\nMöchtest du <name> wirklich wegen unangemessenem Verhalten melden?"
"TID_PLAYER_ALREADY_REPORTED","Dieser Spieler wurde bereits gemeldet!"
"TID_STARTER_PACK_4","Level-35-Paket"
"TID_NEED_HERO","Um diesen Skin kaufen zu können, musst du zuerst den Brawler freischalten!"
"TID_EVENT_ENDING","<GAMEMODE> ist bald zu Ende!"
"TID_TEAM_DISPLAY_TITLE_CLAN","TEAMS DEINES CLUBS"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","TEAMS DEINER FREUNDE"
"TID_TICKETS_REVEIVED","<AMOUNT> Ereignistickets erhalten!"
"TID_TUTORIAL_12","Nehmen wir die JUWELEN und machen wir uns auf den Weg zum Ausgang!"
"TID_NO_TARGET_HINT","Kein Ziel für AUTOMATISCHES SCHIESSEN verfügbar!"
"TID_CAN_NOT_AUTOSHOOT","Kein AUTOMATISCHES SCHIESSEN für diesen Superskill verfügbar!"
"TID_VS","VS."
"TID_VS_SHOWDOWN","Jeder gegen jeden!"
"TID_HAS_LASER_BALL_HINT","Du kannst nicht AUTOMATISCH SCHIESSEN, wenn du den Ball trägst."
"TID_CLAN_RESPONSE_44","Beitritt fehlgeschlagen: Du bist bereits in einem Club."
"TID_SHOTGUN_GIRL_SHORT_DESC","KÄMPFERIN"
"TID_GUNSLINGER_SHORT_DESC","SCHARFSCHÜTZE"
"TID_BULL_DUDE_SHORT_DESC","SCHWERGEWICHT"
"TID_ROCKET_GIRL_SHORT_DESC","SCHARFSCHÜTZE"
"TID_TNT_DUDE_SHORT_DESC","WERFER"
"TID_LUCHADOR_SHORT_DESC","SCHWERGEWICHT"
"TID_TRICKSHOT_DUDE_SHORT_DESC","SCHARFSCHÜTZE"
"TID_CACTUS_SHORT_DESC","SCHARFSCHÜTZE"
"TID_BARKEEP_SHORT_DESC","WERFER"
"TID_MECHANIC_SHORT_DESC","KÄMPFERIN"
"TID_SHAMAN_SHORT_DESC","KÄMPFERIN"
"TID_UNDERTAKER_SHORT_DESC","RAS-SASSINE"
"TID_CROW_SHORT_DESC","TOXISCHER ASSASSINE"
"TID_DEAD_MARIACHI_SHORT_DESC","HEILER"
"TID_BOW_DUDE_SHORT_DESC","KÄMPFER"
"TID_SNIPER_SHORT_DESC","SCHARFSCHÜTZIN"
"TID_MINIGUN_DUDE_SHORT_DESC","HEILERIN"
"TID_BLACK_HOLE_SHORT_DESC","ALLROUNDERIN"
"TID_BARREL_BOT_SHORT_DESC","SCHWERGEWICHT"
"TID_CLAN_INTRO_SUGGESTED_CLANS","EMPFOHLENE CLUBS"
"TID_CLAN_INTRO_CREATE_TITLE","WARUM GRÜNDEST DU NICHT SELBST EINEN?"
"TID_CLAN_INTRO_HEADER","CLUBS"
"TID_CLAN_INFO_TITLE","CLUBINFO"
"TID_CLAN_INFO_NO_DESCRIPTION","KEINE CLUBBESCHREIBUNG"
"TID_EVENT_POPUP_TITLE","BEREIT ZUM BRAWLEN?"
"TID_GOLDRUSH_8","Saphir-Ebenen"
"TID_USE_AUTOFIRE_TUTORIAL","TIPPE auf den <ccc0033>roten Joystick</c>, um automatisch auf den Gegner zu schießen, der dir am nächsten ist."
"TID_BRAWL_BOX_INFO_2","Jede Brawlbox enthält eines der folgenden Dinge: einen neuen Brawler, Powerpunkte + Münzen, oder eine Starpower. Außerdem kannst du als Bonus Markenverdoppler oder Ereignistickets bekommen.\n\nDie Chancen, bestimmte Belohnungen zu bekommen, sind wie folgt:\n\nPowerpunkte + Münzen:<NUM1> %\nSeltener Brawler: <NUM2> %\nSuperseltener Brawler: <NUM3> %\nEpischer Brawler: <NUM4> %\nMythischer Brawler: <NUM5> %\nLegendärer Brawler: <NUM6> %\nStarpower: <NUM7> %\n\nAußerdem hast du bei jeder Box eine Chance von 25 %, Ereignistickets zu bekommen, eine Chance von 9 %, Juwelen zu bekommen sowie eine Chance von 3 %, einen Markenverdoppler zu bekommen. Bitte beachte, dass Starpowers nur für Brawler ab Level 9 verfügbar sind. Hast du alle Belohnungen eines bestimmten Typs freigeschaltet, wie zum Beispiel alle seltenen Brawler, steigt die Wahrscheinlichkeit, alle andere Belohnungen zu bekommen. Glück: Damit das Öffnen von Brawlboxen fair ist, regelt ein Glückssystem die Wahrscheinlichkeit, einen legendären Brawler zu bekommen. Mit jedem Mal Öffnen, bei dem du keinen neuen Brawler bekommst, erhöht sich dein Glückswert. Jedes Mal, wenn du einen neuen Brawler bekommst, wird der Glückswert je nach Seltenheit des Brawlers um einen bestimmten Wert gesenkt. Ist dein Glückswert hoch genug, hast du größere Chancen auf einen legendären Brawler. Ist dein Glückswert niedrig, ist es schwieriger, einen neuen legendären Brawler zu bekommen. Zu Beginn des Spiels sind die Inhalte von Brawlboxen vorbestimmt, um allen Spielern einen fairen Start zu bieten."
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","EINFORDERN"
"TID_PAGE_FRIENDS_TITLE","FREUNDE"
"TID_PAGE_FRIENDS_TITLE2","Brawle zusammen mit Freunden!"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Log dich mit Facebook ein oder füge im Spiel Freunde hinzu, um mit ihnen zu spielen!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Log dich mit Facebook ein oder füge im Spiel Freunde hinzu, um mit ihnen zu spielen!"
"TID_FRIENDS_TITLE","<COUNT> Freunde"
"TID_FRIENDS_TAB_1","FREUNDE"
"TID_FRIENDS_TAB_2","VORGESCHLAGEN"
"TID_FRIENDS_TAB_3","EINLADUNGEN"
"TID_TOTAL","INSGESAMT"
"TID_BRAWL_BOX_INFO_TITLE_2","BRAWLBOX-INFO"
"TID_BRAWL_BOX_INFO_TITLE_3","MEGABOX-INFO"
"TID_BRAWL_BOX_INFO_3","Die Inhalte einer Megabox entsprechen in etwa den Inhalten von zehn Brawlboxen. Die Powerpunkte sind jedoch auf weniger Brawler aufgeteilt.\n\nDeine Belohnungen werden zehnmal zufällig ausgelost. Bei jeder Auslosung lauten die Chancen, bestimmte Belohnungen zu bekommen, wie folgt:\n\nPowerpunkte + Münzen: <NUM1> %\nSeltener Brawler: <NUM2> %\nSuperseltener Brawler: <NUM3> %\nEpischer Brawler: <NUM4> %\nMythischer Brawler: <NUM5> %\nLegendärer Brawler: <NUM6> %\nStarpower: <NUM7> %\n\nAußerdem hast du bei jeder Box eine Chance von 25 %, Ereignistickets zu bekommen, eine Chance von 9 %, Juwelen zu bekommen sowie eine Chance von 3 %, einen Markenverdoppler zu bekommen. Bitte beachte, dass Starpowers nur für Brawler ab Level 9 verfügbar sind. Hast du alle Belohnungen eines bestimmten Typs freigeschaltet, wie zum Beispiel alle seltenen Brawler, steigt die Wahrscheinlichkeit, alle andere Belohnungen zu bekommen. Glück: Damit das Öffnen von Brawlboxen fair ist, regelt ein Glückssystem die Wahrscheinlichkeit, einen legendären Brawler zu bekommen. Mit jedem Mal Öffnen, bei dem du keinen neuen Brawler bekommst, erhöht sich dein Glückswert. Jedes Mal, wenn du einen neuen Brawler bekommst, wird der Glückswert je nach Seltenheit des Brawlers um einen bestimmten Wert gesenkt. Ist dein Glückswert hoch genug, hast du größere Chancen auf einen legendären Brawler. Ist dein Glückswert niedrig, ist es schwieriger, einen neuen legendären Brawler zu bekommen. Zu Beginn des Spiels sind die Inhalte von Brawlboxen vorbestimmt, um allen Spielern einen fairen Start zu bieten."
"TID_HERO_BUNDLE_0","Shellys Vorräte"
"TID_HERO_BUNDLE_1","Colts Holster"
"TID_HERO_BUNDLE_2","Bulls Tasche"
"TID_HERO_BUNDLE_3","Brocks Box"
"TID_HERO_BUNDLE_4","Ricochets Bank"
"TID_HERO_BUNDLE_5","Spikes Silo"
"TID_HERO_BUNDLE_6","Barleys Keller"
"TID_HERO_BUNDLE_7","Jessies Ersatzteile"
"TID_HERO_BUNDLE_8","Nitas Nest"
"TID_HERO_BUNDLE_9","Dynamikes Schnappsack"
"TID_HERO_BUNDLE_10","El Primos Spind"
"TID_HERO_BUNDLE_11","Truhenangebot"
"TID_HERO_BUNDLE_12","Crows Sammlung"
"TID_HERO_BUNDLE_13","Pocos Beutel"
"TID_HERO_BUNDLE_14","Bos Bündel"
"TID_HERO_BUNDLE_15","Pipers Täschchen"
"TID_HERO_BUNDLE_16","Pams Portemonnaie"
"TID_HERO_BUNDLE_17","Taras Truhe"
"TID_HERO_BUNDLE_18","Darryls Tonne"
"TID_OFFER_ALSO_INCLUDES","ANGEBOT UMFASST AUCH"
"TID_OFFER_VALUE_TITLE","WERT"
"TID_OFFER_VALUE","+<VALUE> %"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","Bewege den <cff9900>GELBEN JOYSTICK</c>, um zu zielen!"
"TID_HERO_STATS_TITLE","BRAWLER-STATS"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","VERBLEIBENDE GEGENSTÄNDE:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","VERBLEIBENDE BONI:"
"TID_GATCHA_SCREEN_YOU_GOT","DU ERHÄLTST:"
"TID_GATCHA_SCREEN_BONUSES","BONUSGEGENSTÄNDE:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","NEU!"
"TID_HERO_LIST_ITEM_UPGRADE","UPGRADEN"
"TID_SHOP_CLAMIMED","Eingefordert"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Dies wurde bereits eingefordert."
"TID_ONLINE","ONLINE"
"TID_LEADERBOARD","RANGLISTE"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nDu hast keine Tickets. Im Shop kannst du dir mehr holen!"
"TID_HERO_LIST_NEW","NEU"
"TID_CLUSTER_BOMB_DUDE","HOVERBOARD"
"TID_HAMMER_DUDE","FRANK"
"TID_HOLD_PHONE_LIKE_THIS","HALTE DEIN GERÄT SO"
"TID_HINT_FINGER_TAP_TAP","TIPPE!"
"TID_HINT_FINGER_DRAG","STICK BEWEGEN, UM ZU ZIELEN"
"TID_MOVE_HERE","Laufe hierhin."
"TID_HINT_HEADER","TIPP:"
"TID_HINT_0","Du kannst den <ccc0033>roten Joystick</c> antippen, um automatisch auf den nächsten Feind zu schießen."
"TID_HINT_1","Du kannst den <cff9900>gelben Joystick</c> antippen, um deinen Super automatisch gegen den nächsten Feind einzusetzen."
"TID_HINT_2","Du kannst den <ccc0033>roten Joystick</c> gedrückt halten und bewegen, um zu zielen."
"TID_HINT_3","Du kannst den <cff9900>GELBEN JOYSTICK</c> gedrückt halten und bewegen, um zu zielen!"
"TID_HINT_4","Du kannst einen vorbereiteten Schuss abbrechen, indem du den Joystick zurück in die Mitte bewegst."
"TID_HINT_5","Das Matchmaking richtet sich nach der Trophäenanzahl des Brawlers, mit dem du spielst. Dadurch ist es leichter, mit einem neu freigeschalteten Brawler Trophäen zu sammeln."
"TID_HINT_6","Indem du mehr Brawler freischaltest, wird es einfacher, deine Gesamttrophäen zu erhöhen und dir mehr Belohnungen zu sichern."
"TID_HINT_7","Je weiter Pipers Schüsse fliegen, desto mehr Schaden richten sie an."
"TID_HINT_8","Barleys Superskill ist besonders auf nahe Entfernung effektiv, da seine Flaschen so dichter beieinander landen."
"TID_HINT_9","Jedes Mal, wenn Ricochets Kugeln abprallen, fliegen sie dadurch weiter."
"TID_HINT_10","Du kannst den <ccc0033>roten Joystick</c> überall auf der rechten Seite des Bildschirms aktivieren."
"TID_HINT_11","Deinen normalen Angriff sowie deinen Superskill kannst du auf zwei verschiedene Weisen einsetzen: Indem du tippst und so AUTOMATISCH einsetzt, oder mithilfe des Joysticks ZIELST."
"TID_HINT_12","Indem du manuell zielst, kannst du sich bewegende Ziele besser treffen."
"TID_HINT_13","AUTOMATISCHES SCHIESSEN eignet sich für Situationen, in denen du keine Zeit zum Zielen hast."
"TID_HINT_14","AUTOMATISCHES SCHIESSEN funktioniert gut gegen Gegner, die sich in deiner Nähe befinden."
"TID_HINT_15","Wenn du dich in einem Busch versteckst, sehen dich Gegner trotzdem, wenn sie nah genug herankommen."
"TID_HINT_16","AUTOMATISCHES SCHIESSEN feuert eine Attacke in einer geraden Linie und berechnet nicht die Bewegungen des Gegners mit ein."
"TID_HINT_17","Manuell zu zielen ist praktisch, um in Büsche zu schießen und so nach Gegner zu sehen."
"TID_HINT_18","AUTOMATISCHES SCHIESSEN funktioniert gut gegen stillstehende Gegner."
"TID_HINT_19","AUTOMATISCHES SCHIESSEN funktioniert gut gegen Gegner, die in einer geraden Linie auf dich zu oder von dir weg rennen."
"TID_HINT_20","Wenn du in einem Busch angreifst oder Schaden erleidest, können Gegner dich sehen."
"TID_HINT_21","Du kannst Büsche benutzen, um dich vor Gegnern zu verstecken."
"TID_HINT_22","Bei AUTOMATISCHEM SCHIESSEN wird deine Waffe auch abgefeuert, wenn keine Gegner in Reichweite sind."
"TID_VS_TUTORIAL","Sammle alle <ce662f9>JUWELEN</c>!"
"TID_USE_MANUAL_FIRE_TUTORIAL","Bewege den <ccc0033>roten Joystick</c>, um zu zielen!"
"TID_TUTORIAL_GOOD_JOB_2","Gut gemacht! Die <cff6633>orangen Balken</c> stellen deine Munition dar. Ich lade so schnell wie möglich nach."
"TID_TUTORIAL_GOOD_JOB_3","Gut gemacht! Triffst du Gegner, lädst du damit deinen <cff9900>SUPERSKILL</c> auf!"
"TID_TUTORIAL_GOOD_JOB_4","Gut gemacht!"
"TID_SPECTATE_PLAYER_BUTTON","Zusehen"
"TID_SPECTATE_FAILED","Zuschauen nicht möglich"
"TID_ACCOUNT_DISABLED_TEXT","Konto deaktiviert"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","Dieses Konto wurde aufgrund einer Löschungsanfrage deaktiviert und kann nicht mehr wiederhergestellt werden."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","Dieses Konto wurde aufgrund von Inaktivität deaktiviert und kann nicht mehr wiederhergestellt werden."
"TID_ACCOUNT_DELETION_WARNING_TITLE","Warnung zur Kontolöschung"
"TID_ACCOUNT_DELETION_WARNING_TEXT","Du hast beantragt, dass dein Konto in Kürze gelöscht wird. Falls du es dir anders überlegt hast, kontaktiere den Support, um die Anfrage so schnell wie möglich rückgängig zu machen."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","Du hast beantragt, dass dein Konto in Kürze gelöscht wird. Falls du es dir anders überlegt hast, kontaktiere den Support, um die Anfrage so schnell wie möglich rückgängig zu machen."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","Du bist bereits in diesem Club!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","Club wechseln?"
"TID_CONFIRM_CHANGE_CLAN","Du bist bereits in einem Club. Möchtest du deinen Club wirklich wechseln?"
"TID_CONFIRM_CLAN_FULL_TITLE","Club ist voll!"
"TID_CONFIRM_CLAN_FULL","Du konntest dem Club <clan> nicht beitreten, da er bereits voll ist!"
"TID_BUTTON_CHANGE","Ändern"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","Schließe das Tutorial ab, um einem Club beizutreten."
"TID_CLAN_INTRO_INVITE","EINL. TEILEN"
"TID_INVITE_CLAN_TOKEN_ERROR","Fehler beim Generieren der Einladung"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","Nur die Anführer eines Clubs können neue Mitglieder einladen."
"TID_FRIENDS_FACEBOOK_CONNECT","Verbinden"
"TID_FRIENDS_PAGE_INVITE","EINLADUNG TEILEN"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","Tippe auf diesen Link, um dem Team von <name> in Brawl Stars beizutreten!"
"TID_SHARE_GAME_ROOM_POST_TITLE","In Team einladen"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","Team-ID in Zwischenablage kopiert!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","Okay"
"TID_TEAM_INVITE_BUTTON_LABEL","CODE TEILEN"
"TID_TEAM_INVITE_EXPIRED","Einladung von <NAME> ist abgelaufen"
"TID_TEAM_INVITATION_POPUP_TITLE","TEAMEINLADUNG"
"TID_TEAM_INVITATION_POPUP_ACCEPT","ANNEHMEN"
"TID_TEAM_INVITATION_POPUP_REJECT","ABLEHNEN"
"TID_TEAM_INVITATION_POPUP_MUTE","<NAME>\n10 Min. lang stummschalten"
"TID_BATTLE_ROYALE_5","Tausend Seen"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","Alle Marken\neingesammelt"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","Käufe mit Echtgeld sind in dieser Spielversion nicht aktiviert."
"TID_SHOP_CHINA_WARNING","Achtung: verantwortungsvoll genießen"
"TID_GATCHA_AD_STATUS_VIEW","WERBECLIP ANSEHEN,\nUM EINE BELOHNUNG ZU VERDOPPELN!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","HOL DIR MEHR BELOHNUNGEN!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","Tägliches Cliplimit erreicht"
"TID_GATCHA_AD_STATUS_NO_VIDEO","Kein Video verfügbar"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","WEITER"
"TID_AD_DOUBLER_TITLE","WÄHLE DIE BELOHNUNG, DIE VERDOPPELT WERDEN SOLL"
"TID_AD_DOUBLER_CONTINUE","WEITER"
"TID_GATCHA_CONTINUE","WEITER"
"TID_HINT_23","Einige Brawler sind in bestimmten Ereignissen und Maps stärker als in anderen."
"TID_HINT_24","Brawler mit hoher Reichweite sind für gewöhnlich auf offenen Maps am stärksten."
"TID_HINT_25","Nahkampf-Brawler sind für gewöhnlich auf Maps am stärksten, auf denen es mehr Deckung und Büsche gibt."
"TID_SPEC_ABI_SELF_DESTRUCT","Finalknall"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","Wenn Pennys Kanone zerstört wird, verschießt sie eine letzte Salve an Bomben. Jede davon verursacht <c00cc00><VALUE1></c> Schaden."
"TID_EVENT_LIST_BRAWL","SPIELEN"
"TID_INVITE_COPIED_TO_CLIPBOARD","Einladungslink in Zwischenablage kopiert!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","Okay"
"TID_FRIEND_INVITE_POST_MESSAGE","Tippe auf diesen Link, um <friend> als Freund hinzuzufügen."
"TID_FRIEND_INVITE_POST_TITLE","Lade einen Freund ein!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","Tippe auf diesen Link, um meinem Club in Brawl Stars beizutreten!"
"TID_ALLIANCE_JOIN_POST_TITLE","Lade einen Freund in deinen Club ein!"
"TID_KEY_BAR_FULL","<VALUE> Marken verfügbar. Zeit zu brawlen!"
"TID_HOMESCREEN_MODE_LOCKED","Erreiche <COUNT> Gesamttrophäen, um diesen Modus zu spielen!"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count> FREUNDE ONLINE"
"TID_ARTILLERY_DUDE_SHORT_DESC","SCHARFSCHÜTZIN"
"TID_HAMMER_DUDE_SHORT_DESC","SCHWERGEWICHT"
"TID_HAMMER_DUDE_DESC","Frank schwingt seinen Hammer und erzeugt dadurch Schockwellen. Sein Superskill ist ein mächtiger Hieb, der Gegner lähmt."
"TID_HAMMER_DUDE_WEAPON","HAMMERSCHWUNG"
"TID_HAMMER_DUDE_WEAPON_DESC","Frank braucht eine Weile, um mit seinem Hammer auszuholen, schlägt aber so hart zu, dass dabei eine Schockwelle entsteht."
"TID_HAMMER_DUDE_ULTI","LÄHMENDER HIEB"
"TID_HAMMER_DUDE_ULTI_DESC","Franks härtester Hieb erzeugt eine Schockwelle, die die Umgebung zerstört und Gegner eine Zeit lang lähmt."
"TID_SPEC_ABI_STEAL_SOULS2","Grabgabe"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Frank kann die Energie eines besiegten Brawlers sehen und einsammeln, wodurch sein Schaden <VALUE2> Sekunden lang um <c00cc00><VALUE1> %</c> erhöht wird!"
"TID_ONLINE_FRIENDS_TITLE","ONLINE"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","Seid das letzte überlebende Team!"
"TID_VS_TEAM_SHOWDOWN","Kämpfe mit einem Partner gegen alle anderen Zweierteams!"
"TID_FIRST_WIN","STARMARKE"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","Dein Team ist Erster!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","Noch <count> Trophäen zum Freischalten"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","TROPHÄENPFAD"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","EINFORDERN"
"TID_LEAGUE_NAME_0","HOLZ"
"TID_LEAGUE_NAME_1","BRONZE"
"TID_LEAGUE_NAME_2","SILBER"
"TID_LEAGUE_NAME_3","GOLD"
"TID_LEAGUE_NAME_4","DIAMANT"
"TID_LEAGUE_NAME_5","MEISTER"
"TID_LEAGUE_NAME_6","ELITE"
"TID_LEAGUE_NAME_7","ALL-STAR"
"TID_SPECIAL_EVENTS","TÄGLICHES EREIGNIS"
"TID_SPECIAL_EVENT","Sonderereignis:"
"TID_SPECIAL_EVENT_DESC","Schau regelmäßig vorbei und spiele das tägliche Ereignis!"
"TID_SPECIAL_EVENTS_MOD","SONDEREREIGNIS"
"TID_SPECIAL_EVENT_MOD_DESC","Schau regelmäßig vorbei und spiele das tägliche Sonderereignis!"
"TID_PLAYING_AGAIN","Noch ein Spiel (<c11ee11><NUMBER>/<NUMBER2></c>)"
"TID_PLAYING_AGAIN_NO_PLAYERS","Noch ein Spiel"
"TID_BRAWL_BOX_INFO_TITLE_1","INFOS ZUR GROSSEN BOX"
