"TID","RU"
"TID_CHAT_REPORT_CONFIRMATION","\n\nТочно хочешь сообщить о неприемлемом поведении игрока <name>?"
"TID_PLAYER_ALREADY_REPORTED","Жалоба на игрока была уже отправлена!"
"TID_STARTER_PACK_4","Набор 35-го уровня"
"TID_NEED_HERO","Невозможно купить скин. Боец ещё не разблокирован."
"TID_EVENT_ENDING","<GAMEMODE> скоро закончится!"
"TID_TEAM_DISPLAY_TITLE_CLAN","КОМАНДЫ КЛУБА"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","КОМАНДЫ ДРУЗЕЙ"
"TID_TICKETS_REVEIVED","Получены билеты событий (<AMOUNT>)!"
"TID_TUTORIAL_12","КРИСТАЛЛЫ у нас, пора на выход!"
"TID_NO_TARGET_HINT","Нет целей, по которым можно открыть БЫСТРЫЙ ОГОНЬ!"
"TID_CAN_NOT_AUTOSHOOT","У этого Супера нет режима БЫСТРОГО ОГНЯ."
"TID_VS","ПРОТИВ"
"TID_VS_SHOWDOWN","Каждый сам за себя!"
"TID_HAS_LASER_BALL_HINT","Ведя мяч, открыть БЫСТРЫЙ ОГОНЬ невозможно."
"TID_CLAN_RESPONSE_44","Вступить не удалось: ты уже в клубе"
"TID_SHOTGUN_GIRL_SHORT_DESC","ВОИН"
"TID_GUNSLINGER_SHORT_DESC","СТРЕЛОК"
"TID_BULL_DUDE_SHORT_DESC","ТЯЖЕЛОВЕС"
"TID_ROCKET_GIRL_SHORT_DESC","СТРЕЛОК"
"TID_TNT_DUDE_SHORT_DESC","МЕТАТЕЛЬ"
"TID_LUCHADOR_SHORT_DESC","ТЯЖЕЛОВЕС"
"TID_TRICKSHOT_DUDE_SHORT_DESC","СТРЕЛОК"
"TID_CACTUS_SHORT_DESC","СТРЕЛОК"
"TID_BARKEEP_SHORT_DESC","МЕТАТЕЛЬ"
"TID_MECHANIC_SHORT_DESC","ВОИН"
"TID_SHAMAN_SHORT_DESC","ВОИН"
"TID_UNDERTAKER_SHORT_DESC","МОЛНИЕНОСНЫЙ УБИЙЦА"
"TID_CROW_SHORT_DESC","УБИЙЦА С ЯДОМ"
"TID_DEAD_MARIACHI_SHORT_DESC","ЛЕКАРЬ"
"TID_BOW_DUDE_SHORT_DESC","ВОИН"
"TID_SNIPER_SHORT_DESC","СТРЕЛОК"
"TID_MINIGUN_DUDE_SHORT_DESC","ЛЕКАРЬ"
"TID_BLACK_HOLE_SHORT_DESC","ПРОВОКАТОР"
"TID_BARREL_BOT_SHORT_DESC","ТЯЖЕЛОВЕС"
"TID_CLAN_INTRO_SUGGESTED_CLANS","ЛУЧШИЕ КЛУБЫ ДЛЯ ТЕБЯ"
"TID_CLAN_INTRO_CREATE_TITLE","ПОЧЕМУ БЫ НЕ СОЗДАТЬ СВОЙ?"
"TID_CLAN_INTRO_HEADER","КЛУБЫ"
"TID_CLAN_INFO_TITLE","ИНФОРМАЦИЯ О КЛУБЕ"
"TID_CLAN_INFO_NO_DESCRIPTION","ОПИСАНИЕ КЛУБА ОТСУТСТВУЕТ"
"TID_EVENT_POPUP_TITLE","ПОРА В БОЙ!"
"TID_GOLDRUSH_8","Сапфировая равнина"
"TID_USE_AUTOFIRE_TUTORIAL","НАЖМИ на <ccc0033>красный джойстик</c>, чтобы выстрелить по ближайшему врагу!"
"TID_BRAWL_BOX_INFO_2","В ящике можно найти нового бойца, очки силы с монетами или звёздную силу. Кроме этого, бонусом можно получить удвоитель жетонов или билеты событий.\n\nШансы получения наград:\n\nОчки силы с монетами — <NUM1> %.\nРедкий боец — <NUM2> %.\nСверхредкий боец — <NUM3> %.\nЭпический боец — <NUM4> %.\nМифический боец — <NUM5> %.\nЛегендарный боец — <NUM6> %.\nЗвёздная сила — <NUM7> %.\n\nВ добавок к этому шанс получения билетов событий составляет 25 %, кристаллов — 9 % и удвоителя жетонов — 3 %. Помни, что звёздную силу могут получить только бойцы, достигшие 9-го уровня. Как только все награды определенного типа (например, редкие бойцы) будут полностью открыты, шансы получения других наград возрастут. Удача: чтобы открывание ящиков было более справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличит твою удачу, а каждый полученный из ящика боец уменьшит её, основываясь на редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца, а чем она меньше, тем сложнее получить легендарного бойца. Наполнение ящиков в начале игры предопределено, чтобы у всех были равные возможности на начальном этапе."
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","ЗАБРАТЬ"
"TID_PAGE_FRIENDS_TITLE","ДРУЗЬЯ"
"TID_PAGE_FRIENDS_TITLE2","Сражайся с друзьями!"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Подключись к Facebook или найди друзей в игре, чтобы играть вместе!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Подключись к Facebook или найди друзей в игре, чтобы играть вместе!"
"TID_FRIENDS_TITLE","Друзей: <COUNT>"
"TID_FRIENDS_TAB_1","ДРУЗЬЯ"
"TID_FRIENDS_TAB_2","ВОЗМОЖНЫЕ"
"TID_FRIENDS_TAB_3","ЗАПРОСЫ"
"TID_TOTAL","ВСЕГО"
"TID_BRAWL_BOX_INFO_TITLE_2","СВЕДЕНИЯ О ЯЩИКЕ"
"TID_BRAWL_BOX_INFO_TITLE_3","СВЕДЕНИЯ О МЕГАЯЩИКЕ"
"TID_BRAWL_BOX_INFO_3","Мегаящик содержит в 10 раз больше предметов, чем ящик, однако очки силы при этом распределяются между меньшим количество бойцов.\n\nШансы получения наград:\n\nОчки силы с монетами — <NUM1> %.\nРедкий боец — <NUM2> %.\nСверхредкий боец — <NUM3> %.\nЭпический боец — <NUM4> %.\nМифический боец — <NUM5> %.\nЛегендарный боец — <NUM6> %.\nЗвёздная сила — <NUM7> %.\n\nВ добавок к этому шанс получения билетов событий составляет 25 %, кристаллов — 9 % и удвоителя жетонов — 3 %. Помни, что звёздную силу могут получить только бойцы, достигшие 9-го уровня. Как только все награды определенного типа (например, редкие бойцы) будут полностью открыты, шансы получения других наград возрастут. Удача: чтобы открывание ящиков было более справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличит твою удачу, а каждый полученный из ящика боец уменьшит её, основываясь на редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца, а чем она меньше, тем сложнее получить легендарного бойца. Наполнение ящиков в начале игры предопределено, чтобы у всех были одинаковые возможности на начальном этапе."
"TID_HERO_BUNDLE_0","Тайник Шелли"
"TID_HERO_BUNDLE_1","Кобура Кольта"
"TID_HERO_BUNDLE_2","Сумка Булла"
"TID_HERO_BUNDLE_3","Ящик Брока"
"TID_HERO_BUNDLE_4","Банк Рикошета"
"TID_HERO_BUNDLE_5","Амбар Спайка"
"TID_HERO_BUNDLE_6","Кладовка Барли"
"TID_HERO_BUNDLE_7","Завалы Джесси"
"TID_HERO_BUNDLE_8","Логово Ниты"
"TID_HERO_BUNDLE_9","Ранец Динамайка"
"TID_HERO_BUNDLE_10","Шкафчик Эль Примо"
"TID_HERO_BUNDLE_11","Убойное предложение"
"TID_HERO_BUNDLE_12","Коллекция Ворона"
"TID_HERO_BUNDLE_13","Кошель Поко"
"TID_HERO_BUNDLE_14","Набор Бо"
"TID_HERO_BUNDLE_15","Сумочка Пайпер"
"TID_HERO_BUNDLE_16","Кошёлка Пэм"
"TID_HERO_BUNDLE_17","Сундук Тары"
"TID_HERO_BUNDLE_18","Бочка Дэррила"
"TID_OFFER_ALSO_INCLUDES","ПРЕДЛОЖЕНИЕ ТАКЖЕ ВКЛЮЧАЕТ"
"TID_OFFER_VALUE_TITLE","ВЫГОДА"
"TID_OFFER_VALUE","+<VALUE> %"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","ЗАЖМИ И ПОТЯНИ <cff9900>жёлтый джойстик</c> для прицеливания!"
"TID_HERO_STATS_TITLE","ПОКАЗАТЕЛИ БОЙЦА"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","ОСТАЛОСЬ ПРЕДМЕТОВ:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","ОСТАЛОСЬ БОНУСОВ:"
"TID_GATCHA_SCREEN_YOU_GOT","ПОЛУЧЕНО:"
"TID_GATCHA_SCREEN_BONUSES","БОНУСНЫЕ ПРЕДМЕТЫ:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","РАЗБЛОКИРОВАНО!"
"TID_HERO_LIST_ITEM_UPGRADE","УЛУЧШИТЬ"
"TID_SHOP_CLAMIMED","Получено"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Этот предмет уже был получен"
"TID_ONLINE","В СЕТИ"
"TID_LEADERBOARD","СПИСОК ЛИДЕРОВ"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nБилеты закончились. Загляни в магазин, чтобы купить ещё!"
"TID_HERO_LIST_NEW","НОВЫЙ"
"TID_CLUSTER_BOMB_DUDE","ХОВЕРБОРД"
"TID_HAMMER_DUDE","ФРЭНК"
"TID_HOLD_PHONE_LIKE_THIS","ДЕРЖИ СВОЁ УСТРОЙСТВО ВОТ ТАК"
"TID_HINT_FINGER_TAP_TAP","ЖМИ! ЖМИ!"
"TID_HINT_FINGER_DRAG","ЗАЖМИ И ПОТЯНИ, ЧТОБЫ ПРИЦЕЛИТЬСЯ"
"TID_MOVE_HERE","Иди сюда"
"TID_HINT_HEADER","СОВЕТ:"
"TID_HINT_0","Чтобы открыть БЫСТРЫЙ ОГОНЬ по ближайшему врагу, НАЖМИ на <ccc0033>красный джойстик.</c>"
"TID_HINT_1","Чтобы открыть БЫСТРЫЙ ОГОНЬ по ближайшему врагу в режиме Супера, НАЖМИ на <cff9900>жёлтый джойстик</c>."
"TID_HINT_2","Чтобы ПРИЦЕЛИТЬСЯ, ЗАЖМИ И ПОТЯНИ <ccc0033>красный джойстик</c>."
"TID_HINT_3","Для НАВЕДЕНИЯ НА ЦЕЛЬ Супера, ЗАЖМИ И ПОТЯНИ <cff9900>желтый джойстик</c>."
"TID_HINT_4","Чтобы отменить наведение на цель, верни джойстик в начальное положение."
"TID_HINT_5","Собирать трофеи только что разблокированным бойцом легко, потому что подбор противников основан на количестве трофеев бойца, за которого ты играешь."
"TID_HINT_6","Чем больше бойцов, тем проще собирать трофеи и получать награды."
"TID_HINT_7","Чем дальше цель, тем больше урона наносят выстрелы Пайпер."
"TID_HINT_8","Обрушенные Барли бутылки занимают небольшую область, поэтому Супер Барли особенно хорош на короткой дистанции."
"TID_HINT_9","Отскакивая, пули Рикошета пролетают большее расстояние."
"TID_HINT_10","Активировать <ccc0033>красный джойстик</c> для стрельбы можно в любом месте на правой стороне экрана."
"TID_HINT_11","И у основной атаки, и у Супера есть два режима: НАЖМИ, и откроешь БЫСТРЫЙ ОГОНЬ, ЗАЖМИ И ПОТЯНИ, и сможешь ПРИЦЕЛИТЬСЯ."
"TID_HINT_12","Прицеливание пригодится для ведения движущейся цели."
"TID_HINT_13","БЫСТРЫЙ ОГОНЬ пригодится, когда нет времени на прицеливание."
"TID_HINT_14","БЫСТРЫЙ ОГОНЬ особенно хорош на короткой дистанции."
"TID_HINT_15","Когда ты прячешься в кустах, враги могут обнаружить тебя, если подойдут слишком близко."
"TID_HINT_16","БЫСТРЫЙ ОГОНЬ открывается по ближайшему врагу, передвижение врага в расчет не принимается."
"TID_HINT_17","Прицеливание пригодится, когда нужно проверить, не прячется ли в кустах враг."
"TID_HINT_18","БЫСТРЫЙ ОГОНЬ особенно хорош при атаке на неподвижную цель."
"TID_HINT_19","БЫСТРЫЙ ОГОНЬ особенно хорош при атаке на врагов, которые движутся прямо на или от тебя."
"TID_HINT_20","Когда ты атакуешь или получаешь урон, находясь в кустах, враги могут тебя видеть."
"TID_HINT_21","В кустах можно прятаться от врагов."
"TID_HINT_22","При использовании БЫСТРОГО ОГНЯ выстрел будет произведён, даже если в зоне поражения нет врагов."
"TID_VS_TUTORIAL","Собери все <ce662f9>КРИСТАЛЛЫ</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","ЗАЖМИ И ПОТЯНИ <ccc0033>красный джойстик</c> для прицеливания!"
"TID_TUTORIAL_GOOD_JOB_2","Отлично! <cff6633>Оранжевые полоски</c> отражают количество твоих боеприпасов. Буду перезаряжать так быстро, как смогу!"
"TID_TUTORIAL_GOOD_JOB_3","Молодчина! Атака врагов заряжает твою <cff9900>СУПЕРАТАКУ</c>!"
"TID_TUTORIAL_GOOD_JOB_4","Отлично сработано!"
"TID_SPECTATE_PLAYER_BUTTON","Наблюдать"
"TID_SPECTATE_FAILED","Понаблюдать не получилось"
"TID_ACCOUNT_DISABLED_TEXT","Учётная запись отключена"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","Эта учётная запись отключена после запроса на её удаление и не может быть восстановлена."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","Эта учётная запись отключена в связи с неактивностью и не может быть восстановлена."
"TID_ACCOUNT_DELETION_WARNING_TITLE","Предупреждение об удалении учетной записи"
"TID_ACCOUNT_DELETION_WARNING_TEXT","В соответствии с вашим запросом ваша учётная запись в скором времени будет деактивирована. Если вы передумали, обратитесь к разделу «Помощь и поддержка» для отмены запроса как можно скорее."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","В соответствии с вашим запросом ваша учётная запись в скором времени будет деактивирована. Если вы передумали, обратитесь к разделу «Помощь и поддержка» для отмены запроса как можно скорее."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","Ты уже состоишь в этом клубе!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","Сменить клуб?"
"TID_CONFIRM_CHANGE_CLAN","Ты уже в клубе! Точно хочешь сменить его?"
"TID_CONFIRM_CLAN_FULL_TITLE","В клубе нет мест!"
"TID_CONFIRM_CLAN_FULL","Невозможно вступить в клуб <clan> — в нём нет мест!"
"TID_BUTTON_CHANGE","Сменить"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","Пройди обучение, чтобы вступить в клуб."
"TID_CLAN_INTRO_INVITE","ОТПРАВИТЬ ПРИГЛАШЕНИЕ"
"TID_INVITE_CLAN_TOKEN_ERROR","Ошибка при создании приглашения"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","Только президент клуба может приглашать новых участников."
"TID_FRIENDS_FACEBOOK_CONNECT","Подключение"
"TID_FRIENDS_PAGE_INVITE","ОТПРАВИТЬ ПРИГЛАШЕНИЕ"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","Нажми на ссылку, чтобы вступить в команду игрока <name> в Brawl Stars!"
"TID_SHARE_GAME_ROOM_POST_TITLE","Пригласить в команду"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","Идентификатор команды скопирован в буфер обмена!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","ОК"
"TID_TEAM_INVITE_BUTTON_LABEL","ПОДЕЛИТЬСЯ КОДОМ"
"TID_TEAM_INVITE_EXPIRED","Срок действия приглашения от игрока <NAME> истёк."
"TID_TEAM_INVITATION_POPUP_TITLE","ПРИГЛАШЕНИЕ В КОМАНДУ"
"TID_TEAM_INVITATION_POPUP_ACCEPT","ПРИНЯТЬ"
"TID_TEAM_INVITATION_POPUP_REJECT","ОТКЛОНИТЬ"
"TID_TEAM_INVITATION_POPUP_MUTE","ЗАГЛУШИТЬ ИГРОКА <NAME>\nНА СЛЕДУЮЩИЕ 10 МИНУТ"
"TID_BATTLE_ROYALE_5","Тысяча озёр"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","Боевые жетоны\nзакончились"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","Покупки за реальные деньги невозможны в этой версии."
"TID_SHOP_CHINA_WARNING","Предупреждение: играй ответственно"
"TID_GATCHA_AD_STATUS_VIEW","СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ НАГРАДЫ!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","ПОЛУЧИТЬ БОЛЬШЕ НАГРАД"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","Исчерпан лимит дневных просмотров"
"TID_GATCHA_AD_STATUS_NO_VIDEO","Нет доступного видео"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","ПРОДОЛЖИТЬ"
"TID_AD_DOUBLER_TITLE","ВЫБРАТЬ НАГРАДУ ДЛЯ УДВОЕНИЯ"
"TID_AD_DOUBLER_CONTINUE","ПРОДОЛЖИТЬ"
"TID_GATCHA_CONTINUE","ПРОДОЛЖИТЬ"
"TID_HINT_23","Некоторые бойцы лучше подходят для отдельных карт и событий, чем другие."
"TID_HINT_24","Бойцы дальнего боя в целом лучше себя проявляют на открытых картах."
"TID_HINT_25","Бойцы ближнего боя лучше проявляют себя на местности с укрытиями и кустами."
"TID_SPEC_ABI_SELF_DESTRUCT","Прощальный залп"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","При уничтожении пушка Пенни даёт последний залп. Каждая выпущенная бомба наносит <c00cc00><VALUE1></c> очков урона."
"TID_EVENT_LIST_BRAWL","ИГРАТЬ"
"TID_INVITE_COPIED_TO_CLIPBOARD","Ссылка для приглашения скопирована в буфер обмена!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","ОК"
"TID_FRIEND_INVITE_POST_MESSAGE","Нажми на ссылку, чтобы добавить игрока <friend> в друзья в Brawl Stars!"
"TID_FRIEND_INVITE_POST_TITLE","Пригласи друга!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","Нажми на ссылку, чтобы вступить в мой клуб в Brawl Stars!"
"TID_ALLIANCE_JOIN_POST_TITLE","Предложи другу вступить в твой клуб!"
"TID_KEY_BAR_FULL","Есть жетоны (<VALUE>). Пора в бой!"
"TID_HOMESCREEN_MODE_LOCKED","Собери трофеи <COUNT> трофеев, чтобы сражаться здесь!"
"TID_GAMEROOMS_PLAYERS_ONLINE","ДРУЗЕЙ В СЕТИ: <count>"
"TID_ARTILLERY_DUDE_SHORT_DESC","СТРЕЛОК"
"TID_HAMMER_DUDE_SHORT_DESC","ТЯЖЕЛОВЕС"
"TID_HAMMER_DUDE_DESC","Взмах молота Фрэнка порождает ударную волну. Его неимоверно мощный Супер оглушает противников!"
"TID_HAMMER_DUDE_WEAPON","УДАР МОЛОТА"
"TID_HAMMER_DUDE_WEAPON_DESC","Фрэнку нужно время, чтобы как следует размахнуться, но его удар настолько силён, что порождает взрывную волну."
"TID_HAMMER_DUDE_ULTI","ОШЕЛОМЛЯЮЩИЙ УДАР"
"TID_HAMMER_DUDE_ULTI_DESC","Грандиозный удар Фрэнка порождает взрывную волну, уничтожающую укрытия и на время оглушающую противников."
"TID_SPEC_ABI_STEAL_SOULS2","Похищение силы"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Фрэнк видит и забирает силу поверженных врагов, что увеличивает наносимый им урон на <c00cc00><VALUE1> %</c> в течение <VALUE2> с.!"
"TID_ONLINE_FRIENDS_TITLE","ИГРОКИ В СЕТИ"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","Останьтесь последней в живых командой!"
"TID_VS_TEAM_SHOWDOWN","Все команды друг против друга!"
"TID_FIRST_WIN","ЗВЁЗДНЫЙ ЖЕТОН"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","Твоя команда лучше всех!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","Разблокируется после получения <count> трофеев"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","ПУТЬ К СЛАВЕ"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","ЗАБРАТЬ"
"TID_LEAGUE_NAME_0","ДЕРЕВЯННАЯ"
"TID_LEAGUE_NAME_1","БРОНЗОВАЯ"
"TID_LEAGUE_NAME_2","СЕРЕБРЯНАЯ"
"TID_LEAGUE_NAME_3","ЗОЛОТАЯ"
"TID_LEAGUE_NAME_4","АЛМАЗНАЯ"
"TID_LEAGUE_NAME_5","МАСТЕРСКАЯ"
"TID_LEAGUE_NAME_6","ЭЛИТНАЯ"
"TID_LEAGUE_NAME_7","ЗВЁЗДНАЯ"
"TID_SPECIAL_EVENTS","СОБЫТИЕ ДНЯ"
"TID_SPECIAL_EVENT","Особое событие"
"TID_SPECIAL_EVENT_DESC","Заходи каждый день, чтобы принять участие в событии дня!"
"TID_SPECIAL_EVENTS_MOD","ОСОБОЕ СОБЫТИЕ"
"TID_SPECIAL_EVENT_MOD_DESC","Следи за появлением особых событий дня!"
"TID_PLAYING_AGAIN","Играть снова <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","Играть снова"
"TID_BRAWL_BOX_INFO_TITLE_1","СВЕДЕНИЯ О БОЛЬШОМ ЯЩИКЕ"
"TID_BRAWL_BOX_INFO_1","Большой ящик содержит в 3 раза больше предметов, чем ящик, однако очки силы при этом распределяются между меньшим количеством бойцов.\n\nШансы получения наград:\n\nОчки силы с монетами — <NUM1> %.\nРедкий боец — <NUM2> %.\nСверхредкий боец — <NUM3> %.\nЭпический боец — <NUM4> %.\nМифический боец — <NUM5> %.\nЛегендарный боец — <NUM6> %.\nЗвёздная сила — <NUM7> %.\n\nВ добавок к этому шанс получения билетов событий составляет 25 %, кристаллов — 9 % и удвоителя жетонов — 3 %. Помни, что звёздную силу могут получить только бойцы, достигшие 9-го уровня. Как только все награды определенного типа (например, редкие бойцы) будут полностью открыты, шансы получения других наград возрастут. Удача: чтобы открывание ящиков было более справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличит твою удачу, а каждый полученный из ящика боец уменьшит её, основываясь на редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца, а чем она меньше, тем сложнее получить легендарного бойца. Наполнение ящиков в начале игры предопределено, чтобы у всех были одинаковые возможности на начальном этапе."
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","Собери 10 звёздных жетонов, чтобы открыть большой ящик!"
"TID_HERO_BUNDLE_19","Сокровище Пенни"
"TID_HERO_BUNDLE_20","Тайна Фрэнка"
"TID_KEY_BAR_INFO","<c33a5d7>Жетоны</c>, которые можно заработать в боях.\n\nЖетоны нужны, чтобы открывать ящики."
"TID_NEW_ONLINE_FRIEND","ИГРОК В СЕТИ"
"TID_NEW_GAME_ROOM","НОВАЯ КОМАНДА"
"TID_KEY_BAR_TITLE","ЖЕТОНЫ, КОТОРЫЕ МОЖНО ДОБЫТЬ В БОЮ"
"TID_PLAYAGAIN_QUIT","ВЫЙТИ"
"TID_BATTLE_END_WAITING","Ждём остальных"
"TID_ERROR_REPLAY_WAITING","Ожидание начала повтора"
"TID_ERROR_REPLAY_NOT_POSSIBLE","Повтор недоступен"
"TID_ERROR_SPECTATE_WAITING","Ожидание начала наблюдения"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","Игрок сейчас не сражается"
"TID_FIRST_WIN_INFO_SURVIVAL","Получи <cff8E1b>звёздный жетон</c> за первый бой против других игроков, в котором ты попадёшь в четверку лидеров."
"TID_TEAM_POPOVER_YOUR_ROOM","Это твоя команда"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","Команда сейчас не сражается"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","Нельзя вступить. Ты уже в этой команде."
"TID_TEAM_AD_JOIN_FAIL_FULL","Нельзя вступить, команда уже набрана."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","Невозможно начать игру. Не хватает билетов."
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","В этом событии командная игра не поддерживается."
"TID_GAME_MODE_UNLOCKED","РАЗБЛОКИРОВАНО"
"TID_ERROR_SPECTATE_DISABLED","Наблюдение временно отключено по техническим причинам."
"TID_SPECTATE_FOLLOW","Нажми, чтобы подписаться:"
"TID_SPECTATE_FOLLOWING","Подписки:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","Получи <cff8E1b>звёздный жетон</c> в своём первом бою."
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","Получи <cff8E1b>звёздный жетон</c> за свой первый бой против других игроков, в котором ты попадёшь в четверку лидеров."
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","Чтобы получить <cff8E1b>звёздный жетон</c>, попади в четвёрку лидеров в одиночном режиме или в двойку — в парном."
"TID_CONNECTING_WAIT_FOR_SPECTATE","Ожидание наблюдения..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ ОДНОЙ НАГРАДЫ!\nСегодня доступно ещё <VIEWCOUNTREM> просмотра."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ ОДНОЙ НАГРАДЫ!\nСегодня доступен ещё <VIEWCOUNTREM> просмотр."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","ПОЛУЧИ ЕЩЁ БОЛЬШЕ НАГРАД!\nСегодня доступно ещё <VIEWCOUNTREM> просмотра."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","ПОЛУЧИ ЕЩЁ БОЛЬШЕ НАГРАД!\nСегодня доступен ещё <VIEWCOUNTREM> просмотр."
"TID_CANNON_DAMAGE","Урон пушки"
"TID_CANNON_HEALTH","Здоровье пушки"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","У этого игрока слишком много запросов на дружбу, ожидающих ответа. Попробуй позже."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Тобой отправлено слишком много предложений дружить. Удали одно и попробуй снова."
"TID_ADD_FRIEND_ERROR_GENERIC","Не удалось отправить предложение дружить. Попробуй позже."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Игрока, которого ты пытаешься добавить, не существует."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Отправить предложение дружить себе же нельзя!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","У твоего друга слишком много друзей. Попробуй позже."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","У тебя слишком много друзей. Удали кого-нибудь, чтобы добавить нового друга."
"TID_HINT_26","Пенни может нанести значительный урон своей разрывной атакой, когда все цели выстроены в ряд."
"TID_HINT_27","Собрав команду перед боем, можно обсудить план и подобрать выгодную комбинацию бойцов."
"TID_HINT_28","Попробуй сыграть дружескую игру для тренировки перед событиями, проведения дружеских соревнований и многого другого!"
"TID_HINT_29","После хорошей игры с новыми товарищами по команде можно нажать «Играть снова», чтобы сыграть вместе ещё раз!"
"TID_HINT_30","В дружеских боях можно выбрать любой режим и карту. Кроме того, бойцы будут полностью улучшены!"
"TID_HINT_31","Фрэнк перестаёт атаковать и использовать Супер, что даёт возможность его противникам покинуть его зону досягаемости."
"TID_EXPERIENCE","ОПЫТ"
"TID_HINT_32","В событиях по билетам не расходуются жетоны, но для игры в них тебе понадобятся билеты."
"TID_HINT_33","Ты можешь предложить дружить участникам клуба на странице участников клуба."
"TID_HINT_34","Ты можешь предложить дружить участникам команды, в которой находишься."
"TID_HINT_35","После пары-другой хороших игр вместе ты можешь предложить дружить товарищу по команде в разделе возможных друзей."
"TID_HINT_36","Ты можешь предложить дружить участникам команды, в которой находишься."
"TID_HINT_37","Чтобы сообщить о своей команде друзьям и участникам клуба, воспользуйся кнопкой «Сообщить»."
"TID_COOP_GENERATED","Ревущая арена"
"TID_MECHANIC_KNIGHT_SKIN","ДЖЕССИ-ДРАКОНОБОРЕЦ"
