"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","MoveEffect2","StillEffect","StillEffect2","ChargedShotEffect","DisableHeadRotation"
"DrillerDefault","Driller","jacky_geo.scw",,,"jacky_portrait.scw","emz_intro_pose.scw",,"JackyIdle","JackyWalk","JackyAttack","JackySuper","JackyRecoil",,"JackySuperRecoil",,"JackyIdle","JackyIdle","JackyHappy","JackyHappyLoop","JackyLose","JackyLoseloop","JackyHappy","JackyHappyLoop","JackyIdle","JackyHappy","JackyHappyLoop","JackyHappy","JackyIdle","JackyIdle","JackyPortrait","JAckyIntro",,,,,,"JackyIdle","JackyIdle","JackyWin","JackyWinLoop","JackyLose","JackyLoseLoop","JackyWin","JackyWinLoop","JackyIdle","JackyWin","JackyWinLoop","JackyIdle","JackyPortrait","JackyIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driller_def_moving",,,,,
"ArcadeVirus","Arcade","8bit_virus_geo.scw",,,"8bit_virus_portrait.scw","emz_intro_pose.scw",,"8bitVirusIdle","8BitVirusWalk","8bitVirusAttack","8bitVirusIdle","8bitVirusRecoil",,"8bitVirusIdle",,"8bitVirusReload","8bitVirusPushback","8bitVirusWin","8bitVirusWinloop","8bitVirusLose","8bitVirusLoseloop","8bitVirusWin","8bitVirusWinloop","8bitVirusWinloop","8bitVirusWin","8bitVirusWinloop","8bitVirusWin","8bitVirusIdle","8bitVirusIdle","8bitVirusProfile","8bitVirusProfile",,,,,,"ArcadeVirusFace","ArcadeVirusFace","ArcadeVirusFace","ArcadeVirusFaceloop","ArcadeVirusLose","ArcadeVirusLoseloop","ArcadeVirusFace","ArcadeVirusFaceloop","ArcadeVirusFaceloop","ArcadeVirusFace","ArcadeVirusFaceloop",,"ArcadeVirusFace","ArcadeVirusFace",,,,,,,,,"Arcade002Projectile",,"Arcade002UltiProjectile","arcade_002_atk",,,,"true",,,,,,,,,,"Arcade002Ulti","Arcade002Ulti_larger","DamageBoostPlugIn002",,,"8bit_Virus_Kill_VO","8bit_Virus_Lead_VO","8bit_Virus_Start_VO","8bit_Virus_Ulti_VO","8bit_Virus_Hurt_VO","8bit_Virus_Die_VO",,,,,,,,,,"arcade_002_moving",,,,,
"BlackHoleStreetNinja","BlackHole","tara_streetninja_geo.scw",,,"tara_streetninja_portrait.scw","emz_intro_pose.scw",,"TaraStreetninjaIdle","TaraStreetninjaWalk","TaraStreetninjaPrimary","TaraStreetninjaSecondary","TaraStreetninjaRecoil",,"TaraStreetninjaSecondaryRecoil",,"TaraStreetninjaReload","TaraStreetninjaIdle","TaraStreetninjaWin","TaraStreetninjaWinloop","TaraStreetninjaLose","TaraStreetninjaLoseloop","TaraStreetninjaWin","TaraStreetninjaWinloop","TaraStreetninjaIdle","TaraStreetninjaWin","TaraStreetninjaWinloop","TaraStreetninjaWin","TaraStreetninjaIdle","TaraStreetninjaIdle","TaraStreetninjaProfile","TaraStreetninjaProfile",,,,,,"TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle","TaraStreeninjaFaceIdle",,,,,,,"true","true","Tara002Projectile",,"Tara002UltiProjectile","tara_002_atk",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BaseballGamer","Baseball","bibi_gamer_geo.scw",,,"bibi_gamer_portrait.scw","emz_intro_pose.scw",,"BibiGamerIdle","BibiGamerWalk","BibiGamerPrimary","BibiGamerSecondary","BibiGamerRecoil",,"BibiGamerRecoil2",,,"BibiGamerPushback","BibiGamerWin","BibiGamerWinloop","BibiGamerLose","BibiGamerLoseloop","BibiGamerWin","BibiGamerWinloop","BibiGamerIdle","BibiGamerWin","BibiGamerWinloop","BibiGamerWin","BibiGamerIdle","BibiGamerIdle","BibiGamerProfile","BibiGamerProfile",,,,,,"BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Win","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Win","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Win","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle","BibiGamer_Idle",,,,,,,,,,,"Bibi002UltiProjectile","bibi_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SniperValentines","Sniper","piper_valentines_geo.scw",,"piper_gadget_pistol_geo.scw","piper_valentines_cam.scw","emz_intro_pose.scw",,"SniperValentinesIdle","SniperValentinesWalk","SniperValentinesAttack","SniperSecondary","SniperValentinesRecoil",,"SniperValentinesRecoil",,"SniperValentinesReload","SniperPushback","SniperValentinesWin","SniperValentinesWinloop","SniperValentinesLose","SniperValentinesLoseloop","SniperValentinesWin","SniperValentinesWinloop","SniperValentinesIdle","SniperValentinesWin","SniperValentinesWinloop","SniperValentinesWin","SniperValentinesIdle","SniperValentinesIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperStillOpen","PiperStillOpen","PiperWin","PiperWinLoop","PiperLose","PiperLoseLoop","PiperWin","PiperWinLoop","PiperWinLoop","PiperWin","PiperWinLoop","PiperWin","PiperStillClosed","PiperWinLoop",,,,,,,"true",,"Piper002Projectile",,,"piper_002_atk",,,,,,"piper_002_ulti",,,,,,,,,,,,"Piper002Bomb",,,,,,,,,,,,,,,,,,,,,
"ShamanKoala","Shaman","nita_koala_geo.scw",,,"nita_base_cam.scw","emz_intro_pose.scw",,"ShamanIdle","ShamanWalk","ShamanAttack","ShamanSecondary","ShamanRecoil",,"ShamanRecoil",,"ShamanReload","ShamanPushback","ShamanWin","ShamanWinloop","ShamanLose","ShamanLoseloop","ShamanWin","ShamanWinloop","ShamanIdle","ShamanWin","ShamanWinloop","ShamanWin","ShamanIdle","ShamanIdle","ShamanProfile","ShamanProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanBearKoala","ShamanPet","bear_koala_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearRecoil",,"BearShibaIdle",,"BearShibaIdle","BearPushback","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerPetDefault","SpawnerPet","mrp_pet_geo.scw:base_GEO+body_GEO+beak_top_GEO+beak_bottom_GEO",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPPetIdle","MrPPetWalk","MrPPetIdle","MrPPetIdle","MrPPetIdle",,"MrPPetIdle",,"MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle",,,,,,"MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn",,,,,,,,,,,,"mrp_def_pet_attack",,,,,,,,,"mrp_def_pet_summon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeTurretDefault","SpawnerDudeTurret","mrp_pet_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,"MrPSpawnerIdle",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,,,,,"MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOff",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeAgentP","SpawnerDude","mrp_agentp_geo.scw",,,"mrp_portrait.scw","emz_intro_pose.scw",,"MrPIdle","MrPWalk","MrPAttack","MrPAttack","MrPRecoil",,"MrPRecoil",,,"MrPPushBack","MrPAgentWin","MrPAgentWinloop","MrPLose","MrPLoseloop","MrPAgentWin","MrPAgentWinloop","MrPIdle","MrPAgentWin","MrPAgentWinloop","MrPAgentWin","MrPIdle","MrPIdle","MrPPortrait","MrPPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"mrp_def_atk",,"mrp_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerPetAgentP","SpawnerPet","mrp_pet_geo.scw:base_GEO+body_GEO+beak_top_GEO+beak_bottom_GEO",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPPetIdle","MrPPetWalk","MrPPetIdle","MrPPetIdle","MrPPetIdle",,"MrPPetIdle",,"MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle","MrPPetIdle",,,,,,"MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn",,,,,,,,,,,,"mrp_def_pet_attack",,,,,,,,,"mrp_def_pet_summon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeTurretAgentP","SpawnerDudeTurret","mrp_pet_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,"MrPSpawnerIdle",,"MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerSpawn","MrPSpawnerSpawnLoop","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle","MrPSpawnerIdle",,,,,,"MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOff","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOn","MrPAgentpPetOff",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlowerDefault","Blower","gale_geo.scw",,,"gale_base_cam.scw","emz_intro_pose.scw",,"GaleIdle","GaleWalk","GalePrimary","GalePrimary","GaleRecoil",,"GaleRecoil",,"GaleIdle","GalePushback","GaleWin","GaleWinloop","GaleLose","GaleLoseloop","GaleWin","GaleWinloop","GaleIdle","GaleWin","GaleWinloop","GaleWin","GaleIdle","GaleLose","GalePortrait","GaleIdle",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,"gale_def_atk",,"gale_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ControllerDefault","Controller","nani_geo.scw",,,"nani_base_cam.scw","emz_intro_pose.scw",,"NaniIdle","NaniWalk","NaniAttack","NaniSecondary","NaniRecoil",,,,"NaniReload","NaniPushback","NaniWin","NaniWinloop","NaniLose","NaniLoseloop","NaniWin","NaniWinloop","NaniIdle","NaniWin","NaniWinloop","NaniWin","NaniIdle","NaniIdle","NaniPortrait","NaniIdle",,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,"jessie_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WallyDefault","Wally","sprout_geo.scw",,,"sprout_portrait.scw","emz_intro_pose.scw",,"SproutIdle","SproutWalk","SproutPrimary","SproutPrimary","SproutRecoil",,"SproutRecoil",,"SproutReload","SproutPushback","SproutWin","SproutWinloop","SproutLose","SproutLoseloop","SproutWin","SproutWinloop","SproutIdle","SproutWin","SproutWinloop","SproutWin","SproutIdle","SproutIdle","SproutPortrait","SproutPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarrelBotFootball","BarrelBot","darryl_fb_geo.scw",,,"darryl_base_cam.scw","emz_intro_pose.scw",,"DarrylFootballIdle","DarrylFootballWalk","DarrylFootballPrimary","DarrylFootballSecondary","DarrylFootballRecoil","DarrylFootballRecoil2","DarrylFootballRecoil",,"DarrylFootballReload","DarrylFootballPushback","DarrylFootballWin","DarrylFootballWinloop","DarrylFootballLose","DarrylFootballLoseloop","DarrylFootballWin","DarrylFootballWinloop","DarrylFootballIdle","DarrylFootballWin","DarrylFootballWinloop","DarrylFootballWinloop","DarrylFootballHide","DarrylFootballHide","DarrylFootballProfile","DarrylFootballProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darryl003Projectile",,,"darryl_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShotgunGirlFootball","ShotgunGirl","shelly_fb_geo.scw",,,"shelly_base_cam.scw","emz_intro_pose.scw",,"ShellyIdle","ShellyWalk","ShellyPrimary","ShellySecondary","ShellyRecoil",,"ShellyRecoil",,"ShellyReload","ShellyPushback","ShellyWin","ShellyWinloop","ShellyLose","ShellyLoseloop","ShellyWin","ShellyWinloop","ShellyIdle","ShellyWin","ShellyWinloop","ShellyWin","ShellyIdle","ShellyIdle","ShellyProfile","ShellyProfile",,,,,,"ShellyFace","ShellyFace","ShellyHappy","ShellyFace","ShellySad","ShellySadLoop","ShellyHappy","ShellyFace","ShellyFace","ShellyHappy","ShellyFace","ShellyHappy","ShellyStill","ShellyStill",,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TntDudeFootball","TntDude","dynamike_coach_geo.scw",,,"dynamike_base_cam.scw","emz_intro_pose.scw",,"DynamikeCoachIdle","DynamikeCoachWalk","DynamikeCoachPrimary","DynamikeCoachSecondary","DynamikeCoachRecoil",,"DynamikeCoachUlti",,"DynamikeCoachReload","DynamikeCoachPushback","DynamikeCoachWin","DynamikeCoachWinloop","DynamikeCoachLose","DynamikeCoachLoseloop","DynamikeCoachWin","DynamikeCoachWinloop","DynamikeCoachIdle","DynamikeCoachWin","DynamikeCoachWinloop","DynamikeCoachWin","DynamikeCoachIdle","DynamikeCoachIdle","TntguyProfile","TntguyProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Mike005Projectile",,"Mike005UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BallArena",,"brawl_ball_football.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechanicTanuki","Mechanic","jessie_tanuki_geo.scw",,,"jessie_base_cam.scw","emz_intro_pose.scw",,"JessieTanukiIdle","JessieTanukiWalk","JessieTanukiPrimary","JessieTanukiUltiAttack","JessieTanukiRecoil",,"JessieTanukiUltiRecoil",,"JessieTanukiReload","JessieTanukiPushback","JessieTanukiWin","JessieTanukiWinloop","JessieTanukiLose","JessieTanukiLoseloop","JessieTanukiWin","JessieTanukiWinloop","JessieTanukiIdle","JessieTanukiWin","JessieTanukiWinloop","JessieTanukiWin","JessieTanukiIdle","JessieTanukiIdle","JunkerProfile","JunkerProfile",,,,,,"JessieIdle","JessieIdle","JessieWin","JessieWinLoop","JessieLose","JessieLoseLoop","JessieWin","JessieWinLoop","JessieIdle","JessieWin","JessieWinLoop","JessieWin","JessieStill","JessieIdle",,,,,,,,,"Jessie005Projectile1",,"Jessie005UltiProjectile","jessie_005_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BowDudeHorus","BowDude","bo_falcon_geo.scw",,,"bo_falcon_portrait.scw","emz_intro_pose.scw",,"BoFalconIdle","BoFalconWalk","BoFalconAttack","BoFalconSecondary","BoFalconRecoil",,"BoFalconRecoil2",,,"BoFalconIdle","BoFalconWin","BoFalconWinloop","BoFalconLose","BoFalconLoseloop","BoFalconWin","BoFalconWinloop","BoFalconIdle","BoFalconWin","BoFalconWinloop","BoFalconWin","BoFalconIdle","BoFalconIdle","BoFalconProfile","BoFalconProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bo003Projectile",,"Bo003UltiProjectile","bo_003_atk",,,,"true",,,,,,,,,,,,,,"MineHorus",,,,,,,,,,,,,,,,,,,,,"true"
"BallArenaPSG",,"brawl_ball_football_psg.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryDudeDarkBunny","ArtilleryDude","penny_darkbunny_geo.scw",,,"penny_base_cam.scw","emz_intro_pose.scw",,"ArtilleryGalIdle","ArtilleryGalBunnyWalk","ArtilleryGalPrimary","ArtilleryGalUltiAttack","ArtilleryGalRecoil",,"ArtilleryGalUltiRecoil",,"ArtilleryGalReload","ArtilleryGalPushback","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalLose","ArtilleryGalBunnyLoseloop","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalIdle","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalBunnyWin","ArtilleryGalIdle","ArtilleryGalIdle","ArtilleryGalProfile","ArtilleryGalProfile",,,,,,"PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace",,,,,,,,,"Penny004Projectile",,"Penny004UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryTurretDarkBunny","ArtilleryDudeTurret","bunny_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyAttack",,"ArtilleryBunnyIdle",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnySpawn","ArtilleryBunnyIdle",,"ArtilleryBunnyIdleMenu","ArtilleryBunnySpawn","ArtilleryBunnyIdle","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryIdle","ArtilleryIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"penny_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MummyCollege","Mummy","emz_college_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzWin","EmzWinloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzProfile",,,,,,"EmzIdle","EmzFront","EmzWin","EmzWinLoop","EmzLose","EmzLoseLoop","EmzWin","EmzWinLoop","EmzIdle","EmzWin","EmzWinLoop","EmzIdle","EmzFront","EmzIdle",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperSlowPotDefault","BeeSniperSlowPot","bea_gadget_honeypot_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyAttack",,"ArtilleryBunnyIdle",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnySpawn","ArtilleryBunnyIdle",,"ArtilleryBunnyIdleMenu","ArtilleryBunnySpawn","ArtilleryBunnyIdle","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryIdle","ArtilleryIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechanicTurretTanuki","MechanicTurret","turret_jessie_tanuki_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"Turret","Turret","Turret","Turret","TurretAttack",,"Turret",,"Turret","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretSpawn","TurretIdle","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretIdle","Turret","Turret",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jessie_005_turret_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JessieTurret005Projectile","Turret005Proj",,,,,,,
"BowDudeTotemDefault","BowDudeTotem","bo_gadget_totem_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle",,"8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PamOriginal","MinigunDude","minigunner_geo.scw:body+head+nozzle+hose+backpack",,,"pam_base_cam.scw","emz_intro_pose.scw",,"MinigunnerIdle","MinigunnerWalk","MinigunnerPrimary","MinigunnerSecondary","MinigunnerRecoil",,"MinigunnerRecoil2",,"MinigunnerReload","MinigunnerPushback","MinigunnerWin","MinigunnerWinloop","MinigunnerLose","MinigunnerLoseloop","MinigunnerWin","MinigunnerWinloop","MinigunnerIdle","MinigunnerWin","MinigunnerWinloop","MinigunnerWin","MinigunnerIdle","MinigunnerIdle","MinigunnerProfile","MinigunnerProfile",,,,,,"PamFace","PamFace","PamHappy","PamFace","PamFace","PamFace","PamHappy","PamFace","PamFace","PamHappy","PamFace","PamHappy","PamFace","PamFace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrickshotDudeBazaar","TrickshotDude","rico_dark_geo.scw",,,"rico_dark_cam.scw","emz_intro_pose.scw",,"RicoDarkIdle","RicoDarkWalk","RicoDarkPrimary","RicoDarkSecondary","RicoDarkRecoil",,"RicoDarkRecoil",,"RicoDarkReload","RicoDarkPushback","RicoDarkWin","RicoDarkWinloop","RicoDarkLose","RicoDarkLoseloop","RicoDarkWin","RicoDarkWinloop","RicoDarkIdle","RicoDarkWin","RicoDarkWinloop","RicoDarkWin","RicoDarkIdle","RicoDarkIdle","RicoDarkProfile","RicoDarkProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rico004Projectile",,"Rico004UltiProjectile","rico_004_atk",,"rico_004_ulti",,,,,,,,,,,,,,,,,"Evil_Rick_kill_vo","Evil_Rick_lead_vo","Evil_Rick_start_vo","Evil_Rick_ulti_vo","Evil_Rick_hurt_vo","Evil_Rick_die_vo",,,,,,,,,,,,,,,
