"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Humanoid","Priority"
"JunkerKnightWalk","jessie_renamed_knight_walk.glb","-1","-1","","150","100","100","","true","","1"
"JunkerKnightIdle","jessie_renamed_knight_idle.glb","1","29","","","100","100","","true","",""
"JunkerKnightPrimary","jessie_renamed_knight_attack.glb","1","5","","","","","1","","","spine_lower_s#3"
"JunkerKnightUltiAttack","jessie_renamed_knight_idle.glb","1","29","","","200","200","10","","","5"
"JunkerKnightRecoil","jessie_renamed_knight_attack.glb","5","15","","","25","","100","","","spine_lower_s#4"
"JunkerKnightUltiRecoil","jessie_renamed_knight_idle.glb","1","29","","","200","200","100","","","5"
"JunkerKnightReload","jessie_renamed_knight_idle.glb","1","29","","","200","200","200","","","ChestBone#2"
"JunkerKnightPushback","jessie_knight_pushback.glb","-1","-1","","","100","100","100","","","5"
"JunkerKnightWin","jessie_renamed_knight_win.glb","1","100","","","","","","","",""
"JunkerKnightWinloop","jessie_renamed_knight_win.glb","100","130","","","","","","true","",""
"JunkerKnightBattleWin","jessie_knight_battlewin.glb","1","107","","","","","","","",""
"JunkerKnightBattleWinloop","jessie_knight_battlewin.glb","107","139","","","","","","true","",""
"JunkerKnightLose","jessie_renamed_knight_lose.glb","1","56","","","","","","","",""
"JunkerKnightLoseloop","jessie_renamed_knight_lose.glb","56","70","","","","","","true","",""
"JunkerSummertimeWalk","jessie_renamed_knight_walk.glb","-1","-1","","150","100","100","","true","","1"
"CrowPheonixIdle","crow_phoenix_idle.glb","","-1","","","100","100","","true","",""
"CrowPheonixWalk","crow_phoenix_walk.glb","1","19","","120","100","100","","true","","1"
"CrowPheonixPrimary","crow_phoenix_attack.glb","1","19","","150","66","200","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowPheonixUltiAttack","crow_phoenix_super.glb","","-1","","","50","","200","","","5"
"CrowPheonixRecoil","crow_pheonix_walk.glb","","","","150","","","200","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowPheonixReload","crow_phoenix_walk.glb","1","2","","","200","200","200","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowPheonixPushback","crow_phoenix_walk.glb","","10","","","200","100","200","","","5"
"CrowPheonixWin","crow_phoenix_win.glb","1","180","","","","","","","",""
"CrowPheonixWinloop","crow_phoenix_win.glb","151","180","","","","","","true","",""
"CrowPheonixLose","crow_phoenix_lose.glb","1","168","","","","","200","","",""
"CrowPheonixLoseloop","crow_phoenix_lose.glb","126","168","","","","","","true","",""
"CrowPheonixProfile","crow_phoenix_portrait.glb","","","","","","","","","",""
"TurretWin","turret_dragon_win.glb","1","100","","","","","","","",""
"TurretWinloop","turret_dragon_win.glb","100","130","","","","","","true","",""
"UndertakerGreaserWin","mortis_greaser_win.glb","","80","","","","","","","","1"
"UndertakerGreaserWinloop","mortis_greaser_win.glb","80","110","","","","","","true","","1"
"UndertakerGreaserLose","mortis_greaser_lose.glb","","12","","","","","","","","1"
"UndertakerGreaserLoseloop","mortis_greaser_lose.glb","12","50","","","","","","true","","1"
"UndertakerGreaserIdle","mortis_greaser_idle.glb","","30","","","","","","true","",""
"ShellyPreregIdle","shelly_prereg_idle.glb","","39","","","100","100","","true","",""
"ShellyPreregWalk","shelly_prereg_walk.glb","1","30","","","100","100","","true","","1"
"ShellyPreregPrimary","shelly_prereg_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ShellyPreregSecondary","shelly_prereg_attack.glb","1","5","","","","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShellyPreregRecoil","shelly_prereg_attack.glb","6","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShellyPreregReload","shelly_prereg_reload.glb","1","-1","","","","","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"ShellyPreregPushback","shelly_prereg_pushback.glb","","-1","","","100","100","100","","","5"
"ShellyPreregWin","shelly_prereg_win.glb","1","59","","","","","","","","5"
"ShellyPreregWinloop","shelly_prereg_win.glb","60","102","","","","","","true","","1"
"ShellyPreregLose","shelly_prereg_lose.glb","1","50","","","","","","","","5"
"ShellyPreregLoseloop","shelly_prereg_lose.glb","50","130","","","","","","true","","1"
"BarkeepBankerIdle","barley_banker_idle.glb","","-1","","","100","100","250","true","",""
"BarkeepBankerWalk","barley_banker_walk.glb","","19","","120","100","100","","true","","1"
"BarkeepBankerPrimary","barley_banker_attack1.glb","3","12","","","","","","","","ChestBone#3"
"BarkeepBankerSecondary","barley_banker_attack1.glb","","-1","","","100","50","200","","","ChestBone#3"
"BarkeepBankerRecoil","barley_banker_attack1.glb","3","12","","","10","10","10","","","ChestBone#4"
"BarkeepBankerReload","barley_banker_idle.glb","","-1","","","200","200","200","","","ChestBone#2"
"BarkeepBankerPushback","barley_banker_knockback.glb","","-1","","","100","100","100","","","5"
"BarkeepBankerWin","barley_banker_win1.glb","","40","","","50","250","250","","",""
"BarkeepBankerWinloop","barley_banker_win1.glb","40","100","","","25","","","true","",""
"BarkeepBankerLose","barley_banker_lose1.glb","","-1","","130","","","38","","",""
"BarkeepBankerLoseloop","barley_banker_lose1.glb","60","150","","120","","","","true","",""
"BarkeepBankerWinidleloop","barley_banker_winidleloop.glb","","-1","","","","","","true","",""
"BarkeepBankerProfile","barley_banker_idle.glb","1","1","","","","","","true","",""
"ShellyBanditaIdle","shelly_bandita_idle.glb","","39","","","100","100","","true","",""
"ShellyBanditaWalk","shelly_bandita_walk.glb","1","30","","","100","100","","true","","1"
"ShellyBanditaPrimary","shelly_bandita_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ShellyBanditaSecondary","shelly_bandita_attack.glb","1","5","","","","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShellyBanditaRecoil","shelly_bandita_attack.glb","6","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShellyBanditaReload","shelly_bandita_reload.glb","1","-1","","","","","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"ShellyBanditaPushback","shelly_pushback.glb","","-1","","","100","100","100","","","5"
"ShellyBanditaWin","shelly_bandita_win.glb","1","59","","","","","","","","5"
"ShellyBanditaWinloop","shelly_bandita_win.glb","60","102","","","","","","true","","1"
"ShellyBanditaLose","shelly_bandita_lose.glb","1","50","","","","","","","","5"
"ShellyBanditaLoseloop","shelly_bandita_lose.glb","50","130","","","","","","true","","1"
"LeonIdle","leon_idle.glb","1","28","","","100","100","","true","",""
"LeonWalk","leon_walk.glb","1","29","","170","100","100","","true","","1"
"LeonAttack","leon_attack.glb","1","3","","","","","10","","","spine_lower_s#4"
"LeonSecondary","leon_idle.glb","1","20","","","","","10","","","spine_lower_s#4"
"LeonRecoil","leon_attack.glb","3","7","","","","","10","","","spine_lower_s#4"
"LeonRecoil2","leon_attack.glb","7","11","","","","","10","","","spine_lower_s#4"
"LeonReload","leon_idle.glb","","-1","","","","","100","","","ChestBone#2"
"LeonPushback","leon_pushback.glb","1","34","","","100","100","100","","","5"
"LeonWin","leon_win.glb","1","84","","","","10","100","","","5"
"LeonWinloop","leon_win.glb","84","111","","","10","","","true","","1"
"LeonLose","leon_lose.glb","","100","","","","","","","","5"
"LeonLoseloop","leon_lose.glb","45","95","","","","","","true","","1"
"LeonProfile","leon_base_cam.glb","1","10","","","","","","true","","5"
"LeonIntro","leon_intro_pose.glb","","","","","","","","","",""
"BarkeepWizardIdle","barley_wizard_idle.glb","-1","-1","","","100","100","","true","",""
"BarkeepWizardWalk","barley_wizard_walk.glb","","19","","120","100","100","","true","","1"
"BarkeepWizardPrimary","barley_wizard_attack.glb","5","20","","","","","10","","","spine_lower_s#4"
"BarkeepWizardSecondary","barley_wizard_attack.glb","5","20","","","","","10","","","spine_lower_s#4"
"BarkeepWizardRecoil","barley_wizard_attack.glb","5","20","","","","","50","","","spine_lower_s#4"
"BarkeepWizardReload","barley_wizard_idle.glb","-1","-1","","","","","50","","","ChestBone#2"
"BarkeepWizardPushback","barley_wizard_pushback.glb","-1","-1","","","100","100","100","","","5"
"BarkeepWizardWin","barley_wizard_win.glb","","40","","","","","","","",""
"BarkeepWizardWinloop","barley_wizard_win.glb","40","120","","","","","","true","",""
"BarkeepWizardLose","barley_wizard_lose.glb","-1","-1","","130","","","38","","",""
"BarkeepWizardLoseloop","barley_wizard_lose.glb","60","150","","120","","","","true","",""
"BarkeepWizardProfile","barley_wizard_portrait.glb","1","1","","","","","","","",""
"BearReindeerIdle","bear_reindeer_idle.glb","-1","-1","","","100","100","","true","",""
"BearReindeerWalk","bear_reindeer_walk.glb","1","40","","170","100","100","","true","","1"
"BearReindeerAttack","bear_reindeer_attack.glb","-1","-1","","","100","200","150","","","spine_lower_s#4"
"BearReindeerRecoil","bear_reindeer_attack.glb","-1","-1","","","1","1","50","","","spine_lower_s#4"
"BearReindeerPushback","bear_reindeer_idle.glb","-1","-1","","","200","300","500","","","5"
"BearReindeerWin","bear_reindeer_idle.glb","-1","-1","","","200","300","500","","","5"
"PocoIdle","poco_idle.glb","-1","-1","","","100","100","","true","",""
"PocoWalk","poco_walk.glb","-1","-1","","160","100","100","","true","","1"
"PocoAttack","poco_attack.glb","","5","","","100","100","100","","","spine_lower_s#3"
"PocoSecondary","poco_attack.glb","4","20","","","100","100","100","","","spine_lower_s#3"
"PocoRecoil","poco_attack.glb","4","20","","","100","100","100","","","spine_lower_s#4"
"PocoReload","poco_idle.glb","1","2","","","100","200","200","","","spine_lower_s#2"
"PocoPushback","poco_idle.glb","","-1","","","200","300","500","","","5"
"PocoWin","poco_win.glb","1","30","","","","","","","",""
"PocoWinloop","poco_win.glb","30","90","","","","","","true","",""
"PocoLose","poco_lose.glb","1","15","","","","","","","",""
"PocoLoseloop","poco_lose.glb","15","20","","","","","","true","",""
"PocoProfile","poco_win.glb","1","1","","","","","","","",""
"GeneIdle","gene_anim_idle.glb","","79","","","100","100","","true","",""
"GeneWalk","gene_anim_walk.glb","1","29","","120","100","100","","true","","1"
"GeneAttack","gene_anim_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GeneAttackRecoil","gene_anim_attack.glb","5","20","","","50","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GeneSecondary","gene_anim_super2.glb","1","30","","","","","","true","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GeneSecondaryRecoil","gene_anim_super2.glb","1","30","","","100","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GeneReload","gene_anim_reload.glb","1","25","","","100","200","200","","","spine_lower_s#2"
"GenePushback","gene_anim_idle.glb","","20","","","200","300","500","","","5"
"GeneWin","gene_anim_win.glb","1","119","","","","","","","",""
"GeneWinloop","gene_anim_win.glb","120","204","","","","","","true","",""
"GeneLose","gene_anim_lose.glb","","129","","","100","","","","",""
"GeneLoseloop","gene_anim_lose.glb","130","224","","","","","","true","",""
"GeneProfile","gene_base_cam.glb","1","1","","","","","","","",""
"DarrylIdle","darryl_idle.glb","1","-1","","","100","100","","true","",""
"DarrylWalk","darryl_walk.glb","1","20","","","100","100","","true","","1"
"DarrylPrimary","darryl_attack.glb","","10","","","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylSecondary","darryl_super.glb","","29","","","1","1","1","true","","5"
"DarrylRecoil","darryl_attack.glb","1","10","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylRecoil2","darryl_recoil_02.glb","1","10","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylReload","darryl_idle.glb","","-1","","","800","800","800","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylPushback","darryl_pushback.glb","1","10","","","50","100","200","","","5"
"DarrylWin","darryl_win.glb","-1","-1","","","","","200","","",""
"DarrylWinloop","darryl_winloop.glb","-1","-1","","","","","","true","",""
"DarrylLose","darryl_lose.glb","-1","-1","","","","","200","","",""
"DarrylHide","darryl_win.glb","","1","","","200","200","100","true","",""
"DarrylLoseloop","darryl_lose.glb","45","45","","","","","","true","",""
"DarrylProfile","darryl_win.glb","44","44","","","","","","true","",""
"DarrylCnyIdle","darryl_cny_idle.glb","","-1","","","100","100","","true","",""
"DarrylCnyWalk","darryl_cny_walk.glb","","20","","","100","100","","true","","1"
"DarrylCnyPrimary","darryl_cny_attack.glb","","10","","","50","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylCnySecondary","darryl_cny_super.glb","","29","","","1","1","1","","","5"
"DarrylCnyRecoil","darryl_cny_recoil1.glb","","-1","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylCnyRecoil2","darryl_cny_recoil2.glb","","-1","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylCnyReload","darryl_cny_idle.glb","","-1","","","800","800","800","","","ChestBone#2"
"DarrylCnyPushback","darryl_cny_pushback.glb","","-1","","","50","100","200","","","5"
"DarrylCnyWin","darryl_cny_win.glb","","42","","","","200","200","","",""
"DarrylCnyWinloop","darryl_cny_winloop.glb","1","29","","","200","","","true","",""
"DarrylCnyLose","darryl_cny_lose.glb","","-1","","","","","200","","",""
"DarrylCnyHide","darryl_cny_win.glb","","1","","","200","200","100","true","",""
"DarrylCnyLoseloop","darryl_cny_lose.glb","45","45","","","","","","true","",""
"DarrylCnyProfile","darryl_cny_win.glb","44","44","","","","","","","",""
"UndertakerNightwitchWin","mortis_nightwitch_win.glb","1","77","","","","","","","","1"
"UndertakerNightwitchWinloop","mortis_nightwitch_win.glb","77","106","","","","","","true","","1"
"RoboWarsBaseIdle","siege_renamed_base.glb","-1","-1","","","","","","true","",""
"RoboWarsBaseAttack","siege_base_attack.glb","-1","-1","","","","","1","","","4"
"CarlIdle","carl_idle.glb","","-1","","","100","100","","true","","cart_frame_s#1"
"CarlWalk","carl_walk.glb","","-1","","","100","100","","true","","1"
"CarlAttack","carl_attack.glb","1","5","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlAttackRecoil","carl_attack.glb","5","35","","","100","200","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlSecondary","carl_super.glb","1","59","","","200","200","200","true","","5"
"CarlSecondaryRecoil","carl_super.glb","1","59","","","","","","true","","5"
"CarlReload","carl_attack.glb","17","25","","","100","100","100","","","5"
"CarlPushback","carl_idle.glb","-1","-1","","","200","300","500","","","5"
"CarlWin","carl_win.glb","","-1","","","200","1000","500","","",""
"CarlWinloop","carl_winloop.glb","1","29","","","2000","100","500","true","",""
"CarlLose","carl_lose.glb","","-1","","","100","1000","500","","",""
"CarlLoseloop","carl_loseloop.glb","1","80","","","2000","100","500","true","",""
"CarlProfile","carl_base_cam.glb","1","10","","","","","","true","",""
"ShamanShibaIdle","nita_shiba_idle.glb","1","34","","","100","100","","true","",""
"ShamanShibaWalk","nita_shiba_walk.glb","1","29","","170","100","100","","true","","1"
"ShamanShibaAttack","nita_attack.glb","1","20","","","","","10","","","spine_lower_s#4"
"ShamanShibaSecondary","nita_attack.glb","1","20","","","","","10","","","spine_lower_s#4"
"ShamanShibaRecoil","nita_attack.glb","1","20","","","","","100","","","spine_lower_s#4"
"ShamanShibaReload","nita_idle.glb","-1","-1","","","","","100","","","ChestBone#2"
"ShamanShibaPushback","nita_pushback.glb","-1","-1","","","100","100","100","","","5"
"ShamanShibaWin","nita_shiba_win.glb","1","64","","","","","","","","5"
"ShamanShibaWinloop","nita_shiba_win.glb","65","104","","","200","200","200","true","","1"
"ShamanShibaLose","nita_renamed_lose.glb","1","30","","","","","","","","5"
"ShamanShibaLoseloop","nita_renamed_lose.glb","30","35","","","","","","true","","1"
"BearShibaIdle","bear_shiba_idle.glb","1","59","","","100","100","","true","",""
"RosaIdle","rosa_idle.glb","1","25","","","100","100","","true","",""
"RosaWalk","rosa_walk.glb","1","24","","","100","100","","true","","1"
"RosaAttack","rosa_toon_attack.glb","1","11","","","100","100","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaAttackRecoil","rosa_attack.glb","12","19","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaAttackRecoil2","rosa_attack.glb","20","28","","","1","100","100","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUltRecoil","rosa_ult.glb","","-1","","","1","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUltRecoil2","rosa_detransform.glb","","-1","","","1","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaWin","rosa_win.glb","1","130","","","100","200","100","","",""
"RosaWinloop","rosa_win.glb","131","159","","","500","100","100","true","",""
"RosaLose","rosa_lose.glb","1","49","","","100","100","200","","",""
"RosaLoseloop","rosa_lose.glb","50","79","","","1","100","200","true","",""
"RosaIdle_transform","rosa_idle_transform.glb","1","25","","","100","100","","true","",""
"RosaWalk_transform","rosa_walk_transform.glb","1","24","","","100","100","","true","","1"
"RosaAttack_transform","rosa_attack_transform.glb","1","11","","","100","100","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaAttackRecoil_transform","rosa_attack_transform.glb","12","19","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
