"Name","Loop","AngleToSpawnOffset","FollowParent","FollowParentAngle","FollowBone","IgnoreInitialAngle","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FakeObject3D","GroundBasis","Scale","SWFScaleX","SWFScaleY","EnemyVersion","ChinaReplacement","TargetedAnimation","EffectZ","EffectSpace","TargetOffsetZ","UseForcedZ","ForcedZ"
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_lobby_shake_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_lobby_shake_02",,"Above",,,100,,,,,,,,,,
"alli_def_oc_ulti_invisible",,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_oc_ulti_pond",,,"GroundHigh",,"true",,100,100,"alli_def_oc_ulti_invisible_red",,,,,,,
,,,,,,,,,,,,"Alli_Ulti_Sfx","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_ripple2",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_oc_ulti_pond_sub",,,"GroundHigh",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_ripple",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_splash",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_water_splash",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_dust",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_twinkle",,"Above",,,100,,,,,,,,,,
"alli_def_oc_ulti_invisible_red",,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_oc_ulti_pond_red",,,"GroundHigh",,"true",,100,100,,,,,,,,
,,,,,,,,,,,,"Alli_Ulti_Sfx","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_ripple2_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_oc_ulti_pond_sub_red",,,"GroundHigh",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_ripple_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_splash_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_water_splash_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_oc_ulti_ground_dust_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_twinkle_red",,"Above",,,100,,,,,,,,,,
"alli_def_target",,,"true",,,,,,,,,,"ParticleEmitter",,,"alli_def_target",,"Above",,,100,,,,,,,,,,
"alli_def_ulti_hp_boost",,,"true",,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_boost",,"GroundTop",,"true",100,,,"alli_def_ulti_hp_boost_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_boost_leaves",,"Object",,,100,,,,,,,,,,
"alli_def_ulti_hp_boost_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_boost_red",,"GroundTop",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_boost_leaves_red",,"Object",,,100,,,,,,,,,,
"alli_def_ulti_invisible",,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_atk2_pond",,,"GroundHigh",,"true",,100,100,"alli_def_ulti_invisible_red",,,,,,,
,,,,,,,,,,,,"Alli_Ulti_Sfx","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_atk_ground_ripple2",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_atk2_pond_sub",,,"GroundHigh",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_atk_ground_ripple",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_atk_ground_splash",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_water_splash",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_ground_dust",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_twinkle",,"Above",,,100,,,,,,,,,,
"alli_def_ulti_invisible_red",,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_atk2_pond_red",,,"GroundHigh",,"true",,100,100,,,,,,,,
,,,,,,,,,,,,"Alli_Ulti_Sfx","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_atk_ground_ripple2_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_alli.sc","alli_def_atk2_pond_sub_red",,,"GroundHigh",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_atk_ground_ripple_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_atk_ground_splash_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_water_splash_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_ground_dust_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"alli_def_ulti_twinkle_red",,"Above",,,100,,,,,,,,,,
"alli_dryfire",,,"true",,,,,,,,,"Alli_Dryfire_SFX","Sound",,,,,,,,,,,,,,,,,,
"alli_hunt_mode",,,,,,,,,,,,"Alli_Hunt_Mode","Sound",,,,,,,,,,,,,,,,,,
"alli_hunts_you",,,,,,,,,,,,"Alli_Hunts_You","Sound",,,,,,,,,,,,,,,,,,
"alli_reload",,,"true",,,,,,,,,"Alli_Reload_SFX","Sound",,,,,,,,,,,,,,,,,,
"amber_002_atk",,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_leaf",,"Object",,,100,,,"amber_002_atk_red",,,350,,,,
,,,,,,,,,,,,"Amber_Atk","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_slash",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_slash_2",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_ground_slash",,"GroundLow",,"true",100,,,,,,,,,,
"amber_002_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"bibi_003_ulti_hitenv_cloud",,"Object",,,130,,,"amber_002_atk_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atkend_residual",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atkend_soot",,"GroundLow",,"true",100,,,,,,,,,,
"amber_002_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"bibi_003_ulti_hitenv_cloud_red",,"Object",,,130,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atkend_residual_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atkend_soot",,"GroundLow",,"true",100,,,,,,,,,,
"amber_002_atk_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_leaf_red",,"Object",,,100,,,,,,350,,,,
,,,,,,,,,,,,"Amber_Atk","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_slash_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_slash_2_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_ground_slash",,"GroundLow",,"true",100,,,,,,,,,,
"amber_002_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_trail_smoke_2",,"GroundHigh",,,100,,,"amber_002_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_trail_smoke_1",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atk_trail_amber",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atk_trail_fire",,"Object",,,100,,,,,,,,,,
"amber_002_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_trail_smoke_2_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_trail_smoke_1_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atk_trail_amber_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atk_trail_fire_red",,"Object",,,100,,,,,,,,,,
"amber_002_atkhit",,,,,,,,,,,,,"ParticleEmitter",,,"bibi_003_ulti_hitenv_cloud",,"Object",,,140,,,"amber_002_atkhit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_hit_leaf",,"Above",,,100,,,,,,,,,,
"amber_002_atkhit_red",,,,,,,,,,,,,"ParticleEmitter",,,"bibi_003_ulti_hitenv_cloud_red",,"Object",,,140,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_002_atk_hit_leaf_red",,"Above",,,100,,,,,,,,,,
"amber_002_lobby_fire_sword","true",,,,,,,,,,,,"Effect",,,,"amber_002_lobby_fire_sword1",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_002_lobby_fire_sword2",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_002_lobby_fire_sword3",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_002_lobby_fire_sword4",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_002_lobby_fire_sword5",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_002_lobby_fire_trail",,,,,,,,,,,,,,
"amber_002_lobby_fire_sword1","true",,"true",,"fire_effect_01_s",,,,,,,,"SWF","sc/effects_brawler.sc","amber_def_lobby_fire",,,"Object",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_lobby_spark",,"Object",,,80,,,,,,,,,,
"amber_002_lobby_fire_sword2","true",,"true",,"fire_effect_02_s",,,,,,,,"SWF","sc/effects_brawler.sc","amber_002_lobby_fire1",,,"Object",,,,60,60,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_lobby_spark",,"Object",,,70,,,,,,,,,,
"amber_002_lobby_fire_sword3","true",,"true",,"fire_effect_03_s",,,,,,,,"SWF","sc/effects_brawler.sc","amber_def_lobby_fire",,,"Object",,,,35,35,,,,,,,,
"amber_002_lobby_fire_sword4","true",,"true",,"fire_effect_04_s",,,,,,,,"SWF","sc/effects_brawler.sc","amber_002_lobby_fire1",,,"Object",,,,50,50,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_lobby_spark",,"Object",,,60,,,,,,,,,,
"amber_002_lobby_fire_sword5","true",,"true",,"fire_effect_05_s",,,,,,,,"SWF","sc/effects_brawler.sc","amber_def_lobby_fire",,,"Object",,,,20,20,,,,,,,,
"amber_002_lobby_fire_trail",,,"true",,"fire_effect_02_s",,,,,,,,"ParticleEmitter",,,"amber_002_lobby_trail_fire",,"Object",,,100,,,,,,,,,,
"amber_002_ulti",,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atk_fire",,"Object",,,140,,,"amber_002_ulti_red",,,350,,,,
,,,,,,,,,,,,"Amber_Ulti_Throw","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","amber_def_ulti",,,"Above",,,,100,100,,,,,,,,
"amber_002_ulti_hit",,,,,,,150,50,,,,,"ParticleEmitter",,,"amber_def_ulti_oil",,"GroundLow",,"true",320,,,"amber_002_ulti_hit_red",,,,,,,
,,,,,,,,,,,,"Amber_Ulti_Ground","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_hit_gas",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"barley_def_shards_blue",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"barley_def_atk_impact",,"Above",,,100,,,,,,,,,,
"amber_002_ulti_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oil_red",,"GroundLow",,"true",320,,,,,,,,,,
,,,,,,,,,,,,"Amber_Ulti_Ground","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_hit_gas_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"barley_def_shards_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"barley_def_atk_impact_red",,"Above",,,100,,,,,,,,,,
"amber_002_ulti_oil",,,,,,,,,,,100,,"ParticleEmitter",,,"amber_def_ulti_oil",,"GroundLow",,"true",100,,,"amber_002_ulti_oil_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oil_gas",,"Above",,,100,,,,,,,,,,
"amber_002_ulti_oil_burning","true",,"true",,,,,,,,,,"ParticleEmitter",,,"amber_002_ulti_oilexp_residual",,"Above",,,100,,,"amber_002_ulti_oil_burning_red",,,,,,,
,,,,,,,,,,,,"Amber_Oil_Burn","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_gas",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_gas_dark",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_soot",,"GroundLow",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_amber",,"Above",,,100,,,,,,,,,,
"amber_002_ulti_oil_burning_red","true",,"true",,,,,,,,,,"ParticleEmitter",,,"amber_002_ulti_oilexp_residual_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Amber_Oil_Burn","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_gas_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_gas_dark_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_soot",,"GroundLow",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oilexp_amber_red",,"Above",,,100,,,,,,,,,,
"amber_002_ulti_oil_red",,,,,,,,,,,100,,"ParticleEmitter",,,"amber_def_ulti_oil_red",,"GroundLow",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_oil_gas_red",,"Above",,,100,,,,,,,,,,
"amber_002_ulti_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_atk_fire_red",,"Object",,,140,,,,,,350,,,,
,,,,,,,,,,,,"Amber_Ulti_Throw","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","amber_def_ulti_red",,,"Above",,,,100,100,,,,,,,,
"amber_002_ulti_trail",,,"true",,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_trail",,"Above",,,100,,,"amber_002_ulti_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_trail_ground",,"GroundLow",,"true",100,,,,,,,,,,
"amber_002_ulti_trail_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_trail_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_trail_ground_red",,"GroundLow",,"true",100,,,,,,,,,,
"amber_003_atk",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_gunsmoke",,"Above",,,100,,,"amber_003_atk_red",,,350,,,,
,,,,,,,,,,,,"Amber_Atk","Sound",,,,,,,,,,,,,,,,,,
"amber_003_atk_hit",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_impact",,"Above",,,100,,,"amber_003_atk_hit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_twinkle",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_dust",,"Object",,,100,,,,,,,,,,
"amber_003_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_twinkle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_dust_red",,"Object",,,100,,,,,,,,,,
"amber_003_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_impact",,"Above",,,100,,,"amber_003_atk_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_twinkle",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_dust",,"Object",,,100,,,,,,,,,,
"amber_003_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_twinkle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_hit_dust_red",,"Object",,,100,,,,,,,,,,
"amber_003_atk_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_gunsmoke_red",,"Above",,,100,,,,,,350,,,,
,,,,,,,,,,,,"Amber_Atk","Sound",,,,,,,,,,,,,,,,,,
"amber_003_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_dust",,"Object",,,100,,,"amber_003_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_snowflake",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_twinkle_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_twinkle_02",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_twinkle_03",,"Above",,,100,,,,,,,,,,
"amber_003_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_dust_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_snowflake_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_twinkle_01_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_twinkle_02_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_atk_trail_twinkle_03_red",,"Above",,,100,,,,,,,,,,
"amber_003_ingame_chill","true",,"true",,"fire_effect_s",,,,,,,,"ParticleEmitter",,,"amber_003_ingame_chill",,"Object",,,100,,,"amber_003_ingame_chill_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ingame_chill2",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ingame_twinkle",,"Object",,,100,,,,,,,,,,
"amber_003_ingame_chill_red","true",,"true",,"fire_effect_s",,,,,,,,"ParticleEmitter",,,"amber_003_ingame_chill_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ingame_chill2_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ingame_twinkle_red",,"Object",,,100,,,,,,,,,,
"amber_003_kill",,,"true",,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_death_twinkle",,"Above",,,100,,,"amber_003_kill_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_chill",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_ice_explo",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_ice",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_debris",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_ground",,"GroundTop",,"true",100,,,,,,,,,,
"amber_003_kill_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_death_twinkle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_chill_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_ice_explo_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_ice_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_debris_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_kill_ground_red",,"GroundTop",,"true",100,,,,,,,,,,
"amber_003_lobby_lose",,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_stick_01",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_stick_02",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_head",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_back",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_lose_icesmoke",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_lose_impact",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_lose_snowflake",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_lose_twinkle",,,,,,,,,,,,,,
"amber_003_lobby_lose_icesmoke",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_lobby_lose_icesmoke",,"Above",,,100,,,,,,,,,,
"amber_003_lobby_lose_impact",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_lobby_lose_impact",,"Above",,,100,,,,,,,,,,
"amber_003_lobby_lose_snowflake",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_lobby_lose_snowflake",,"Above",,,100,,,,,,,,,,
"amber_003_lobby_lose_twinkle",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_lobby_lose_twinkle",,"Above",,,100,,,,,,,,,,
"amber_003_lobby_win",,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_stick_01",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_stick_02",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_head",,,,,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"amber_003_lobby_win_back",,,,,,,,,,,,,,
"amber_003_lobby_win_back","true",,"true",,"back_item_01_s",,,,,,,,"ParticleEmitter",,,"amber_003_lobby_win_back_snow",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_lobby_win_icesmoke",,"Object",,,100,,,,,,,,,,
"amber_003_lobby_win_head","true",,"true",,"head_s",,,,,,,,"ParticleEmitter",,,"amber_003_lobby_win_twinkle_head",,"Above",,,100,,,,,,,,,,
"amber_003_lobby_win_stick_01","true",,"true",,"fire_effect_s",,,,,,,,"ParticleEmitter",,,"amber_003_lobby_win_twinkle_stick_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_lobby_win_twinkles",,"Above",,,100,,,,,,,,,,
"amber_003_lobby_win_stick_02","true",,"true",,"charm_s",,,,,,,,"ParticleEmitter",,,"amber_003_lobby_win_twinkle_stick_02",,"Above",,,100,,,,,,,,,,
"amber_003_ulti",,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ulti_smoke",,"Object",,,140,,,"amber_003_ulti_red",,,350,,,,
,,,,,,,,,,,,"Amber_Ulti_Throw","Sound",,,,,,,,,,,,,,,,,,
"amber_003_ulti_hit",,,,,,,150,50,,,,,"ParticleEmitter",,,"amber_003_ulti_oil",,"GroundLow",,"true",320,,,"amber_003_ulti_hit_red",,,,,,,
,,,,,,,,,,,,"Amber_Ulti_Ground","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_hit_gas",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ulti_hit_ice",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"barley_def_atk_impact",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ulti_snow",,"Above",,,100,,,,,,,,,,
"amber_003_ulti_hit_red",,,,,,,150,50,,,,,"ParticleEmitter",,,"amber_003_ulti_oil_red",,"GroundLow",,"true",320,,,,,,,,,,
,,,,,,,,,,,,"Amber_Ulti_Ground","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_def_ulti_hit_gas_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ulti_hit_ice_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"barley_def_atk_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"amber_003_ulti_snow_red",,"Above",,,100,,,,,,,,,,
