"TID","KR"
"TID_USE_AUTOFIRE_TUTORIAL","<ccc0033>빨간색 조이스틱</c>을 탭해서\n가장 가까운 거리에 있는 적을\n공격하세요!"
"TID_BRAWL_BOX_INFO_2","각 브롤 상자에는 신규 브롤러, PP+코인, 또는 스타 파워가 들어있습니다. 또한, 보너스로 토큰 더블러나 이벤트 티켓을 획득할 수도 있습니다.\n\n보상 확률:\n\nPP + 코인 - <NUM1>%\n희귀 브롤러 - <NUM2>%\n초희귀 브롤러 - <NUM3>%\n영웅 브롤러 - <NUM4>%\n신화 브롤러 - <NUM5>%\n전설 브롤러 - <NUM6>%\n스타 파워 - <NUM7>%\n\n각 상자를 열 때마다, 25% 확률로 이벤트 티켓, 9% 확률로 보석, 3% 확률로 토큰 더블러를 획득할 수 있습니다. 스타 파워는 9레벨 브롤러인 경우에만 이용 가능합니다. 특정 유형(예: 희귀 브롤러)의 모든 보상을 잠금 해제하면, 다른 모든 보상의 획득 확률이 증가합니다. 브롤 상자의 공평성을 위해, 전설 브롤러 획득 확률에 영향을 주는 행운 시스템이 존재합니다. 상자에서 신규 브롤러를 획득하지 못했다면, 행운 수치가 증가합니다. 반대로 상자에서 신규 브롤러를 획득할 때마다 획득한 브롤러의 희귀도에 따라 행운 수치가 감소합니다. 행운 수치가 높다면 전설 브롤러를 획득할 확률이 높아지고, 행운 수치가 낮다면 전설 브롤러 획득이 어려워집니다. 모든 플레이어가 공평하게 시작할 수 있도록 초반 브롤 상자의 내용물은 미리 결정되어 있습니다."
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","받기"
"TID_PAGE_FRIENDS_TITLE","친구"
"TID_PAGE_FRIENDS_TITLE2","친구와 함께 전투하세요!"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Facebook에 연동하거나\n게임에서 친구를 찾아\n함께 플레이하세요!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Facebook에 연동하거나\n게임에서 친구를 찾아\n함께 플레이하세요!"
"TID_FRIENDS_TITLE","친구 <COUNT>명"
"TID_FRIENDS_TAB_1","친구"
"TID_FRIENDS_TAB_2","추천"
"TID_FRIENDS_TAB_3","초대"
"TID_TOTAL","합계"
"TID_BRAWL_BOX_INFO_TITLE_2","브롤 상자 정보"
"TID_BRAWL_BOX_INFO_TITLE_3","메가 상자 정보"
"TID_BRAWL_BOX_INFO_3","메가 상자에서 획득하는 보상 종류는 브롤 상자와 비슷하지만 수량은 10배입니다. PP는 일부 브롤러로 분산되어 제공됩니다.\n\n보상 확률:\n\nPP+코인 - <NUM1>%\n희귀 브롤러 - <NUM2>%\n초희귀 브롤러 - <NUM3>%\n영웅 브롤러 - <NUM4>%\n신화 브롤러 - <NUM5>%\n전설 브롤러 - <NUM6>%\n스타 파워 - <NUM7>%\n\n각 상자를 열 때마다, 25% 확률로 이벤트 티켓, 9% 확률로 보석, 3% 확률로 토큰 더블러를 획득할 수 있습니다. 스타 파워는 9레벨 브롤러인 경우에만 이용 가능합니다. 특정 유형(예: 희귀 브롤러)의 모든 보상을 잠금 해제하면, 다른 모든 보상의 획득 확률이 증가합니다. 브롤 상자의 공평성을 위해, 전설 브롤러 획득 확률에 영향을 주는 행운 시스템이 존재합니다. 상자에서 신규 브롤러를 획득하지 못했다면, 행운 수치가 증가합니다. 반대로 상자에서 신규 브롤러를 획득할 때마다 획득한 브롤러의 희귀도에 따라 행운 수치가 감소합니다. 행운 수치가 높다면 전설 브롤러를 획득할 확률이 높아지고, 행운 수치가 낮다면 전설 브롤러 획득이 어려워집니다. 모든 플레이어가 공평하게 시작할 수 있도록 초반 브롤 상자의 내용물은 미리 결정되어 있습니다."
"TID_HERO_BUNDLE_0","쉘리의 비밀 금고"
"TID_HERO_BUNDLE_1","콜트의 권총집"
"TID_HERO_BUNDLE_2","불의 가방"
"TID_HERO_BUNDLE_3","브록의 상자"
"TID_HERO_BUNDLE_4","리코셰의 은행 금고"
"TID_HERO_BUNDLE_5","스파이크의 곡창"
"TID_HERO_BUNDLE_6","발리의 저장고"
"TID_HERO_BUNDLE_7","제시의 고철 더미"
"TID_HERO_BUNDLE_8","니타의 비상금"
"TID_HERO_BUNDLE_9","다이너마이크의 가방"
"TID_HERO_BUNDLE_10","엘 프리모의 금고"
"TID_HERO_BUNDLE_11","금고 특가 상품"
"TID_HERO_BUNDLE_12","크로우의 컬렉션"
"TID_HERO_BUNDLE_13","포코의 주머니"
"TID_HERO_BUNDLE_14","보의 보따리"
"TID_HERO_BUNDLE_15","파이퍼의 손가방"
"TID_HERO_BUNDLE_16","팸의 지갑"
"TID_HERO_BUNDLE_17","타라의 상자"
"TID_HERO_BUNDLE_18","대릴의 배럴"
"TID_OFFER_ALSO_INCLUDES","포함:"
"TID_OFFER_VALUE_TITLE","가치"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","<cff9900>노란색 조이스틱</c>을\n드래그해서 조준하세요!"
"TID_HERO_STATS_TITLE","브롤러 능력치"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","남은 아이템:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","남은 보너스:"
"TID_GATCHA_SCREEN_YOU_GOT","획득:"
"TID_GATCHA_SCREEN_BONUSES","보너스:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","잠금 해제됨!"
"TID_HERO_LIST_ITEM_UPGRADE","업그레이드"
"TID_SHOP_CLAMIMED","획득 완료"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","아이템을 이미 받았습니다!"
"TID_ONLINE","온라인"
"TID_LEADERBOARD","순위표"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\n티켓을 모두 사용했습니다! 상점에서 더 구매하세요!"
"TID_HERO_LIST_NEW","신규"
"TID_CLUSTER_BOMB_DUDE","호버보드"
"TID_HAMMER_DUDE","프랭크"
"TID_HOLD_PHONE_LIKE_THIS","기기를 이렇게 잡으세요."
"TID_HINT_FINGER_TAP_TAP","탭하세요!"
"TID_HINT_FINGER_DRAG","드래그해서 조준"
"TID_MOVE_HERE","여기로 이동하세요."
"TID_HINT_HEADER","TIP:"
"TID_HINT_0","<ccc0033>빨간색 조이스틱</c>을 탭해서 가까이 있는 대상을 자동 조준 할 수 있습니다."
"TID_HINT_1","<cff9900>노란색 조이스틱</c>을 탭해서 가장 가까이 있는 대상에게 특수 공격을 자동 조준할 수 있습니다."
"TID_HINT_2","<ccc0033>빨간색 조이스틱</c>을 드래그해서 공격을 조준할 수 있습니다."
"TID_HINT_3","<cff9900>노란색 조이스틱</c>을 드래그해서 특수 공격을 조준할 수 있습니다."
"TID_HINT_4","조이스틱을 중앙으로 다시 가져오면 조준을 취소할 수 있습니다."
"TID_HINT_5","매치메이킹은 플레이하는 브롤러의 트로피 수를 기반으로 하기 때문에 신규 브롤러를 얻은 후에는 트로피 수를 올리기가 쉬워집니다."
"TID_HINT_6","브롤러를 더 많이 획득할수록 총 트로피 수를 올리기 쉬워지고, 더 많은 보상을 얻을 수 있습니다!"
"TID_HINT_7","파이퍼는 대상이 멀리 있을수록 더 큰 피해를 줍니다."
"TID_HINT_8","발리의 특수 공격은 근거리에서 특히 강력합니다. 가까이 있는 적에게 병을 던지세요!"
"TID_HINT_9","리코셰의 탄환은 튕겨 나올 때마다 더 멀리 이동합니다."
"TID_HINT_10","오른쪽 화면 어디서든 사용 가능한 <ccc0033>빨간색 조이스틱</c>을 사용해 공격할 수 있습니다."
"TID_HINT_11","일반 및 특수 공격 모두 탭으로 자동 조준하거나, 드래그해서 수동 조준할 수 있습니다."
"TID_HINT_12","대상이 움직이는 방향으로 조준하는 것이 좋습니다."
"TID_HINT_13","조준할 시간이 없을 때 빠르게 반응하기 위해 자동 조준을 사용하면 좋습니다."
"TID_HINT_14","자동 조준은 가까이 있는 대상을 공격하기에 좋습니다."
"TID_HINT_15","덤불에 숨어 있어도 적이 가까이 다가오면 들킬 수 있습니다."
"TID_HINT_16","자동 조준은 직선상 가장 근접한 대상을 공격합니다. 대상의 움직임은 예상하지 않습니다."
"TID_HINT_17","덤불에 조준 공격해서 적이 숨어있는지 확인할 수 있습니다."
"TID_HINT_18","자동 조준은 가만히 있는 대상을 공격하기에 좋습니다."
"TID_HINT_19","자동 조준은 자신과 일직선 방향으로 이동하는 대상을 공격하기에 좋습니다."
"TID_HINT_20","덤불 안에 숨어있을 때 적을 공격하거나 피해를 입으면 위치가 노출됩니다."
"TID_HINT_21","적을 피해 덤불 안에 숨을 수 있습니다."
"TID_HINT_22","사거리 내에 대상이 없더라도 자동 조준을 사용할 수 있습니다."
"TID_VS_TUTORIAL","<ce662f9>보석</c>을\n모두 모으세요!"
"TID_USE_MANUAL_FIRE_TUTORIAL","<ccc0033>빨간색 조이스틱</c>을 드래그하면\n조준할 수 있습니다!"
"TID_TUTORIAL_GOOD_JOB_2","잘했어요!\n<cff6633>주황색 바</c>는 남은 탄환입니다.\n최대한 빨리 재장전할게요!"
"TID_TUTORIAL_GOOD_JOB_3","잘했어요! 적을 공격하면\n<cff9900>특수 공격</c>이 충전됩니다!"
"TID_TUTORIAL_GOOD_JOB_4","잘했어요!"
"TID_SPECTATE_PLAYER_BUTTON","관전"
"TID_SPECTATE_FAILED","관전 실패"
"TID_ACCOUNT_DISABLED_TEXT","계정 비활성화"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","해당 계정은 삭제 요청에 따라 비활성화되었으며, 더는 복구할 수 없습니다."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","해당 계정은 활동하지 않아 비활성화되었으며, 더는 복구할 수 없습니다."
"TID_ACCOUNT_DELETION_WARNING_TITLE","계정 삭제 경고"
"TID_ACCOUNT_DELETION_WARNING_TEXT","요청에 따라 계정이 곧 비활성화됩니다. 계정 비활성화 요청을 취소하고 싶다면, 도움말 및 지원을 통해 요청을 취소해주세요."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","요청에 따라 계정이 곧 비활성화됩니다. 계정 비활성화 요청을 취소하고 싶다면, 도움말 및 지원을 통해 요청을 취소해주세요."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","해당 클럽에 이미 가입했습니다!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","클럽 변경"
"TID_CONFIRM_CHANGE_CLAN","이미 다른 클럽에 가입했습니다! 클럽을 변경하시겠습니까?"
"TID_CONFIRM_CLAN_FULL_TITLE","클럽 정원 충족!"
"TID_CONFIRM_CLAN_FULL","<clan> 클럽에 가입할 수 없습니다. 인원이 다 찼습니다!"
"TID_BUTTON_CHANGE","변경"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","클럽에 가입하려면 튜토리얼을 완료하세요!"
"TID_CLAN_INTRO_INVITE","초대 공유"
"TID_INVITE_CLAN_TOKEN_ERROR","초대 생성 중 오류 발생"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","클럽 대표만 신규 멤버를 초대할 수 있습니다!"
"TID_FRIENDS_FACEBOOK_CONNECT","연동"
"TID_FRIENDS_PAGE_INVITE","초대 공유"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","링크를 눌러 브롤스타즈에서 <name> 님과 함께 팀에 참가하세요!"
"TID_SHARE_GAME_ROOM_POST_TITLE","팀 초대"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","팀 코드가 클립보드에 복사되었습니다!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","확인"
"TID_TEAM_INVITE_BUTTON_LABEL","코드 공유"
"TID_TEAM_INVITE_EXPIRED","<NAME> 님이 보낸 초대가 만료되었습니다!"
"TID_TEAM_INVITATION_POPUP_TITLE","팀 초대"
"TID_TEAM_INVITATION_POPUP_ACCEPT","수락"
"TID_TEAM_INVITATION_POPUP_REJECT","거절"
"TID_TEAM_INVITATION_POPUP_MUTE","10분간 <NAME> 차단"
"TID_BATTLE_ROYALE_5","호수 천국"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","전투 토큰\n모두 소진"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","해당 버전에서는 현실 재화를 통한 아이템 구매가 불가능합니다."
"TID_SHOP_CHINA_WARNING","경고: 게임은 즐겁고 올바르게 이용하세요!"
"TID_GATCHA_AD_STATUS_VIEW","광고를 보고\n보상 하나를 두 배로!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","더 많은 보상을 획득하세요!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","일일 광고 보기를 모두 사용했습니다."
"TID_GATCHA_AD_STATUS_NO_VIDEO","이용 가능한 광고가 없습니다."
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","계속하기"
"TID_AD_DOUBLER_TITLE","두 배로 받을 보상을 선택하세요!"
"TID_AD_DOUBLER_CONTINUE","계속하기"
"TID_GATCHA_CONTINUE","계속하기"
"TID_HINT_23","일부 브롤러는 특정 맵과 이벤트에서 더 유리할 수 있습니다."
"TID_HINT_24","일반적으로 원거리 공격 브롤러는 열린 공간의 맵에서 유리합니다."
"TID_HINT_25","일반적으로 근거리 공격 브롤러는 장애물과 덤불이 있는 맵에서 유리합니다."
"TID_SPEC_ABI_SELF_DESTRUCT","마지막 한 방"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","페니의 대포가 파괴되면 엄청난 폭탄 세례를 퍼붓습니다. 폭탄당 피해량: <c00cc00><VALUE1></c>"
"TID_EVENT_LIST_BRAWL","플레이"
"TID_INVITE_COPIED_TO_CLIPBOARD","초대 링크가 클립보드에 복사되었습니다!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","확인"
"TID_FRIEND_INVITE_POST_MESSAGE","링크를 눌러 브롤스타즈에서 <friend> 님을 친구로 추가하세요!"
"TID_FRIEND_INVITE_POST_TITLE","친구 초대"
"TID_ALLIANCE_JOIN_POST_MESSAGE","링크를 눌러서 브롤스타즈 클럽에 가입하세요!"
"TID_ALLIANCE_JOIN_POST_TITLE","친구를 내 클럽에 초대하세요!"
"TID_KEY_BAR_FULL","토큰 <VALUE>개 획득 가능! 전투를 시작하세요!"
"TID_HOMESCREEN_MODE_LOCKED","총 트로피 <COUNT>개를 모아 이곳에서 전투하세요!"
"TID_GAMEROOMS_PLAYERS_ONLINE","온라인 친구: <count>"
"TID_ARTILLERY_DUDE_SHORT_DESC","SHARPSHOOTER"
"TID_HAMMER_DUDE_SHORT_DESC","HEAVYWEIGHT"
"TID_HAMMER_DUDE_DESC","적에게 망치를 휘둘러 충격파를 쏩니다. 특수 공격의 강력한 타격으로 적을 기절시킵니다!"
"TID_HAMMER_DUDE_WEAPON","해머링"
"TID_HAMMER_DUDE_WEAPON_DESC","망치를 들어 올리는 데 시간이 조금 걸리지만, 한 번 내리치면 강력한 충격파가 발생합니다."
"TID_HAMMER_DUDE_ULTI","충격타"
"TID_HAMMER_DUDE_ULTI_DESC","강력한 타격으로 충격파를 내보내 지형물을 파괴하고 일정 시간 동안 적을 기절시킵니다."
"TID_SPEC_ABI_STEAL_SOULS2","파워 그랩"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","프랭크는 처치한 적 브롤러의 파워를 흡수할 수 있습니다. 적의 파워를 흡수하면 <VALUE2>초 동안 피해량이 <c00cc00><VALUE1>%</c> 증가합니다!"
"TID_ONLINE_FRIENDS_TITLE","온라인 플레이어"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","마지막까지 살아남은 최후의 팀이 되세요!"
"TID_VS_TEAM_SHOWDOWN","마지막까지\n살아남으세요!"
"TID_FIRST_WIN","스타 토큰"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","1위 달성!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","트로피 <count>개에서 잠금 해제하세요!"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","트로피 진척도"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","받기"
"TID_LEAGUE_NAME_0","우드"
"TID_LEAGUE_NAME_1","브론즈"
"TID_LEAGUE_NAME_2","실버"
"TID_LEAGUE_NAME_3","골드"
"TID_LEAGUE_NAME_4","다이아몬드"
"TID_LEAGUE_NAME_5","마스터"
"TID_LEAGUE_NAME_6","엘리트"
"TID_LEAGUE_NAME_7","올스타"
"TID_SPECIAL_EVENTS","일일 이벤트"
"TID_SPECIAL_EVENT","특별 이벤트:"
"TID_SPECIAL_EVENT_DESC","일일 이벤트가 진행 중인지 매일 확인해 보세요!"
"TID_SPECIAL_EVENTS_MOD","특별 이벤트"
"TID_SPECIAL_EVENT_MOD_DESC","특별 이벤트가 진행 중인지 자주 확인해 보세요!"
"TID_PLAYING_AGAIN","다시 플레이 <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","다시 플레이"
"TID_BRAWL_BOX_INFO_TITLE_1","대형 상자 정보"
"TID_BRAWL_BOX_INFO_1","대형 상자에서 획득하는 보상 종류는 브롤 상자와 비슷하지만 수량은 3배입니다. PP는 일부 브롤러로 분산되어 제공됩니다.\n\n보상 확률:\n\nPP+코인 - <NUM1>%\n희귀 브롤러 - <NUM2>%\n초희귀 브롤러 - <NUM3>%\n영웅 브롤러 - <NUM4>%\n신화 브롤러 - <NUM5>%\n전설 브롤러 - <NUM6>%\n스타 파워 - <NUM7>%\n\n각 상자를 열 때마다, 25% 확률로 이벤트 티켓, 9% 확률로 보석, 3% 확률로 토큰 더블러를 획득할 수 있습니다. 스타 파워는 9레벨 브롤러인 경우에만 이용 가능합니다. 특정 유형(예: 희귀 브롤러)의 모든 보상을 잠금 해제하면, 다른 모든 보상의 획득 확률이 증가합니다. 브롤 상자의 공평성을 위해, 전설 브롤러 획득 확률에 영향을 주는 행운 시스템이 존재합니다. 상자에서 신규 브롤러를 획득하지 못했다면, 행운 수치가 증가합니다. 반대로 상자에서 신규 브롤러를 획득할 때마다 획득한 브롤러의 희귀도에 따라 행운 수치가 감소합니다. 행운 수치가 높다면 전설 브롤러를 획득할 확률이 높아지고, 행운 수치가 낮다면 전설 브롤러 획득이 어려워집니다. 모든 플레이어가 공평하게 시작할 수 있도록 초반 브롤 상자의 내용물은 미리 결정되어 있습니다."
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","스타 토큰 10개를 모아\n대형 상자를 획득하세요!"
"TID_HERO_BUNDLE_19","페니의 보물"
"TID_HERO_BUNDLE_20","프랭크의 선택"
"TID_KEY_BAR_INFO","전투에서 획득할 수 있는 <c33a5d7>토큰</c> 개수입니다.\n\n토큰은 브롤 상자를 여는 데 사용됩니다."
"TID_NEW_ONLINE_FRIEND","온라인 플레이어"
"TID_NEW_GAME_ROOM","신규 팀"
"TID_KEY_BAR_TITLE","전투에서 획득 가능한 토큰"
"TID_PLAYAGAIN_QUIT","나가기"
"TID_BATTLE_END_WAITING","다른 플레이어를 기다리는 중"
"TID_ERROR_REPLAY_WAITING","리플레이가 보류 중입니다."
"TID_ERROR_REPLAY_NOT_POSSIBLE","리플레이를 볼 수 없습니다."
"TID_ERROR_SPECTATE_WAITING","관전 보류 중"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","현재 전투 중이 아닙니다!"
"TID_FIRST_WIN_INFO_SURVIVAL","다른 플레이어를 상대로 상위 4명 안에 들어 <cff8E1b>스타 토큰</c>을 획득하세요!"
"TID_TEAM_POPOVER_YOUR_ROOM","내 팀입니다!"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","현재 팀은 전투 중이 아닙니다!"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","팀 참가 실패: 이미 참가한 팀입니다."
"TID_TEAM_AD_JOIN_FAIL_FULL","팀 참가 실패: 팀이 가득 찼습니다."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","게임 시작 실패: 티켓이 부족합니다."
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","해당 이벤트는 팀으로 플레이할 수 없습니다."
"TID_GAME_MODE_UNLOCKED","잠금 해제!"
"TID_ERROR_SPECTATE_DISABLED","기술적인 문제로 관전이 일시적으로 불가능합니다."
"TID_SPECTATE_FOLLOW","눌러서 팔로우:"
"TID_SPECTATE_FOLLOWING","팔로잉:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","첫 전투에서 <cff8E1b>스타 토큰</c>을 획득하세요!"
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","다른 플레이어를 상대로 상위 2명 안에 들어 <cff8E1b>스타 토큰</c>을 획득하세요!"
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","솔로에서 상위 4명, 듀오에서 상위 2팀 안에 들어 <cff8E1b>스타 토큰</c>을 획득하세요!"
"TID_CONNECTING_WAIT_FOR_SPECTATE","관전을 기다리는 중..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","광고 보고\n보상 1개를 두 배로!\n오늘 남은 광고 보기: <VIEWCOUNTREM>"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","광고 보고\n보상 1개를 두 배로!\n오늘 남은 광고 보기: <VIEWCOUNTREM>"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","더 많은 보상을 획득하세요!\n오늘 남은 광고 보기: <VIEWCOUNTREM>"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","더 많은 보상을 획득하세요!\n오늘 남은 광고 보기: <VIEWCOUNTREM>"
"TID_CANNON_DAMAGE","대포 피해량"
"TID_CANNON_HEALTH","대포 HP"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","해당 플레이어가 보류 중인 친구 요청이 너무 많습니다. 나중에 다시 시도해 주세요."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","친구 요청을 너무 많이 보냈습니다. 요청 1개를 삭제하고 다시 시도해 주세요."
"TID_ADD_FRIEND_ERROR_GENERIC","친구 초대를 보내지 못했습니다. 나중에 다시 시도해 주세요."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","추가하려는 플레이어가 존재하지 않습니다."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","자기 자신을 친구로 초대할 수 없습니다!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","친구에게 친구가 너무 많이 있습니다. 나중에 다시 시도해 주세요."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","친구가 너무 많이 있습니다. 새로운 친구를 추가하고 싶다면 친구 1명을 삭제하세요."
"TID_HINT_26","페니의 일반 공격은 적이 일렬로 서있는 경우 더 큰 피해를 줄 수 있습니다."
"TID_HINT_27","매치 전에 팀을 구성하면, 미리 계획을 짜고 브롤러를 조합해 볼 수 있습니다."
"TID_HINT_28","친선 게임에서 이벤트를 연습해보세요!"
"TID_HINT_29","새로운 팀원과의 매치가 마음에 들면, \q다시 플레이\q를 눌러 같은 팀원과 다시 플레이할 수 있습니다."
"TID_HINT_30","친선 게임에서는 모든 이벤트와 맵을 선택할 수 있습니다. 브롤러도 최대 레벨입니다!"
"TID_HINT_31","프랭크의 일반 및 특수 공격은 사용하기까지 시간이 걸립니다. 도중에 상대방이 프랭크의 사거리에서 벗어날 수 있습니다."
"TID_EXPERIENCE","XP"
"TID_HINT_32","티켓 이벤트 참가에는 토큰 대신 티켓이 소모됩니다."
"TID_HINT_33","클럽 멤버 목록에서 멤버에게 친구 초대를 보낼 수 있습니다."
"TID_HINT_34","같은 팀의 멤버에게 친구 초대를 보내보세요!"
"TID_HINT_35","같이 플레이한 플레이어가 마음에 든 경우, 추천 친구 목록에서 내 친구로 초대할 수 있습니다."
"TID_HINT_36","같은 팀의 멤버에게 친구 초대를 보내보세요!"
"TID_HINT_37","홍보 버튼을 사용해 친구들과 클럽 멤버들에게 팀을 홍보하세요!"
"TID_COOP_GENERATED","럼블 아레나"
"TID_MECHANIC_KNIGHT_SKIN","용의 기사 제시"
"TID_FRANK_CAVEMAN_SKIN","원시인 프랭크"
"TID_SOLO","솔로"
"TID_DUO","듀오"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","친구 목록이 가득 찼습니다."
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","초대가 너무 많습니다. 나중에 다시 시도해주세요."
"TID_INVITE_FRIEND_TOKEN_ERROR","친구 초대 오류"
"TID_GOLDRUSH_9","다크 풀"
"TID_TEAM_JOIN_FINISH_TUTORIAL","팀에 참가하려면 튜토리얼을 완료하세요!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","로그인 실패"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","해당 국가에서 브롤스타즈 베타 버전을 더는 사용할 수 없습니다! 다음에 다시 확인해주세요!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","확인"
"TID_CROW_PHEONIX_SKIN","불사조 크로우"
"TID_MECHANIC_SUMMER_SKIN","바캉스 제시"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_FREE_BOX_AVAILABLE_0","무료 보상이 기다리고 있습니다!"
"TID_FREE_BOX_AVAILABLE_1","지금 무료 보상을 획득하세요!"
"TID_FREE_BOX_AVAILABLE_2","무료 보상이 사라지기 전에 획득하세요!"
"TID_FREE_BOX_AVAILABLE_3","무료 보상이 기다리고 있습니다!"
"TID_FREE_BOX_AVAILABLE_4","지금 무료 보상을 받으세요!"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","락스타 콜트"
"TID_ROCKET_BEACH_SKIN_SHOP","해변의 브록"
"TID_CACTUS_PINK_SKIN_SHOP","핑크 스파이크"
"TID_SHAMAN_PANDA_SKIN_SHOP","판다 니타"
"TID_CROW_WHITE_SKIN_SHOP","화이트 크로우"
"TID_BULL_HAIR_SKIN_SHOP","바이킹 불"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","골드 리코셰"
"TID_BARKEEP_GOLD_SKIN_SHOP","골드 발리"
"TID_LUCHADOR_RUDO_SKIN_SHOP","엘 루도 프리모"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","도적 쉘리"
"TID_LUCHADOR_KING_SKIN_SHOP","엘 레이 프리모"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","용의 기사 제시"
"TID_FRANK_CAVEMAN_SKIN_SHOP","원시인 프랭크"
"TID_MECHANIC_SUMMER_SKIN_SHOP","바캉스 제시"
"TID_CROW_PHEONIX_SKIN_SHOP","불사조 크로우"
"TID_GOLDRUSH_10","메아리 동굴"
"TID_BANKHEIST_5","여기저기 울타리"
"TID_BATTLE_ROYALE_D7","폭풍 쇼핑"
"TID_BATTLE_ROYALE_8","무인도 침략"
"TID_BATTLE_ROYALE_6","우당탕 진흙탕"
"TID_CLAN_CHAT_JUMP_TO_NEW","신규 메시지 <count>개"
"TID_CLAN_CHAT_NEW","신규"
"TID_BANKHEIST_6","포크아웃"
"TID_GOLDRUSH_11","침수된 광산"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","브롤스타즈 베타 버전을 Google Play 스토어(일부 국가에서만 이용 가능)에서 다운로드해야 합니다. 루팅된 기기는 지원되지 않습니다. 나중에 다시 확인해 주세요!"
"TID_RATE_APP_MESSAGE_ANDROID","Google Play 스토어에서 브롤스타즈에 대한 평점과 리뷰를 남겨주세요!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","신규 Google Play 로그인"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","진행 중인 게임 정보를 이 Google Play 계정에 저장하시겠습니까?"
"TID_SHOWDOWN_END","쇼다운!"
