"TID","FI"
"TID_BARKEEP_DESC","Barley hyökkää paiskomalla vastustajaansa pulloilla, joiden roiskeet tekevät aluetuhoa. Hänen supervoimansa on joukko palavia pulloja."
"TID_BARKEEP_WEAPON","VÄKEVÄ PAUKKU"
"TID_BARKEEP_WEAPON_DESC","Barley nakkaa pullon, joka hajoaa maahan. Vastustajat vahingoittuvat roiskeista, ja lätäkössä seisoskelu aiheuttaa lisää tuhoa."
"TID_BARKEEP_ULTI","VALOMERKKI"
"TID_BARKEEP_ULTI_DESC","Barley humauttaa matkaan joukon palavia pulloja, ja laaja alue peittyy liekkeihin. Talo tarjoaa tämän kierroksen!"
"TID_MECHANIC","JESSIE"
"TID_MECHANIC_DESC","Jessien sokkikivääri ampuu energiakenttiä, jotka pomppaavat vastustajasta toiseen. Supertaidollaan hän lähettää matkaan suloisen mutta kuolettavan tykkitornin."
"TID_MECHANIC_WEAPON","SOKKIKIVÄÄRI"
"TID_MECHANIC_WEAPON_DESC","Jessie ampuu energiakentän, joka maaliin osuttuaan ponnahtaa seuraavaan kantaman sisällä olevaan kohteeseen ja voi osua jopa kolmeen vastustajaan. Jokainen ponnahdus aiheuttaa <damageDecayChain> vähemmän vahinkoa kuin edellinen."
"TID_MECHANIC_ULTI","ROMUREKKU"
"TID_MECHANIC_ULTI_DESC","Jessie lähettää matkaan tykkitornin, joka ampuu vastustajia automaattisesti. Se on 100-prosenttisesti kierrätystuote!"
"TID_SHAMAN","NITA"
"TID_SHAMAN_DESC","Nita jyräyttää vastustajaansa intensiivisellä paineaallolla. Supervoimallaan hän kutsuu avukseen valtavan karhun."
"TID_SHAMAN_WEAPON","SOKKIAALTO"
"TID_SHAMAN_WEAPON_DESC","Nita lähettää sokkiaallon, joka vahingoittaa vastustajia värähtelyllä."
"TID_SHAMAN_ULTI","KARHUN KUTSU"
"TID_SHAMAN_ULTI_DESC","Nita kutsuu suuren karhunpoikasen hengen mukaan vihollisjahtiin."
"TID_UNDERTAKER","MORTIS"
"TID_UNDERTAKER_DESC","Mortis syöksyy eteenpäin lapionheilautus kerrallaan. Supervoimansa avulla hän lähettää matkaan lepakkoparven, joka vahingoittaa vastustajia ja parantaa häntä itseään."
"TID_UNDERTAKER_WEAPON","LAPION HEILAUTUS"
"TID_UNDERTAKER_WEAPON_DESC","Mortis syöksyy eteenpäin heiluttaen lapiotaan letkeästi potentiaalisten uusien asiakkaiden toivossa."
"TID_UNDERTAKER_ULTI","VERENIMIJÄT"
"TID_UNDERTAKER_ULTI_DESC","Mortis kutsuu paikalle parven vampyyrilepakoita, jotka imevät vastustajarämäpäiltä elinvoimaa ja palauttavat hänen omansa. Karmeaa!"
"TID_CROW","CROW"
"TID_CROW_DESC","Crow sinkauttaa matkaan kolme myrkkytikaria. Hänen supervoimansa on loikka, jonka alussa ja lopussa hän heittää tikareita."
"TID_CROW_WEAPON","KOLMOISSTILETTI"
"TID_CROW_WEAPON_DESC","Crow paiskoo kolmoisuhan tikareillaan. Vastustaja, jota myrkkytikari viiltää, kärsii pitkäkestoista vahinkoa, jonka vaikutuksen ajan parannus tehoaa vähemmän."
"TID_CROW_ULTI","SURMANSYÖKSY"
"TID_CROW_ULTI_DESC","Crow tavoittelee taivaita ja heittää ympärilleen myrkkytikareita sekä nousun että laskeutumisen aikana."
"TID_DEAD_MARIACHI","POCO"
"TID_DEAD_MARIACHI_DESC","Poco vahingoittaa vastustajiaan ääniaalloilla. Supervoimallaan hän parantaa sekä itseään että joukkuekavereitaan."
"TID_DEAD_MARIACHI_WEAPON","RIITASOINTU"
"TID_DEAD_MARIACHI_WEAPON_DESC","Poco rämpyttää kitaraansa ja lähettää matkaan vavisuttavia ääniaaltoja. Vastustajat, joihin aallot koskevat, vahingoittuvat."
"TID_DEAD_MARIACHI_ULTI","KERTOSÄE"
"TID_DEAD_MARIACHI_ULTI_DESC","Poco parantaa piristävällä laululla itseään ja kaikkia kuuloetäisyydellä olevia kavereitaan. Vastustajaan laulu ei vaikuta."
"TID_BOW_DUDE","BO"
"TID_BOW_DUDE_DESC","Bo ampuu vastustajiaan kohti kolme räjähtävää nuolta. Supervoimaansa käyttäessään hän piilottaa maahan kolme räjähtävää miinaa."
"TID_BOW_DUDE_WEAPON","HAUKAN KATSE"
"TID_BOW_DUDE_WEAPON_DESC","Bo lähettää matkaan kolme räjähtävää nuolta, jotka raatelevat vastustajaa kuin kotkan kynnet."
"TID_BOW_DUDE_ULTI","RÄJÄHDEANSA"
"TID_BOW_DUDE_ULTI_DESC","Bo piilottaa räjähtäviä ansoja maahan. Vastustajan laukaisemana ansa räjähtää pienen viiveen jälkeen ja vahingoittaa taaksepäin sinkoutuvia vastustajia."
"TID_SNIPER","PIPER"
"TID_SNIPER_DESC","Piperin tarkka-ampujan laukaukset tekevät sitä enemmän vahinkoa, mitä pidemmälle ne lentävät. Supervoimallaan hän tiputtaa jalkojensa juureen kranaatteja ja loikkaa itse loitommalle."
"TID_SNIPER_WEAPON","VARJOPYSSY"
"TID_SNIPER_WEAPON_DESC","Piper ampuu tarkka-ampujan luodin päivävarjonsa kärjestä. Mitä pidemmälle laukaus matkustaa, sitä enemmän siinä on ytyä."
"TID_SNIPER_ULTI","LEIDIN LOIKKA"
"TID_SNIPER_ULTI_DESC","Piper pomppii loitommalle tunkeilevista kosiskelijoista. Hän on kuitenkin oikea leidi, joka lähettää sydämellisenä läksiäislahjana pikku kranaattitervehdyksen!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam ampuu lonkalta, ja vastustaja saa maistaa annoksen sirpaleita. Hänen supervoimansa on parantava tykkitorni, joka palauttaa elinvoimaa hänelle itselleen ja joukkuekavereille."
"TID_MINIGUN_DUDE_WEAPON","ROMUMYRSKY"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam lennättää metalliromua ryöppyinä laajalle alueelle. Suosittelemme suojalasien käyttöä!"
"TID_MINIGUN_DUDE_ULTI","LINTUKOTO"
"TID_MINIGUN_DUDE_ULTI_DESC","Pamin parantava tykkitorni hoitaa kuntoon hänet itsensä sekä vaikutusalueella olevat joukkuekaverit."
"TID_BONE_THROWER","LUUNHEITTÄJÄ"
"TID_BONE_THROWER_DESC","Tässä tykkikaverissa ei ole mitään minimaalista! Massiivista konekivääriä näppärästi käyttelevä Minigunner voi niittää melkein miten monta vastustajaa tahansa. (Hidasliikkeinen, immuuni työntämiselle)"
"TID_BONE_THROWER_WEAPON","PIKKUPYSSY"
"TID_BONE_THROWER_WEAPON_DESC","Minigunner tekee tämän valtavan konekiväärin käyttämisestä helppoa. Hän voi jopa kävellä tulittaessaan automaatilla!"
"TID_BONE_THROWER_ULTI","LAASTARISÄILIÖ"
"TID_BONE_THROWER_ULTI_DESC","Toisinaan tiukassa tulitaistelussa saa naarmuja ja ruhjeita. Laastarisäiliö pitää koko joukkueen taistelukunnossa!"
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Tara sivaltaa vastustajiaan kolmoiskorttihyökkäyksellä. Hänen supervoimansa on musta aukko, johon imeytyessään vastustajat vahingoittuvat."
"TID_BLACK_HOLE_WEAPON","KOLMOSET"
"TID_BLACK_HOLE_WEAPON_DESC","Tara heittää kolme sivaltavaa tarot-korttia vastustajia kohti yhdellä ranneliikkeellä. Aikamoinen korttitemppu!"
"TID_BLACK_HOLE_ULTI","MUSTA AUKKO"
"TID_BLACK_HOLE_ULTI_DESC","Tara luo hämmästyttäviä mustia aukkoja! Vaikutusalueella olevat vastustajat imeytyvät aukkoon ja törmäävät kivuliaasti toisiinsa."
"TID_TURRET_DAMAGE","Tykkitornin tuhovoima"
"TID_TURRET_HEALTH","Tykkitornin elinvoima"
"TID_STAT_DAMAGE_PER_SECOND","Tuhovoima sekunnissa"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Tuhovoima sekunnissa"
"TID_STAT_DAMAGE_PER_STRIKE","Tuhovoima iskua kohti"
"TID_ROBOT","APULAISSHERIFFI IRONS"
"TID_ROBOT_DESC","Luotu palvelemaan. Palveluksessa tuhotakseen."
"TID_ROBOT_WEAPON","SALARAKETTI"
"TID_ROBOT_WEAPON_DESC","Apulaissheriffi Irons ampuu räjähtävän raketin mittaviin etäisyyksiin mekaanisella tarkkuudella."
"TID_ROBOT_ULTI","JOUKKOJEN HALLINTA"
"TID_ROBOT_ULTI_DESC","Kun tarvitaan äärimmäisiä toimenpiteitä, apulaissheriffi Irons voi ampua rakettisuihkun kohti hallitsemattomia joukkoja."
"TID_ARMOR_STAT","Elinvoima"
"TID_HEALTH","Elinvoima"
"TID_STAT_GRENADE_DAMAGE","Tuhovoima kranaattia kohti"
"TID_STAT_MISSILE_DAMAGE","Tuhovoima rakettia kohti"
"TID_STAT_HEALTH","Osumapisteet"
"TID_STAT_SPEED","Nopeus"
"TID_STAT_DAMAGE","Tuhovoima"
"TID_STAT_DAMAGE_SPECIAL_TARGETS","Tuhovoima erikoiskohteisiin"
"TID_STAT_DAMAGE_PER_SHOT","Tuhovoima luotia kohti"
"TID_STAT_DAMAGE_PER_SHELL","Tuhovoima ammusta kohti"
"TID_STAT_HAMMER_DAMAGE","Tuhovoima 0,2 s kohti"
"TID_STAT_DAMAGE_OR_HEAL","Tuhovoima/parannus"
"TID_HERO_INFO_MAX_BOUNCES","Pomppuja enintään"
"TID_HERO_INFO_HEAL_REDUCTION","Parannuksen vähennys"
"TID_BATTLE","PELAA"
"TID_QUIT","Poistu"
"TID_MATCHMAKING_QUIT","Poistu"
"TID_MATCHMAKING_HEADING","Etsitään pelaajia"
"TID_MATCHMAKING_TIME_LABEL","Ottelun alkamiseen:"
"TID_MATCHMAKING_PLAYERS","<x>/<y> pelaajaa löydetty"
"TID_BUTTON_CANCEL","Peruuta"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Tervetuloa Brawl Starsiin!"
"TID_ENTER_NAME_BODY","Mikä on nimesi?"
"TID_TIME_DAYS"," p"
"TID_TIME_HOURS"," t"
"TID_TIME_MINS"," min"
"TID_TIME_SECS"," s"
"TID_MATCHMAKING_TIME","Aikaa aloitukseen <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Yhdistetty"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Yhdistä"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Kirjaudu"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Pelaa kirjautumatta"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Haluatko ladata toisen pelin, joka on kokemustasolla <number>? Lataa se kirjautumalla sisään Supercell ID:lläsi."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Virhe!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Asiakasta ja palvelinta ei ole synkronoitu!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Lataa peli uudelleen"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Yhteysvirhe"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Yhteyden muodostaminen palvelimeen ei onnistu. Tarkista internet-yhteytesi ja yritä uudelleen."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Yritä uudelleen"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Kirjautuminen epäonnistui"
"TID_ERROR_POP_UP_LOGIN_FAILED","Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Yritä uudelleen"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Onko siellä ketään?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Lataa peli uudelleen napauttamalla alla olevaa painiketta."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Lataa peli uudelleen"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Uusi päivitys saatavilla!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Hyviä uutisia! Pelistä on saatavilla uusi versio!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Päivitä"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Huoltokatko"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Palvelimet ovat valitettavasti huollettavana. Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Yritä uudelleen"
"TID_ERROR_POP_UP_BANNED_TITLE","Sinut on estetty!"
"TID_ERROR_POP_UP_BANNED","Sinut on estetty väliaikaisesti."
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Ota yhteyttä tukeen"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Lisätietoja"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Tärkeä ilmoitus"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Starsia voi pelata ilmaiseksi, mutta voit myös nopeuttaa etenemistäsi pelinsisäisten ostojen avulla. (Voit estää ostot laitteesi asetuksissa.) Hyväksy käyttöehdot ja yksityisyyskäytäntö napauttamalla OK."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","Palvelinvirhe <number>"
"TID_SERVER_ERROR","Yhteytesi katkesi ottelun aikana."
"TID_SERVER_ERROR_BUTTON","OK"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Yhteys katkesi"
"TID_ERROR_POP_UP_CONNECTION_LOST","Yritä kirjautua uudelleen!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Yritä kirjautua uudelleen"
"TID_TROPHIES","Pokaalit"
"TID_PRACTICE","HARJOITUS"
"TID_READY","Valmis"
"TID_BATTLE_END_TITLE_VICTORY","VOITTO!"
"TID_BATTLE_END_TITLE_DEFEAT","TAPPIO"
"TID_BATTLE_END_TITLE_DRAW","Tasapeli"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Olet ykkönen!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Sijoitus: <RANK>."
"TID_BATTLE_END_TVST_DRAW_DESC","Ottelu päättyi tasapeliin, sillä molemmat joukkueet keräsivät saman määrän jalokiviä!"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","SELVIYDYIT HAASTEEN TASOSTA <LEVEL>!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","TAPPIO"
"TID_BATTLE_END_RETURN_HOME","POISTU"
"TID_BATTLE_END_NEXT","Seuraava"
"TID_BATTLE_END_TAP","jatka napauttamalla"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","HARJOITUKSISTA EI SAA POKAALEJA"
"TID_BATTLE_END_XP_CAPPED","Kaikki kokemus on kerätty tältä päivältä."
"TID_BATTLE_END_PLAY_AGAIN","PELAA UUDELLEEN"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","PERUUTA"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> liittyi joukkueeseesi."
"TID_BATTLE_END_OVERWHELMING_VICTORY","EEPPINEN VOITTO"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","EEPPINEN VOITTO"
"TID_RESPAWNING","Takaisin otteluun:\n<n1>"
"TID_TEAMS_POPUP_TITLE","JOUKKUEET"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Jengi- ja kaverijoukkueet"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","LIITY JENGIIN JA NÄET AKTIIVISET OTTELUT"
"TID_TEAMS_POPUP_SEARCH","LIITY KOODILLA"
"TID_TEAMS_POPUP_CREATE","PERUSTA JOUKKUE"
"TID_TEAM_SEARCH_POPUP_TITLE","LIITY JOUKKUEESEEN KOODILLA"
"TID_TEAM_SEARCH_POPUP_SEARCH","LIITY"
"TID_TEAM_JOIN_ROOM_CODE","Syötä joukkuekoodi tähän..."
"TID_TEAM_CHANGE_MAP","MUUTA"
"TID_TEAM_TYPE_INFO_0","Sijoitusottelu"
"TID_TEAM_TYPE_INFO_1","Ystävyysottelu"
"TID_TEAM_TYPE_INFO_2","Erityinen"
"TID_TEAM_MEMBER_LEFT_0","Poistuit joukkueesta."
"TID_TEAM_MEMBER_LEFT_1","Sinut poistettiin joukkueesta."
"TID_TEAM_MEMBER_LEFT_2","Joukkue hajotettu, sillä tapahtuma on loppunut."
"TID_TEAM_MEMBER_LEFT_3","Joukkue hajotettu, sillä joukkueen perustaja poistui."
"TID_TEAM_MEMBER_LEFT_4","Turnausottelu peruttu"
"TID_TEAM_MEMBER_LEFT_5","Turnausottelu vanhentunut"
"TID_TEAM_MEMBER_LEFT_6","Turnausottelu päättynyt"
"TID_TEAM_GAME_STARTING","Ottelu alkamassa"
"TID_TEAM_CODE_COPIED","Koodi kopioitu leikepöydälle."
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>KUTSU ODOTTAA</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>HYLÄTTY</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>KOHDE EI PAIKALLA</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","Peruuta napauttamalla."
"TID_TEAM_ERROR_1","Joukkuepalvelinvirhe"
"TID_TEAM_ERROR_2","Liittyminen ei onnistu. Joukkue on täynnä."
"TID_TEAM_ERROR_3","Liittyminen ei onnistu. Joukkue on jo hajotettu."
"TID_TEAM_ERROR_5","Virheellinen joukkuekoodi. Tarkista koodi."
"TID_TEAM_ERROR_6","Koodilla ei löydy joukkuetta."
"TID_TEAM_ERROR_7","Et voi liittyä joukkueeseen, josta sinut on poistettu."
"TID_TEAM_ERROR_8","Tarkista puolen asetukset. Kummallakaan puolella ei voi olla enempää kuin 3 pelaajaa."
"TID_TEAM_ERROR_10","Joukkueen perustaminen ei onnistu. Olet jo joukkueessa."
"TID_TEAM_ERROR_11","Joukkueen perustaminen ei onnistu. Tapahtuma on päättynyt."
"TID_TEAM_ERROR_12","Hajotettuun joukkueeseen ei voi liittyä."
"TID_TEAM_ERROR_14","Joukkueen perustaminen ei onnistu. Joukkuepeli ei ole käytettävissä tässä tapahtumassa."
"TID_TEAM_ERROR_15","Joukkueeseen ei pääse. Tämä joukkue ei ole alueellasi."
"TID_TEAM_ERROR_17","Peliä ei voi aloittaa. Tupla-rämäpäitä ei sallita."
"TID_TEAM_ERROR_18","Peliä ei voi aloittaa. Peli joutuu pian huoltotauolle."
"TID_TEAM_ERROR_19","Joukkueen perustajaa ei voi poistaa, kun hän on paikalla."
"TID_TEAM_ERROR_20","Karttaa ei voida vaihtaa. Tällä kartalla on liikaa pelaajia."
"TID_TEAM_ERROR_21","Peliä ei voi aloittaa. Ei tarpeeksi lippuja."
"TID_TEAM_ERROR_22","Karttaa ei voida vaihtaa. Pelaajia on liikaa."
"TID_TEAM_ERROR_24","Kutsu epäonnistui. Ystävää ei löydetty."
"TID_TEAM_ERROR_25","Kutsu epäonnistui. Joukkue on täynnä."
"TID_TEAM_ERROR_26","Kutsu hylätty"
"TID_TEAM_ERROR_27","Kutsu epäonnistui. Pelaaja ei nyt ota vastaan joukkuekutsuja."
"TID_TEAM_ERROR_28","Kutsu epäonnistui. Pelaaja ei ole enää paikalla."
"TID_TEAM_ERROR_29","Kutsu epäonnistui. Pelaaja on jo joukkueessa."
"TID_TEAM_ERROR_30","Peliä ei voi aloittaa odottavan kutsun takia."
"TID_TEAM_ERROR_31","Tapahtumaa ei voi vaihtaa odottavan kutsun aikana."
"TID_TEAM_ERROR_32","Joukkueessa on liikaa jäseniä tähän pelitilaan."
"TID_TEAM_ERROR_33","Joukkuepeli ei ole käytettävissä tässä pelitilassa."
"TID_TEAM_ERROR_34","Olet jo kukistanut viimeisen pomon."
"TID_TEAM_ERROR_40","Liittymispyyntö joukkueeseen on jo odottamassa."
"TID_TEAM_ERROR_41","Liittymispyyntö joukkueeseen hylättiin."
"TID_TEAM_ERROR_42","Liittymispyyntö joukkueeseen epäonnistui. Joukkuetta ei löydy."
"TID_TEAM_ERROR_43","Liittymispyynnön vastaanottaja ei ole enää joukkueessa."
"TID_TEAM_ERROR_44","Liittymispyynnön vastaanottaja ei ole enää paikalla."
"TID_TEAM_ERROR_45","Liittymispyyntö epäonnistui. Joukkue on täynnä."
"TID_TEAM_ERROR_46","Liittymispyynnön vastaanottaja on mykistänyt sinut."
"TID_TEAM_ERROR_47","Pyyntö liittyä joukkueeseen epäonnistui. Vain ystävyysotteluhuoneen haltija voi hyväksyä liittymispyynnöt."
"TID_TEAM_ERROR_48","Liittymispyynnön vastaanottaja on mykistänyt kaikki kutsut."
"TID_TEAM_ERROR_60","Tapahtumaa ei voida ehdottaa: liikaa pelaajia."
"TID_TEAM_ERROR_61","Tapahtumaa ei voida vaihtaa: vastaamattomia kutsuja."
"TID_TEAM_ERROR_62","Tapahtumaa ei voida ehdottaa: tapahtuma ei ole joukkueen perustajan saatavilla."
"TID_TEAM_ERROR_102","Joukkuetta ei voi luoda. Sinulla on liittymispyyntö odottamassa."
"TID_TEAM_ERROR_120","Peliä ei voida aloittaa. Voit pelata vain nykyisen haastetasosi karttaa."
"TID_TEAM_ERROR_121","Peliä ei voida aloittaa: ei yrityksiä jäljellä."
"TID_TEAM_ERROR_122","Tämä rämäpää ei ole sallittu tässä ottelussa."
"TID_TEAM_ERROR_123","Ottelua ei voida aloittaa, sillä valitulla rämäpäällä ei voi pelata tämän kauden tähtitaistelussa ja haasteissa."
"TID_TEAM_ERROR_124","Peliä ei voida käynnistää. Valittua karttaa ei ole hyväksytty pelaamiseen kaverien kanssa."
"TID_TEAM_ERROR_125","Joukkuepeli ei ole käytettävissä tässä tapahtumassa."
"TID_SELECT_LOCATION_TITLE","VALITSE KARTTA"
"TID_SELECT_LOCATION_LOCATIONS","YSTÄVYYSOTTELU"
"TID_SELECT_LOCATION_EVENTS","SIJOITUSOTTELU"
"TID_TEAM_SEARCH_INVALID_CODE","Virheellinen joukkuekoodi. Tarkista koodi."
"TID_TEAM_LEAVE","POISTU"
"TID_TEAM_JOIN","LIITY JOUKKUEESEEN"
"TID_TEAM_READY_BUTTON_LABEL","OLEN VALMIINA"
"TID_TEAM_CANCEL_READY","Peruuta"
"TID_TEAM_QUIT","POISTU"
"TID_TEAM_TEAMCODE","Joukkuekoodi"
"TID_TEAM_TEAMCODE_DESC","Kaverisi pääsevät joukkueeseen tällä koodilla."
"TID_TEAM_WAITING_FOR_PLAYER","Kutsu joukkuekoodilla"
"TID_TEAM_NO_MEMBER","ROBOTTI"
"TID_TEAM_NO_MEMBER_INVITE","KUTSU"
"TID_TEAMCREATE_EVENT","Kartta"
"TID_TEAM_KICK","Poista"
"TID_TEAM_PROFILE","Profiili"
"TID_TEAM_SWAP","Vaihda puolta"
"TID_TEAM_SWAP_HERE","Tänne"
"TID_TEAM_CREATOR_ONLY_FEATURE","Vain joukkueen perustajan käytettävissä"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Vain joukkueen perustaja voi vaihtaa tapahtumaa."
"TID_TEAM_PROFILE_BLOCKED","Ei nähtävillä valmiustilassa"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Ei saatavilla valmiustilassa"
"TID_TEAM_PRACTISE_BUTTON_LABEL","HARJOITUS"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","robottien kanssa"
"TID_TEAM_LOOT_UNLOCKS","PALKINNOT"
"TID_BONUS_REWARD","Bonuspalkinto 3 voitosta:"
"TID_BONUS_REWARD_COLLECTED","Bonuspalkinto lunastettu"
"TID_INFO_SERVER_ERROR_TITLE","Palvelinvirhe"
"TID_INFO_SERVER_ERROR_BUTTON","Lataa peli uudelleen"
"TID_RARITY_NAME_0","Pokaalipolku"
"TID_RARITY_NAME_1","Harvinainen"
"TID_RARITY_NAME_2","Superharvinainen"
"TID_RARITY_NAME_3","Eeppinen"
"TID_RARITY_NAME_4","Myyttinen"
"TID_RARITY_NAME_5","Legendaarinen"
"TID_RARITY_NAME_6","Kromaattinen"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_RARITY_COLOR_6","F88F25"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","NOUSIT ARVOASTEIKOLLA!"
"TID_RANK_UP_POPUP_REWARD_BONUS","ARVOBONUS"
"TID_RANK_UP_POPUP_RANK","ARVO <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nimi on liian lyhyt!"
"TID_NAME_FAILED_PROFANITIES","Nimeä ei hyväksytä!"
"TID_NAME_FAILED","Nimeä ei hyväksytä!"
"TID_EVENT_STARTED","Tapahtuman <GAMEMODE> uusi kartta auki! Uusia palkintoja saatavilla!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Pelaajat vs pelaajat</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Moninpeli robotteja vastaan</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Yksinpeli robotteja vastaan</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Pelaajat vs pelaajat</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Yksinpeli robotteja vastaan</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Ystävyysotteluissa rämäpäät ovat täysin päivitettyjä.</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Lunasta tehopisteet"
"TID_SELECT_HERO_POW_INFO_TITLE","TEHOPISTEPALKINTO"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","TEHOPISTEIDEN OSTAMINEN"
"TID_SELECT_HERO_POW_INFO_BODY","VALITSE RÄMÄPÄÄ\nSAAMAAN TEHOPISTEITÄ"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Tällä rämäpäällä on jo enimmäismäärä tehopisteitä."
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","VAHVISTA OSTO"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Tehopisteet annetaan rämäpäälle <HERO>."
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","VAHVISTA PALKINTO"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Tehopisteet annetaan rämäpäälle <HERO>."
"TID_NAVI_1","Kauppa"
"TID_NAVI_2","Uutiset"
"TID_NAVI_3","Ottelu"
"TID_NAVI_4","Rämäpäät"
"TID_NAVI_5","Jengi"
"TID_NAVI_6","Profiili"
"TID_NAVI_7","Kaverit"
"TID_LEADERBOARD_TITLE","PISTETAULUKOT"
"TID_LEADERBOARD_TAB_TOTAL","POKAALEJA\nYHTEENSÄ"
"TID_LEADERBOARD_TAB_HEROES","RÄMÄPÄÄT"
"TID_LEADERBOARD_TAB_CLANS","JENGIT"
"TID_LEADERBOARD_TAB_FRIENDS","KAVERIT"
"TID_LEADERBOARD_SUBTITLE_1","PARHAAT PELAAJAT"
"TID_LEADERBOARD_SUBTITLE_2","PARHAAT JENGIT"
"TID_LEADERBOARD_SUBTITLE_0","PARHAAT PELAAJAT - <HERO>"
