TID,PL
TID_BARKEEP_WEAPON_DESC,"Barley rzuca butelką i rozbija ją na ziemi. Wrogowie otrzymują obrażenia od rozprysku, a z czasem tracą punkty zdrowia, jeśli nie wyjdą z kałuży powstałej po rozbiciu."
TID_BARKEEP_ULTI,OSTATNIA SZANSA
TID_BARKEEP_ULTI_DESC,"Barley rzuca serią ognistych butelek, sprawiając, że ogromny obszar staje w płomieniach. Na koszt firmy!"
TID_MECHANIC,JESSIE
TID_MECHANIC_DESC,"Karabin energetyczny wystrzeliwuje odbijające się od wrogów kule energii. Podczas superataku Jessie używa całkiem zgrabnego, lecz niezwykle śmiercionośnego działka."
TID_MECHANIC_WEAPON,KARABIN ENERGETYCZNY
TID_MECHANIC_WEAPON_DESC,Jessie wystrzeliwuje kulę energii. Po dotarciu do celu pocisk odbija się od niego i leci do kolejnego celu w zasięgu. Może on trafić maksymalnie trzech wrogów. Każde kolejne odbicie zadaje obrażenia zmniejszone o <damageDecayChain>.
TID_MECHANIC_ULTI,ZŁOMEK!
TID_MECHANIC_ULTI_DESC,"Jessie uruchamia działko, które automatycznie strzela do wrogów. Zrobiła je w 100% z materiałów pochodzących z recyklingu!"
TID_SHAMAN,NITA
TID_SHAMAN_DESC,"Nita atakuje wrogów potężną falą uderzeniową. Podczas superataku przywołuje do pomocy ogromnego niedźwiedzia, który walczy u jej boku."
TID_SHAMAN_WEAPON,WSTRZĄSY
TID_SHAMAN_WEAPON_DESC,"Nita wysyła falę uderzeniową, zadającą obrażenia wrogom znajdującym się w jej zasięgu."
TID_SHAMAN_ULTI,NIEDŹWIEDZIA PRZYSŁUGA
TID_SHAMAN_ULTI_DESC,"Nita wzywa ducha Wielkiego Niedźwiadka, który przypuszcza atak na jej wrogów."
TID_UNDERTAKER,MORTIS
TID_UNDERTAKER_DESC,"Mortis błyskawicznie przesuwa się do przodu z każdym machnięciem łopaty. Podczas superataku nasyła na wrogów stado nietoperzy, które zadają im rany i leczą swojego pana."
TID_UNDERTAKER_WEAPON,MACHNIĘCIE ŁOPATĄ
TID_UNDERTAKER_WEAPON_DESC,"Mortis błyskawicznie przesuwa się do przodu z każdym potężnym machnięciem łopatą, bez wahania korzystając ze swojej przewagi. Gdy wszystkie trzy sprinty są gotowe, Mortis otrzymuje po chwili dłuższy sprint."
TID_UNDERTAKER_ULTI,ŻYCIODAJNA KREW
TID_UNDERTAKER_ULTI_DESC,"Mortis przyzywa stado wampirycznych nietoperzy, które wysysają życie z Zadymiarzy przeciwnika i leczą swojego pana. Przerażające!"
TID_CROW,KRUK
TID_CROW_DESC,"Kruk wystrzeliwuje trzy zatrute sztylety. Jego superatakiem jest skok, podczas którego rzuca sztyletami zarówno w trakcie lotu, jak i w chwili lądowania."
TID_CROW_WEAPON,NÓŻ SPRĘŻYNOWY
TID_CROW_WEAPON_DESC,"Kruk miota trzema sztyletami. Przez określony czas wrogowie trafieni zatrutymi ostrzami będą otrzymywali obrażenia, a działające na nich efekty leczenia zostaną osłabione."
TID_CROW_ULTI,NALOT
TID_CROW_ULTI_DESC,Kruk wzbija się w niebo i podczas startu oraz lądowania rzuca wokół zatrutymi sztyletami.
TID_DEAD_MARIACHI,POCO
TID_DEAD_MARIACHI_DESC,"Poco atakuje wrogów szkodliwymi falami dźwiękowymi. Superatak tego Zadymiarza może wyleczyć zarówno jego, jak i członków drużyny."
TID_DEAD_MARIACHI_WEAPON,AKORD MOCY
TID_DEAD_MARIACHI_WEAPON_DESC,Poco swoim brzdękaniem na gitarze wysyła wstrząsające fale dźwiękowe. Wrogowie trafieni tymi falami odnoszą obrażenia.
TID_DEAD_MARIACHI_ULTI,BIS!
TID_DEAD_MARIACHI_ULTI_DESC,"Poco leczy siebie i wszystkich znajomych, do których może dotrzeć swoją podnoszącą na duchu melodią. Nie ma ona wpływu na wrogów."
TID_BOW_DUDE,BO
TID_BOW_DUDE_DESC,Bo posyła trzy wybuchowe strzały w kierunku wybranych celów. Podczas superataku umieszcza na ziemi trzy ukryte miny.
TID_BOW_DUDE_WEAPON,STRZAŁ W DZIESIĄTKĘ
TID_BOW_DUDE_WEAPON_DESC,"Bo wystrzeliwuje trzy wybuchowe strzały, które bezlitośnie rozszarpują wrogów."
TID_BOW_DUDE_ULTI,PUŁAPKA
TID_BOW_DUDE_ULTI_DESC,"Bo ukrywa w ziemi wybuchowe pułapki. Gdy zostaną uruchomione przez wrogów, po chwili eksplodują, odrzucając ich do tyłu i zadając im obrażenia."
TID_SNIPER,PIPER
TID_SNIPER_DESC,"Snajperskie strzały Piper zadają tym więcej obrażeń, im dalej lecą. Podczas superataku Piper rzuca sobie pod nogi granaty, a następnie odskakuje na bezpieczną odległość."
TID_SNIPER_WEAPON,ZABÓJCZA PARASOLKA
TID_SNIPER_WEAPON_DESC,"Piper strzela ze swojej parasolki niczym snajper. Im dalej leci strzał, tym większej nabiera mocy!"
TID_SNIPER_ULTI,WYBUCHOWA DAMA
TID_SNIPER_ULTI_DESC,"Piper odskakuje, aby oddalić się od nachalnych zalotników, jednak zostawia im prezent godny damy: odpięte od podwiązki granaty!"
TID_MINIGUN_DUDE,PAM
TID_MINIGUN_DUDE_DESC,"Pam oddaje strzał z biodra, zasypując swoje cele odłamkami pocisku. Jej superatak to leczące działko, które przywraca jej i członkom drużyny punkty życia!"
TID_MINIGUN_DUDE_WEAPON,ZŁOMOBURZA
TID_MINIGUN_DUDE_WEAPON_DESC,"Pam rozrzuca złom na dużym obszarze, więc pamiętaj, by założyć okulary ochronne!"
TID_MINIGUN_DUDE_ULTI,BUZIAK OD MAMY
TID_MINIGUN_DUDE_ULTI_DESC,"Działko leczące podreperuje kondycję Pam i pozostałych Zadymiarzy z drużyny, którzy znajdą się w jego zasięgu."
TID_BONE_THROWER,Kościomiot
TID_BONE_THROWER_DESC,"Minigunner ma naprawdę imponujące rozmiary! Uzbrojony w ogromny karabin maszynowy da sobie radę niemal z dowolną liczbą wrogów. (Porusza się powoli, ale jest odporny na odrzut)."
TID_BONE_THROWER_WEAPON,MINIGUN
TID_BONE_THROWER_WEAPON_DESC,"Minigunner świetnie sobie radzi z tym ogromnym karabinem maszynowym. Może się poruszać, nawet gdy broń strzela w całkowicie automatycznym trybie!"
TID_BONE_THROWER_ULTI,DOZOWNIK BANDAŻY
TID_BONE_THROWER_ULTI_DESC,"Czasami w trakcie intensywnej strzelaniny mogą ci się przytrafić zadrapania albo rany. Dozownik bandaży sprawi, że cała drużyna będzie w dobrej formie podczas walki!"
TID_BLACK_HOLE,TARA
TID_BLACK_HOLE_DESC,"Potrójny atak kartami tarota przebija wrogów na wylot. Superatak Tary to czarna otchłań, która wciąga najbliżej położonych wrogów, zadając im obrażenia."
TID_BLACK_HOLE_WEAPON,TRZY KARTY TAROTA
TID_BLACK_HOLE_WEAPON_DESC,"Zręcznym ruchem ręki Tara ciska trzy karty tarota we wrogów, przebijając ich na wylot. Niezła sztuczka!"
TID_BLACK_HOLE_ULTI,GRAWITACJA
TID_BLACK_HOLE_ULTI_DESC,Tara wyczarowuje oszałamiającą studnię grawitacyjną. Będący w jej zasięgu wrogowie zostają w nią wessani i boleśnie zmiażdżeni.
TID_TURRET_DAMAGE,Obrażenia działka
TID_TURRET_HEALTH,Punkty życia działka
TID_STAT_DAMAGE_PER_SECOND,Obrażenia na sekundę
TID_STAT_DAMAGE_PER_SECOND_EACH,Obrażenia na sekundę
TID_STAT_DAMAGE_PER_STRIKE,Obrażenia od uderzenia
TID_ROBOT,BLASZANY SZERYF
TID_ROBOT_DESC,"Zbudowany po to, by służyć. Zaprogramowany, by niszczyć."
TID_ROBOT_WEAPON,RAKIETA DALEKIEGO ZASIĘGU
TID_ROBOT_WEAPON_DESC,Blaszany Szeryf z mechaniczną precyzją strzela wybuchową rakietą dalekiego zasięgu.
TID_ROBOT_ULTI,KONTROLA NAD TŁUMEM
TID_ROBOT_ULTI_DESC,"Gdy nadchodzi czas na zastosowanie drastycznych środków, Blaszany Szeryf posyła serię rakiet w kierunku nieposkromionych tłumów."
TID_ARMOR_STAT,Punkty życia
TID_HEALTH,Punkty życia
TID_STAT_GRENADE_DAMAGE,Obrażenia od granatu
TID_STAT_MISSILE_DAMAGE,Obrażenia od rakiety
TID_STAT_HEALTH,Punkty zdrowia
TID_STAT_SPEED,Prędkość
TID_STAT_DAMAGE,Obrażenia
TID_STAT_DAMAGE_SPECIAL_TARGETS,Obrażenia zadawane celom spec.
TID_STAT_DAMAGE_PER_SHOT,Obrażenia od pocisku
TID_STAT_DAMAGE_PER_SHELL,Obrażenia od naboju
TID_STAT_HAMMER_DAMAGE,"Obrażenia co 0,2 s"
TID_STAT_DAMAGE_OR_HEAL,Obrażenia / leczenie
TID_HERO_INFO_MAX_BOUNCES,Maks. liczba odbić
TID_HERO_INFO_HEAL_REDUCTION,Ograniczenie leczenia
TID_BATTLE,GRAJ
TID_QUIT,Wyjście
TID_MATCHMAKING_QUIT,Wyjście
TID_MATCHMAKING_HEADING,Wyszukiwanie graczy
TID_MATCHMAKING_TIME_LABEL,Początek bitwy za:
TID_MATCHMAKING_PLAYERS,Znaleziono graczy <x>/<y>
TID_BUTTON_CANCEL,Anuluj
TID_BUTTON_OK,OK
TID_ENTER_NAME_TITLE,Witaj w Brawl Stars!
TID_ENTER_NAME_BODY,Jak masz na imię?
TID_TIME_DAYS,d
TID_TIME_HOURS,h
TID_TIME_MINS,m
TID_TIME_SECS,s
TID_MATCHMAKING_TIME,Zaczynamy za <TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Połączono
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Połącz
TID_SUPERCELL_ID_LOGIN_BUTTON,Zaloguj
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Graj bez
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,"Czy chcesz wczytać inną grę na <number>. poziomie doświadczenia? Możesz to zrobić, logując się za pomocą swojego Supercell ID."
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Błąd!
TID_ERROR_POP_UP_OUT_OF_SYNC,Brak synchronizacji między klientem a serwerem!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Wczytaj grę ponownie
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Błąd połączenia
TID_ERROR_POP_UP_CONNECTION_FAILED,Nie można połączyć się z serwerem. Sprawdź połączenie internetowe i spróbuj ponownie.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Spróbuj ponownie
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Logowanie nie powiodło się
TID_ERROR_POP_UP_LOGIN_FAILED,Spróbuj ponownie później.
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Spróbuj ponownie
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,Jesteś tam?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,"Kliknij poniższy przycisk, aby ponownie wczytać grę."
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Wczytaj grę ponownie
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Dostępna aktualizacja!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Dobre wieści! Dostępna jest nowa wersja Brawl Stars.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Aktualizacja
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Przerwa konserwacyjna
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować później."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Spróbuj ponownie
TID_ERROR_POP_UP_BANNED_TITLE,Zostałeś zablokowany!
TID_ERROR_POP_UP_BANNED,Zostałeś chwilowo zablokowany
TID_ERROR_POP_UP_BANNED_BUTTON,OK
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Skontaktuj się z działem wsparcia
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Więcej informacji
TID_INFO_POP_UP_IAP_NOTE_TITLE,Ważny komunikat
TID_INFO_POP_UP_IAP_NOTE,"Gra Brawl Stars jest dostępna za darmo, lecz pozwala przyspieszyć postępy dzięki zakupom w aplikacji (funkcję tę można wyłączyć w ustawieniach urządzenia). Stuknij OK, aby zaakceptować nasz Regulamin i Politykę prywatności."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,OK
TID_SERVER_ERROR_TITLE,Błąd serwera <number>
TID_SERVER_ERROR,Twoje połączenie zostało przerwane w trakcie walki.
TID_SERVER_ERROR_BUTTON,OK
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Utracono połączenie
TID_ERROR_POP_UP_CONNECTION_LOST,Spróbuj zalogować się ponownie!
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Zaloguj się ponownie
TID_TROPHIES,Puchary
TID_PRACTICE,ĆWICZENIA
TID_READY,Gotowy
TID_BATTLE_END_TITLE_VICTORY,ZWYCIĘSTWO!
TID_BATTLE_END_TITLE_DEFEAT,PORAŻKA
TID_BATTLE_END_TITLE_DRAW,Remis
TID_BATTLE_END_DEATHMATCH_VICTORY,Jesteś numerem 1!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Ranga: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,"Bitwa zakończona remisem, ponieważ obie drużyny zebrały tyle samo klejnotów!"
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,WYZWANIE: POZ. <LEVEL> ZALICZONY!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,PORAŻKA
TID_BATTLE_END_RETURN_HOME,WYJŚCIE
TID_BATTLE_END_NEXT,Dalej
TID_BATTLE_END_TAP,stuknij aby kontynuować
TID_BATTLE_END_NO_PRACTISE_TROPHIES,BRAK PUCHARÓW ZA ĆWICZENIA
TID_BATTLE_END_XP_CAPPED,Osiągnięto dzienny limit zdobytego doświadczenia
TID_BATTLE_END_PLAY_AGAIN,ZAGRAJ PONOWNIE
TID_BATTLE_END_PLAY_AGAIN_CANCEL,ANULUJ
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> jest teraz w Twojej drużynie
TID_BATTLE_END_OVERWHELMING_VICTORY,EPICKIE ZWYCIĘSTWO
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,EPICKIE ZWYCIĘSTWO
TID_RESPAWNING,Powrót za:\n<n1>
TID_TEAMS_POPUP_TITLE,DRUŻYNY
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Drużyny znajomych i klubu
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,"DOŁĄCZ DO KLUBU, ABY ZOBACZYĆ AKTYWNE BITWY"
TID_TEAMS_POPUP_SEARCH,"DOŁĄCZ, UŻYWAJĄC KODU"
TID_TEAMS_POPUP_CREATE,UTWÓRZ DRUŻYNĘ
TID_TEAM_SEARCH_POPUP_TITLE,"DOŁĄCZ, UŻYWAJĄC KODU"
TID_TEAM_SEARCH_POPUP_SEARCH,DOŁĄCZ
TID_TEAM_JOIN_ROOM_CODE,Tutaj wpisz kod drużyny...
TID_TEAM_CHANGE_MAP,ZMIEŃ
TID_TEAM_TYPE_INFO_0,W rankingu
TID_TEAM_TYPE_INFO_1,Dla znajomych
TID_TEAM_TYPE_INFO_2,Specjalne
TID_TEAM_MEMBER_LEFT_0,Opuszczasz drużynę.
TID_TEAM_MEMBER_LEFT_1,Wyrzucono cię z drużyny.
TID_TEAM_MEMBER_LEFT_2,"Drużyna została rozwiązana, ponieważ wydarzenie wygasło."
TID_TEAM_MEMBER_LEFT_3,"Drużyna została rozwiązana, ponieważ jej twórca ją opuścił."
TID_TEAM_MEMBER_LEFT_4,Mecz turniejowy został anulowany
TID_TEAM_MEMBER_LEFT_5,Mecz turniejowy stracił ważność
TID_TEAM_MEMBER_LEFT_6,Mecz turniejowy dobiegł końca
TID_TEAM_GAME_STARTING,Początek bitwy
TID_TEAM_CODE_COPIED,Kod skopiowany do schowka
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>OCZEKUJĄCE ZAPROSZENIE</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>ODRZUCONO</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>CEL JEST W TRYBIE OFFLINE</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,"stuknij, aby anulować"
TID_TEAM_ERROR_1,Błąd serwera drużyny
TID_TEAM_ERROR_2,"Nie można dołączyć, drużyna jest pełna."
TID_TEAM_ERROR_3,Nie można dołączyć. Drużyna została rozwiązana.
TID_TEAM_ERROR_5,"Niepoprawny kod drużyny. Sprawdź, czy kod jest poprawny."
TID_TEAM_ERROR_6,Nie można znaleźć drużyny za pomocą podanego kodu.
TID_TEAM_ERROR_7,Po wyrzuceniu z drużyny nie można do niej ponownie dołączyć.
TID_TEAM_ERROR_8,Sprawdź ustawienia obu stron. Żadna nie może mieć więcej niż 3 graczy.
TID_TEAM_ERROR_10,Nie można utworzyć drużyny. Jesteś już w drużynie.
TID_TEAM_ERROR_11,Nie można utworzyć drużyny. Wydarzenie jest już nieaktywne.
TID_TEAM_ERROR_12,"Nie można dołączyć do drużyny, która jest nieaktywna."
TID_TEAM_ERROR_14,Nie można utworzyć drużyny. Drużyny nie mogą brać udziału w tym wydarzeniu.
TID_TEAM_ERROR_15,Nie można dołączyć do drużyny. Ta drużyna nie znajduje się w Twoim regionie.
TID_TEAM_ERROR_17,Nie można rozpocząć gry. Identyczni Zadymiarze nie mogą ze sobą walczyć.
TID_TEAM_ERROR_18,Nie można rozpocząć gry. Gra będzie niedostępna z powodu prac konserwacyjnych.
TID_TEAM_ERROR_19,"Nie można wyrzucić twórcy drużyny, gdy jest on w trybie online."
TID_TEAM_ERROR_20,Nie można zmienić mapy. Na tej mapie jest zbyt wielu graczy
TID_TEAM_ERROR_21,Nie można rozpocząć gry. Za mało biletów
TID_TEAM_ERROR_22,Nie można zmienić mapy. Zbyt wielu graczy
TID_TEAM_ERROR_24,Zaproszenie nie powiodło się. Nie znaleziono znajomego
TID_TEAM_ERROR_25,Zaproszenie nie powiodło się. Drużyna jest pełna
TID_TEAM_ERROR_26,Zaproszenie odrzucone
TID_TEAM_ERROR_27,Zaproszenie nieudane. Gracz obecnie nie przyjmuje zaproszeń do drużyn
TID_TEAM_ERROR_28,Zaproszenie nieudane. Gracz jest w trybie offline
TID_TEAM_ERROR_29,Zaproszenie nieudane. Gracz jest już w drużynie
TID_TEAM_ERROR_30,Nie można rozpocząć gry z powodu oczekującego zaproszenia
TID_TEAM_ERROR_31,"Nie można zmienić wydarzenia, jeśli istnieje oczekujące zaproszenie"
TID_TEAM_ERROR_32,Drużyna ma zbyt wielu członków w tym trybie gry
TID_TEAM_ERROR_33,W tym trybie nie ma możliwości gry drużynowej
TID_TEAM_ERROR_34,Pokonałeś już ostatniego Bossa
TID_TEAM_ERROR_40,Prośba o dołączenie do drużyny już oczekuje
TID_TEAM_ERROR_41,Prośba o dołączenie do drużyny została odrzucona
TID_TEAM_ERROR_42,Nie udało się dołączyć do drużyny. Nie można znaleźć tej drużyny
TID_TEAM_ERROR_43,Odbiorca prośby o dołączenie do drużyny nie jest już w drużynie
TID_TEAM_ERROR_44,Odbiorca prośby o dołączenie do drużyny przeszedł w tryb offline
TID_TEAM_ERROR_45,Nie udało się dołączyć do drużyny. Drużyna jest pełna
TID_TEAM_ERROR_46,Odbiorca prośby o dołączenie do drużyny wyciszył cię
TID_TEAM_ERROR_47,Nie udało się dołączyć do drużyny. Prośbę może zaakceptować wyłącznie właściciel pokoju gry dla znajomych.
TID_TEAM_ERROR_48,Odbiorca prośby o dołączenie do drużyny wyciszył wszystkie zaproszenia
TID_TEAM_ERROR_60,Nie można zasugerować wydarzenia. Zbyt wielu graczy
TID_TEAM_ERROR_61,"Nie można zasugerować zmiany wydarzenia, dopóki istnieje oczekujące zaproszenie"
TID_TEAM_ERROR_62,Nie można zasugerować wydarzenia. Wydarzenie nie jest dostępne dla wszystkich członków drużyny.
TID_TEAM_ERROR_102,Nie można utworzyć drużyny. Masz oczekującą prośbę o dołączenie.
TID_TEAM_ERROR_120,Nie można rozpocząć gry. Możesz grać tylko na mapie wyzwania na swoim aktualnym poziomie
TID_TEAM_ERROR_121,Nie można uruchomić gry. Wyczerpano limit prób.
TID_TEAM_ERROR_122,Ten Zadymiarz nie jest dopuszczony do meczu
TID_TEAM_ERROR_123,Nie można zacząć bitwy. Wybrany Zadymiarz jest wykluczony z IGRZYSK MOCY i z wyzwań w tym sezonie.
TID_TEAM_ERROR_124,Nie można rozpocząć gry. Wybrana mapa nie została zaakceptowana do gry ze znajomymi.
TID_TEAM_ERROR_125,Drużyny nie mogą brać udziału w tym wydarzeniu
TID_SELECT_LOCATION_TITLE,WYBIERZ MAPĘ
TID_SELECT_LOCATION_LOCATIONS,DLA ZNAJOMYCH
TID_SELECT_LOCATION_EVENTS,RANKINGOWY
TID_TEAM_SEARCH_INVALID_CODE,"Niepoprawny kod drużyny. Sprawdź, czy kod jest poprawny."
TID_TEAM_LEAVE,OPUŚĆ
TID_TEAM_JOIN,DOŁĄCZ DO DRUŻYNY
TID_TEAM_READY_BUTTON_LABEL,ZACZYNAJMY
TID_TEAM_CANCEL_READY,Anuluj
TID_TEAM_QUIT,WYJŚCIE
TID_TEAM_TEAMCODE,Kod drużyny
TID_TEAM_TEAMCODE_DESC,Twoi znajomi mogą uzyskać dostęp do drużyny za pomocą tego kodu
TID_TEAM_WAITING_FOR_PLAYER,Zaproś z kodem drużyny
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,ZAPROŚ
TID_TEAMCREATE_EVENT,Mapa
TID_TEAM_KICK,Wyrzuć
TID_TEAM_PROFILE,Profil
TID_TEAM_SWAP,Zmień stronę
TID_TEAM_SWAP_HERE,Zmień
TID_TEAM_CREATOR_ONLY_FEATURE,Dostępne tylko dla twórcy drużyny
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Tylko twórca drużyny może zmieniać wydarzenia
TID_TEAM_PROFILE_BLOCKED,Nie można wyświetlić w trybie gotowości
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,Niedostępne w trybie gotowości
TID_TEAM_PRACTISE_BUTTON_LABEL,ĆWICZENIA
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,z botami
TID_TEAM_LOOT_UNLOCKS,NAGRODY
TID_BONUS_REWARD,Nagroda dodatkowa za 3 zwycięstwa:
TID_BONUS_REWARD_COLLECTED,Odebrano nagrodę dodatkową
TID_INFO_SERVER_ERROR_TITLE,Błąd serwera
TID_INFO_SERVER_ERROR_BUTTON,Wczytaj grę ponownie
TID_RARITY_NAME_0,Aleja Pucharów
TID_RARITY_NAME_1,Rzadki
TID_RARITY_NAME_2,Bardzo rzadki
TID_RARITY_NAME_3,Epicki
TID_RARITY_NAME_4,Mityczny
TID_RARITY_NAME_5,Legendarny
TID_RARITY_NAME_6,Chromatyczny
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_RARITY_COLOR_6,F88F25
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,RANGA W GÓRĘ!
TID_RANK_UP_POPUP_REWARD_BONUS,BONUS ZA PODWYŻSZENIE RANGI
TID_RANK_UP_POPUP_RANK,RANGA <RANK>
TID_NAME_FAILED_TOO_SHORT,Nazwa jest za krótka!
TID_NAME_FAILED_PROFANITIES,Nazwa niedozwolona!
TID_NAME_FAILED,Nazwa niedozwolona!
TID_EVENT_STARTED,Otwarto nową mapę <GAMEMODE>. Do zdobycia są nowe nagrody!
TID_SELECT_HERO_INFO_1,<cFF8000>Gracze kontra gracze</c>
TID_SELECT_HERO_INFO_2,<c2288ff>Gracze kontra boty</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>Gra solo z botami</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>Gracze kontra gracze</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>Gra solo z botami</c>
TID_SELECT_HERO_INFO_FRIENDLY,<c40E0D0>W bitwach dla znajomych wszyscy Zadymiarze są w pełni rozwinięci</c>
TID_SELECT_HERO_INFO_RANK_REWARD,Aby otrzymać punkty mocy
TID_SELECT_HERO_POW_INFO_TITLE,NAGRODA: PUNKTY MOCY
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,ZAKUP PUNKTÓW MOCY
TID_SELECT_HERO_POW_INFO_BODY,"WYBIERZ ZADYMIARZA,\nKTÓRY MA OTRZYMAĆ PUNKTY MOCY"
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,Ten Zadymiarz ma już maksymalną liczbę punktów mocy
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,POTWIERDŹ ZAKUP
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,Moc otrzyma <HERO>
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,POTWIERDŹ NAGRODĘ
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,Moc otrzyma <HERO>
TID_NAVI_1,Sklep
TID_NAVI_2,Aktualności
TID_NAVI_3,Bitwa
TID_NAVI_4,Zadymiarze
TID_NAVI_5,Klub
TID_NAVI_6,Profil
TID_NAVI_7,Znajomi
TID_LEADERBOARD_TITLE,TABELE WYNIKÓW
TID_LEADERBOARD_TAB_TOTAL,RANKING\nPUCHAROWY
TID_LEADERBOARD_TAB_HEROES,ZADYMIARZE
TID_LEADERBOARD_TAB_CLANS,KLUBY
TID_LEADERBOARD_TAB_FRIENDS,ZNAJOMI
TID_LEADERBOARD_SUBTITLE_1,NAJLEPSI GRACZE
TID_LEADERBOARD_SUBTITLE_2,NAJLEPSZE KLUBY
TID_LEADERBOARD_SUBTITLE_0,NAJLEPSI GRACZE: <HERO>
TID_BATTLE_MAIN_NEXT_REWARD,Następna nagroda: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,Nowa mapa za: <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,Zebrano <VALUE>
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,"Zbierz 100 żetonów, aby otrzymać skrzynkę Zadymiarza!"
TID_GATCHA_INFO,"<c0000ff>Skrzynki Zadymiarza</c>\n\nOtwieraj skrzynki Zadymiarza, aby zdobywać Zadymiarzy, punkty mocy, monety lub podwajacze żetonów."
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,PUNKTY ŻYCIA
TID_HERO_INFO_ABILITY,ATAK: <NAME>
TID_HERO_INFO_ULTI,SUPERATAK: <NAME>
TID_HERO_INFO_ARMOR_LABEL,PUNKTY ŻYCIA
TID_HERO_INFO_ABILITY_LABEL,ATAK
TID_HERO_INFO_ULTI_LABEL,SUPERATAK
TID_HERO_INFO_BACK,POWRÓT
TID_HERO_INFO_UPGRADE,ULEPSZ
TID_HERO_INFO_ABILITY_LEVEL,POZ. <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Kup Zadymiarza
