"TID","DE"
"TID_SHAMAN_WEAPON","ZERBÄRSTEN"
"TID_SHAMAN_WEAPON_DESC","Nita verursacht eine Schockwelle im Boden, die getroffenen Gegnern Schaden zufügt."
"TID_SHAMAN_ULTI","GUT BÄRSCHÜTZT"
"TID_SHAMAN_ULTI_DESC","Nita beschwört den Großen Babybären, der ihre Feinde angreift."
"TID_UNDERTAKER","MORTIS"
"TID_UNDERTAKER_DESC","Mortis schnellt mit jedem Schwung seiner Schaufel nach vorne. Mit seinem Superskill entsendet er eine Wolke an Fledermäusen, die Feinden Schaden zufügen und ihn heilen!"
"TID_UNDERTAKER_WEAPON","SCHAUFELSCHWINGER"
"TID_UNDERTAKER_WEAPON_DESC","Mortis schwingt seine Schaufel und schnellt vorwärts, wodurch sich für ihn Geschäftsgelegenheiten ergeben."
"TID_UNDERTAKER_ULTI","LEBENSRAUB"
"TID_UNDERTAKER_ULTI_DESC","Mortis ruft einen Schwarm blutsaugender Fledermäuse herbei, die Trefferpunkte seiner Gegner stehlen und ihn heilen. Gruselig!"
"TID_CROW","CROW"
"TID_CROW_DESC","Crow wirft ein Trio an vergifteten Dolchen. Mit seinem Superskill springt er in die Luft und schleudert sowohl beim Hochspringen als auch bei der Landung Dolche."
"TID_CROW_WEAPON","SPRINGMESSER"
"TID_CROW_WEAPON_DESC","Crow wirft drei Dolche. Durch die vergifteten Klingen erleiden Gegner auch nach dem Treffer noch Schaden über Zeit."
"TID_CROW_ULTI","STURZFLUG"
"TID_CROW_ULTI_DESC","Crow fliegt empor und wirft sowohl beim Hochfliegen als auch bei der Landung einen Ring vergifteter Dolche um sich."
"TID_DEAD_MARIACHI","POCO"
"TID_DEAD_MARIACHI_DESC","Poco beschießt Gegner mit Schallwellen, die Schaden verursachen. Mit seinem Superskill kann er sowohl sich als auch Verbündete heilen."
"TID_DEAD_MARIACHI_WEAPON","POWERAKKORD"
"TID_DEAD_MARIACHI_WEAPON_DESC","Poco spielt sein Guitarrón und verschießt so Schallwellen, die durch Mark und Bein gehen. Getroffene Gegner erleiden dadurch Schaden."
"TID_DEAD_MARIACHI_ULTI","ZUGABE"
"TID_DEAD_MARIACHI_ULTI_DESC","Poco heilt sich selbst sowie alle Verbündeten, die er mit seiner belebenden Melodie erreichen kann."
"TID_BOW_DUDE","BO"
"TID_BOW_DUDE_DESC","Bo verschießt drei explosive Pfeile. Mit seinem Superskill platziert er versteckte Minen auf dem Boden."
"TID_BOW_DUDE_WEAPON","ADLERKLAUEN"
"TID_BOW_DUDE_WEAPON_DESC","Bo verschießt drei Pfeile, die einschlagen wie explosive Adlerklauen."
"TID_BOW_DUDE_ULTI","FUCHSFALLE"
"TID_BOW_DUDE_ULTI_DESC","Bo versteckt explosive Fallen im Boden. Werden sie von einem Feind ausgelöst, explodieren sie nach kurzer Zeit, stoßen Gegner weg und fügen ihnen Schaden zu."
"TID_SNIPER","PIPER"
"TID_SNIPER_DESC","Je weiter Pipers Sniper-Schüsse fliegen, desto mehr Schaden richten sie an. Mit ihrem Superskill platziert sie Granaten und springt davon!"
"TID_SNIPER_WEAPON","BELLE-ISTIK"
"TID_SNIPER_WEAPON_DESC","Piper schießt einen Sniper-Schuss aus ihrem Sonnenschirm. Je weiter er fliegt, desto mehr Schaden richtet er an!"
"TID_SNIPER_ULTI","KNALLSCHIRMSPRUNG"
"TID_SNIPER_ULTI_DESC","Piper entgleitet elegant ihren Verehrern und lässt ihnen sogar noch ein Geschenk da: einige scharfe Granaten aus ihrem Strumpfband!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam beschießt ihre Gegner aus der Hüfte mit Altmetall. Ihr Superskill ist eine Maschine, die sie und ihre Verbündeten heilt."
"TID_MINIGUN_DUDE_WEAPON","SCHROTTNADO"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam deckt eine große Fläche mit Salven aus Altmetall ab. Wir raten zu Schutzbrillen!"
"TID_MINIGUN_DUDE_ULTI","MAMAS SCHMATZER"
"TID_MINIGUN_DUDE_ULTI_DESC","Pams heilender Turm verströmt eine lindernde Aura, die die Trefferpunkte von ihr selbst sowie von Verbündeten in ihrem Wirkungsbereich regeneriert."
"TID_BONE_THROWER","Knochenwerfer"
"TID_BONE_THROWER_DESC","Mit seinem massiven Maschinengewehr kann der Minigunner es mit einer ganzen Horde von Gegnern aufnehmen. Sein Bewegungstempo ist langsam und er ist gegen Zurückstoßen immun."
"TID_BONE_THROWER_WEAPON","MINIGUN"
"TID_BONE_THROWER_WEAPON_DESC","Der Minigunner schafft es, das Tragen dieses massiven Maschinengewehrs leicht aussehen zu lassen. Er kann sogar laufen, während er es vollautomatisch abfeuert!"
"TID_BONE_THROWER_ULTI","VERBANDSKASTEN"
"TID_BONE_THROWER_ULTI_DESC","Es kann vorkommen, dass man in einem hochintensiven Feuergefecht einige Kratzer davonträgt. Der Verbandskasten sorgt dafür, dass dein Team gesund weiterkämpfen kann."
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Tara wirft drei Tarotkarten, die ihre Feinde durchdringen. Mit ihrem Superskill erzeugt sie ein schwarzes Loch, das Gegner in dessen Mitte zieht und Schaden verursacht."
"TID_BLACK_HOLE_WEAPON","TRIPELTAROT"
"TID_BLACK_HOLE_WEAPON_DESC","Tara wirft geschickt drei Tarotkarten, die Gegner durchdringen. Was für ein Trick!"
"TID_BLACK_HOLE_ULTI","ANZIEHUNGSKRAFT"
"TID_BLACK_HOLE_ULTI_DESC","Tara beschwört einen Gravitationsbrunnen! Feinde im Wirkungsbereich werden hineingezogen und stoßen unter großen Schmerzen aneinander."
"TID_TURRET_DAMAGE","Geschützturmschaden"
"TID_TURRET_HEALTH","Geschützturm-Trefferpunkte"
"TID_STAT_DAMAGE_PER_SECOND","Schaden pro Sekunde"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Schaden pro Sekunde"
"TID_STAT_DAMAGE_PER_STRIKE","Schaden pro Schlag"
"TID_ROBOT","DEPUTY IRONS"
"TID_ROBOT_DESC","Der eiserne Arm des Gesetzes."
"TID_ROBOT_WEAPON","RAKETENSNIPE"
"TID_ROBOT_WEAPON_DESC","Depute Irons verschießt mit mechanischer Präzision eine hochexplosive Rakete, die eine extrem hohe Entfernung zurücklegen kann."
"TID_ROBOT_ULTI","SPERRZONE"
"TID_ROBOT_ULTI_DESC","Wenn es hart auf hart kommt, kann Deputy Irons Raketen auf einen Bereich regnen lassen, um Gegner zu erledigen und Schaulustige zu vertreiben."
"TID_ARMOR_STAT","Trefferpunkte"
"TID_HEALTH","Trefferpunkte"
"TID_STAT_GRENADE_DAMAGE","Schaden pro Granate"
"TID_STAT_MISSILE_DAMAGE","Schaden pro Rakete"
"TID_STAT_HEALTH","Trefferpunkte"
"TID_STAT_SPEED","Geschwindigkeit"
"TID_STAT_DAMAGE","Schaden"
"TID_STAT_DAMAGE_SPECIAL_TARGETS","Schaden an besond. Zielen"
"TID_STAT_DAMAGE_PER_SHOT","Schaden pro Kugel"
"TID_STAT_DAMAGE_PER_SHELL","Schaden pro Kugel"
"TID_STAT_HAMMER_DAMAGE","Schaden alle 0,2 Sek."
"TID_BATTLE","SPIELEN"
"TID_QUIT","Verl."
"TID_MATCHMAKING_QUIT","Verlassen"
"TID_MATCHMAKING_HEADING","Spielersuche"
"TID_MATCHMAKING_TIME_LABEL","Brawl beginnt in:"
"TID_MATCHMAKING_PLAYERS","Gefundene Spieler: <x>/<y>"
"TID_BUTTON_CANCEL","Abbrechen"
"TID_BUTTON_OK","Okay"
"TID_ENTER_NAME_TITLE","Willkommen bei Brawl Stars!"
"TID_ENTER_NAME_BODY","Wie lautet dein Name?"
"TID_TIME_DAYS","d"
"TID_TIME_HOURS","h"
"TID_TIME_MINS","m"
"TID_TIME_SECS","s"
"TID_MATCHMAKING_TIME","Zeit bis Start: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Verbunden"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Verbinden"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Anmelden"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Ohne spielen"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Möchtest du einen anderen Spielstand mit EP-Level <number> laden? Melde dich hierzu mit deiner Supercell ID an."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Fehler!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Client nicht mit Server synchronisiert!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Spiel neu laden"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Verbindungsfehler"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Verbindung mit dem Server nicht möglich. Überprüfe deine Internetverbindung und versuche es erneut."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Erneut versuchen"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Anmeldung fehlgeschlagen"
"TID_ERROR_POP_UP_LOGIN_FAILED","Bitte versuche es später erneut."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Erneut versuchen"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Noch da?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Tippe auf den Button unten, um das Spiel neu zu laden."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Spiel neu laden"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Update verfügbar!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Gute Neuigkeiten! Eine neue Version des Spiels ist verfügbar."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Update"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Wartungsarbeiten"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Die Server werden derzeit gewartet. Bitte versuche es später erneut."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Erneut versuchen"
"TID_ERROR_POP_UP_BANNED_TITLE","Du bist gesperrt!"
"TID_ERROR_POP_UP_BANNED","Du bist vorübergehend gesperrt!"
"TID_ERROR_POP_UP_BANNED_BUTTON","Okay"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Support kontaktieren"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Mehr Infos"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Wichtiger Hinweis"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars ist kostenlos spielbar, aber durch In-App-Käufe kann dein Fortschritt beschleunigt werden. (Diese kannst du in den Einstellungen deines Geräts deaktivieren.) Tippe auf \qOkay\q, um unsere Nutzungsbedingungen und unsere Datenschutzrichtlinien zu akzeptieren."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Okay"
"TID_SERVER_ERROR_TITLE","Serverfehler <number>"
"TID_SERVER_ERROR","Die Verbindung wurde während des Brawls getrennt."
"TID_SERVER_ERROR_BUTTON","Okay"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Verbindung getrennt"
"TID_ERROR_POP_UP_CONNECTION_LOST","Bitte versuche erneut, dich anzumelden!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Anmeldung erneut versuchen"
"TID_TROPHIES","Trophäen"
"TID_PRACTICE","TRAINING"
"TID_READY","Bereit"
"TID_BATTLE_END_TITLE_VICTORY","SIEG!"
"TID_BATTLE_END_TITLE_DEFEAT","NIEDERLAGE"
"TID_BATTLE_END_TITLE_DRAW","Unentschieden"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Du bist Erster!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Platz: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Das Spiel endete in einem Unentschieden, da beide Teams gleich viele Juwelen gesammelt haben!"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","\q<LEVEL>\q GEMEISTERT!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","NIEDERLAGE"
"TID_BATTLE_END_RETURN_HOME","VERLASSEN"
"TID_BATTLE_END_NEXT","Weiter"
"TID_BATTLE_END_TAP","Zum Fortfahren tippen"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","FÜR TRAININGSSPIELE GIBT ES KEINE TROPHÄEN"
"TID_BATTLE_END_XP_CAPPED","Sämtliche heute verfügbaren EP wurden eingesammelt"
"TID_BATTLE_END_PLAY_AGAIN","NOCH EIN SPIEL"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","ABBRECHEN"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> ist deinem Team beigetreten."
"TID_BATTLE_END_OVERWHELMING_VICTORY","EPISCHER SIEG"
"TID_BATTLE_END_OVERWHELMING_VICTORY_LONG","EPISCHER SIEG"
"TID_RESPAWNING","Zurück in:\n<n1>"
"TID_TEAMS_POPUP_TITLE","TEAMS"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Teams von Freunden & deinem Club"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","WENN DU EINEM CLUB BEITRITTST, WERDEN AKTIVE MATCHES HIER ANGEZEIGT"
"TID_TEAMS_POPUP_SEARCH","MIT CODE BEITRETEN"
"TID_TEAMS_POPUP_CREATE","TEAM ERSTELLEN"
"TID_TEAM_SEARCH_POPUP_TITLE","TEAM MIT CODE BEITRETEN"
"TID_TEAM_SEARCH_POPUP_SEARCH","BEITRETEN"
"TID_TEAM_JOIN_ROOM_CODE","Code hier eingeben ..."
"TID_TEAM_CHANGE_MAP","ÄNDERN"
"TID_TEAM_TYPE_INFO_0","Ranglistenspiel"
"TID_TEAM_TYPE_INFO_1","Testspiel"
"TID_TEAM_TYPE_INFO_2","Sonderereignis"
"TID_TEAM_MEMBER_LEFT_0","Du hast das Team verlassen."
"TID_TEAM_MEMBER_LEFT_1","Du wurdest aus dem Team gekickt."
"TID_TEAM_MEMBER_LEFT_2","Team wurde aufgelöst, da das Ereignis vorbei ist."
"TID_TEAM_MEMBER_LEFT_3","Team wurde aufgelöst, da der Ersteller das Team verlassen hat."
"TID_TEAM_MEMBER_LEFT_4","Turnierspiel abgebrochen"
"TID_TEAM_MEMBER_LEFT_5","Turnierspiel abgelaufen"
"TID_TEAM_MEMBER_LEFT_6","Turnierspiel zu Ende"
"TID_TEAM_GAME_STARTING","Brawl beginnt"
"TID_TEAM_CODE_COPIED","Code in Zwischenablage kopiert"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>EINLADUNG VERSCHICKT</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>ABGELEHNT</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>SPIELER IST OFFLINE</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","Zum Abbrechen tippen"
"TID_TEAM_ERROR_1","Team-Serverfehler"
"TID_TEAM_ERROR_2","Beitritt nicht möglich. Team ist voll."
"TID_TEAM_ERROR_3","Beitritt nicht möglich. Das Team wurde aufgelöst."
"TID_TEAM_ERROR_5","Ungültiger Teamcode. Bitte überprüfe, ob der Code korrekt ist."
"TID_TEAM_ERROR_6","Es konnte kein Team mit diesem Code gefunden werden."
"TID_TEAM_ERROR_7","Du kannst einem Team nicht wieder beitreten, wenn du hinausgekickt wurdest."
"TID_TEAM_ERROR_8","Überprüfe die Teameinstellungen. Kein Team darf mehr als drei Spieler haben."
"TID_TEAM_ERROR_10","Team kann nicht erstellt werden. Du bist bereits in einem Team."
"TID_TEAM_ERROR_11","Team kann nicht erstellt werden. Das Ereignis ist vorbei."
"TID_TEAM_ERROR_12","Du kannst einem aufgelösten Team nicht beitreten."
"TID_TEAM_ERROR_14","Team kann nicht erstellt werden. In diesem Ereignis sind keine Teams erlaubt."
"TID_TEAM_ERROR_15","Du kannst diesem Team nicht beitreten, da es nicht in deiner Region ist."
"TID_TEAM_ERROR_17","Spiel kann nicht gestartet werden. Doppelte Brawler sind nicht erlaubt."
"TID_TEAM_ERROR_18","Spiel kann nicht gestartet werden. Es stehen Wartungsarbeiten bevor."
"TID_TEAM_ERROR_19","Du kannst den Ersteller eines Teams nicht kicken, wenn er online ist."
"TID_TEAM_ERROR_20","Map kann nicht gewechselt werden. Für diese Map seid ihr zu viele Spieler."
"TID_TEAM_ERROR_21","Spiel kann nicht gestartet werden. Nicht genügend Tickets."
"TID_TEAM_ERROR_22","Map kann nicht gewechselt werden. Ihr seid zu viele Spieler."
"TID_TEAM_ERROR_24","Einladung fehlgeschlagen. Freund nicht gefunden."
"TID_TEAM_ERROR_25","Einladung fehlgeschlagen. Team ist voll."
"TID_TEAM_ERROR_26","Einladung abgelehnt"
"TID_TEAM_ERROR_27","Einladung fehlgeschlagen. Der Spieler hat Teameinladungen momentan deaktiviert."
"TID_TEAM_ERROR_28","Einladung fehlgeschlagen. Der Spieler ist offline."
"TID_TEAM_ERROR_29","Einladung fehlgeschlagen. Spieler ist bereits in einem Team."
"TID_TEAM_ERROR_30","Der Brawl konnte nicht gestartet werden, da eine Einladung noch nicht beantwortet wurde."
"TID_TEAM_ERROR_31","Ereignis kann nicht gewechselt werden, solange eine Einladung unbeantwortet ist."
"TID_TEAM_ERROR_32","Das Team hat zu viele Mitglieder für diesen Spielmodus."
"TID_TEAM_ERROR_33","In diesem Spielmodus gibt es keine Teams."
"TID_TEAM_ERROR_34","Du hast bereits den letzten Boss besiegt."
"TID_TEAM_ERROR_40","Du hast bereits eine ausstehende Team-Beitrittsanfrage."
"TID_TEAM_ERROR_41","Team-Beitrittsanfrage wurde abgelehnt."
"TID_TEAM_ERROR_42","Team-Beitrittsanfrage fehlgeschlagen. Team konnte nicht gefunden werden."
"TID_TEAM_ERROR_43","Der Empfänger der Team-Beitrittsanfrage ist nicht mehr in einem Team."
"TID_TEAM_ERROR_44","Der Empfänger der Team-Beitrittsanfrage ist offline."
"TID_TEAM_ERROR_45","Team-Beitrittsanfrage fehlgeschlagen. Das Team ist voll."
"TID_TEAM_ERROR_46","Der Empfänger der Team-Beitrittsanfrage hat dich stummgeschaltet."
"TID_TEAM_ERROR_47","Team-Beitrittsanfrage fehlgeschlagen. Nur ein befreundeter Teamersteller kann Beitrittsanfragen annehmen."
"TID_TEAM_ERROR_48","Der Empfänger der Team-Beitrittsanfrage hat alle Einladungen stummgeschaltet."
"TID_TEAM_ERROR_60","Ereignis kann nicht vorgeschlagen werden. Zu viele Spieler."
"TID_TEAM_ERROR_61","Mit einer ausstehenden Einladung kann ein Ereigniswechsel nicht vorgeschlagen werden."
"TID_TEAM_ERROR_62","Ereignis kann nicht vorgeschlagen werden. Es ist dem Teamersteller nicht zugänglich."
"TID_TEAM_ERROR_102","Erstellen des Teams nicht möglich. Du hast eine ausstehende Beitrittsanfrage."
"TID_TEAM_ERROR_120","Match kann nicht gestartet werden. Du kannst nur die Map deiner aktuellen Herausforderungsstufe spielen."
"TID_TEAM_ERROR_121","Starten des Spiels nicht möglich. Keine Versuche übrig."
"TID_TEAM_ERROR_122","Dieser Brawler ist in diesem Match gesperrt."
"TID_TEAM_ERROR_123","Match kann nicht gestartet werden. Der ausgewählte Brawler ist diese Saison im POWERPLAY-Modus und in Herausforderungen gesperrt."
"TID_SELECT_LOCATION_TITLE","MAP WÄHLEN"
"TID_SELECT_LOCATION_LOCATIONS","TESTSPIEL"
"TID_SELECT_LOCATION_EVENTS","RANGLISTENSPIEL"
"TID_TEAM_SEARCH_INVALID_CODE","Ungültiger Teamcode. Bitte überprüfe, ob der Code korrekt ist."
"TID_TEAM_LEAVE","VER-\nLASSEN"
"TID_TEAM_JOIN","TEAM BEITRETEN"
"TID_TEAM_READY_BUTTON_LABEL","ICH BIN BEREIT"
"TID_TEAM_CANCEL_READY","Abbrechen"
"TID_TEAM_QUIT","VERLASSEN"
"TID_TEAM_TEAMCODE","Teamcode"
"TID_TEAM_TEAMCODE_DESC","Mit diesem Code können Freunde deinem Team beitreten."
"TID_TEAM_WAITING_FOR_PLAYER","Mit Code einladen"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","EINLADEN"
"TID_TEAMCREATE_EVENT","Map"
"TID_TEAM_KICK","KICKEN"
"TID_TEAM_PROFILE","PROFIL"
"TID_TEAM_SWAP","SEITEN TAUSCHEN"
"TID_TEAM_SWAP_HERE","Hierhin"
"TID_TEAM_CREATOR_ONLY_FEATURE","Nur für den Ersteller des Teams möglich"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Nur der Ersteller des Teams kann Ereignisse wechseln."
"TID_TEAM_PROFILE_BLOCKED","Profil kann nicht geöffnet werden, wenn du auf \qBereit\q gestellt bist."
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Nicht verfügbar, wenn du auf \qBereit\q gestellt bist!"
"TID_TEAM_PRACTISE_BUTTON_LABEL","TRAINING"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","mit Bots"
"TID_TEAM_LOOT_UNLOCKS","BELOHNUNGEN"
"TID_BONUS_REWARD","Bonusbelohnung für 3 Siege:"
"TID_BONUS_REWARD_COLLECTED","Bonusbelohnung abgeholt"
"TID_INFO_SERVER_ERROR_TITLE","Serverfehler"
"TID_INFO_SERVER_ERROR_BUTTON","Spiel neu laden"
"TID_RARITY_NAME_0","Meilenstein"
"TID_RARITY_NAME_1","Selten"
"TID_RARITY_NAME_2","Superselten"
"TID_RARITY_NAME_3","Episch"
"TID_RARITY_NAME_4","Mythisch"
"TID_RARITY_NAME_5","Legendär"
"TID_RARITY_NAME_6","Chromatisch"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_RARITY_COLOR_6","F88F25"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","NEUER RANG!"
"TID_RANK_UP_POPUP_REWARD_BONUS","AUFSTIEGSBONUS"
"TID_RANK_UP_POPUP_RANK","RANG <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Der Name ist zu kurz!"
"TID_NAME_FAILED_PROFANITIES","Der Name ist nicht erlaubt!"
"TID_NAME_FAILED","Der Name ist nicht erlaubt!"
"TID_EVENT_STARTED","Neue Map (<GAMEMODE>) spielbar! Neue Belohnungen verfügbar!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Spieler vs. Spieler</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Spieler vs. Bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Solo mit Bots spielen</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Spieler vs. Spieler</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Solo mit Bots spielen</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>In Testspielen sind alle Brawler maximal upgegradet.</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Um die Powerpunkte zu erhalten"
"TID_SELECT_HERO_POW_INFO_TITLE","POWERPUNKTE-BELOHNUNG"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","POWERPUNKTE-KAUF"
"TID_SELECT_HERO_POW_INFO_BODY","WÄHLE EINEN BRAWLER,\nDER DIE POWERPUNKTE ERHALTEN SOLL"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Dieser Brawler verfügt bereits über die maximale Anzahl Powerpunkte."
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","KAUF BESTÄTIGEN"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Powerpunkte an <HERO> vergeben?"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","BELOHNUNG BESTÄTIGEN"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","<HERO> erhält die Powerpunkte."
"TID_NAVI_1","Shop"
"TID_NAVI_2","News"
"TID_NAVI_3","Spielen"
"TID_NAVI_4","Brawler"
"TID_NAVI_5","Club"
"TID_NAVI_6","Profil"
"TID_NAVI_7","Freunde"
"TID_LEADERBOARD_TITLE","BESTENLISTEN"
"TID_LEADERBOARD_TAB_TOTAL","GESAMT-\nTROPHÄEN"
"TID_LEADERBOARD_TAB_HEROES","BRAWLER"
"TID_LEADERBOARD_TAB_CLANS","CLUBS"
"TID_LEADERBOARD_TAB_FRIENDS","FREUNDE"
"TID_LEADERBOARD_SUBTITLE_1","TOPSPIELER"
"TID_LEADERBOARD_SUBTITLE_2","TOPCLUBS"
"TID_LEADERBOARD_SUBTITLE_0","TOPSPIELER VON <HERO>"
"TID_BATTLE_MAIN_NEXT_REWARD","Nächste Belohnung: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Neue Map in: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> erhalten"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Sammle 100 Marken, um eine Brawlbox zu bekommen!"
"TID_GATCHA_INFO","<c0000ff>Brawlboxen</c>\n\nIn Brawlboxen findest du Brawler, Powerpunkte, Münzen oder Markenverdoppler."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","TREFFERPUNKTE"
"TID_HERO_INFO_ABILITY","ATTACKE: <NAME>"
"TID_HERO_INFO_ULTI","SUPERSKILL: <NAME>"
"TID_HERO_INFO_ARMOR_LABEL","TREFFERPUNKTE"
"TID_HERO_INFO_ABILITY_LABEL","ANGRIFF"
"TID_HERO_INFO_ULTI_LABEL","SUPERSKILL"
"TID_HERO_INFO_BACK","ZURÜCK"
"TID_HERO_INFO_UPGRADE","UPGRADEN"
"TID_HERO_INFO_ABILITY_LEVEL","LVL. <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Brawler kaufen"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Sammle Powerpunkte, die du in Brawlboxen und Shopangeboten finden kannst, um das nächste Upgrade freizuschalten."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Starpower kann nun in Brawlboxen gefunden werden"
"TID_HERO_INFO_STAR_POWER_BLOCKED","Verstärke <HERONAME> mit einer wählbaren Starpower! Nach dem Erreichen von POWERLEVEL <LEVEL> in Brawlboxen erhältlich."
"TID_HERO_INFO_ACCESSORIES_CAN_DROP","Gadget kann nun in Brawlboxen gefunden werden."
"TID_HERO_INFO_ACCESSORIES_BLOCKED","Verstärke <HERONAME> mit einem besonderen Gadget! Du kannst dies in Brawlboxen finden, nachdem du POWERLEVEL <LEVEL> erreicht hast."
"TID_HERO_INFO_STAR_POWER_LABEL","STARPOWER: <NAME>"
"TID_HERO_INFO_ACCESSORIES_LABEL","GADGET: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
