"TID","TH"
"TID_FIREWORKS_ULTI_DESC","บร็อคระดมยิงจรวดที่ทำลายศัตรูและสิ่งกีดขวาง เพียงเพราะเขาต้องการเห็นคุณชุ่มโชกไปด้วยจรวดที่ตกลงมาดั่งสายฝน!"
"TID_TNT_DUDE","ไดนาไมค์"
"TID_TNT_DUDE_DESC","ไดนาไมค์ปาระเบิดไดนาไมต์สองแท่ง ท่าไม้ตายของเขาคือถังไม้ที่อัดแน่นไปด้วยระเบิดไดนาไมต์ที่ทำลายสิ่งกีดขวางให้กระจุย!"
"TID_MORTAR","จุดชนวน"
"TID_MORTAR_DESC","ไมค์เขวี้ยงไดนาไมต์ออกไปสองแท่งข้ามสิ่งกีดขวางที่อยู่ในระยะ สายชนวนตัดสั้นพร้อมระเบิดทุกเมื่อไม่ต่างจากอารมณ์ที่ร้อนระอุของไมค์!"
"TID_MORTAR_ULTI","ถังยักษ์ตูมตาม"
"TID_MORTAR_ULTI_DESC","ไดนาไมต์ถังใหญ่ที่จะระเบิดสิ่งกีดขวางเป็นจุล ศัตรูที่รอดชีวิตจะกระเด็นถอยหลังจากแรงกระแทก!"
"TID_LUCHADOR","เอล ปริโม่"
"TID_LUCHADOR_DESC","เอล ปริโม่รัวหมัดใส่ศัตรูของเขา ท่าไม้ตายของเขาคือการกระโดดทิ้งศอกที่สร้างความเสียหายให้กับทุกคนอยู่ในบริเวณข้างใต้!"
"TID_LUCHADOR_WEAPON","กำปั้นพิโรธ"
"TID_LUCHADOR_WEAPON_DESC","เอล ปริโม่จะรัวกำปั้นพิโรธออกไปสี่หมัด กำปั้นรสพริกจาลาปิโนสุดเผ็ดร้อน!"
"TID_LUCHADOR_ULTI","ศอกดาวตก"
"TID_LUCHADOR_ULTI_DESC","เอล ปริโม่จะกระโดดขึ้นสูงพร้อมทิ้งศอกพลังกาแล็กซีที่ทำลายศัตรูและสิ่งกีดขวาง!"
"TID_TRICKSHOT_DUDE_OLD","ริโคเชต์"
"TID_TRICKSHOT_DUDE_DESC","ริโครัวกระสุนที่กระดอนจากกำแพงได้ ท่าไม้ตายของเขาคือการยิงกระสุนกระดอนที่ยิงทะลุผ่านเป้าหมายได้!"
"TID_TRICKSHOT_DUDE_WEAPON","กระสุนกระดอน"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","กระสุนของริโคกระดอนจากกำแพงและมีระยะการยิงเพิ่มขึ้น ซึ่งสามารถโจมตีศัตรูที่หลบหลังสิ่งกีดขวางได้"
"TID_TRICKSHOT_DUDE_ULTI","กลเม็ดเด็ด"
"TID_TRICKSHOT_DUDE_ULTI_DESC","ริโคยิงกระสุนหลายนัดเป็นแนวยาวที่ทะลวงผ่านศัตรูและกระดอนจากกำแพง ทำให้ระยะการยิงเพิ่มขึ้น"
"TID_CACTUS","สไปค์"
"TID_CACTUS_DESC","สไปค์ปาตะบองเพชรที่เป็นระเบิดหนามกระจายไปทุกทิศ ท่าไม้ตายสุดอลังการของเขาคือทุ่งหนามตะบองเพชรที่ลดความเร็วและสร้างความเสียหายให้กับศัตรู!"
"TID_CACTUS_WEAPON","ระเบิดหนาม"
"TID_CACTUS_WEAPON_DESC","สไปค์ยิงตะบองเพชรเล็กๆ ที่ระเบิดกระจายหนามไปในทิศทางต่างๆ"
"TID_CACTUS_ULTI","ติดหนึบ!"
"TID_CACTUS_ULTI_DESC","สไปค์จะยิงระเบิดหนาม ศัตรูที่อยู่ในรัศมีระเบิดจะได้รับความเสียหายและมีความเร็วลดลง"
"TID_BARKEEP","บาร์ลีย์"
"TID_BARKEEP_DESC","บาร์ลีย์โจมตีด้วยการเขวี้ยงขวดซึ่งสร้างความเสียหายแบบกระจายใส่ศัตรู ท่าไม้ตายของเขาคือการเขวี้ยงระเบิดขวดจำนวนมาก!"
"TID_BARKEEP_WEAPON","เพียวไม่ผสม"
"TID_BARKEEP_WEAPON_DESC","บาร์ลีย์ปาระเบิดขวดลงบนพื้นให้แตกกระจาย สร้างความเสียหายให้กับศัตรู และจะทำความเสียหายเพิ่มเติมตามระยะเวลา หากยังอยู่ในจุดที่ขวดตก"
"TID_BARKEEP_ULTI","ออเดอร์สุดท้าย"
"TID_BARKEEP_ULTI_DESC","บาร์ลีย์เขวี้ยงระเบิดขวดจำนวนมาก ปกคลุมพื้นที่ไปด้วยเปลวเพลิง ขวดนี้บาร์ลีย์เลี้ยง!"
"TID_MECHANIC","เจสซี่"
"TID_MECHANIC_DESC","ไรเฟิลไฟฟ้าของเจสซี่จะยิงลูกบอลพลังงานที่จะชิ่งไปมาระหว่างศัตรู ท่าไม้ตายของเธอคือการเรียกป้อมปืนน่ารักสุดอันตรายออกมา!"
"TID_MECHANIC_WEAPON","ไรเฟิลไฟฟ้า"
"TID_MECHANIC_WEAPON_DESC","เจสซี่ยิงลูกพลังงานออกมา เมื่อยิงถูกศัตรู ลูกพลังงานจะชิ่งไปยังเป้าหมายถัดไปที่อยู่ในระยะได้อย่างต่อเนื่องถึงสามคน การชิ่งแต่ละครั้งจะสร้างความเสียหายลดลง <damageDecayChain>"
"TID_MECHANIC_ULTI","สแครปปี้!"
"TID_MECHANIC_ULTI_DESC","เจสซี่เรียกป้อมปืนที่โจมตีศัตรูโดยอัตโนมัติ และทำมาจากวัสดุรีไซเคิล 100% ด้วยนะ!"
"TID_SHAMAN","นิต้า"
"TID_SHAMAN_DESC","นิต้าโจมตีศัตรูของเธอด้วยคลื่นกระแทกที่ดังสนั่น ท่าไม้ตายของเธอจะเป็นการอัญเชิญหมีตัวโตมาสู้เคียงข้าง!"
"TID_SHAMAN_WEAPON","ฉีกสะบั้น"
"TID_SHAMAN_WEAPON_DESC","นิต้าส่งคลื่นกระแทกไปด้านหน้า ศัตรูที่ได้รับความเสียหายจะมีอาการสั่น"
"TID_SHAMAN_ULTI","จอมบงการ"
"TID_SHAMAN_ULTI_DESC","นิต้าอัญเชิญวิญญาณของลูกหมียักษ์เพื่อตามล่าศัตรู"
"TID_UNDERTAKER","มอร์ติส"
"TID_UNDERTAKER_DESC","มอร์ติสพุ่งไปด้านหน้าพร้อมแกว่งพลั่วไปมา ท่าไม้ตายของเขาคือการปล่อยฝูงค้างคาวเพื่อสร้างความเสียหายให้กับศัตรูและฟื้นฟูพลังชีวิตของตัวเอง!"
"TID_UNDERTAKER_WEAPON","พลั่วควงสว่าน"
"TID_UNDERTAKER_WEAPON_DESC","มอร์ติสพุ่งไปด้านหน้าพร้อมกับควงพลั่วที่จะสร้างโอกาสทางธุรกิจให้กับกิจการสัปเหร่อของเขา"
"TID_UNDERTAKER_ULTI","เลือดแห่งชีวิต"
"TID_UNDERTAKER_ULTI_DESC","มอร์ติสเรียกฝูงค้างคาวแวมไพร์ที่ดูดพลังชีวิตของ\nบรอว์เลอร์ศัตรูมาฟื้นคืนพลังชีวิตให้กับตนเอง สยอง!"
"TID_CROW","โครว"
"TID_CROW_DESC","โครวปามีดอาบยาพิษออกไปสามเล่ม ท่าไม้ตายของเขาคือเขาจะกระโดดขึ้นฟ้าพร้อมปามีดไปรอบตัวทั้งตอนกระโดดและตอนลงพื้น!"
"TID_CROW_WEAPON","มีดพกสังหาร"
"TID_CROW_WEAPON_DESC","โครวปามีดสุดโหดสามเล่ม ศัตรูที่ถูกมีดอาบยาพิษจะได้รับความเสียหายตามระยะเวลา และการเยียวยาทั้งหมดจะลดลงเป็นระยะเวลาหนึ่ง"
"TID_CROW_ULTI","โฉบถลา"
"TID_CROW_ULTI_DESC","โครวบินขึ้นฟ้าแล้วปามีดอาบยาพิษเป็นวงแหวนรอบตัวเขาทั้งตอนบินขึ้นและลงจากฟ้า"
"TID_DEAD_MARIACHI","โปโค่"
"TID_DEAD_MARIACHI_DESC","โปโค่ยิงคลื่นเสียงที่สร้างความเสียหายให้กับศัตรู ท่าไม้ตายของเขาจะฟื้นฟูพลังชีวิตให้กับตัวเองและเพื่อนร่วมทีม!"
"TID_DEAD_MARIACHI_WEAPON","คอร์ดร็อค"
"TID_DEAD_MARIACHI_WEAPON_DESC","โปโค่ดีดกีตาร์ส่งคลื่นสะท้านกระดูกไปข้างหน้า สร้างความเสียหายแก่ศัตรูที่ถูกคลื่นกระทบ"
"TID_DEAD_MARIACHI_ULTI","ทำนองที่เพรียกหา"
"TID_DEAD_MARIACHI_ULTI_DESC","โปโค่ฟื้นฟูพลังชีวิตให้กับตัวเองและพันธมิตรที่อยู่ในระยะด้วยบทเพลงที่ให้กำลังใจ ไม่มีผลต่อตัวละครฝ่ายตรงข้าม"
"TID_BOW_DUDE","โบ"
"TID_BOW_DUDE_DESC","โบยิงลูกศรระเบิดสามดอกไปยังศัตรู ท่าไม้ตายของเขาคือการวางกับระเบิดพรางตาสามลูกไว้บนพื้น!"
"TID_BOW_DUDE_WEAPON","นัยน์ตาอินทรี"
"TID_BOW_DUDE_WEAPON_DESC","โบจะยิงลูกศรระเบิดออกไปสามดอก ฉีกร่างศัตรูดุจกงเล็บอินทรี"
"TID_BOW_DUDE_ULTI","ล่าจิ้งจอก"
"TID_BOW_DUDE_ULTI_DESC","โบวางกับดักระเบิดไว้บนพื้น เมื่อศัตรูเหยียบ กับดักจะระเบิดหลังดีเลย์ไม่นาน สร้างความเสียหายและผลักศัตรูกระเด็นถอยหลัง"
"TID_SNIPER","ไพเพอร์"
"TID_SNIPER_DESC","การซุ่มยิงของไพเพอร์จะสร้างความเสียหายเพิ่มขึ้นตามระยะทางการยิง ท่าไม้ตายของเธอคือการทิ้งระเบิดในขณะที่เธอกระโดดหนี!"
"TID_SNIPER_WEAPON","ปืนร่ม"
"TID_SNIPER_WEAPON_DESC","ไพเพอร์ยิงกระสุนลอบสังหารจากปลายร่มของเธอ กระสุนจะสร้างความเสียหายเพิ่มขึ้นตามระยะทาง!"
"TID_SNIPER_ULTI","ระเบิดจากฟากฟ้า"
"TID_SNIPER_ULTI_DESC","ไพเพอร์กระโดดขึ้นสูงเพื่อหนีจากผู้ชายจอมตื้อ แต่เธอก็ยังใจดีทิ้งระเบิดมือจากสายรัดถุงน่องของเธอไว้ให้ดูต่างหน้า!"
"TID_MINIGUN_DUDE","แพม"
"TID_MINIGUN_DUDE_DESC","แพมใช้เศษเหล็กเป็นกระสุนระดมยิงใส่เป้าหมาย ท่าไม้ตายของเธอคือป้อมพยาบาลที่ฟื้นฟูพลังชีวิตให้ตัวเองและเพื่อนร่วมทีม!"
"TID_MINIGUN_DUDE_WEAPON","เศษเหล็กสลาตัน"
"TID_MINIGUN_DUDE_WEAPON_DESC","แพมพ่นเศษเหล็กออกเป็นบริเวณกว้าง ขอแนะนำว่าให้ใส่แว่นตานิรภัยไว้ด้วย!"
"TID_MINIGUN_DUDE_ULTI","จูบของแม่"
"TID_MINIGUN_DUDE_ULTI_DESC","ป้อมพยาบาลของแพมจะฟื้นฟูพลังชีวิตให้เธอและพันธมิตรที่อยู่ในบริเวณ"
"TID_BONE_THROWER","นักขว้างกระดูก"
"TID_BONE_THROWER_DESC","เล็กๆ ไม่ ใหญ่ๆ ทำ! มินิกันเนอร์สามารถกำจัดเหล่าวายร้ายให้ราบคาบด้วยปืนกลกระบอกใหญ่ (ความเร็วในการเคลื่อนที่ต่ำ ป้องกันการกระเด็น)"
"TID_BONE_THROWER_WEAPON","มินิกัน"
"TID_BONE_THROWER_WEAPON_DESC","มินิกันเนอร์ทำให้การใช้ปืนกลนี้ดูง่าย ทำได้แม้กระทั่งเดินชิลล์ๆ ในขณะที่ปล่อยให้ปืนกลรัวกระสุน!"
"TID_BONE_THROWER_ULTI","ผู้ปฐมพยาบาล"
"TID_BONE_THROWER_ULTI_DESC","เมื่อคุณได้รับบาดเจ็บในการต่อสู้สุดเข้มข้น ผู้ปฐมพยาบาลจะช่วยให้คุณรักษาฟอร์มการต่อสู้ของทีมได้!"
