"TID","PL"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Inne urządzenie łączy się z tą grą."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Wczytaj ponownie"
"TID_BAD_CONNECTION","Błąd połączenia sieciowego"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Alert Facebooka"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","To konto na Facebooku jest już połączone z inną grą Brawl Stars. Czy zamiast tego połączyć je z obecną grą?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Alert Kakao"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","To konto Kakao jest już połączone z inną grą Brawl Stars. Czy zamiast tego połączyć je z obecną grą?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","Alert LINE"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","To konto LINE jest już połączone z inną grą Brawl Stars. Czy zamiast tego połączyć je z obecną grą?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Odebrano nagrodę w postaci darmowego wydarzenia"
"TID_GEM_BUY_CONFIRMATION","Otrzymano <AMOUNT> klejnotów."
"TID_BLOCKED_TEAM_READY","Nie można tego wyświetlić w trybie gotowości"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Nie można wysyłać zaproszeń W TRYBIE GOTOWOŚCI"
"TID_SHOTGUN_BANDITA_SKIN","ROZBÓJNICZKA SHELLY"
"TID_SHUTDOWN_STARTED","Za 5 minut gra zostanie zamknięta z powodu krótkiej przerwy konserwacyjnej."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować za kilka godzin."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować za parę godzin."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować za 1,5 godziny."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować za godzinę."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować za <value> min."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Przepraszamy, nasze serwery są w trakcie konserwacji. Prosimy spróbować za kilka minut."
"TID_SHUTDOWN_BATTLE_DISABLED","Za kilka minut gra zostanie zamknięta z powodu prac konserwacyjnych. Rozpoczynanie nowych gier będzie wyłączone do momentu zakończenia prac."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Wpisz kod drużyny."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Nie masz uprawnień pozwalających na przyjmowanie lub odrzucanie próśb o dołączenie."
"TID_CLAN_RESPONSE_71","Starsi członkowie muszą odczekać pewien czas pomiędzy wyrzucaniem użytkowników"
"TID_STAT_MAX_DAMAGE","Obrażenia na maks. zasięgu"
"TID_STAT_DAMAGE_PER_BOMB","Obrażenia od granatu"
"TID_ELDER_KICK_FAIL_COOLDOWN","Niedawno wyrzuciłeś członka klubu. Spróbuj ponownie za <time>."
"TID_LUCHADOR_KING_SKIN","EL REY PRIMO"
"TID_PLAYER_DEFEATED_BR","Zadymiarz pokonany"
"TID_BALL_1","Mecz ogrodowy"
"TID_HINT_GET_BALL","Dorwij <cdaa520>piłkę</c>!"
"TID_LASER_BALL_INTRO_TEXT","Zdobądź dwa gole, aby wygrać!"
"TID_AFK_WARNING","Ostrzeżenie o nieaktywności! Przesuń swojego Zadymiarza!"
"TID_AFK_DISCONNECTED_MSG","Odłączono cię od bitwy z powodu nieaktywności lub niepoprawnie działającego połączenia internetowego."
"TID_AFK_BANNED_MSG","Zablokowano Twój dostęp do bitwy z powodu nieaktywności lub niepoprawnie działającego połączenia internetowego. Wrócisz do gry, gdy bitwa się zakończy."
"TID_AFK_DISCONNECTED_TITLE","Odłączenie z powodu nieaktywności"
"TID_AFK_BANNED_TITLE","Dostęp do bitwy zablokowany"
"TID_AFK_RELOAD","Wczytaj ponownie"
"TID_GAME_MODE_7","WIELKA GRA"
"TID_GAME_MODE_7_DESC","Pięciu graczy stara się pokonać kierowanego przez gracza WIELKIEGO ZADYMIARZA.\n\nBędąc WIELKIM ZADYMIARZEM, stajesz się znacznie potężniejszą postacią od pozostałych, zyskujesz też wiele punktów życia, które traci się bardzo powoli. Staw czoła łowcom i jak najdłużej pozostań w grze!\n\nGrając jako jeden z pięciu łowców, musisz współpracować z członkami swojej drużyny, aby jak najszybciej pokonać WIELKIEGO ZADYMIARZA."
"TID_BOSS_INTRO_TEXT_ATTACK","Pokonaj WIELKIEGO ZADYMIARZA!"
"TID_BOSS_INTRO_TEXT_DEFEND","Jesteś WIELKIM ZADYMIARZEM!"
"TID_BOSS_1","Koszmarny Kanion"
"TID_SEASON_END_POPUP_TITLE","KONIEC SEZONU"
"TID_SEASON_END_POPUP_REWARD","NAGRODA NA KONIEC SEZONU"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Ważne zmiany!"
"TID_COIN_META_MIGRATION_OK","URUCHOM SAMOUCZEK"
"TID_COIN_META_MIGRATION_TXT_1","Gra Brawl Stars ma nowy system ulepszeń, w którym Zadymiarze mogą awansować na wyższe poziomy po zdobyciu wymaganej ilości punktów mocy. Twoje dotychczasowe postępy zostały przekształcone na poziomy Zadymiarza."
"TID_COIN_META_MIGRATION_TXT_2","Za niewykorzystane żetony uprawniające do ulepszania postaci otrzymasz skrzynki Zadymiarza oraz inne przedmioty. Dzięki temu na pewno nie utracisz swoich postępów."
"TID_COIN_META_MIGRATION_TXT_3","Gra rozgrywana jest teraz na poziomym ekranie, a postaci kontroluje się za pomocą dwóch joysticków."
"TID_COIN_META_MIGRATION_TXT_4","Usunięto POWIELACZ MONET, który został zamieniony na klejnoty."
"TID_BOLTS_MIGRATION_TITLE","Ważne zmiany!"
"TID_BOLTS_MIGRATION_OK","OK"
"TID_BOLTS_MIGRATION_INFO","Nowy system ulepszania Zadymiarzy nie korzysta już z eliksiru. W ramach rekompensaty za eliksir i wcześniejszy rozwój Zadymiarzy otrzymujesz <BOLTS> żetonów rozwijających postać. Korzystaj z tych żetonów do rozwijania Zadymiarzy!\n\nPowtarzający się Zadymiarze oraz sztony usunięto z gry. W ramach rekompensaty za sztony otrzymujesz <GEMS> klejnotów. Udanej gry!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","TWÓJ ELIKSIR ZOSTAŁ ZAMIENIONY NA ŻETONY ROZWIJAJĄCE POSTAĆ"
"TID_BOLTS_MIGRATION_CHIP_GEM","WARTOŚĆ TWOICH SZTONÓW WYPŁACONO W KLEJNOTACH"
"TID_STAT_HEALING_PER_SEC","Leczenie na sekundę"
"TID_STAT_DAMAGE_PER_CARD","Obrażenia od karty"
"TID_OVERTIME","Dogrywka!"
"TID_STARTER_PACK_XP_REQ","Oferta specjalna za osiągnięcie <XPLEVEL>. poziomu doświadczenia"
"TID_VALUE","wartość"
"TID_SHOP_ONE_TIME_PURCHASE","Oferta JEDNORAZOWA!"
"TID_HINT_MAKE_GOAL_1","PRZECIĄGNIJ <ccc0033>CZERWONY PRZYCISK</c>, aby wycelować piłkę."
"TID_BALL_2","Potrójny drybling"
"TID_BALL_3","Wykop z powietrza"
"TID_STARTER_PACK_1","Pakiet 5. poziomu"
"TID_STARTER_PACK_2","Pakiet 15. poziomu"
"TID_STARTER_PACK_3","Pakiet 25. poziomu"
"TID_IAP_XMAS2018_PACK","Pakiet świąteczny"
"TID_IAP_XMAS2018_PACK_DESC","Ho ho ho!"
"TID_STARTER_PACK_0","PAKIET POWITALNY"
"TID_STARTER_PACK_0_DESC","Świętujemy początki Twojej kariery w grze Brawl Stars"
"TID_IAP_LNY2019_PACK","Oferta z okazji Chińskiego Nowego Roku"
"TID_IAP_LNY2019_PACK_DESC","Szczęśliwego Chińskiego Nowego Roku!"
"TID_IAP_MARCH2019_PACK","Oferta na marzec"
"TID_IAP_MARCH2019_PACK_DESC","Oferta jednorazowa!"
"TID_IAP_REFRESHER_PACK_DESC","Oferta jednorazowa!"
"TID_BLACKHOLE_DEFAULT_SKIN","Domyślne"
"TID_GOLD_CAP_HIT","Limit żetonów został osiągnięty."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Stos skrzynek jest pełny"
"TID_COOP_1","Park Pachinko"
"TID_GAME_MODE_8","WALKA Z ROBOTAMI"
"TID_GAME_MODE_8_DESC","Obroń sejf przed chciwymi robobandytami! Im dłużej go bronisz, tym lepszą otrzymasz nagrodę!\n\nRoboty będą atakować sejf z każdej strony, a ich liczba będzie stopniowo wzrastać. Pokaż, na co Cię stać, i broń sejfu najdłużej jak potrafisz!"
"TID_COOP_INTRO_TEXT","Broń sejfu!"
"TID_SELECT_EVENT_POPUP_TITLE","Wybierz wydarzenie"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl sieje postrach wśród wrogów, strzelając z dwóch potężnych dubeltówek. W ramach superataku szarżuje na wrogów w swojej beczce, odbijając się od czego popadnie."
"TID_BARREL_BOT_WEAPON","DWA RAZY PO DWA"
"TID_BARREL_BOT_WEAPON_DESC","Podwójne strzały z dubeltówek Darryla powodują bardzo duże obrażenia na bliskim obszarze."
"TID_BARREL_BOT_ULTI","BECZKA STRACHU"
"TID_BARREL_BOT_ULTI_DESC","Darryl toczy się w swojej beczce, odrzucając wrogów i odbijając się od ścian. W miarę upływu czasu moc jego superataku ponownie się ładuje."
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny strzela workami monet, uszkadzając cel i wszystkich, którzy się za nim znajdują. Jej superatak to działko w stylu moździerza."
"TID_ARTILLERY_DUDE_WEAPON","DESZCZ MONET"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Strzela workiem monet ze sztucznego złota. Jeśli woreczek trafi we wroga, pęka i obsypuje monetami stojące za nim cele."
"TID_ARTILLERY_DUDE_ULTI","DALEKI STRZAŁ"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny rozstawia swoje dalekosiężne działko, które trafia nawet wrogów znajdujących się za osłonami."
"TID_ITEM_NAME_SPECIAL","GWIEZDNA MOC"
"TID_HERO_INFO_ITEM_LOCKED","Dostępne po osiągnięciu <LEVEL>. poziomu"
"TID_HERO_INFO_LOCKED_INFO","Odblokuj Zadymiarza ze skrzynek"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","Odblokuj po zdobyciu <SCORE> pucharów"
"TID_SPEC_ABI_FREEZE","Szok bitewny"
"TID_SPEC_ABI_BERSERKER","Berserker"
"TID_SPEC_SELF_DESTRUCT","Zemsta"
"TID_SPEC_ABI_CACTUS_HEAL","Nawóz"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","Medykament"
"TID_SPEC_ABI_REPAIR_TURRET","Energia"
"TID_SPEC_ABI_PET_LIFESTEAL","Niedźwiedzia regeneracja"
"TID_SPEC_ABI_STEAL_SOULS","Straszny żniwiarz"
"TID_SPEC_ABI_SPOT","Kołujący orzeł"
"TID_SPEC_ABI_AMBUSH","Zasadzka"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Czarny portal"
"TID_SPEC_ABI_SPEED","Niezłe buty"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","Przytulasek"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","Superskoczek"
"TID_SPEC_ABI_FIRE_DOT_ULTI","El Fuego"
"TID_SPEC_LAST_STAND","Łabędzi śpiew"
"TID_SPEC_BURN","Łatwopalny"
"TID_SPEC_CRIPPLE","Supertoksyczny"
"TID_SPEC_ABI_BARREL_DEFENSE","Stalowe obręcze"
"TID_SPEC_HEAL_MAIN_ATTACK","Da Capo!"
"TID_SPEC_ABI_FREEZE_DESC","Pociski superataku Shelly spowalniają wrogów na <c00cc00><VALUE1></c>s."
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","Kruk zadaje <c00cc00>+<VALUE2></c> pkt. obrażeń, używając swojego ataku i superataku wobec celów mających <VALUE1>% lub mniej pkt. życia."
"TID_SPEC_ABI_BERSERKER_DESC","Jeśli punkty życia Bulla spadną poniżej <c00cc00><VALUE1>%</c>, podwoi się jego prędkość przeładowania!"
"TID_SPEC_SELF_DESTRUCT_DESC","Gdy Dynamike zostanie pokonany, rzuca sześcioma laskami dynamitu, a każda z nich powoduje <c00cc00><VALUE1></c> pkt. obrażeń."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Po użyciu superataku Spike zregeneruje <c00cc00><VALUE1></c> pkt. życia na sekundę, jeśli pozostanie w jego obszarze działania."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Po każdym ataku Barley odzyskuje <c00cc00><VALUE1></c> pkt. życia."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Jessie może naprawić swoje działko, strzelając do niego i przywracając mu w ten sposób <c00cc00> <VALUE1> </c> pkt. brakującego życia."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita odzyskuje <c00cc00><VALUE1></c> pkt. życia za każdym razem, gdy jej niedźwiedź trafi we wroga. Kiedy Nita zadaje obrażenia wrogowi, jej niedźwiedź odzyskuje <c00cc00><VALUE2></c> pkt. życia."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Mortis wysysa energię z pokonanego zadymiarza, odzyskując <c00cc00><VALUE1></c> pkt. życia."
"TID_SPEC_SPOT_FROM_AIR_DESC","Podczas używania swojego superataku Piper dostrzega z powietrza wszystkich ukrytych w gąszczu wrogów."
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Gdy atak Poco uderza w sojuszników, odzyskują oni <c00cc00><VALUE1></c> pkt. życia."
"TID_SPEC_ABI_SPOT_DESC","Bo widzi wrogów ukrytych w gąszczu z odległości o <c00cc00><VALUE1>%</c> większej niż zwykle."
"TID_SPEC_ABI_AMBUSH_DESC","Atak ukrytej w gąszczu Piper zadaje <c00cc00>+<VALUE1></c> pkt. dodatkowych obrażeń (przy maksymalnym zasięgu)."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","Superatak Tary otwiera międzywymiarowy portal! Pojawia się wersja Tary z krainy cieni, która atakuje jej wrogów."
"TID_SPEC_ABI_TODO_DESC","Nieokreślona umiejętność specjalna"
"TID_SPEC_ABI_SPEED_DESC","Colt porusza się o <c00cc00><VALUE1>% szybciej</c>."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Dynamike na fali eksplozji swoich materiałów wybuchowych może przeskakiwać przez przeszkody!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","Gdy Pam uderzy we wrogów Złomoburzą, ona sama i pobliscy sojusznicy odzyskają <c00cc00><VALUE1></c> pkt. życia."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","Kule Rico podczas ataku głównego, jak i superataku wzmocniają się po pierwszym odbiciu i zadają o <c00cc00><VALUE1></c> pkt. obrażeń więcej!"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","Wrogowie, do których dotarł superatak El Primo, otrzymują <c00cc00><VALUE1></c> pkt. obrażeń w ciągu 4 sekund."
"TID_SPEC_LAST_STAND_DESC","W chwili śmierci Poco zaczyna swój łabędzi śpiew, dzięki któremu pobliscy sojusznicy odzyskują <c00cc00><VALUE1></c> pkt. życia."
"TID_SPEC_BURN_DESC","Atak Brocka wywołuje pożar. Znajdujący się w jego zasięgu wrogowie otrzymują <c00cc00><VALUE1></c> pkt. obrażeń na sekundę. Trwa przez 2 sekundy."
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","Superatak Darryla wzmacnia jego beczkę, zmniejszając otrzymywane obrażenia o <c00cc00><VALUE2>%</c> w ciągu <c00cc00><VALUE1></c>s."
"TID_SPEC_CRIPPLE_DESC","Trucizna Kruka wysysa siłę z jego wrogów, którzy po zatruciu zadają obrażenia mniejsze o <c00cc00><VALUE1>%</c>."
"TID_SEASON_ENDED_NOTI","Koniec sezonu! Odbierz nagrody za sezon."
"TID_BATTLE_ROYALE_7","Kłopoty chodzą parami"
"TID_GAME_MODE_9","STARCIE W TRYBIE DUO"
"TID_GAME_MODE_9_COMBINED","STARCIE"
"TID_GAME_MODE_9_DESC","Pokonaj cztery pozostałe drużyny. Jeśli zostaniesz pokonany, po chwili się odrodzisz, o ile drugi członek Twojej drużyny jeszcze żyje!"
"TID_WAVE_APPROACHING","Fala <number>"
"TID_TEAMS_LEFT","Pozostało drużyn: <num>"
"TID_TEAM_MATE_RESPAWNING","Członek drużyny wróci za: <num>"
"TID_BOSS_APPROACHING","Fala <number>: <ccc0000>Nadchodzi wielki robot!</c>"
"TID_COOP_2","Stalowe rozstaje"
"TID_BOSS_2","Sala króla kretów"
"TID_BEAR_DAMAGE","Obrażenia niedźwiedzia"
"TID_BEAR_HEALTH","PŻ niedźwiedzia"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","Drużyny dwuosobowe"
"TID_SPEC_ABI_PUSHBACK_SELF","Dyna-skok"
"TID_VIEW_PROFILE_BUTTON","Zobacz profil"
"TID_REPORT_PLAYER_BUTTON","ZGŁOŚ"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Zgłosić gracza <name>?"
"TID_CHAT_REPORT_CONFIRMATION","\n\nCzy na pewno chcesz zgłosić gracza <name> z powodu niewłaściwego zachowania?"
"TID_PLAYER_ALREADY_REPORTED","Gracz został już zgłoszony!"
"TID_STARTER_PACK_4","Pakiet 35. poziomu"
"TID_NEED_HERO","Nie można kupić przebrania. Należy najpierw odblokować Zadymiarza."
"TID_EVENT_ENDING","<GAMEMODE> wkrótce się skończy!"
"TID_TEAM_DISPLAY_TITLE_CLAN","DRUŻYNY KLUBOWE"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","DRUŻYNY ZNAJOMYCH"
"TID_TICKETS_REVEIVED","Otrzymano <AMOUNT> biletów na wydarzenia!"
"TID_TUTORIAL_12","Mamy KLEJNOTY, ruszajmy w stronę wyjścia!"
"TID_NO_TARGET_HINT","Brak celu dla SZYBKIEGO STRZAŁU!"
"TID_CAN_NOT_AUTOSHOOT","SZYBKI STRZAŁ dla tego superataku nie jest dostępny"
"TID_VS","KONTRA"
"TID_VS_SHOWDOWN","Każdy Zadymiarz walczy za siebie!"
"TID_HAS_LASER_BALL_HINT","Będąc przy piłce, nie można wykonać SZYBKIEGO STRZAŁU"
"TID_CLAN_RESPONSE_44","Dołączenie nie powiodło się: jesteś już w klubie"
"TID_SHOTGUN_GIRL_SHORT_DESC","WOJOWNIK"
"TID_GUNSLINGER_SHORT_DESC","STRZELEC"
"TID_BULL_DUDE_SHORT_DESC","WAGA CIĘŻKA"
"TID_ROCKET_GIRL_SHORT_DESC","STRZELEC"
"TID_TNT_DUDE_SHORT_DESC","MIOTACZ"
"TID_LUCHADOR_SHORT_DESC","WAGA CIĘŻKA"
"TID_TRICKSHOT_DUDE_SHORT_DESC","STRZELEC"
"TID_CACTUS_SHORT_DESC","STRZELEC"
"TID_BARKEEP_SHORT_DESC","MIOTACZ"
"TID_MECHANIC_SHORT_DESC","WOJOWNIK"
"TID_SHAMAN_SHORT_DESC","WOJOWNIK"
"TID_UNDERTAKER_SHORT_DESC","DZIARSKI ZABÓJCA"
"TID_CROW_SHORT_DESC","TOKSYCZNY ZABÓJCA"
"TID_DEAD_MARIACHI_SHORT_DESC","UZDROWICIEL"
"TID_BOW_DUDE_SHORT_DESC","WOJOWNIK"
"TID_SNIPER_SHORT_DESC","STRZELEC"
"TID_MINIGUN_DUDE_SHORT_DESC","UZDROWICIEL"
"TID_BLACK_HOLE_SHORT_DESC","HARCOWNIK"
"TID_BARREL_BOT_SHORT_DESC","WAGA CIĘŻKA"
"TID_CLAN_INTRO_SUGGESTED_CLANS","NAJLEPSZE KLUBY DLA CIEBIE"
"TID_CLAN_INTRO_CREATE_TITLE","STWÓRZ SWÓJ WŁASNY KLUB"
"TID_CLAN_INTRO_HEADER","KLUBY"
"TID_CLAN_INFO_TITLE","INFORMACJE O KLUBIE"
"TID_CLAN_INFO_NO_DESCRIPTION","BRAK OPISU KLUBU"
"TID_EVENT_POPUP_TITLE","CZAS NA BITWĘ!"
"TID_GOLDRUSH_8","Szafirowe równiny"
"TID_USE_AUTOFIRE_TUTORIAL","STUKNIJ <ccc0033>czerwony przycisk</c>, aby strzelić do najbliższego wroga!"
"TID_BRAWL_BOX_INFO_2","Każda skrzynka Zadymiarza zawiera jeden z następujących elementów: nowego Zadymiarza, punkty mocy, monety lub gwiezdną moc. Dodatkowo możesz otrzymać podwajacze żetonów lub bilety na wydarzenia.\n\nPrawdopodobieństwo uzyskania poszczególnych nagród jest następujące:\n\nPunkty mocy + monety: <NUM1>%\nRzadki Zadymiarz: <NUM2>%\nBardzo rzadki Zadymiarz: <NUM3>%\nEpicki Zadymiarz: <NUM4>%\nMityczny Zadymiarz: <NUM5>%\nLegendarny Zadymiarz: <NUM6>%\nGwiezdna moc: <NUM7>%\n\nDodatkowo każde otwarcie daje graczowi 25% szansę na zdobycie biletów na wydarzenia, 9% szansę na zdobycie klejnotów i 3% szansę na zdobycie podwajacza żetonów. Gwiezdne moce dostępne są tylko dla Zadymiarzy poziomu 9 lub wyższego. Po odblokowaniu wszystkich nagród danego typu, na przykład rzadkich Zadymiarzy, prawdopodobieństwo zdobycia wszystkich pozostałych nagród staje się większe. Szczęście: aby system otwierania skrzynek Zadymiarza był sprawiedliwszy, uwzględniono czynnik szczęścia wpływający na prawdopodobieństwo zdobywania legendarnych Zadymiarzy. Każde otwarcie skrzynki niezawierającej nowego Zadymiarza sprawia, że wartość szczęścia gracza rośnie. Za każdym razem gdy gracz zdobywa nowego Zadymiarza, wartość jego szczęścia maleje w zależności od stopnia rzadkości otrzymanego Zadymiarza. Gdy wartość szczęścia gracza osiągnie odpowiednio wysoką wartość, ma on większą szansę na uzyskanie legendarnego Zadymiarza, natomiast niska wartość szczęścia oznacza, że graczowi trudniej będzie zdobyć takiego Zadymiarza. Zawartość skrzynek Zadymiarza na początku gry jest z góry ustalona, aby każdy z graczy rozpoczynał grę z równymi szansami."
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","ZBIERZ"
"TID_PAGE_FRIENDS_TITLE","ZNAJOMI"
"TID_PAGE_FRIENDS_TITLE2","Weź udział w bitwie ze znajomymi!"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Połącz się z Facebookiem lub znajdź znajomych w grze, aby z nimi zagrać!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Połącz się z Facebookiem lub znajdź znajomych w grze, aby z nimi zagrać!"
"TID_FRIENDS_TITLE","<COUNT> znajomych"
"TID_FRIENDS_TAB_1","ZNAJOMI"
"TID_FRIENDS_TAB_2","SUGEROWANI"
"TID_FRIENDS_TAB_3","ZAPROSZENIA"
"TID_TOTAL","RAZEM"
"TID_BRAWL_BOX_INFO_TITLE_2","INFORMACJE O SKRZYNCE ZADYMIARZA"
"TID_BRAWL_BOX_INFO_TITLE_3","INFORMACJE O MEGASKRZYNCE"
"TID_BRAWL_BOX_INFO_3","Każda Megaskrzynka kryje w sobie nagrody porównywalne z zawartością dziesięciu skrzynek Zadymiarza, jednakże punkty mocy rozdzielone zostają wśród mniejszej liczby Zadymiarzy.\n\nGracz uzyskuje możliwość dziesięciokrotnego otwarcia skrzynki. Prawdopodobieństwo uzyskania poszczególnych nagród jest za każdym razem następujące:\n\nPunkty mocy + monety: <NUM1>%\nRzadki Zadymiarz: <NUM2>%\nBardzo rzadki Zadymiarz: <NUM3>%\nEpicki Zadymiarz: <NUM4>%\nMityczny Zadymiarz: <NUM5>%\nLegendarny Zadymiarz: <NUM6>%\nGwiezdna moc: <NUM7>%\n\nDodatkowo każde otwarcie daje graczowi 25% szansę na zdobycie biletów na wydarzenia, 9% szansę na zdobycie klejnotów i 3% szansę na zdobycie podwajacza żetonów. Gwiezdne moce dostępne są tylko dla Zadymiarzy poziomu 9 lub wyższego. Po odblokowaniu wszystkich nagród danego typu, na przykład rzadkich Zadymiarzy, prawdopodobieństwo zdobycia wszystkich pozostałych nagród staje się większe. Szczęście: aby system otwierania skrzynek Zadymiarza był sprawiedliwszy, uwzględniono czynnik szczęścia wpływający na prawdopodobieństwo zdobywania legendarnych Zadymiarzy. Każde otwarcie skrzynki niezawierającej nowego Zadymiarza sprawia, że wartość szczęścia gracza rośnie. Za każdym razem gdy gracz zdobywa nowego Zadymiarza, wartość jego szczęścia maleje w zależności od stopnia rzadkości otrzymanego Zadymiarza. Gdy szczęście osiągnie odpowiednio wysoką wartość, gracz ma większą szansę na uzyskanie legendarnego Zadymiarza, natomiast niska wartość szczęścia oznacza, że graczowi trudniej będzie zdobyć takiego Zadymiarza. Zawartość skrzynek na początku gry jest z góry ustalona, aby każdy z graczy rozpoczynał grę z równymi szansami."
"TID_HERO_BUNDLE_0","Ukryty skarb Shelly"
"TID_HERO_BUNDLE_1","Kabura Colta"
"TID_HERO_BUNDLE_2","Torba Bulla"
"TID_HERO_BUNDLE_3","Skrzynia Brocka"
"TID_HERO_BUNDLE_4","Bank Ricocheta"
"TID_HERO_BUNDLE_5","Spichlerz Spike´a"
"TID_HERO_BUNDLE_6","Piwniczka Barleya"
"TID_HERO_BUNDLE_7","Kupa złomu Jessie"
"TID_HERO_BUNDLE_8","Nora Nity"
"TID_HERO_BUNDLE_9","Sakwa Dynamike´a"
"TID_HERO_BUNDLE_10","Szafka El Primo"
"TID_HERO_BUNDLE_11","Oferta ze szkatułki"
"TID_HERO_BUNDLE_12","Kolekcja Kruka"
"TID_HERO_BUNDLE_13","Sakiewka Poco"
"TID_HERO_BUNDLE_14","Zestaw Bo"
"TID_HERO_BUNDLE_15","Torebka Piper"
"TID_HERO_BUNDLE_16","Torba Pam"
"TID_HERO_BUNDLE_17","Skrzynia Tary"
"TID_HERO_BUNDLE_18","Beczka Darryla"
"TID_OFFER_ALSO_INCLUDES","OFERTA ZAWIERA RÓWNIEŻ"
"TID_OFFER_VALUE_TITLE","WARTOŚĆ"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","PRZECIĄGNIJ <cff9900>żółty przycisk</c>, aby wycelować!"
"TID_HERO_STATS_TITLE","STATYSTYKI ZADYMIARZA"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","POZOSTAŁE PRZEDMIOTY:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","POZOSTAŁE BONUSY:"
"TID_GATCHA_SCREEN_YOU_GOT","MASZ TERAZ:"
"TID_GATCHA_SCREEN_BONUSES","BONUSOWE PRZEDMIOTY:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","ODBLOKOWANO!"
"TID_HERO_LIST_ITEM_UPGRADE","ULEPSZ"
"TID_SHOP_CLAMIMED","Odebrano"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Tę rzecz już odebrano"
"TID_ONLINE","ONLINE"
"TID_LEADERBOARD","TABELA WYNIKÓW"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nNie masz biletów. Odwiedź sklep, aby je zdobyć!"
"TID_HERO_LIST_NEW","NOWOŚĆ"
"TID_HAMMER_DUDE","FRANK"
