"TID","TH"
"TID_HERO_INFO_STAR_POWER_EQUIPPED","เลือกแล้ว"
"TID_CHOOSE_CHARACTER","เลือกบรอว์เลอร์"
"TID_ARMOR","พลังชีวิต"
"TID_ARMOR_DESC","แสดงค่าความเสียหายที่บรอว์เลอร์สามารถรับได้ก่อนที่จะล้มลง"
"TID_SHOTGUN_GIRL","เชลลี่"
"TID_SHOTGUN_GIRL_DESC","เชลลี่คือเจ้าหน้าที่ผู้สมบูรณ์แบบ ใจถึงพึ่งได้ และมีฝีมือยิงปืนลูกซองชั้นยอด เธอจึงไม่เข้าใจว่าทำไมโคลท์ถึงโด่งดังแซงเธอไปได้..."
"TID_LONG_RANGE_SHOTGUN","กระสุนลูกปราย"
"TID_LONG_RANGE_SHOTGUN_DESC","อาวุธของเชลลี่จะยิงกระสุนลูกปรายกระจายเป็นวงกว้างในระยะไกล ความเสียหายจะเพิ่มขึ้นตามจำนวนลูกปรายที่ยิงถูกเป้าหมาย"
"TID_MEGA_BLASH_ULTI","ซูเปอร์กระสุนลูกปราย"
"TID_MEGA_BLASH_ULTI_DESC","ซูเปอร์กระสุนลูกปรายของเชลลี่จะทำลายสิ่งกีดขวางและศัตรู ผู้ที่รอดจากแรงระเบิดจะกระเด็นถอยหลังไป"
"TID_GUNSLINGER","โคลท์"
"TID_GUNSLINGER_DESC","โคลท์เป็นดาวเด่นของ Starr Park หน้าตาหล่อเหลา เสน่ห์เหลือล้นเกินต้าน และลูกเล่นควงปืนล้วนชนะใจคนดูได้ทั้งสิ้น ยกเว้นก็แต่เชลลี่"
"TID_RAPID_FIRE","ลูกโม่พิฆาต"
"TID_RAPID_FIRE_DESC","โคลท์ยิงกระสุนหกนัดที่พุ่งออกไปได้ไกลในแนวเส้นตรงจากปืนลูกโม่ของเขา"
"TID_RAPID_FIRE_ULTI","พายุกระสุน"
"TID_RAPID_FIRE_ULTI_DESC","โคลท์จะรัวกระสุนที่ยิงได้ไกลขึ้นและทำลายสิ่งกีดขวางได้"
"TID_BULL_DUDE","บูล"
"TID_BULL_DUDE_DESC","บูลไม่ได้ใช้ชีวิตอิสระอย่างที่เคยในสมัยหนุ่มๆ แค่เพียงเพราะตอนนี้เขาทิ้งความหนุ่มคึกคะนองไว้เบื้องหลัง ก็ไม่ได้แปลว่าเขาจะไม่ลุกขึ้นมาอัดคนที่แส่หาเรื่อง"
"TID_SHOTGUN_BLAST","ลูกซองแฝด"
"TID_SHOTGUN_BLAST_DESC","ลูกซองแฝดของบูลสร้างความเสียหายได้อย่างรุนแรง แต่เนื่องจากมีระยะการยิงที่สั้นมาก บูลจึงชอบเข้าใกล้และประชิดตัว"
"TID_CHARGE","ไถราบเป็นหน้ากลอง"
"TID_ROCKET_GIRL","บร็อค"
"TID_ROCKET_GIRL_DESC","บร็อคคือหนุ่มเกมเมอร์ปากแจ๋ว แต่ภายใต้ความปากร้ายนั้นกลับมีบุคลิกเก็บตัวซ่อนอยู่ แต่ไม่ว่าจะเป็นอย่างไร เขาก็จะทำทุกวิถีทางเพื่อคว้าชัยชนะมาให้ได้!"
"TID_FIREWORKS_WEAPON","จรวดสุดมันส์"
"TID_FIREWORKS_WEAPON_DESC","บร็อคยิงจรวดสุดมันส์หนึ่งลูกที่เดินทางได้ไกลมาก"
"TID_FIREWORKS_ULTI","จรวดโปรยปราย"
"TID_FIREWORKS_ULTI_DESC","บร็อคระดมยิงจรวดที่ทำลายศัตรูและสิ่งกีดขวาง เพียงเพราะเขาต้องการเห็นคุณชุ่มโชกไปด้วยจรวดที่ตกลงมาดั่งสายฝน!"
"TID_TNT_DUDE","ไดนาไมค์"
"TID_TNT_DUDE_DESC","ไดนาไมค์เป็นคนงานเหมืองรุ่นเดอะและนักสำรวจแร่ธาตุที่หมกมุ่นกับเรื่องระเบิด ไม่มีสิ่งใดจะทำให้เขาสุขใจเท่าระเบิดลูกโต!"
"TID_MORTAR","จุดชนวน"
"TID_MORTAR_DESC","ไมค์เขวี้ยงไดนาไมต์ออกไปสองแท่งข้ามสิ่งกีดขวางที่อยู่ในระยะ สายชนวนตัดสั้นพร้อมระเบิดทุกเมื่อไม่ต่างจากอารมณ์ที่ร้อนระอุของไมค์!"
"TID_MORTAR_ULTI","ถังยักษ์ตูมตาม"
"TID_MORTAR_ULTI_DESC","ไดนาไมต์ถังใหญ่ที่จะระเบิดสิ่งกีดขวางเป็นจุล ศัตรูที่รอดชีวิตจะกระเด็นถอยหลังจากแรงกระแทก!"
"TID_LUCHADOR","เอล ปริโม่"
"TID_LUCHADOR_DESC","เอล ปริโม่มักอยู่ในแสงสปอตไลท์และอยู่ในที่ที่เขาต้องการเสมอ ไม่มีผู้ชมคนไหนที่เขาเอาชนะใจไม่ได้ ยกเว้นก็แต่เพื่อนนักแสดงของเขา..."
"TID_LUCHADOR_WEAPON","กำปั้นพิโรธ"
"TID_LUCHADOR_WEAPON_DESC","เอล ปริโม่จะรัวกำปั้นพิโรธออกไปสี่หมัด กำปั้นรสพริกจาลาปิโนสุดเผ็ดร้อน!"
"TID_LUCHADOR_ULTI","ศอกดาวตก"
"TID_LUCHADOR_ULTI_DESC","เอล ปริโม่จะกระโดดขึ้นสูงพร้อมทิ้งศอกพลังกาแล็กซีที่ทำลายศัตรูและสิ่งกีดขวาง!"
"TID_TRICKSHOT_DUDE_OLD","ริโคเชต์"
"TID_TRICKSHOT_DUDE_DESC","ริโคคือนักล่าค่าหัวอวกาศตัวจริงเสียงจริงที่สะกดรอยตามเหล่าอาชญากรที่เป็นที่ต้องการตัวมากที่สุดในกาแลคซี่มานับไม่ถ้วน ไม่ใช่ตู้หยอดเหรียญแลกหมากฝรั่งที่ทำเท่ไปงั้น"
"TID_TRICKSHOT_DUDE_WEAPON","กระสุนกระดอน"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","กระสุนของริโคกระดอนจากกำแพงและมีระยะการยิงเพิ่มขึ้น ซึ่งสามารถโจมตีศัตรูที่หลบหลังสิ่งกีดขวางได้"
"TID_TRICKSHOT_DUDE_ULTI","กลเม็ดเด็ด"
"TID_TRICKSHOT_DUDE_ULTI_DESC","ริโคยิงกระสุนหลายนัดเป็นแนวยาวที่ทะลวงผ่านศัตรูและกระดอนจากกำแพง ทำให้ระยะการยิงเพิ่มขึ้น"
"TID_CACTUS","สไปค์"
"TID_CACTUS_DESC","ใครๆ ก็คิดว่าสไปค์คือผู้ช่วยน่ารักตะมุตะมิของโคลท์และเชลลี่ที่บ้านไร่ ไม่มีใครคาดเดาได้ว่าเขามีอดีตที่ลึกซึ้งและเจ็บปวดแค่ไหน"
"TID_CACTUS_WEAPON","ระเบิดหนาม"
"TID_CACTUS_WEAPON_DESC","สไปค์ยิงตะบองเพชรเล็กๆ ที่ระเบิดกระจายหนามไปในทิศทางต่างๆ"
"TID_CACTUS_ULTI","ติดหนึบ!"
"TID_CACTUS_ULTI_DESC","สไปค์จะยิงระเบิดหนาม ศัตรูที่อยู่ในรัศมีระเบิดจะได้รับความเสียหายและมีความเร็วลดลง"
"TID_BARKEEP","บาร์ลีย์"
"TID_BARKEEP_DESC","นอกจากจะเป็นหุ่นยนต์บาร์เทนเดอร์ที่ออกแบบมาเพื่อผสมเครื่องดื่มและเจ๊าะแจ๊ะกับลูกค้าแล้ว บาร์ลีย์ยังคอยดูแลความเรียบร้อยในบาร์จนถึงจุดที่เขาพร้อมจัดการใครก็ตามที่สร้างความวุ่นวาย"
"TID_BARKEEP_WEAPON","เพียวไม่ผสม"
"TID_BARKEEP_WEAPON_DESC","บาร์ลีย์ปาระเบิดขวดลงบนพื้นให้แตกกระจาย สร้างความเสียหายให้กับศัตรู และจะทำความเสียหายเพิ่มเติมตามระยะเวลา หากยังอยู่ในจุดที่ขวดตก"
"TID_BARKEEP_ULTI","ออเดอร์สุดท้าย"
"TID_BARKEEP_ULTI_DESC","บาร์ลีย์เขวี้ยงระเบิดขวดจำนวนมาก ปกคลุมพื้นที่ไปด้วยเปลวเพลิง ขวดนี้บาร์ลีย์เลี้ยง!"
"TID_MECHANIC","เจสซี่"
"TID_MECHANIC_DESC","เจสซี่คือเด็กอัจฉริยะผู้สร้างปืนและอุปกรณ์ต่างๆ จากชิ้นส่วนที่เธอพบในลานทิ้งขยะ ไม่แน่ว่าสักวัน แพม แม่ของเธอจะเห็นว่าเธอดูแลตัวเองได้!"
"TID_MECHANIC_WEAPON","ไรเฟิลไฟฟ้า"
"TID_MECHANIC_WEAPON_DESC","เจสซี่ยิงลูกพลังงานออกมา เมื่อยิงถูกศัตรู ลูกพลังงานจะชิ่งไปยังเป้าหมายถัดไปที่อยู่ในระยะได้อย่างต่อเนื่องถึงสามคน การชิ่งแต่ละครั้งจะสร้างความเสียหายลดลง <damageDecayChain>"
"TID_MECHANIC_ULTI","สแครปปี้!"
"TID_MECHANIC_ULTI_DESC","เจสซี่เรียกป้อมปืนที่โจมตีศัตรูโดยอัตโนมัติ และทำมาจากวัสดุรีไซเคิล 100% ด้วยนะ!"
"TID_SHAMAN","นิต้า"
"TID_SHAMAN_DESC","นิต้าเป็นเด็กป่าเถื่อนผู้ไม่เคยหันหลังให้กับการต่อสู้! เจ้าหมีเท็ดดี้บนหัวของเธอคือคำเตือนแก่คนอื่นว่า \qอย่า-แหย่-หมี\q"
"TID_SHAMAN_WEAPON","ฉีกสะบั้น"
"TID_SHAMAN_WEAPON_DESC","นิต้าส่งคลื่นกระแทกไปด้านหน้า ศัตรูที่ได้รับความเสียหายจะมีอาการสั่น"
"TID_SHAMAN_ULTI","จอมบงการ"
"TID_SHAMAN_ULTI_DESC","นิต้าอัญเชิญวิญญาณของลูกหมียักษ์เพื่อตามล่าศัตรู"
"TID_UNDERTAKER","มอร์ติส"
"TID_UNDERTAKER_DESC","มอร์ติสมีแผนการใหญ่เพื่อตอบสนองความเป็นสัปเหร่อและผีดูดเลือดของเขา แต่ในเมื่อไม่มีใครตายใน Starr Park แผนของเขาจึงพังไม่เป็นท่า"
"TID_UNDERTAKER_WEAPON","พลั่วควงสว่าน"
"TID_UNDERTAKER_WEAPON_DESC","มอร์ติสพุ่งไปด้านหน้าพร้อมกับควงพลั่วที่จะสร้างโอกาสทางธุรกิจให้กับกิจการสัปเหร่อของเขา เมื่อเขาสะสมการพุ่งครบสามครั้ง เขาจะพุ่งได้ไกลกว่าเดิมหลังจากดีเลย์สั้นๆ"
"TID_UNDERTAKER_ULTI","เลือดแห่งชีวิต"
"TID_UNDERTAKER_ULTI_DESC","มอร์ติสเรียกฝูงค้างคาวแวมไพร์ที่ดูดพลังชีวิตของ\nบรอว์เลอร์ศัตรูมาฟื้นคืนพลังชีวิตให้กับตนเอง สยอง!"
"TID_CROW","โครว"
"TID_CROW_DESC","โครวไม่เชื่อใจใครและเป็นคนเก็บตัว คนทั่วไปก็จะเจอเขาได้บ่อยๆ ที่ร้านอาหารกับบูลและบีบี"
"TID_CROW_WEAPON","มีดพกสังหาร"
"TID_CROW_WEAPON_DESC","โครวปามีดสุดโหดสามเล่ม ศัตรูที่ถูกมีดอาบยาพิษจะได้รับความเสียหายตามระยะเวลา และการเยียวยาทั้งหมดจะลดลงเป็นระยะเวลาหนึ่ง"
"TID_CROW_ULTI","โฉบถลา"
"TID_CROW_ULTI_DESC","โครวบินขึ้นฟ้าแล้วปามีดอาบยาพิษเป็นวงแหวนรอบตัวเขาทั้งตอนบินขึ้นและลงจากฟ้า"
"TID_DEAD_MARIACHI","โปโค่"
"TID_DEAD_MARIACHI_DESC","โปโค่เชื่อว่าดนตรีสามารถเปลี่ยนแปลงชีวิตของผู้คนได้ แค่นั้นไม่พอ เขายังคลั่งไคล้ดนตรีอย่างมากเสียจนไม่ยอมหยุดเล่น แม้ว่าจะมีคนบอกให้เขาหยุดแล้วก็ตาม!"
"TID_DEAD_MARIACHI_WEAPON","คอร์ดร็อค"
"TID_DEAD_MARIACHI_WEAPON_DESC","โปโค่ดีดกีตาร์ส่งคลื่นสะท้านกระดูกไปข้างหน้า สร้างความเสียหายแก่ศัตรูที่ถูกคลื่นกระทบ"
"TID_DEAD_MARIACHI_ULTI","ทำนองที่เพรียกหา"
"TID_DEAD_MARIACHI_ULTI_DESC","โปโค่ฟื้นฟูพลังชีวิตให้กับตัวเองและพันธมิตรที่อยู่ในระยะด้วยบทเพลงที่ให้กำลังใจ ไม่มีผลต่อตัวละครฝ่ายตรงข้าม"
"TID_BOW_DUDE","โบ"
"TID_BOW_DUDE_DESC","โบสู้ชีวิตในป่าตะลุมบอนมาเป็นระยะเวลานาน แล้วก็ยิ่งน่าประทับใจกว่าเดิมเมื่อรู้ว่าเขาใช้ของเล่นลดราคาจากร้านของที่ระลึกเพื่อเอาชีวิตรอดในป่า"
