"rmsep","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","ChinaReplacement","FlashWidth","EffectZ"
"gadget_barley_heal_red",,,,,150,50,,,,"Barkeep_bottle_hit","SWF","sc/effects_brawler.sc","gadget_barley_heal_ground_red",,,"GroundHigh","true",,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_barley_heal_bubble_red",,,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_barley_heal_icons_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"barley_def_shards_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"barley_def_atk_impact_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_barley_heal_wave_red",,"GroundHigh","true",,,,,,,,,
"gadget_bea_honeypot",,"true",,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_base",,"GroundLow","true",,120,,,,"gadget_bea_honeypot_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_center_ground",,"GroundHigh","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_ring",,"GroundHigh","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_bugs",,"Above","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_bubble",,"GroundHigh",,,120,,,,,,,
"gadget_bea_honeypot_red",,"true",,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_base_red",,"GroundLow","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_center_ground_red",,"GroundHigh","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_ring_red",,"GroundHigh","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_bugs_red",,"Above","true",,120,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bea_honeypot_bubble_red",,"GroundHigh",,,120,,,,,,,
"gadget_bea_circlingBea_active",,,,,,,,,,"Bea_Gadget_Bees","Effect",,,,"gadget_activate","Above",,,100,,,,,,,
"gadget_bea_circlingBea_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hit_red",,"Above",,,135,,,,"gadget_bea_circlingBea_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_spark_red",,"GroundHigh",,,130,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud_red",,"Above",,,160,,,,,,,
"gadget_bea_circlingBea_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hit",,"Above",,,135,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_spark",,"GroundHigh",,,130,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud",,"Above",,,160,,,,,,,
"gadget_bea_circlingBea_trail",,"true",,,,,,,,,"ParticleEmitter",,,"colette_def_atk_trail_hearts",,"GroundHigh",,,100,,,,"gadget_bea_circlingBea_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"colette_def_atk_trail_frags",,"Above",,,60,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"colette_002_atk_trail_gas",,"GroundHigh",,,,,,,,,,
"gadget_bea_circlingBea_trail_red",,"true",,,,,,,,,"ParticleEmitter",,,"colette_def_atk_trail_hearts_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"colette_def_atk_trail_frags_red",,"Above",,,60,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"colette_002_atk_trail_gas_red",,"GroundHigh",,,,,,,,,,
"gadget_bo_totem",,"true",,,,,,,,,"ParticleEmitter",,,"gadget_bo_totem_clouds",,"GroundHigh","true",,100,,,,"gadget_bo_totem_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bo_totem_speedLine",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bo_totem_stars",,"Above","true",,100,,,,,,,
"gadget_bo_totem_red",,"true",,,,,,,,,"ParticleEmitter",,,"gadget_bo_totem_clouds_red",,"GroundHigh","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bo_totem_speedLine_red",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bo_totem_stars_red",,"Above","true",,100,,,,,,,
"gadget_brock_rocket_tail",,"true","true","tail",,,,,,"Brock_Gadget_Megarocket","ParticleEmitter",,,"rocketSmoke_long_blue",,"GroundHigh",,,130,,,,"gadget_brock_rocket_tail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_brock_rocket_fire",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_brock_rocket_fire_inside",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_brock_rocket_spark",,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_brock_rocket_glow",,,"Above",,,150,,,,,,,
"gadget_brock_rocket_tail_red",,"true","true","tail",,,,,,,"ParticleEmitter",,,"rocketSmoke_long_red",,"GroundHigh",,,130,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_brock_rocket_fire_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_brock_rocket_fire_inside_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_brock_rocket_spark_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_brock_rocket_glow_red",,,"Above",,,150,,,,,,,
"gadget_bull_stomp",,,,,150,150,,,,"Bull_Gadget_Timestomp","ParticleEmitter",,,"gadget_bull_stomp_crack",,"GroundHigh","true",,250,,,,"gadget_bull_stomp_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bull_stomp_speedline",,"Object","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"driller_def_atk_fragments",,"GroundHigh","true",,100,,,,,,,
"gadget_bull_stomp_red",,,,,150,150,,,,"Bull_Gadget_Timestomp","ParticleEmitter",,,"gadget_bull_stomp_crack_red",,"GroundHigh","true",,200,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_bull_stomp_speedline_red",,"Object","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"driller_def_atk_fragments",,"GroundHigh","true",,100,,,,,,,
"gadget_carl_hottrail",,"true",,,,,,,,"Carl_Gadget","ParticleEmitter",,,"gadget_carl_hottrail_stone",,"Above",,,100,,,,"gadget_carl_hottrail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_carl_hottrail_stone_small",,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_carl_hottrail_ground",,,"GroundHigh","true",,40,,,,,,,
"gadget_carl_hottrail_red",,"true",,,,,,,,"Carl_Gadget","ParticleEmitter",,,"gadget_carl_hottrail_stone_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_carl_hottrail_stone_small_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_carl_hottrail_ground_red",,,"GroundHigh","true",,40,,,,,,,
"gadget_darryl_slow",,"true",,,,,,,,"Daryl_Gadget_Pulse","ParticleEmitter",,,"gadget_darryl_slow_ring",,"GroundHigh","true",,100,,,,,,,
"gadget_darryl_area",,"true",,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_darryl_slow_base",,,"GroundLow","true",,400,,,,,,,
"gadget_emz_push",,,,,,,,,,"Emz_Gadget","ParticleEmitter",,,"gadget_gene_push_gas",,"GroundHigh","true",,66,,,,"gadget_emz_push_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_wind",,"GroundHigh","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_dim",,"GroundLow","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_speedline",,"GroundHigh","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_emz_push_particle",,"Above","true",,66,,,,,,,
"gadget_emz_push_red",,,,,,,,,,"Emz_Gadget","ParticleEmitter",,,"gadget_gene_push_gas_red",,"GroundHigh","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_wind_red",,"GroundHigh","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_dim_red",,"GroundLow","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_speedline_red",,"GroundHigh","true",,66,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_emz_push_particle_red",,"Above","true",,66,,,,,,,
"gadget_frank_headphones",,"true",,,,,,,,"Frank_Gadget","SWF","sc/effects_brawler.sc","gadget_frank_headphones_beats",,,"Above",,,100,,,,"gadget_frank_headphones_red",,,650
,,"true",,,,,,,,,"ParticleEmitter",,,"gadget_frank_headphones_notes",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_frank_headphones_flash",,"Above",,,100,,,,,,,
"gadget_frank_headphones_red",,"true",,,,,,,,"Frank_Gadget","SWF","sc/effects_brawler.sc","gadget_frank_headphones_beats_red",,,"Above",,,100,,,,,,,650
,,"true",,,,,,,,,"ParticleEmitter",,,"gadget_frank_headphones_notes_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_frank_headphones_flash_red",,"Above",,,100,,,,,,,
"gadget_gene_push",,,,,,,,,,"Gene_Gadget","ParticleEmitter",,,"gadget_gene_push_gas",,"GroundHigh","true",,65,,,,"gadget_gene_push_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_wind",,"GroundHigh","true",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_dim",,"GroundLow","true",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_speedline",,"GroundHigh","true",,65,,,,,,,
"gadget_gene_push_red",,,,,,,,,,"Gene_Gadget","ParticleEmitter",,,"gadget_gene_push_gas_red",,"GroundHigh","true",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_wind_red",,"GroundHigh","true",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_dim_red",,"GroundLow","true",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_gene_push_speedline_red",,"GroundHigh","true",,65,,,,,,,
"gadget_gene_homing_trail",,,,,,,,,,,"ParticleEmitter",,,"gene_002_ulti_trail_twinkles",,"Above",,,100,,,,"gadget_gene_homing_trail_red",,,
"gadget_gene_homing_trail_red",,,,,,,,,,,"ParticleEmitter",,,"gene_002_ulti_trail_twinkles_red",,"Above",,,100,,,,,,,
"gadget_pam_healburst",,,,,,,,,,"Pam_Gadget","SWF","sc/effects_brawler.sc","gadget_pam_healburst",,,"Above","true",,85,,,,"gadget_pam_healburst_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_speedLine",,"Above","true",,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_twinkles",,"Above","true",,85,,,,,,,
"gadget_pam_healburst_red",,,,,,,,,,"Pam_Gadget","SWF","sc/effects_brawler.sc","gadget_pam_healburst_red",,,"Above","true",,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_speedLine_red",,"Above","true",,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_twinkles_red",,"Above","true",,85,,,,,,,
"gadget_pam_ammo_gain",,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_ammo_gain",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_ammo_gain_twinkles",,"Above",,,100,,,,,,,
"gadget_pam_ammo_loss",,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_ammo_loss",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_ammo_loss_twinkles",,"Above",,,100,,,,,,,
"gadget_piper_handgun_trail",,,,,,,,,,"Piper_Gadget","ParticleEmitter",,,"gadget_piper_handgun_star",,"Above",,,100,,,,"gadget_piper_handgun_trail_red",,,
"gadget_piper_handgun_trail_red",,,,,,,,,,"Piper_Gadget","ParticleEmitter",,,"gadget_piper_handgun_star_red",,"Above",,,100,,,,,,,
"gadget_piper_handgun_hit",,,,,,,,,,,"ParticleEmitter",,,"gadget_piper_handgun_hit",,"Above",,,100,,,,,,,
"gadget_poco_heal",,,,,,,,,,"Poco_Gadget","ParticleEmitter",,,"gadget_poco_heal_notes",,"Above",,,100,,,,"gadget_poco_heal_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_heal_speedline",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_heal_dim",,"GroundLow","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_heal_twinkle",,"Above",,,100,,,,,,,
"gadget_poco_heal_red",,,,,,,,,,"Poco_Gadget","ParticleEmitter",,,"gadget_poco_heal_notes_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_heal_speedline_red",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_heal_dim_red",,"GroundLow","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_heal_twinkle_red",,"Above",,,100,,,,,,,
"gadget_poco_cleanse",,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_twinkles",,"Object",,,100,,,,"gadget_poco_cleanse_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_petal_short",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_ring",,"Above","TRUE",,100,,,,,,,
"gadget_poco_cleanse_red",,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_twinkles_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_petal_short_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_ring_red",,"Above","TRUE",,100,,,,,,,
"gadget_cleanse_activate",,"TRUE",,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_ringwave",,"Above",,,100,,,,"gadget_cleanse_activate_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_twinkle_1",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_glow",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_frags",,"Above",,,100,,,,,,,
"gadget_cleanse_activate_red",,"TRUE",,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_ringwave_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_twinkle_1_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_glow_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_poco_cleanse_frags_red",,"Above",,,100,,,,,,,
"gadget_primo_meteor",,,,,400,200,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_blue",,,"Above",,,120,,,,"gadget_primo_meteor_red",,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_primo_meteor_hit",,,"GroundHigh","TRUE",,120,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_explode_huge_blue",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_ground_blue",,,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_shortHuge",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"explosion_debris_strong",,"GroundHigh",,,100,,,,,,,
"gadget_primo_meteor_red",,,,,250,150,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge",,,"Above",,,120,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_huge_red",,,"GroundHigh","TRUE",,120,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_explode_huge",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_ground",,,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_shortHuge",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"explosion_debris_strong",,"GroundHigh",,,100,,,,,,,
"gadget_sandy_sleep",,,,,,,,,,"Sandy_Gadget","ParticleEmitter",,,"gadget_sandy_sleep_zzz",,"Above",,,100,,,,"gadget_sandy_sleep_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_sandy_sleep_aura",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_sandy_sleep_stars",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_sandy_sleep_star_small",,"Above",,,100,,,,,,,
"gadget_sandy_sleep_red",,,,,,,,,,"Sandy_Gadget","ParticleEmitter",,,"gadget_sandy_sleep_zzz_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_sandy_sleep_aura_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_sandy_sleep_stars_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_sandy_sleep_star_small_red",,"Above",,,100,,,,,,,
"gadget_stu_speed",,"true",,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_stu_speed_ground",,,"GroundTop","true",,100,,,,"gadget_stu_speed_red",,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_stu_speed_center",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_stu_speed_arrows",,"Above","true",,,,,,,,,
"gadget_stu_speed_red",,"true",,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_stu_speed_ground_red",,,"GroundTop","true",,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_stu_speed_center_red",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_stu_speed_arrows_red",,"Above","true",,,,,,,,,
"gadget_spike_cactus_damaged",,,,,,,,,,,"ParticleEmitter",,,"gadget_spike_cactus_hit_leaves",,"Above",,,100,,,,"gadget_spike_cactus_damaged_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_spike_cactus_hit_frags",,"GroundTop",,,,,,,,,,
"gadget_spike_cactus_damaged_red",,,,,,,,,,,"ParticleEmitter",,,"gadget_spike_cactus_hit_leaves_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_spike_cactus_hit_frags_red",,"GroundTop",,,,,,,,,,
"gadget_spike_cactus_destroyed",,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_green",,"Above",,,100,,,,"gadget_spike_cactus_destroyed_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_turquoise",,"GroundTop",,,,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_def_atk1_leafGround",,"Above",,,125,,,,,,,
"gadget_spike_cactus_destroyed_red",,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_redpurple",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_purple",,"GroundTop",,,,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_def_atk1_leafGround_red",,"Above",,,125,,,,,,,
"gadget_spike_cactus_healburst",,,,,,,,,,"Pam_Gadget","SWF","sc/effects_brawler.sc","gadget_pam_healburst",,,"Above","true",,85,,,,"gadget_spike_cactus_healburst_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_speedLine",,"Above","true",,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_twinkles",,"Above","true",,85,,,,,,,
"gadget_spike_cactus_healburst_red",,,,,,,,,,"Pam_Gadget","SWF","sc/effects_brawler.sc","gadget_pam_healburst_red",,,"Above","true",,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_speedLine_red",,"Above","true",,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_pam_healburst_twinkles_red",,"Above","true",,85,,,,,,,
"gadget_ruffs_airstrike_explosion",,,,,400,200,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_blue",,,"Above",,,80,,,,"gadget_primo_meteor_red",,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_primo_meteor_hit",,,"GroundHigh","TRUE",,60,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_explode_huge_blue",,,"Above",,,70,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_ground_blue",,,"GroundHigh",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_shortHuge",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"explosion_debris_strong",,"GroundHigh",,,80,,,,,,,
"gadget_leon_lollipop",,,,,,,,,,,"ParticleEmitter",,,"gadget_leon_lollipops",,"GroundTop",,,100,,,,"gadget_leon_lollipop_red",,,
"gadget_leon_lollipop_red",,,,,,,,,,,"ParticleEmitter",,,"gadget_leon_lollipops_red",,"GroundTop",,,100,,,,,,,
"gadget_leon_lollipop_loop",,,,,,,,,,,"ParticleEmitter",,,"gadget_leon_lolli_ringwave",,"Object","true",,100,,,,"gadget_leon_lollipop_loop_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_leon_lolli_frags",,"Above","true",,100,,,,,,,
"gadget_leon_lollipop_loop_red",,,,,,,,,,,"ParticleEmitter",,,"gadget_leon_lolli_ringwave_red",,"Object","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_leon_lolli_frags_red",,"Above","true",,100,,,,,,,
"gadget_max_dash",,"true","true",,,,,,,"Dash_Gadget","ParticleEmitter",,,"gadget_dash_line",,"Above",,,100,,,,"gadget_max_dash_red",,,300
,,,,,,,,,,,"ParticleEmitter",,,"gadget_dash_footprint",,"GroundHigh","true",,100,,,,,,,
,,"true","true",,,,,,,,"SWF","sc/effects_brawler.sc","gadget_dash_direction",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_dash_dim",,,"GroundLow",,,100,,,,,,,
"gadget_max_dash_red",,"true","true",,,,,,,"Dash_Gadget","ParticleEmitter",,,"gadget_dash_line_red",,"Above",,,100,,,,,,,300
,,,,,,,,,,,"ParticleEmitter",,,"gadget_dash_footprint_red",,"GroundHigh","true",,100,,,,,,,
,,"true","true",,,,,,,,"SWF","sc/effects_brawler.sc","gadget_dash_direction_red",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_dash_dim_red",,,"GroundLow",,,100,,,,,,,
"gadget_max_sneaker",,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_icon",,"Object",,,100,,,,"gadget_max_sneaker_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_ground_icon",,"GroundHigh","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_ground",,"GroundLow","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_pixel",,"Above",,,100,,,,,,,
"gadget_max_sneaker_red",,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_icon",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_ground_icon_red",,"GroundHigh","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_ground_red",,"GroundLow","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gadget_max_sneaker_pixel_red",,"Above",,,100,,,,,,,
"gadget_mortis_shovel",,,,,,,,,,"Mortis_Gadget","SWF","sc/effects_brawler.sc","gadget_mortis_shovel",,,"Above","true",,150,,,,"gadget_mortis_shovel_red",,,300
"gadget_mortis_shovel_red",,,,,,,,,,"Mortis_Gadget","SWF","sc/effects_brawler.sc","gadget_mortis_shovel_red",,,"Above","true",,150,,,,,,,300
"gadget_nani_reflect",,"true",,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_nani_shield",,,"Above",,,140,,,,"gadget_nani_reflect_red",,,200
"gadget_nani_reflect_red",,"true",,,,,,,,,"SWF","sc/effects_brawler.sc","gadget_nani_shield_red",,,"Above",,,140,,,,,,,200
"gadget_nani_reflect_trail",,"true",,,,,,,,,"ParticleEmitter",,,"gadget_nani_reflect_trail",,"Above",,,140,,,,"gadget_nani_reflect_trail_red",,,200
"gadget_nani_reflect_trail_red",,"true",,,,,,,,,"ParticleEmitter",,,"gadget_nani_reflect_trail_red",,"Above",,,140,,,,,,,200
"gadget_nita_petslam",,,,,150,150,,,,"Nita_Gadget_01","ParticleEmitter",,,"driller_def_atk_groundCrack",,"GroundLow","true",,200,,,,"gadget_nita_petslam_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"driller_def_atk_fragments",,"GroundHigh","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_blue",,"Above",,,120,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadgets_nita_petslam_footprint",,,"GroundHigh","true",,,,,,,,,
"gadget_nita_petslam_red",,,,,150,150,,,,"Nita_Gadget_01","ParticleEmitter",,,"driller_def_atk_groundCrack_red",,"GroundLow","true",,200,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"driller_def_atk_fragments",,"GroundHigh","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,120,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","gadgets_nita_petslam_footprint",,,"GroundHigh","true",,,,,,,,,
