TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
TID_INBOX_CAPTION_GEAR_COMPENSATION,Gears were reset and you were compensated with <COINS> Coins,تم تغيير نظام العتاد وتعويضك عن عتادك بـ <COINS> من النقود,强化装备已重置，并补偿您<COINS>金币,強化裝置已重置，請收下<COINS>金幣作為補償,Ausrüstungen wurden zurückgesetzt und du wurdest mit <COINS> Münzen entschädigt.,Los refuerzos se han restablecido y se ha enviado una compensación de <COINS> monedas por ellos.,Tehostimet nollattiin ja sinulle hyvitettiin <COINS> kolikkoa.,Les équipements ont été réinitialisés et vous avez reçu <COINS> pièces en compensation.,הציוד אופס וכפיצוי ניתנו לך <COINS> מטבעות,Buster telah direset dan kamu menerima <COINS> Koin sebagai kompensasi.,"Gli equipaggiamenti sono stati ripristinati, perciò hai ricevuto <COINS> monete come risarcimento.",ギアがリセットされ、<COINS>コインに変換されました,"기어가 초기화되었으며, 이에 대한 보상으로 <COINS> 코인을 드립니다.",Pelengkap akan diset semula dan diberi pampasan <COINS> syiling.,"De uitrustingen zijn gereset, waardoor je <COINS> munten hebt ontvangen ter compensatie.",Wyposażenie zostało zresetowane - w ramach rekompensaty otrzymujesz <COINS> szt. monet,As engrenagens foram redefinidas e você foi reembolsado com <COINS> moedas.,Снаряжение было сброшено и компенсировано монетами (<COINS>).,เครื่องมือถูกรีเซ็ตและคุณจะได้รับการชดเชยเป็นเหรียญ <COINS> เหรียญ,Eşyalar sıfırlandı ve sıfırlanan eşyalar için <COINS> altın aldın.,Tính năng Trang bị đã được thiết lập lại và bạn đã được đền bù <COINS> Xu.
TID_QUEST_FALLBACK_REWARD_DESC,"Since you already owned the Quest reward, you get <REWARD>!",لأن مكافأة المهمة كانت لديك بالفعل، ستحصل على <REWARD>!,由于您已拥有该任务奖励，您将获得<REWARD>！,因為你已取得任務獎勵，故以<REWARD>作為替代獎勵！,"Da du die Belohnung für die Quest bereits hattest, erhältst du: <REWARD>!","Puesto que ya tenías la recompensa de la misión, obtienes la siguiente: <REWARD>.","Sinulla on jo tehtävän palkinto, joten saat tämän: <REWARD>!","Puisque vous possédiez déjà la récompense de la quête, vous recevez : <REWARD> !","כיוון שפרס הקווסט כבר ברשותך, יינתן לך <REWARD>!","Karena hadiah Tugas ini sudah dimiliki, kamu mendapatkan <REWARD>!","Poiché hai già la ricompensa di questa missione, riceverai in cambio: <REWARD>.",すでにクエスト報酬を所有しているため、<REWARD>を獲得します！,해당 퀘스트 보상을 이미 보유하여 <REWARD> 보상이 대신 지급됩니다!,"Anda telah memiliki ganjaran misi ini, jadi anda akan dapat <REWARD>!","Aangezien je de opdrachtbeloning al in je bezit hebt, ontvang je: <REWARD>!","Ponieważ posiadasz już nagrodę za misję, otrzymujesz następującą nagrodę: <REWARD>!","Como você já tem a recompensa da missão, você receberá <REWARD>!","Приз за квест: <REWARD>! Это альтернативная награда взамен той, которая у тебя уже есть.",เนื่องจากคุณมีรางวัลเควสต์อยู่แล้ว คุณจะได้รับ<REWARD>!,Görev ödülüne zaten sahip olduğun için <REWARD> kazandın!,"Vì bạn đã có phần thưởng của Nhiệm vụ này rồi, nên bạn sẽ nhận được <REWARD>!"
TID_CHROMATIC_HERO_UNLOCK_MORE_TO_PURCHASE,Unlock <NUM> more Chromatic Brawlers to purchase <HERO> with Chroma Credits,افتح <NUM> من الأبطال المتلوّنين الآخرين لشراء <HERO> باستخدام أرصدة الألوان,再解锁<NUM>位流彩英雄即可使用流彩英雄券购买<HERO>,還需解鎖<NUM>位星虹英雄才能使用星虹積分購買<HERO>,"Schalte noch <NUM> chromatische Brawler frei, um <HERO> mit Chromacredits zu kaufen.",Desbloquea a <NUM> brawler(s) cromático(s) más para comprar a <HERO> con créditos cromáticos.,"Avaa enemmän kromaattisia rämäpäitä (vielä <NUM>), niin voit ostaa rämäpään <HERO> kromaattisilla krediiteillä.",Débloquez encore <NUM> brawler(s) chromatique(s) pour acheter <HERO> avec des crédits chromatiques.,פתחו <NUM> בראולרים כרומטיים נוספים כדי לרכוש <HERO> באמצעות קרדיטי כרומה,Buka <NUM> Jagoan Kromatik lagi untuk membeli <HERO> dengan Kredit Kroma,Sblocca altri brawler cromatici (<NUM>) per acquistare <HERO> coi crediti cromatici.,クロマクレジットで<HERO>を購入するには、クロマティックキャラクターをあと<NUM>体アンロックしてください,크로마 크레딧으로 <HERO> 브롤러를 구매하려면 크로마틱 브롤러를 <NUM>명 더 잠금 해제하세요.,Buka <NUM> lagi Brawler Kromatik untuk membeli <HERO> dengan kredit kroma.,Ontgrendel nog <NUM> chromatische knokker(s) om <HERO> te kopen met chromacredits.,"Odblokuj o tylu więcej chromatycznych Zadymiarzy, aby kupić Zadymiarza <HERO> za chromatyczne kredyty: <NUM>",Consiga <HERO> com vales cromáticos liberando mais Brawlers cromáticos: <NUM>,"Разблокируй больше хроматических бойцов (ещё <NUM>), чтобы купить бойца <HERO> за хромакредиты.",ปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <NUM> ตัวเพื่อซื้อ <HERO> ด้วยเครดิตโครม่า,<NUM> kromatik savaşçı daha açtığında kroma kredilerini <HERO> için kullanabilirsin.,Mở khóa thêm <NUM> Chiến binh Brawl Sắc màu nữa để mua <HERO> bằng Phiếu Sắc màu
TID_PURCHASE_BRAWLER_ERROR_BRAWLER_ALREADY_UNLOCKED,You already own this Brawler!,لديك هذا البطل بالفعل!,您已拥有该英雄！,你已擁有該英雄！,Du besitzt diesen Brawler bereits!,¡Ya tienes a este brawler!,Sinulla on jo tämä rämäpää!,Vous possédez déjà ce brawler !,כבר יש לך בראולר כזה!,Kamu sudah memiliki Jagoan ini!,Hai già questo brawler.,このキャラクターは所有しています！,이미 보유한 브롤러입니다!,Anda sudah memiliki brawler ini!,Je hebt deze knokker al!,Masz już tego Zadymiarza!,Você já tem este Brawler!,У тебя уже есть этот боец!,คุณมีบรอว์เลอร์นี้แล้ว!,Bu savaşçı sende zaten var!,Bạn đã có Chiến binh Brawl này rồi!
TID_PURCHASE_BRAWLER_ERROR_BP_TIER_NOT_REACHED,You need to reach tier <TIER> of Brawl Pass to buy this Brawler,يجب الوصول إلى المستوى <TIER> من Brawl Pass لشراء هذا البطل,您需要达到乱斗主题季奖励第<TIER>级才能购买该英雄,需要達到亂鬥通行券第<TIER>階才能購買該英雄,"Du musst Brawlpass-Stufe <TIER> erreichen, um diesen Brawler zu kaufen.",Necesitas alcanzar la marca de recompensas <TIER> del Brawl Pass para comprar este brawler.,Voit ostaa tämän rämäpään saavutettuasi Brawl Pass -tason <TIER>.,"Pour acheter ce brawler, vous devez atteindre le palier <TIER> du Pass Brawl",צריך להגיע לדרגה <TIER> של Brawl Pass כדי לקנות את הבראולר הזה,Kamu perlu mencapai Tingkat <TIER> di Brawl Pass untuk membeli Jagoan ini,Devi prima raggiungere la <TIER>ª soglia del Brawl Pass per acquistare questo brawler.,このキャラクターはブロスタパスのグレード<TIER>に到達後、購入可能になります,이 브롤러를 구매하려면 브롤 패스의 티어 <TIER>에 도달해야 합니다.,Anda perlu mencapai peringkat <TIER> Brawl Pass untuk membeli brawler ini.,Bereik drempel <TIER> van de Brawl Pass om deze knokker te ontgrendelen.,"Musisz mieć <TIER>. poziom Karnetu Zadymiarskiego, aby kupić tego Zadymiarza",É preciso alcançar o patamar <TIER> do Brawl Pass para obter este Brawler.,"Чтобы купить этого бойца, нужно дойти до <TIER>-го уровня Brawl Pass.",คุณต้องไปถึงขั้น <TIER> ของ Brawl Pass เพื่อซื้อบรอว์เลอร์นี้,Bu savaşçıyı almak için Brawl Pass'in <TIER>. kademesine ulaşmalısın.,Bạn cần đạt đến bậc <TIER> của Vé Brawl Pass để mua Chiến binh Brawl này.
TID_PURCHASE_BRAWLER_ERROR_BP_TIER_ALREADY_CLAIMABLE,This Brawler is already claimable in the Brawl Pass,يمكن المطالبة بهذا البطل بالفعل في Brawl Pass,已可在乱斗主题季奖励之路领取该英雄,已可在亂鬥主題季獎勵之路領取該英雄,Dieser Brawler kann bereits im Brawlpass eingefordert werden.,Ya puedes reclamar a este brawler en el Brawl Pass.,Tämä rämäpää on jo lunastettavissa Brawl Passissa.,Vous pouvez obtenir ce brawler dans le Pass Brawl,הבראולר הזה כבר זמין ב-Brawl Pass,Jagoan ini dapat diklaim di Brawl Pass,Puoi già ritirare questo brawler nel Brawl Pass.,このキャラクターはすでにブロスタパスで回収可能です,이 브롤러를 브롤 패스에서 지금 받아 보세요.,Brawler ini sudah boleh dikumpul dalam Brawl Pass.,Deze knokker is al beschikbaar in de Brawl Pass.,Ten Zadymiarz jest już do odebrania w ramach Karnetu Zadymiarskiego,Este Brawler já pode ser obtido no Brawl Pass.,Этого бойца уже можно получить в Brawl Pass.,บรอว์เลอร์นี้มีให้กดรับใน Brawl Pass อยู่แล้ว,Bu savaşçı Brawl Pass'ten alınmaya hazır.,Bạn có thể nhận Chiến binh Brawl này trong Vé Brawl Pass.
TID_PURCHASE_BRAWLER_ERROR_PREVIOUS_CHROMATIC_BRAWLER_COUNT_TOO_SMALL,You need to unlock <NUM> more Chromatic Brawlers first,يجب فتح <NUM> من الأبطال المتلوّنين الآخرين أولاً,您还需要解锁<NUM>位流彩英雄,你還需解鎖<NUM>位星虹英雄,Du musst erst <NUM> weitere chromatische Brawler freischalten.,Primero debes desbloquear a <NUM> brawler(s) cromático(s) más.,Sinun on ensin avattava lisää kromaattisia rämäpäitä (vielä <NUM>).,Débloquez encore <NUM> brawler(s) chromatique(s),קודם צריך לפתוח <NUM> בראולרים כרומטיים נוספים,Kamu perlu membuka <NUM> Jagoan Kromatik terlebih dahulu,Prima devi sbloccare altri brawler cromatici (<NUM>).,クロマティックキャラクターをあと<NUM>体アンロックしてください,우선 크로마틱 브롤러를 <NUM>명 더 잠금 해제해야 합니다.,Anda perlu membuka <NUM> lagi Brawler Kromatik dahulu.,Je moet eerst nog <NUM> chromatische knokker(s) ontgrendelen.,Odblokuj najpierw <NUM> dodatkowych chromatycznych Zadymiarzy,Desbloqueie mais Brawlers cromáticos primeiro: <NUM>,Нужно разблокировать больше хроматических бойцов (ещё <NUM>).,คุณต้องปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <NUM> ตัวก่อน,İlk önce <NUM> kromatik savaşçı daha açmalısın.,Bạn cần mở khóa thêm <NUM> Chiến binh Brawl Sắc màu trước đã.
TID_PURCHASE_BRAWLER_ERROR_UNKNOWN,This Brawler cannot be purchased currently (<NUM>),لا يمكن شراء هذا البطل حاليًا (<NUM>),当前无法购买该英雄（<NUM>）,該英雄目前無法購買（<NUM>）,Dieser Brawler kann zur Zeit nicht gekauft werden (<NUM>).,No puedes comprar a este brawler en este momento (<NUM>).,Tätä rämäpäätä ei voi ostaa tällä hetkellä (<NUM>).,Ce brawler ne peut pas être acheté actuellement (<NUM>),לא ניתן כעת לרכוש את הבראולר הזה (<NUM>),Jagoan ini tidak dapat dibeli saat ini (<NUM>),Al momento non puoi acquistare questo brawler (<NUM>).,このキャラクターは現在購入できません（<NUM>）,이 브롤러는 현재 구매할 수 없습니다. (<NUM>),Brawler ini tidak boleh dibeli pada masa ini (<NUM>),Deze knokker kan momenteel niet ontgrendeld worden (<NUM>).,Tego Zadymiarza nie można obecnie kupić (<NUM>),Ainda não é possível obter o Brawler (<NUM>),Сейчас этого бойца купить нельзя (<NUM>).,ไม่สามารถซื้อบรอว์เลอร์นี้ในขณะนี้ได้ (<NUM>),Bu savaşçı şu anda satın alınamıyor (<NUM>).,Hiện bạn không thể mua Chiến binh Brawl này (<NUM>)
TID_PURCHASE_BRAWLER_AUTO_OFFER_TITLE,UNLOCK <NAME> NOW?,أتريد فتح <NAME> الآن؟,立即解锁<NAME>？,要立即解鎖<NAME>嗎？,JETZT <NAME> FREISCHALTEN?,¿QUIERES DEBLOQUEAR A <NAME> AHORA?,AVATAANKO <NAME> NYT?,DÉBLOQUER <NAME> ?,לפתוח את <NAME>עכשיו?,BUKA <NAME> SEKARANG?,SBLOCCA SUBITO <NAME>,<NAME>をアンロックしますか？,<NAME> 브롤러를 지금 잠금 해제할까요?,BUKA <NAME> SEKARANG?,<NAME> NU ONTGRENDELEN?,<NAME> - ODBLOKOWAĆ TERAZ?,LIBERAR <NAME>?,РАЗБЛОКИРОВАТЬ БОЙЦА <NAME>?,ปลดล็อค <NAME> เดี๋ยวนี้หรือไม่?,<NAME> HEMEN AÇILSIN MI?,MỞ KHÓA <NAME> NGAY?
TID_TRAIT_CHARGE_SUPER_FROM_ALLIES,This Brawler charges their Super by staying close to teammates,يشحن هذا البطل زخمه بالبقاء بالقرب من الزملاء,该英雄四周特定范围内有队友时，其超级技能会自动充能,該英雄四周特定範圍內有隊友時，其超級技能會自動蓄能,"Der Superskill dieses Brawlers wird aufgeladen, wenn er sich in der Nähe von Teamkameraden befindet.",Este brawler carga su súper al estar cerca de aliados.,Tämän rämäpään supervoima latautuu hänen ollessaan lähellä joukkuekavereita.,Ce brawler charge son super en restant à proximité de ses équipiers.,הבראולר הזה טוען תכונת סופר משהייה בקרבת חברים לקבוצה,Kekuatan Super Jagoan ini akan terisi ulang saat berada di dekat rekan tim,Questo brawler ricarica la super stando vicino ai brawler alleati.,チームメイトの近くにいると必殺技がチャージされるキャラクターです,팀원 근처에 있으면 특수 공격을 충전합니다.,Brawler ini mengecas Supernya apabila berada dekat dengan rakan sepasukan.,De super van deze knokker wordt opgeladen door in de buurt van teamgenoten te blijven.,Ten Zadymiarz ładuje superatak w pobliżu członków drużyny,O Super é carregado quando o Brawler fica perto dos aliados.,"Этот боец заряжает Супер, находясь рядом с союзниками.",บรอว์เลอร์ตัวนี้ชาร์จท่าไม้ตายจากการยืนใกล้ๆ บรอว์เลอร์ร่วมทีม,Bu savaşçının süper özelliği takım arkadaşlarının yakınındayken dolar,Chiến binh Brawl này sạc Tuyệt chiêu bằng cách đứng gần đồng đội.
