"Name","IconSWF","IconExportName","Target","Disabled","LockedForChronos","DynamicRarityStartSeason","RequiredChromatics","MetaType","RequiresCard","Type","Skill","Value","Value2","Value3","Rarity","TID","PowerNumberTID","PowerNumber2TID","PowerNumber3TID","PowerNumber4TID","PowerIcon1ExportName","PowerIcon2ExportName","SortOrder","DontUpgradeStat","HideDamageStat","DirectPurchasePrice"
"Maisie_unique_2","sc/ui.sc","","Maisie","","TRUE","","","4","","ulti_area_slow","","350","40","","common","TID_SPEC_ABI_MAISIE_2","","","","","genicon_health","","","","","2000"
"Maisie_Dash","sc/ui.sc","icon_item_maisie_1","Maisie","","","","","5","","accessory","Maisie_Dash","17","","","common","TID_ACCESSORY_MAISIE_GADGET_1","","","","","genicon_health","","","","","1000"
"Maisie_ReloadAndDamage","sc/ui.sc","icon_item_maisie_2","Maisie","","TRUE","","","5","","accessory","Maisie_ReloadAndDamage","46","2","","common","TID_ACCESSORY_MAISIE_GADGET_2","","","","","genicon_health","","","","","1000"
"FishTank_unlock","sc/ui.sc","","FishTank","","","","","0","","unlock","","","","","epic","","","","","","","","722","","",""
"FishTank_hp","sc/ui.sc","health_icon","FishTank","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"FishTank_abi","sc/ui.sc","attack_icon","FishTank","","","","","2","","skill","FishTankWeapon","","","","common","TID_FISHTANK_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"FishTank_ulti","sc/ui.sc","ulti_icon","FishTank","","","","","3","","skill","FishTankUlti","","","","common","TID_FISHTANK_ULTI","TID_STAT_DAMAGE_PER_SHOT","","","","genicon_damage","","","","",""
"FishTank_unique","sc/ui.sc","","FishTank","","","","","4","","charged_speed","","80","72","","common","TID_SPEC_ABI_FISHTANK_1","","","","","genicon_health","","","","","2000"
"FishTank_unique_2","sc/ui.sc","","FishTank","","TRUE","","","4","","wall_shield","","20","","","common","TID_SPEC_ABI_FISHTANK_2","","","","","genicon_health","","","","","2000"
"FishTank_Slow","sc/ui.sc","icon_item_fishtank_1","FishTank","","","","","5","","accessory","FishTank_Slow","25","2","","common","TID_ACCESSORY_FISHTANK_GADGET_1","","","","","genicon_health","","","","","1000"
"FishTank_Shield","sc/ui.sc","icon_item_fishtank_2","FishTank","","TRUE","","","5","","accessory","FishTank_Shield","14","15","","common","TID_ACCESSORY_FISHTANK_GADGET_2","","","","","genicon_health","","","","","1000"
"Duelist_unlock","sc/ui.sc","","Duelist","","","19","6","0","","unlock","","","","","epic","","","","","","","","721","","",""
"Duelist_hp","sc/ui.sc","health_icon","Duelist","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Duelist_abi","sc/ui.sc","attack_icon","Duelist","","","","","2","","skill","DuelistWeapon","","","","common","TID_DUELIST_WEAPON","TID_STAT_MISSILE_DAMAGE","","","","genicon_damage","","","","",""
"Duelist_ulti","sc/ui.sc","ulti_icon","Duelist","","","","","3","","skill","DuelistUlti","20","30","","common","TID_DUELIST_ULTI","","","","","genicon_damage","","","","",""
"Duelist_unique","sc/ui.sc","","Duelist","","","","","4","","attack_combo_damage","","30","","","common","TID_SPEC_ABI_DUELIST_1","","","","","genicon_health","","","","","2000"
"Duelist_unique_2","sc/ui.sc","","Duelist","","","","","4","","ulti_spawn_healing","","3","","","common","TID_SPEC_ABI_DUELIST_2","","","","","genicon_health","","","","","2000"
"Duelist_Jump","sc/ui.sc","icon_item_cordelius_1","Duelist","","","","","5","","accessory","Duelist_Jump","","","","common","TID_ACCESSORY_DUELIST_GADGET_1","","","","","genicon_health","","","","","1000"
"Duelist_Silence","sc/ui.sc","icon_item_cordelius_2","Duelist","","","","","5","","accessory","Duelist_Silence","47","","","common","TID_ACCESSORY_DUELIST_GADGET_2","","","","","genicon_health","","","","","1000"
"Reviver_unlock","sc/ui.sc","","Reviver","","","","","0","","unlock","","","","","mega_epic","","","","","","","","721","","",""
"Reviver_hp","sc/ui.sc","health_icon","Reviver","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Reviver_abi","sc/ui.sc","attack_icon","Reviver","","","","","2","","skill","ReviverWeapon","","","","common","TID_REVIVER_WEAPON","TID_STAT_DAMAGE","TID_STAT_HEAL","","","genicon_damage","genicon_health","","","",""
"Reviver_ulti","sc/ui.sc","ulti_icon","Reviver","","","","","3","","skill","ReviverUlti","50","","","common","TID_REVIVER_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Reviver_unique","sc/ui.sc","","Reviver","","","","","4","","movement_speed_after_lifesaver","","3","100","","common","TID_SPEC_ABI_REVIVER_1","","","","","genicon_health","","","","","2000"
"Reviver_unique_2","sc/ui.sc","","Reviver","","","","","4","","heal_self_scaled","","20","","","common","TID_SPEC_ABI_REVIVER_2","","","","","genicon_health","","","","","2000"
"Reviver_OnlyDoubleHeal","sc/ui.sc","icon_item_doug_1","Reviver","","","","","5","","accessory","Reviver_OnlyDoubleHeal","","","","common","TID_ACCESSORY_REVIVER_GADGET_1","","","","","genicon_health","","","","","1000"
"Reviver_OnlyDoubleDamage","sc/ui.sc","icon_item_doug_2","Reviver","","","","","5","","accessory","Reviver_OnlyDoubleDamage","","","","common","TID_ACCESSORY_REVIVER_GADGET_2","","","","","genicon_health","","","","","1000"
