"Name","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","Pet","Speed","Hitpoints","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","MeleeAutoAttackSplashDamage","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackProjectileSpread","AutoAttackProjectile","AutoAttackOverchagedProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","CarryableType","DamagerPercentFromAliens","DefaultSkin","Mastery","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","AreaEffect","DeathAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ForceAttackAnimationToEnd","IconSWF","IconExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","VideoLink","ShouldEncodePetStatus","SecondaryPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","HasPowerLevels","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2"
"BlackHolePetGadget","","","","","","","870","540","","","","","600","335","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","BlackholePetDefault","","","","","","","","","","","death_shotgun_girl","","","","","","tara_def_ulti_starPower_spawn","","bear_attack","","","","","","","","","","","","","sparkle_trail_dark_minion","","","","","","","","","","","30","","85","80","","","25","95","200","270","","","","","","","","","","","","90","Medium","-43","","350","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedBooster","","","","","","","0","1000","30","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","SpeedBoosterDefault","","","","","","","SpeedBoost","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","8bit_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","250","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerPetGadget","","","","","","","800","700","","","","","700","200","","","","SpawnerPetProjectile","","14","","","","1","","","","","","","Minion_FindEnemies","","","SpawnerPetDefault","","","","","","","","","","","mrp_def_pet_death","","Gen_move_fx","","","","nita_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","100","200","280","","","","","","500","-1250","","","","","145","Medium","-35","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","","",""
"HoldingBall","","","","","","","0","100","","","","","","","","","","","","","","","","","","","","","","","Carryable","HoldingBall","","Trophy","","","","","","","","","","","mode_gift_destoryed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","200","Medium","-60","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VolleyBall","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Carryable","VolleyBall","","Volleyball","","","","","","","","","","","laser_ball_goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","320","Medium","-30","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BasketBall","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Carryable","BasketBall","","Basketball","","","","","","","","","","","mode_gift_destoryed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","120","Medium","-30","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusCover","","","","","","","0","1750","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","CactusCoverDefault","","","","","","","","CactusCoverHeal","gadget_spike_cactus_damaged","","gadget_spike_cactus_destroyed","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaInvisibleArea","","","","","","","0","1500","50","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","NinjaInvisibleAreaDefault","","","","","","","NinjaInvisibleArea","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StuDrums","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightPet","","","","","","","1200","300","","","","","1000","300","","","","","","","","","","1","","","","","","","Minion_FindEnemies","","","KnightPetDefault","","","","","","","","KnightPetExplosion","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","ash_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","80","","","25","200","200","270","","","","","","","","","","","","90","Medium","-43","","","","","","","","","","","25","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBig","","","","MechaDudeBigWeapon","MechaDudeBigUlti","","720","3700","","","","","","","","","","","","12","","","","","","","","","","","Hero","","","MechaDudeBigDefault","","","","","","","","","takedamage_gen","","mecha_def_ulti2_death","true","Gen_move_fx","Meg_Reload","No_ammo_shotgungirl","Meg_Dryfire","","","","","","","","","","","","","","","","","","","","","","","","","","0","45","200","80","80","","","35","116","190","300","80","150","270","270","","200","-1000","","","","80","145","Medium","-80","","450","","","TID_MECHA_DUDE","","","","100","footstep","35","350","160","","","2","3","1","","","","","","","","","","","","","","","","","","4","3","2","","2","",""
"DuplicatorPet","","","","DuplicatorWeapon","DuplicatorUlti","","720","2000","","","","","","","","","","","","6","","","","","","","","","","","Minion_Duplicate","","","DuplicatorDefault","","","","","","","","","","","death_bull_dude","","Gen_move_fx","","","","nita_def_ulti_spawn","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","106","200","280","","","","","","500","-1250","","","","","145","Medium","-63","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeAddon","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Minion_FollowOwner","","","MechaDudeBigDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","35","100","100","200","90","190","250","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f12191a373cbc743d1f7554b27999006a017d2eb","","true","shelly","ShotgunGirlWeapon","ShotgunGirlUlti","","770","3700","","","","","","","","","","","","12","","","","134","60","40","20","25","25","15","Hero","","","BanditGirlDefault","MasteryShotgunGirl","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","reload_shotgun_girl","No_ammo_shotgungirl","Dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","30","","80","80","","","35","116","210","284","90","175","260","290","","","","","-400","-25","40","120","Medium","-48","","450","","","TID_SHOTGUN_GIRL","","sc/ui.sc","hero_icon_shelly","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","3","2","","","",""
"CrossBomberVisionTower","","","","","","","0","1500","50","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","CrossBomberVisionTowerDefault","","","","","","","CrossBomberVisionArea","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","8bit_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","180","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SafeVoxel","","","","","","","0","40000","","","","","700","","","","","","","20","","","","","","","","","","","Pvp_Base","","","SafeVoxel","","","","","","","","","nuts_bolts_metal_small_voxel","","safe_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-100","0","0","0","84","","","","","","","","","","","","","","160","Medium","-75","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaBigEgg","","","","","","FleaPet","0","1900","","","100","","4000","","3","AlwaysSpread","","FleaSpawnProjectile","","13","","","","","","","","","","","Minion_Building","","","FleaBigEggDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","tara_def_ulti_starPower_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","250","180","243","","","","","","1000","-1400","","","","","120","Medium","-45","","150","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","10","","","","","","","","5","",""
"FleaPet","","","","FleaPetWeapon","FleaPetUltiDummy","","1000","1700","100","","","","","","","","","","","","","","","1","","","","","","","Minion_FindEnemies","","","FleaPetDefault","","","","","","","","","","","electricity_end_blue","","Gen_move_fx","","","","tara_def_ulti_starPower_spawn","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","100","200","280","","","","","","500","-1250","","","","","145","Medium","-63","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","6","800","4"
"FleaHealingPet","","","","FleaPetWeapon","FleaPetUltiDummy","","1000","1700","100","","","","","","","","","","","","","","","1","","","","","","","Minion_FindEnemies","","","FleaPetDefault","","","","","","","","","","","electricity_end_blue","","Gen_move_fx","","","","tara_def_ulti_starPower_spawn","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","50","200","280","","","","","","500","-1250","","","","","145","Medium","-63","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","6","-1000","4"
"Payload","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Payload","","","PayloadDefault","","true","","","","","","","","","","","Gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","160","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaExtraPet","","","","FleaPetWeapon","FleaPetUltiDummy","","1000","500","100","","","","","","","","","","","","","","","1","","","","","","","Minion_FindEnemies","","","FleaPetDefault","","","","","","","","","","","electricity_end_blue","","Gen_move_fx","","","","tara_def_ulti_starPower_spawn","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","70","200","280","","","","","","500","-1250","","","","","145","Medium","-63","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","6","400","2"
"CannonGirlSmall","","","","CannonGirlSmallWeapon","CannonGirlSmallUlti","","820","3000","","","","","","","","","","","","12","","","","0","0","","","","","","Hero","","","CannonGirlSmallDefault","","","","","","","","","takedamage_gen","","death_ninja","true","Gen_move_fx","reload_leon","No_ammo_shotgungirl","Dry_fire_leon","","","","","","","","","","","","","","","","","","Bonnie2_Kill_VO","Bonnie2_Lead_VO","","","Bonnie2_Hurt_VO","Bonnie2_Die_VO","","Bonnie2_Kill_VO","3","35","","80","80","","","35","116","200","270","90","180","260","260","","","","","","-50","","120","Medium","-52","","500","","","TID_CANNON_GIRL","","","","300","footstep","25","500","100","","","2","3","1","","","","","","","","","250","","","","","","","","","","","","","7","",""
"JetpackGirlDamageTower","","","","","","","0","1000","100","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","JetpackGirlDamageTowerDefault","","","","","","","JetpackGirlGadgetDamageArea","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InvasionMeleeEnemy","","","","","","","600","16000","33","","","","400","260","","","","","","5","","","","","","","","","","","Minion_Invasion","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","100","200","270","","","","","","","","","","","","120","Medium","-50","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"InvasionFastMeleeEnemy","","","","","","","900","8000","33","","","","600","400","","","","","","5","","","","","","","","","","","Minion_Invasion","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","","","coop_fast_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","100","Medium","-35","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"InvasionRangedEnemy","","","","","","","770","6000","33","","","","1400","630","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","Minion_Invasion","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","100","Medium","-49","","350","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"InvasionBossEnemy","","","","BossRapidFire","BossCharge","","1000","35000","33","","","","400","600","","","","","","8","","","","","","","","","","","Minion_Invasion","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","true","Gen_move_fx","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","220","Medium","-110","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","3",""
"MechaDudeReloadTower","","","","","","","0","1500","50","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","MechaDudeReloadTowerDefault","","","","","","","MechaDudeReloadTowerArea","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","","",""
"SafeDeepsea","","","","","","","0","40000","","","","","700","","","","","","","20","","","","","","","","","","","Pvp_Base","","","SafeDeepsea","","","","","","","","","nuts_bolts_metal_small_voxel","","safe_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-100","0","0","0","84","","","","","","","","","","","","","","160","Medium","-75","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Starfish","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Minion_FollowOwner","","","SilencerDefaultAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","116","200","320","90","190","270","270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeCover","","","","","","","0","1500","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","ArtilleryDudeCoverDefault","","","","","","","","","gadget_spike_cactus_damaged","","gadget_spike_cactus_destroyed","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","100","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","8","100",""
"BossBot","","","","BossRapidFire","BossCharge","","1000","35000","33","","","","400","600","","","","","","8","","","","","","","","","","","Minion_Invasion","","","BossBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","220","Medium","-110","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","3",""
"MeleeBot","","","","BossRapidFire","BossCharge","","1000","35000","33","","","","400","600","","","","","","8","","","","","","","","","","","Minion_Invasion","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","true","Gen_move_fx","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","220","Medium","-50","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","3",""
"RangedBot","","","","","","","770","6000","33","","","","1400","630","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","Minion_Invasion","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","100","Medium","-49","","350","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"MeleeFastBot","","","","","","","900","8000","33","","","","600","400","","","","","","5","","","","","","","","","","","Minion_Invasion","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","","","coop_fast_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","100","Medium","-65","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"LastStandMinion","","","","ArcadeWeapon","ArcadeUlti","","580","12000","","","","","","","","","","","","12","","","","106","","","","","","","Minion_LastStand","","","ArcadeDefault","","","","","","","","","takedamage_gen","","death_arcade","true","Gen_move_fx","reload_arcade","No_ammo_shotgungirl","arcade_dryfire","","","","","","","","","","","","","","","","","","8bit_kill_vo","8bit_lead_vo","8bit_start_vo","8bit_ulti_vo","8bit_hurt_vo","8bit_die_vo","","8bit_start_vo","2","57","","80","80","","","35","116","240","300","80","210","240","240","true","-500","","","","","80","145","Medium","-43","","450","","","TID_ARCADE","","sc/ui.sc","hero_icon_8bit","0","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","","","","","","","5","1","3","","","",""
"SplitterLegs","","","","SplitterLegsWeapon","SplitterUlti","","580","3900","","","","","","","","","","","","","","","","106","","","","","","","Minion_Building","","","SplitterLegsDefault","","","","","","","","","takedamage_gen","","death_arcade","true","Gen_move_fx","reload_arcade","No_ammo_shotgungirl","arcade_dryfire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","35","116","240","300","80","210","240","240","true","-500","","","","","80","145","Medium","-43","","450","","","TID_SPLITTER","","sc/ui.sc","hero_icon_8bit","0","footstep","30","400","130","","","","","","","","","","","","","","","","","","","","","","","","","","","13","2","30"
"CocoonerCocoon","","","","","","","0","4200","100","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","CocoonerCocoonDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","tara_def_ulti_starPower_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","100","180","243","","","","","","1000","-1400","","","","","120","Medium","-45","","150","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","10","","","","","","","","20","200",""
"CocoonerPet","","","","CocoonerPetWeapon","CocoonerPetUltiDummy","","1000","1100","100","","","","","","","","","","","","","","","","","","","","","","Minion_FindEnemies","","","CocoonerPetDefault","","","","","","","","","","","electricity_end_blue","","Gen_move_fx","","","","tara_def_ulti_starPower_spawn","charlie_def_gadget_spider","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","220","200","280","","","","","","500","-1250","","","","","145","Medium","-15","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","","",""
"PercenterPet","","","","PercenterWeapon","PercenterUlti","","720","3400","","","","","","","","","","","","12","","","","","","","","","","","Minion_Percenter","","","PercenterDefault","","","","","","","","","takedamage_gen","","death_mechanic","","Gen_move_fx","reload_mechanic","No_ammo_shotgungirl","dry_fire_mechanic","","","","","","","","","","","","","","","","","","Colette_Kill_VO","Colette_Lead_VO","Colette_Start_VO","Colette_Ulti_VO","Colette_Hurt_VO","Colette_Die_VO","","Colette_Start_VO","5","35","","80","80","","","35","116","210","284","","","","","","","","","","","","120","Medium","-48","","400","","","","","","","500","footstep","40","300","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MultiLaserBall","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Carryable","LaserBall","","BallDefault","","","","","","","","","","","laser_ball_goal","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","120","","0","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
