"Name","InstanceID","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","OverchargedUltimateSkill","Pet","AltPet","MovementType","Speed","Hitpoints","Traits","Components","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","SkipDeploy","MeleeAutoAttackSplashDamage","DelayTicksFirstAttack","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackTicksBetweenBurstShots","AutoAttackProjectileSpread","AutoAttackProjectile","OverchargedAutoAttackProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiUses","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargePassiveChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","IsNeutral","IsBossPet","CarryableType","DefaultSkin","Mastery","BrawlerTrophyRewards","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","OverchargedEffect","OverchargedUseDefaultSkin","StatusEffect","AreaEffect","DeathAreaEffect","DeathOverchargedAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","DeathEffectOvercharged","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","OverchargedSpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","AlwaysShowWithPet","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FloorIndicatorScale","HealthBarScale","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ClassArchetype","ForceAttackAnimationToEnd","IconSWF","IconExportName","EmblemExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","WaterFootstepEffect","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","ChargeUltiFromHealing","VideoLink","ShouldEncodePetStatus","SecondaryPet","IsExternalPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","PowerLevelsType","PowerLevelsSpeedBuff","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","OrbitingRadius","OrbitingAngularSpeed","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2","ArenaOverrideMaxHpBuff","ArenaOverrideDmgBuff","ArenaOverrideSpeedBuff","ArenaOverrideReloadBuff","PetRotatable","HyperMoveEffect","HumanoidSpecies","BuddyCharacter","BossModeUltiRate","SpecialEventType","SpecialEventType2"
"HookDude","21","","","gene","HookWeapon","HookUlti","","","","","750","3800","","","","","","","","","","","","","","","","","12","","","","","100","100","35","","","5","20","5","Hero","","","","HookDefault","MasteryHookDude","TrophyRewardsHookDude","","","","","","","","","","","","takedamage_gen","","death_hook_dude","","true","gen_move_fx","reload_gene","no_ammo_shotgungirl","dry_fire_gene","","","","","","","","","","","","","","","","","","","Gene_vo","Gene_vo","Gene_vo","Gene_vo","Gene_vo","Gene_vo","","Gene_vo","1","30","","80","80","","","35","116","230","340","90","175","270","280","","","","","","100","","","120","Medium","-36","","","","350","","","TID_HOOK","controller","","sc/hero_portraits.sc","hero_icon_gene","mastery_brawler_icon_gene","","footstep","25","350","200","","","1","3","2","","","","","","","","","","","","","GeneTutorial","","","","","","","","","2","2","5","","","","","","","650","7","10","250","","","","","","",""
"ClusterBombDude","22","","","tick","ClusterBombDudeWeapon","ClusterBombDudeUlti","","","","","750","2400","","","","","","","","","","","","","","","","","12","","","","","110","70","40","","","5","20","5","Hero","","","","ClusterBombDefault","MasteryClusterBombDude","TrophyRewardsClusterBombDude","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","reload_tick","no_ammo_shotgungirl","dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","","Tick_vo_1","Tick_vo_1","Tick_vo_1","Tick_vo_1","Tick_vo_hurt","Tick_vo_die","","Tick_vo_1","","35","","80","80","","","35","110","230","270","80","150","270","270","","","","","","100","-20","50","120","Medium","-40","","","","350","","","TID_CLUSTER_BOMB_DUDE","artillery","","sc/hero_portraits.sc","hero_icon_tick","mastery_brawler_icon_tick","","footstep","85","300","160","","","3","2","1","","","","","","","","","","","","","","true","","","","","","","","5","1","3","","","","","","","650","7","12","225","","","","","140","","head_s"
"Ninja","23","","","leon","NinjaWeapon","NinjaUlti","","","","","855","3300","","","","","","","","","","","","","","","","","12","","","","","105","100","30","","","5","20","5","Hero","","","","NinjaDefault","MasteryNinja","TrophyRewardsNinja","","","","","","","","","","","","takedamage_gen","","death_ninja","","true","gen_move_fx","reload_leon","no_ammo_shotgungirl","dry_fire_leon","","","","","","","","","","","","","","","","","","","Leon_kill_vo","Leon_lead_vo","Leon_start_vo","Leon_ulti_vo","Leon_hurt_vo","Leon_die_vo","","Leon_start_vo","2","50","","80","80","","","35","116","190","330","80","150","270","290","","","","","","","","","120","Medium","-55","","","","450","","","TID_NINJA","assassin","","sc/hero_portraits.sc","hero_icon_leon","mastery_brawler_icon_leon","","footstep","25","250","130","","","3","2","1","","","","","","","","","","","","","LeonTutorial","","","","","","","","","4","2","3","","","","IS_NINJA","","","550","6","","","","","","NinjaBuddy","","",""
"Rosa","24","","","rosa","RosaWeapon","RosaUlti","","","","","800","5400","","","","","","","","","","","","","","","","","12","","","","","68","100","50","","","5","20","5","Hero","","","","RosaDefault","MasteryRosa","TrophyRewardsRosa","","","","","","","","","","","","takedamage_gen","","death_rosa","","true","gen_move_fx","reload_rosa","no_ammo_shotgungirl","dry_fire_barkeep","","","","","","","","","","","","","","","","","","","Rosa_kill","Rosa_lead","Rosa_start","Rosa_ulti_vo","Rosa_hurt","Rosa_die","","Rosa_start","2","50","","80","80","","","35","110","100","250","80","150","240","240","","","","","","-250","","50","145","Medium","-55","","","","400","","","TID_ROSA","tank","","sc/hero_portraits.sc","hero_icon_rosa","mastery_brawler_icon_rosa","","footstep","30","400","130","","","3","2","1","","","","","","","","","","","240","","","","","","","","","","","3","5","1","","","","","","","500","3","","","","","","","125","",""
"Whirlwind","25","","","carl","WhirlwindWeapon","WhirlwindUlti","","","","","750","4200","","","","","","","","","","","","","","","","","12","","","","","95","60","50","","","5","20","5","Hero","","","","WhirlwindDefault","MasteryWhirlwind","TrophyRewardsWhirlwind","","","","","","","","WhirlwindUltiSpeedBuff","","","","takedamage_gen","","death_whirlwind","","true","gen_move_fx","reload_whirlwind","no_ammo_shotgungirl","dry_fire_whirlwind","","","carl_def_ulti_hit","","","","","","","","","","","","","","","","Carl_kill_vo","Carl_lead_vo","Carl_start_vo","Carl_ulti_vo","Carl_hurt_vo","Carl_die_vo","Carl_atk_vo","Carl_start_vo","5","30","","80","80","","","35","110","190","255","80","150","230","250","","","","","","100","-20","60","120","Medium","-48","","","","450","","","TID_WHIRLWIND","damage_dealer","","sc/hero_portraits.sc","hero_icon_carl","mastery_brawler_icon_carl","","footstep","25","50","200","true","true","1","3","2","","","","","","","","","","","","","","","","","","","","","","3","3","3","","","","","","","","4","","","","","","","","",""
"Baseball","26","","","bibi","BaseballWeapon","BaseballUlti","","","","","855","5000","","Brawler_Baseball","","","","","","","","","","","","","","","12","","","","","90","112","40","","","5","20","5","Hero","","","","BaseballDefault","MasteryBaseball","TrophyRewardsBaseball","","","","","","","","","","","","takedamage_gen","","death_baseball","","true","gen_move_fx","reload_baseball","no_ammo_shotgungirl","dry_fire_barkeep","","","bibi_def_atk_hit","","","","","","","","","","","","","","","","Bibi_kill_vo","Bibi_lead_vo","Bibi_start_vo","Bibi_ulti_vo","Bibi_hurt_vo","Bibi_die_vo","","Bibi_start_vo","5","30","","80","80","","","35","116","210","320","90","190","270","270","","","","","","100","","60","120","Medium","-48","","","","450","","","TID_BASEBALL","tank","","sc/hero_portraits.sc","hero_icon_bibi","mastery_brawler_icon_bibi","","footstep","25","400","100","","","1","3","2","","","","","","","","","","","","","","","","","","","","","","3","3","3","","","","IS_BASEBALL","","","","","","","","","","BaseballBuddy","","","bubblegum_01_s"
"Arcade","27","","","8bit","ArcadeWeapon","ArcadeUlti","","","","","600","5200","","","","","","","","","","","","","","","","","12","","","","","80","95","30","","","5","20","5","Hero","","","","ArcadeDefault","MasteryArcade","TrophyRewardsArcade","","","","","","","","","","","","takedamage_gen","","death_arcade","","true","gen_move_fx","reload_arcade","no_ammo_shotgungirl","arcade_dryfire","","","","","","","","","","","","","","","","","","","8bit_kill_vo","8bit_lead_vo","8bit_start_vo","8bit_ulti_vo","8bit_hurt_vo","8bit_die_vo","","8bit_start_vo","2","57","","80","80","","","35","116","240","300","80","210","240","240","true","","-500","","-50","300","","80","145","Medium","-43","","","","450","","","TID_ARCADE","damage_dealer","","sc/hero_portraits.sc","hero_icon_8bit","mastery_brawler_icon_8bit","","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","","","","","","","","","","","5","1","3","","","","","","","","4","","","","","","ArcadeBuddy","","spine_lower_s",""
"Sandstorm","28","","","sandy","SandstormWeapon","SandstormUlti","","","","","800","4100","","","","","","","","","","","","","","","","","12","","","","","75","100","40","","","5","20","5","Hero","","","","SandstormDefault","MasterySandstorm","TrophyRewardsSandstorm","","","","","","","","","","","","takedamage_gen","","death_rosa","","true","gen_move_fx","reload_sandy","no_ammo_shotgungirl","dry_fire_sandy","","","","","","","","","","","","","","","","","","","Sandy_kill_vo","Sandy_lead_vo","Sandy_start_vo","Sandy_ulti_vo","Sandy_hurt_vo","Sandy_die_vo","","Sandy_start_vo","4","50","","80","80","","","35","116","190","330","80","150","270","270","","","","","50","200","-10","30","145","Medium","-55","","","","400","","","TID_SANDSTORM","controller","","sc/hero_portraits.sc","hero_icon_sandy","mastery_brawler_icon_sandy","","footstep","30","400","130","","","3","2","1","","","","","","","","","","","","","","","","","","","","","","2","2","5","","","","","","","","5","","","","","","","","",""
"BeeSniper","29","","","bea","BeeSniperWeapon","BeeSniperUlti","","BeeSniperSlowPot","","","750","2800","","","","","","","","","","","","","","","","","12","","","","","130","76","40","","","5","20","5","Hero","","","","BeeSniperDefault","MasteryBeeSniper","TrophyRewardsBeeSniper","","","","","","","","","","","","takedamage_gen","","death_sniper","","true","gen_move_fx","reload_bea","no_ammo_bea","minig_dryfire","","","","","","","","","","","","","","","","","","","Bea_Kill_VO","Bea_Lead_VO","Bea_Start_VO","Bea_Ulti_VO","Bea_Hurt_VO","Bea_Die_VO","Bea_Atk_VO","Bea_Start_VO","","45","","80","80","","","35","116","200","320","90","190","270","270","true","","","","-50","50","","80","120","Medium","-46","","","","450","","","TID_BEE_SNIPER","marksman","","sc/hero_portraits.sc","hero_icon_bea","mastery_brawler_icon_bea","100","footstep","35","350","160","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","5","2","2","","","","","","","","8","","","","","","","125","",""
"Mummy","30","","","emz","MummyWeapon","MummyUlti","","","","","750","3900","","","","","","","","","","","","","","","","","12","","","","","72","76","40","","","5","20","5","Hero","","","","MummyDefault","MasteryMummy","TrophyRewardsMummy","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","emz_reload","no_ammo_shotgungirl","emz_dryfire","","","","","","","","","","","","","","","","","","","Emz_kill_vo","Emz_lead_vo","Emz_start_vo","Emz_ulti_vo","Emz_hurt_vo","Emz_die_vo","Emz_atk_vo","Emz_start_vo","3","30","","80","80","","","35","116","210","270","90","175","240","250","","","","","","-200","-20","","120","Medium","-48","","","","450","","","TID_MUMMY","controller","","sc/hero_portraits.sc","hero_icon_emz","mastery_brawler_icon_emz","","footstep","25","250","200","","","1","3","2","","","","","","","","","","","","","ShellyTutorial","","","","","","","","","4","2","3","","","","","","","350","1","","150","","","","MummyBuddy","","",""
"SpawnerDude","31","","","mr.p","SpawnerDudeWeapon","SpawnerDudeUlti","","","","","750","3700","","","","","","","","","","","","","","","","","12","","","","","66","86","30","","","5","20","5","Hero","","","","SpawnerDudeDefault","MasterySpawnerDude","TrophyRewardsSpawnerDude","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","mrp_reload","no_ammo_shotgungirl","mrp_dryfire","","","","","","","","","","","","","","","","","","","Mrp_Kill_VO","Mrp_Lead_VO","Mrp_Lead_VO","Mrp_Ulti_VO","Mrp_Hurt_VO","Mrp_Die_VO","Mrp_Atk_VO","Mrp_Lead_VO","","35","75","80","80","","","35","110","240","330","90","175","300","300","true","","-500","600","50","200","-50","80","120","Medium","-45","","","","400","","","TID_SPAWNER_DUDE","controller","","sc/hero_portraits.sc","hero_icon_mrp","mastery_brawler_icon_mrp","500","footstep","30","320","160","","","3","2","1","","","","","","","","","","","","","PennyTutorial","","","","","","","","","3","2","4","","","","","","","","","","","","","","","","",""
"Speedy","32","","","max","SpeedyWeapon","SpeedyUlti","","","","","855","3500","SpeedyChargeUltiOnMove","","","","","","","","","","","","","","","","12","","","","","75","100","45","","","5","20","5","Hero","","","","SpeedyDefault","MasterySpeedy","TrophyRewardsSpeedy","","","","","","","","","","","","takedamage_gen","","death_gunslinger","","true","gen_move_fx","reload_max","no_ammo_shotgungirl","dry_fire_max","","","","","","","","","","","","","","","","","","","Max_Kill_VO","Max_Lead_VO","Max_Start_VO","Max_Ulti_VO","Max_Hurt_VO","Max_Die_VO","","Max_Start_VO","2","35","","80","80","","","35","116","210","284","90","185","270","270","","","","","-50","-200","-20","40","120","Medium","-52","","","","400","","","TID_SPEEDY","support","","sc/hero_portraits.sc","hero_icon_max","mastery_brawler_icon_max","300","footstep","25","300","160","","","2","3","1","","","","","","","","","","","","","ColtTutorial","","","","","","","","","2","2","5","","","","","","","700","6","10","","","","","SpeedyBuddy","","",""
"07220d24fa2e06c356cad4e7c6037d70b265010e","","","true","shelly","ShotgunGirlWeapon","ShotgunGirlUlti","","","","","800","3900","","","","","","","","","","","","","","","","","12","","","","","134","60","30","","","5","20","5","Hero","","","","BanditGirlDefault","MasteryShotgunGirl","TrophyRewardsShotgunGirl","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","reload_shotgun_girl","no_ammo_shotgungirl","dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","30","","80","80","","","35","116","210","284","90","175","260","290","","","","","","-400","-25","40","120","Medium","-48","","","","450","","","TID_SHOTGUN_GIRL","damage_dealer","","sc/hero_portraits.sc","hero_icon_shelly","mastery_brawler_icon_shelly","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","","","ShellyTutorial","","","","","","","","","4","3","2","","","","","","","","","","","","","","ShotgunGirlBuddy","","",""
"Driller","34","","","jacky","DrillerWeapon","DrillerUlti","","","","","800","5200","","","","","","","","","","","","","","","","","12","","","","","82","100","40","","","5","20","5","Hero","","","","DrillerDefault","MasteryDriller","TrophyRewardsDriller","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","reload_jackie","no_ammo_shotgungirl","jackie_dryfire","","","","","","","","","","","","","","","","","","","Jackie_Kill_VO","Jackie_Lead_VO","Jackie_Start_VO","Jackie_Ulti_VO","Jackie_Hurt_VO","Jackie_Die_VO","","Jackie_Start_VO","1","50","","80","80","","","35","130","210","350","90","175","310","310","","","","","-100","","","","145","Medium","-50","","","","450","","","TID_DRILLER","tank","","sc/hero_portraits.sc","hero_icon_jacky","mastery_brawler_icon_jacky","400","footstep","25","300","130","","","1","2","3","","","","","","","","","","","240","","TaraTutorial","","","","","","","","","2","5","2","","","","IS_DRILLER","","","500","4","","200","","","","","140","",""
"Blower","35","","","gale","BlowerWeapon","BlowerUlti","","","","","750","4000","","","","","","","","","","","","","","","","","12","","","","","90","83","25","","","5","20","5","Hero","","","","BlowerDefault","MasteryBlower","TrophyRewardsBlower","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","reload_gale","no_ammo_shotgungirl","gale_dryfire","","","","","","","","","","","","","","","","","","","Gale_Kill_VO","Gale_Lead_VO","Gale_Start_VO","Gale_Ulti_VO","Gale_Hurt_VO","Gale_Die_VO","","Gale_Start_VO","","50","","80","80","","","35","120","210","300","90","175","270","270","","","","","-100","200","","50","120","Medium","-50","","","","450","","","TID_BLOWER","controller","","sc/hero_portraits.sc","hero_icon_gale","mastery_brawler_icon_gale","400","footstep","25","300","130","","","1","2","3","","","","","","","","","","","","","TaraTutorial","","","","","","","","","2","2","5","","","","","","","","4","","","","","","","","",""
"Controller","36","","","nani","ControllerWeapon","ControllerUlti","","","","","750","2500","","","","","","","","","","","","","","","","","12","","","","","100","50","30","","","5","20","5","Hero","","","","ControllerDefault","MasteryController","TrophyRewardsController","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","nani_reload","no_ammo_shotgungirl","nani_dryfire","","","","","","","","","","","","","","","","","","","Nani_Kill_VO","Nani_Lead_VO","Nani_Start_VO","","Nani_Hurt_VO","Nani_Die_VO","","Nani_Start_VO","","50","","80","80","","","35","100","210","300","90","175","270","270","true","","","","","550","-260","100","120","Medium","-40","","","","250","","","TID_CONTROLLER","marksman","","sc/hero_portraits.sc","hero_icon_nani","mastery_brawler_icon_nani","400","footstep","25","300","130","","","1","2","3","","","","","","","","","","","","","TaraTutorial","","","","","","","","","5","1","3","","","","","","","500","5","","","","","","","","chest_s",""
"Wally","37","","","sprout","WallyWeapon","WallyUlti","","","","","750","3200","","","","","","","","","","","","","","","","","12","","","","","88","100","40","","","5","20","5","Hero","","","","WallyDefault","MasteryWally","TrophyRewardsWally","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","reload_sprout","no_ammo_shotgungirl","sprout_dryfire","","","","","","","","","","","","","","","","","","","Sprout_Kill_VO","Sprout_Lead_VO","Sprout_Start_VO","Sprout_Ulti_VO","Sprout_Hurt_VO","Sprout_Die_VO","","Sprout_Start_VO","1","50","","80","80","","","35","120","210","325","90","175","275","275","","","","","","350","","140","120","Medium","-59","","","","450","","","TID_WALLY","artillery","","sc/hero_portraits.sc","hero_icon_sprout","mastery_brawler_icon_sprout","400","","25","300","130","","","1","2","3","","","","","","","","","","","","","TaraTutorial","","","","","","","","","3","2","4","","","","","","","","","","","","","","","160","chest_s","R_arm_01_s;R_arm_03_s;L_arm_01_s;L_arm_03_s;leaf_01_s"
"PowerLeveler","38","","","surge","PowerLevelerWeapon","PowerLevelerUlti","","","","","705","3300","","","","","","","","","","","","","","","","","12","","","","","120","75","20","","","5","20","5","Hero","","","","PowerLevelerDefault","MasteryPowerLeveler","TrophyRewardsPowerLeveler","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","surge_reload","no_ammo_shotgungirl","surge_dryfire","","","","","","","","","","","","","","","","","","","Surge_Kill_VO","Surge_Lead_VO","Surge_Start_VO","Surge_Ulti_VO","Surge_Hurt_VO","Surge_Die_VO","Surge_Atk_VO","Surge_Start_VO","4","35","","80","80","","","35","90","150","200","80","150","200","200","","","","600","-150","","","","120","Medium","-45","","","","400","","","TID_POWER_LEVELER","damage_dealer","","sc/hero_portraits.sc","hero_icon_surge","mastery_brawler_icon_surge","500","footstep","20","200","160","","","3","2","1","","","","","","","","","","","","","PennyTutorial","","","","","","","1","20","5","3","1","","","","IS_POWER_LEVELER","","","","","","","","","","PowerLevelerBuddy","","",""
