"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"GunslingerOutlaw","GunSlingerOutlaw","","OUTLAWS","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_COLT_OUTLAW_SKIN","TID_COLT_OUTLAW_SKIN_SHOP","MODEL","","","colt_outlaw_redux_tex.sctx","colt_outlaw_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"WhirlwindHogrider","WhirlwindHogrider","","CLASHIP","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_CARL_HOG_RIDER_SKIN","TID_CARL_HOG_RIDER_SKIN_SHOP","MODEL","","","carl_hogrider_tex.sctx","carl_hogrider_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BallBeach","BallBeach","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeDefault","ArcadeDefault","","","","","","","","","","","","","","DamageBoosterDefault","","","","","","","true","","","","","","","","","","","8bit_redux_tex.sctx","8bit_redux_tex.sctx","","","","","","","","","","","","",""
"DamageBoosterDefault","DamageBoosterDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","8bit_redux_tex.sctx","8bit_redux_tex.sctx","","","","","","","","","","","","",""
"SniperPink","SniperPink","","MISC","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_PIPER_PINK_SKIN","TID_PIPER_PINK_SKIN_SHOP","MODEL","","","piper_pink_tex.sctx","piper_pink_tex.sctx","","","","","","","","","","","","NEVER",""
"ArcadeClassic","ArcadeClassic","","GAMING","","","","","","","","","","","","DamageBoosterDefault","","","","","","1000","true","","29","","","RARE","TID_8BIT_CLASSIC_SKIN","TID_8BIT_CLASSIC_SKIN_SHOP","MODEL","","","8bit_classic_tex.sctx","8bit_classic_tex.sctx","","","","","","","","","","","","NEVER",""
"NinjaShark","NinjaShark","","SUMMER","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_LEON_SHARK_SKIN","TID_LEON_SHARK_SKIN_SHOP","MODEL,VFX","","","shark_leon_tex.sctx","shark_leon_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BlackHoleBlue","BlackHoleBlue","","MISC","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_TARA_BLUE_SKIN","TID_TARA_BLUE_SKIN_SHOP","MODEL","","","tara_stara_tex.sctx","tara_stara_tex.sctx","","","","","","","","","","","","NEVER",""
"LootBoxMoonFestival","LootBoxMoonFestival","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandstormDefault","SandstormDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","sandy_tex.sctx","sandy_tex.sctx","","","","","","","","","","","","",""
"BeeSniperDefault","BeeSniperDefault","","","","","","","","","","","","","","BeeSniperDefaultAddonBee","","","","","","","true","","","","","","","","","","","bea_tex.sctx","bea_tex.sctx","","","","","","","","","","","","",""
"BossRaceBossDefault","BossBotDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bot_boss_tex.sctx","bot_boss_tex.sctx","","","","","","","","","","","","",""
"BarkeepWizardRed","BarkeepWizardRed","","CLASHIP","","","","","","4","","","","","","","","","","","","1000","true","","29","","","SUPER_RARE","TID_BARLEY_RED_WIZARD_SKIN","TID_BARLEY_RED_WIZARD_SKIN_SHOP","MODEL","","","barley_wizard_redux_chroma_red_tex.sctx","barley_wizard_redux_chroma_red_tex.sctx","","","","","","","","BarkeepWizard","","","","NEVER",""
"HookPirate","HookPirate","","PIRATES","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_GENE_PIRATE_SKIN","TID_GENE_PIRATE_SKIN_SHOP","MODEL","","","gene_pirate_tex.sctx","gene_pirate_tex.sctx","","","","","","","","","","","","NEVER",""
"Sandstormsleepy","Sandstormsleepy","","MISC","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_SANDY_SLEEPY_SKIN","TID_SANDY_SLEEPY_SKIN_SHOP","MODEL","","","sleepy_sandy_tex.sctx","sleepy_sandy_tex.sctx","","","","","","","","","","","","NEVER",""
"MummyDefault","MummyDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","emz_redux_tex.sctx","emz_redux_tex.sctx","","","","","","","","","","","","",""
"Sniperrose","Sniperrose","","BRAWLOWEEN","","sc/emoji_1.sc","emoji_piper_brawloween","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_PIPER_CALAVERA_SKIN","TID_PIPER_CALAVERA_SKIN_SHOP","MODEL,TEXTURE,VFX","","","piper_rose_tex.sctx","piper_rose_tex.sctx","","","","","","","","","","","","NEVER",""
"SpawnerDudeDefault","SpawnerDudeDefault","","","","","","","","","","","","","","SpawnerDudeTurretDefault","SpawnerPetDefault","","","","","","true","","","","","","","","","","","mrp_tex.sctx","mrp_tex.sctx","","","","","","","","","","","","",""
"ShotgunGirlWitch","ShotgunGirlWitch","","BRAWLOWEEN","","sc/emoji_1.sc","emoji_shelly_brawloween","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SHELLY_WITCH_SKIN","TID_SHELLY_WITCH_SKIN_SHOP","MODEL,VFX,ANIM,SFX","","","shelly_witch_tex.sctx","shelly_witch_tex.sctx","","","","200","","","","","","","","NEVER",""
"MechanicKnightDark","MechanicKnightDark","","FANTASY","","","","","","","","","","","","TurretDragonDark","","","","","","1500","","","39","","","EPIC","TID_JESSIE_DARK_KNIGHT_SKIN","TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","MODEL,TURRET,VFX,ANIM","","","jessie_knight_dark_tex.sctx","jessie_knight_dark_tex.sctx","","","","800","","","","MechanicKnight","","","","",""
"TurretDragonDark","TurretDragonDark","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","jessie_knight_dark_turret_tex.sctx","jessie_knight_dark_turret_tex.sctx","","","","","","","","","","","","",""
"HammerDudeDJ","HammerDudeDJ","","MUSIC","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_FRANK_DJ_SKIN","TID_FRANK_DJ_SKIN_SHOP","MODEL,TEXTURE,VFX","","","frank_dj_tex.sctx","frank_dj_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"NinjaWolf","NinjaWolf","","BRAWLOWEEN","","sc/emoji_1.sc","emoji_leon_brawloween","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_LEON_WEREWOLF_SKIN","TID_LEON_WEREWOLF_SKIN_SHOP","MODEL,VFX,ANIM,SFX","","","leon_wolf_tex.sctx","leon_wolf_tex.sctx","","","","","","","","","","","","NEVER",""
"SpeedyDefault","SpeedyDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","max_tex.sctx","max_tex.sctx","","","","","","","","","","","","",""
"LuchadorBrown","LuchadorBrown","","LINE","","","","","","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_EL_PRIMO_BROWN_SKIN","TID_EL_PRIMO_BROWN_SKIN_SHOP","MODEL,VFX,ANIM","","","primo_brown_tex.sctx","primo_brown_tex.sctx","","","","800","","","","","","","","NEVER",""
"ef1bef78db93b8eaf0829e4478593a5c2af67dc9","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeTotal","TrickshotDudeTotal","","ANNIVERSARY2020","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_RICO_BETA_SKIN","TID_RICO_BETA_SKIN_SHOP","MODEL","","","rico_classic_redux_tex.sctx","rico_classic_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"NinjaSally","NinjaSally","","LINE","","","","","","3","","","","","","","","","","","","","true","","79","","","SUPER_RARE","TID_LEON_SALLY_SKIN","TID_LEON_SALLY_SKIN_SHOP","MODEL,VFX","","","leon_sally_tex.sctx","leon_sally_tex.sctx","","","","","","","","","","","","NEVER",""
"WhirlwindLeonard","WhirlwindLeonard","","LINE","","","","","","3","","","","","","","","","","","","","true","","79","","","SUPER_RARE","TID_CARL_LEONARD_SKIN","TID_CARL_LEONARD_SKIN_SHOP","MODEL,VFX","","","carl_leonard_tex.sctx","carl_leonard_tex.sctx","","","","","","","","","","","","NEVER",""
"TntDudeSantaRope","TntDudeSantaRope","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","dynamike_santa_tex.sctx","dynamike_santa_tex.sctx","","","","","","","","","","","","",""
"WhirlwindPirate","WhirlwindPirate","","PIRATES","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_CARL_CAPTAIN_SKIN","TID_CARL_CAPTAIN_SKIN_SHOP","MODEL,VFX,ANIM","","","carl_pirate_tex.sctx","carl_pirate_tex.sctx","","","","-250","-500","","","","","","","NEVER",""
"GunslingerPirate","GunslingerPirate","","PIRATES","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_COLT_CORSAIR_SKIN","TID_COLT_CORSAIR_SKIN_SHOP","MODEL,VFX,ANIM","","","colt_corsair_redux_tex.sctx","colt_corsair_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"CtfGift","CtfGift","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyGT","SpeedyGT","","MISC","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_MAX_BLUE_SKIN","TID_MAX_BLUE_SKIN_SHOP","MODEL","","","max_gt_tex.sctx","max_gt_tex.sctx","","","","","","","","","","","","NEVER",""
"BeeSniperDefaultAddonBee","BeeSniperDefaultAddonBee","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_tex.sctx","bea_tex.sctx","","","","","","","","","","","","",""
"BeeSniperLadyBug","BeeSniperLadyBug","","ANIMALS","","","","","","","","","","","","BeeSniperLadyBugAddonBee","","","","","","1000","true","","29","","","RARE","TID_BEA_LADYBUG_SKIN","TID_BEA_LADYBUG_SKIN_SHOP","MODEL","","","bea_ladybug_tex.sctx","bea_ladybug_tex.sctx","","","","","","","","","","","","NEVER",""
"PocoPirate","PocoPirate","","PIRATES","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_POCO_PIRATE_SKIN","TID_POCO_PIRATE_SKIN_SHOP","MODEL,VFX","","","poco_pirate_tex.sctx","poco_pirate_tex.sctx","","","","","150","","","","","","","NEVER",""
"BeeSniperLadyBugAddonBee","BeeSniperLadyBugAddonBee","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_ladybug_tex.sctx","bea_ladybug_tex.sctx","","","","","","","","","","","","",""
"DrillerDefault","DrillerDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","jacky_tex.sctx","jacky_tex.sctx","","","","","","","","","","","","",""
"ArcadeVirus","ArcadeVirus","","HACKER","","","","","3","3","","","","","","DamageBoosterVirus","","","","","","","true","","299","","","LEGENDARY","TID_8BIT_VIRUS_SKIN","TID_8BIT_VIRUS_SKIN_SHOP","MODEL,TEXTURE,VFX,ANIM,VOICE","","","8bit_virus_tex.sctx","8bit_virus_tex.sctx","","","","","","","","","","","","NEVER",""
"DamageBoosterVirus","DamageBoosterVirus","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","8bit_virus_tex.sctx","8bit_virus_tex.sctx","","","","","","","","","","","","",""
"BlackHoleStreetNinja","BlackHoleStreetNinja","","LNY","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_TARA_STREET_NINJA_SKIN","TID_TARA_STREET_NINJA_SKIN_SHOP","MODEL,TEXTURE,VFX,ANIM","","","tara_streetninja_tex.sctx","tara_streetninja_tex.sctx","","","","","","","","","","","","NEVER",""
"BaseballGamer","BaseballGamer","","GAMING","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BIBI_GAMER_SKIN","TID_BIBI_GAMER_SKIN_SHOP","MODEL,TEXTURE,VFX,ANIM","","","bibi_gamer_tex.sctx","bibi_gamer_tex.sctx","","","","","","","","","","","","NEVER",""
"SniperValentines","SniperValentines","","BRAWLENTINES","","sc/emoji_1.sc","emoji_piper_stvalentines","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_PIPER_CUPID_SKIN","TID_PIPER_CUPID_SKIN_SHOP","MODEL,TEXTURE,VFX","","","piper_valentines_tex.sctx","piper_valentines_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"ShamanKoala","ShamanKoala","","ANIMALS","","","","","","","","","","","","ShamanBearKoala","","","","","","2750","true","","79","69","","SUPER_RARE","TID_NITA_KOALA_SKIN","TID_NITA_KOALA_SKIN_SHOP","MODEL","","","nita_koala_tex.sctx","nita_koala_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"ShamanBearKoala","ShamanBearKoala","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","nita_koala_bear_tex.sctx","nita_koala_bear_tex.sctx","","","","","","","","","","","","",""
"SpawnerPetDefault","SpawnerPetDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","mrp_spawner_tex.sctx","mrp_spawner_tex.sctx","","","","","","","","","","","","",""
"SpawnerDudeTurretDefault","SpawnerDudeTurretDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","mrp_spawner_tex.sctx","mrp_spawner_tex.sctx","","","","","","","","","","","","",""
"SpawnerDudeAgentP","SpawnerDudeAgentP","","HUB","","","","","","","","","","","","SpawnerDudeTurretAgentP","SpawnerPetAgentP","","","","","1000","true","","29","","","RARE","TID_MRP_AGENT_SKIN","TID_MRP_AGENT_SKIN_SHOP","MODEL,TURRET","","","mrp_agentp_tex.sctx","mrp_agentp_tex.sctx","","","","","","","","","","","","NEVER",""
"SpawnerPetAgentP","SpawnerPetAgentP","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","mrp_agentp_spawner_tex.sctx","mrp_agentp_spawner_tex.sctx","","","","","","","","","","","","",""
"SpawnerDudeTurretAgentP","SpawnerDudeTurretAgentP","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","mrp_agentp_spawner_tex.sctx","mrp_agentp_spawner_tex.sctx","","","","","","","","","","","","",""
"BlowerDefault","BlowerDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","gale_tex.sctx","gale_tex.sctx","","","","","","","","","","","","",""
"ControllerDefault","ControllerDefault","","","","","","","","","","","","","","ControllerDefaultAddon","","","","","","","true","","","","","","","","","","","nani_tex.sctx","nani_tex.sctx","","","","","","","","","","","","",""
"WallyDefault","WallyDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","sprout_redux_tex.sctx","sprout_redux_tex.sctx","","","","","","","","","","","","",""
"BarrelBotFootball","BarrelBotFootball","","GOLDENBALL","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_MASCOT_DARRYL_SKIN","TID_MASCOT_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_fb_tex.sctx","darryl_fb_tex.sctx","","","","","400","","","","","","","AVAILABLE",""
"ShotgunGirlFootball","ShotgunGirlFootball","","PSG","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_PSG_SHELLY_SKIN","TID_PSG_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_fb_tex.sctx","shelly_fb_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"TntDudeFootball","TntDudeFootball","","GOLDENBALL","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_COACH_MIKE_SKIN","TID_COACH_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_coach_tex.sctx","dynamike_coach_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BallArena","BallArena","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicTanuki","MechanicTanuki","","GOLDENWEEK","","sc/emoji_1.sc","emoji_jessie_gw","","","","","","","","","MechanicTurretTanuki","","","","","","5000","true","","149","129","","EPIC","TID_TANUKI_JESSIE_SKIN","TID_TANUKI_JESSIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","jessie_tanuki_redux_tex.sctx","jessie_tanuki_redux_tex.sctx","","","","600","","","","","","","","AVAILABLE",""
"BowDudeHorus","BowDudeHorus","","SC_MAKE","","","","","","","","","","","","BowDudeTotemDefault","","","","","","5000","true","","149","129","","EPIC","TID_HORUS_BO_SKIN","TID_HORUS_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","GEDI-KOR","","bo_falcon_tex.sctx","bo_falcon_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BallArenaPSG","BallArenaPSG","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeDarkBunny","ArtilleryDudeDarkBunny","","BUNNY_BRIGADE","","","","","","","","","","","","ArtilleryTurretDarkBunny","ArtilleryDudeCoverDefault","","","","","1000","true","","29","","","SUPER_RARE","TID_BLACK_BUNNY_PENNY_SKIN","TID_BLACK_BUNNY_PENNY_SKIN_SHOP","MODEL,TEXTURE","","","penny_bunny_dark_redux_tex.sctx","penny_bunny_dark_redux_tex.sctx","","","","","","","","ArtilleryGalBunny","","","","NEVER",""
