"Name","Conf","Disabled","Campaigns","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"Sniperrose","Sniperrose","","BRAWLOWEEN","sc/emoji.sc","emoji_piper_brawloween","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_PIPER_CALAVERA_SKIN","TID_PIPER_CALAVERA_SKIN_SHOP","MODEL,TEXTURE,VFX","","","piper_rose_tex.sctx","piper_rose_tex.sctx","","","","","","","","",""
"SpawnerDudeDefault","SpawnerDudeDefault","","","","","","","","","","SpawnerDudeTurretDefault","SpawnerPetDefault","","","","","","","","","","","","","","mrp_tex.sctx","mrp_tex.sctx","","","","","","","","",""
"ShotgunGirlWitch","ShotgunGirlWitch","","BRAWLOWEEN","sc/emoji.sc","emoji_shelly_brawloween","","3","3","","","","","","","5000","","149","","","EPIC","TID_SHELLY_WITCH_SKIN","TID_SHELLY_WITCH_SKIN_SHOP","MODEL,VFX,ANIM,SFX","","","shelly_witch_tex.sctx","shelly_witch_tex.sctx","","","","","","","","",""
"MechanicKnightDark","MechanicKnightDark","","ONCEUPON","","","","","","","","TurretDragonDark","","","","1500","","39","","","EPIC","TID_JESSIE_DARK_KNIGHT_SKIN","TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","MODEL,TURRET,VFX,ANIM","","","jessie_knight_dark_tex.sctx","jessie_knight_dark_tex.sctx","","","","","","","MechanicKnight","",""
"TurretDragonDark","TurretDragonDark","","","","","","","","","","","","","","","","","","","","","","","","","jessie_knight_dark_turret_tex.sctx","jessie_knight_dark_turret_tex.sctx","","","","","","","","",""
"HammerDudeDJ","HammerDudeDJ","","MUSIC","","","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_FRANK_DJ_SKIN","TID_FRANK_DJ_SKIN_SHOP","MODEL,TEXTURE,VFX","","","frank_dj_tex.sctx","frank_dj_tex.sctx","","","","","","","","",""
"NinjaWolf","NinjaWolf","","BRAWLOWEEN","sc/emoji.sc","emoji_leon_brawloween","","3","3","","","","","","","5000","","149","","","EPIC","TID_LEON_WEREWOLF_SKIN","TID_LEON_WEREWOLF_SKIN_SHOP","MODEL,VFX,ANIM,SFX","","","leon_wolf_tex.sctx","leon_wolf_tex.sctx","","","","","","","","",""
"SpeedyDefault","SpeedyDefault","","","","","","","","","","","","","","","","","","","","","","","","","max_tex.sctx","max_tex.sctx","","","","","","","","",""
"LuchadorBrown","LuchadorBrown","","LINE","","","","","3","","","","","","","","","149","","","EPIC","TID_EL_PRIMO_BROWN_SKIN","TID_EL_PRIMO_BROWN_SKIN_SHOP","MODEL,VFX,ANIM","","","primo_brown_tex.sctx","primo_brown_tex.sctx","","","250","","","","","",""
"ef1bef78db93b8eaf0829e4478593a5c2af67dc9","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeTotal","TrickshotDudeTotal","","ANNIVERSARY2020","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_RICO_BETA_SKIN","TID_RICO_BETA_SKIN_SHOP","MODEL","","","rico_og_tex.sctx","rico_og_tex.sctx","","","","","","","","",""
"NinjaSally","NinjaSally","","LINE","","","","","3","","","","","","","","","79","","","SUPER_RARE","TID_LEON_SALLY_SKIN","TID_LEON_SALLY_SKIN_SHOP","MODEL,VFX","","","leon_sally_tex.sctx","leon_sally_tex.sctx","","","","","","","","",""
"WhirlwindLeonard","WhirlwindLeonard","","LINE","","","","","3","","","","","","","","","79","","","SUPER_RARE","TID_CARL_LEONARD_SKIN","TID_CARL_LEONARD_SKIN_SHOP","MODEL,VFX","","","carl_leonard_tex.sctx","carl_leonard_tex.sctx","","","","","","","","",""
"TntDudeSantaRope","TntDudeSantaRope","","","","","","","","","","","","","","","","","","","","","","","","","dynamike_santa_tex.sctx","dynamike_santa_tex.sctx","","","","","","","","",""
"WhirlwindPirate","WhirlwindPirate","","PIRATES","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_CARL_CAPTAIN_SKIN","TID_CARL_CAPTAIN_SKIN_SHOP","MODEL,VFX,ANIM","","","carl_pirate_tex.sctx","carl_pirate_tex.sctx","","","-250","-500","","","","",""
"GunslingerPirate","GunslingerPirate","","PIRATES","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_COLT_CORSAIR_SKIN","TID_COLT_CORSAIR_SKIN_SHOP","MODEL,VFX,ANIM","","","colt_pirate_tex.sctx","colt_pirate_tex.sctx","","","","","","","","",""
"CtfGift","CtfGift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyGT","SpeedyGT","","MISC","","","","","","","","","","","","1000","","29","","","RARE","TID_MAX_BLUE_SKIN","TID_MAX_BLUE_SKIN_SHOP","MODEL","","","max_gt_tex.sctx","max_gt_tex.sctx","","","","","","","","",""
"BeeSniperDefaultAddonBee","BeeSniperDefaultAddonBee","","","","","","","","","","","","","","","","","","","","","","","","","bea_tex.sctx","bea_tex.sctx","","","","","","","","",""
"BeeSniperLadyBug","BeeSniperLadyBug","","ANIMALS","","","","","","","","BeeSniperSlowPotDefault","","","","1000","","29","","","RARE","TID_BEA_LADYBUG_SKIN","TID_BEA_LADYBUG_SKIN_SHOP","MODEL","","","bea_ladybug_tex.sctx","bea_ladybug_tex.sctx","","","","","","","","",""
"PocoPirate","PocoPirate","","PIRATES","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_POCO_PIRATE_SKIN","TID_POCO_PIRATE_SKIN_SHOP","MODEL,VFX","","","poco_pirate_tex.sctx","poco_pirate_tex.sctx","","","","150","","","","",""
"BeeSniperLadyBugAddonBee","BeeSniperLadyBugAddonBee","","","","","","","","","","","","","","","","","","","","","","","","","bea_ladybug_tex.sctx","bea_ladybug_tex.sctx","","","","","","","","",""
"DrillerDefault","DrillerDefault","","","","","","","","","","","","","","","","","","","","","","","","","jacky_tex.sctx","jacky_tex.sctx","","","","","","","","",""
"ArcadeVirus","ArcadeVirus","","HACKER","","","","3","3","","","DamageBoosterVirus","","","","","","299","","","LEGENDARY","TID_8BIT_VIRUS_SKIN","TID_8BIT_VIRUS_SKIN_SHOP","MODEL,TEXTURE,VFX,ANIM,VOICE","","","8bit_virus_tex.sctx","8bit_virus_tex.sctx","","","","","","","","",""
"DamageBoosterVirus","DamageBoosterVirus","","","","","","","","","","","","","","","","","","","","","","","","","8bit_virus_tex.sctx","8bit_virus_tex.sctx","","","","","","","","",""
"BlackHoleStreetNinja","BlackHoleStreetNinja","","LNY","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_TARA_STREET_NINJA_SKIN","TID_TARA_STREET_NINJA_SKIN_SHOP","MODEL,TEXTURE,VFX,ANIM","","","tara_streetninja_tex.sctx","tara_streetninja_tex.sctx","","","","","","","","",""
"BaseballGamer","BaseballGamer","","GAMING","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_BIBI_GAMER_SKIN","TID_BIBI_GAMER_SKIN_SHOP","MODEL,TEXTURE,VFX,ANIM","","","bibi_gamer_tex.sctx","bibi_gamer_tex.sctx","","","","","","","","",""
"SniperValentines","SniperValentines","","BRAWLENTINES","sc/emoji.sc","emoji_piper_stvalentines","","","","","","","","","","5000","","149","129","","EPIC","TID_PIPER_CUPID_SKIN","TID_PIPER_CUPID_SKIN_SHOP","MODEL,TEXTURE,VFX","","","piper_valentines_tex.sctx","piper_valentines_tex.sctx","","","","","","","","",""
"ShamanKoala","ShamanKoala","","ANIMALS","","","","","","","","ShamanBearKoala","","","","2750","","79","69","","SUPER_RARE","TID_NITA_KOALA_SKIN","TID_NITA_KOALA_SKIN_SHOP","MODEL","","","nita_koala_tex.sctx","nita_koala_tex.sctx","","","","","","","","",""
"ShamanBearKoala","ShamanBearKoala","","","","","","","","","","","","","","","","","","","","","","","","","nita_koala_bear_tex.sctx","nita_koala_bear_tex.sctx","","","","","","","","",""
"SpawnerPetDefault","SpawnerPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","mrp_spawner_tex.sctx","mrp_spawner_tex.sctx","","","","","","","","",""
"SpawnerDudeTurretDefault","SpawnerDudeTurretDefault","","","","","","","","","","","","","","","","","","","","","","","","","mrp_spawner_tex.sctx","mrp_spawner_tex.sctx","","","","","","","","",""
"SpawnerDudeAgentP","SpawnerDudeAgentP","","CITY","","","","","","","","SpawnerDudeTurretAgentP","SpawnerPetAgentP","","","1000","","29","","","RARE","TID_MRP_AGENT_SKIN","TID_MRP_AGENT_SKIN_SHOP","MODEL,TURRET","","","mrp_agentp_tex.sctx","mrp_agentp_tex.sctx","","","","","","","","",""
"SpawnerPetAgentP","SpawnerPetAgentP","","","","","","","","","","","","","","","","","","","","","","","","","mrp_agentp_spawner_tex.sctx","mrp_agentp_spawner_tex.sctx","","","","","","","","",""
"SpawnerDudeTurretAgentP","SpawnerDudeTurretAgentP","","","","","","","","","","","","","","","","","","","","","","","","","mrp_agentp_spawner_tex.sctx","mrp_agentp_spawner_tex.sctx","","","","","","","","",""
"BlowerDefault","BlowerDefault","","","","","","","","","","","","","","","","","","","","","","","","","gale_tex.sctx","gale_tex.sctx","","","","","","","","",""
"ControllerDefault","ControllerDefault","","","","","","","","","","","","","","","","","","","","","","","","","nani_tex.sctx","nani_tex.sctx","","","","","","","","",""
"WallyDefault","WallyDefault","","","","","","","","","","","","","","","","","","","","","","","","","sprout_tex.sctx","sprout_tex.sctx","","","","","","","","",""
"BarrelBotFootball","BarrelBotFootball","","GOLDENBALL","","","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_MASCOT_DARRYL_SKIN","TID_MASCOT_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_fb_tex.sctx","darryl_fb_tex.sctx","","","","400","","","","",""
"ShotgunGirlFootball","ShotgunGirlFootball","","PSG","","","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_PSG_SHELLY_SKIN","TID_PSG_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_fb_tex.sctx","shelly_fb_tex.sctx","","","","","","","","",""
"TntDudeFootball","TntDudeFootball","","GOLDENBALL","","","","","","","","","","","","5000","","149","129","","EPIC","TID_COACH_MIKE_SKIN","TID_COACH_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_coach_tex.sctx","dynamike_coach_tex.sctx","","","","","","","","",""
"BallArena","BallArena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicTanuki","MechanicTanuki","","GOLDENWEEK","sc/emoji.sc","emoji_jessie_gw","","","","","","MechanicTurretTanuki","","","","5000","","149","129","","EPIC","TID_TANUKI_JESSIE_SKIN","TID_TANUKI_JESSIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","jessie_tanuki_redux_tex.sctx","jessie_tanuki_redux_tex.sctx","","","","","","","","",""
"BowDudeHorus","BowDudeHorus","","SC_MAKE","","","","","","","","BowDudeTotemDefault","","","","5000","","149","129","","EPIC","TID_HORUS_BO_SKIN","TID_HORUS_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","GEDI-KOR","","bo_falcon_tex.sctx","bo_falcon_tex.sctx","","","","","","","","",""
"","","","LANTERN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BallArenaPSG","BallArenaPSG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeDarkBunny","ArtilleryDudeDarkBunny","","BUNNY_BRIGADE","","","","","","","","ArtilleryTurretDarkBunny","ArtilleryDudeCoverDefault","","","1000","","29","","","SUPER_RARE","TID_BLACK_BUNNY_PENNY_SKIN","TID_BLACK_BUNNY_PENNY_SKIN_SHOP","MODEL,TEXTURE","","","penny_bunny_dark_redux_tex.sctx","penny_bunny_dark_redux_tex.sctx","","","","","","","ArtilleryGalBunny","",""
"ArtilleryTurretDarkBunny","ArtilleryTurretDarkBunny","","","","","","","","","","","","","","","","","","","","","","","","","penny_bunny_dark_redux_tex.sctx","penny_bunny_dark_redux_tex.sctx","","","","","","","","",""
"MummyCollege","MummyCollege","","UNIVERSITY","","","","","","","","","","","","1000","","29","","","RARE","TID_COLLEGE_EMZ_SKIN","TID_COLLEGE_EMZ_SKIN_SHOP","MODEL,TEXTURE","","","emz_college_redux_tex.sctx","emz_college_redux_tex.sctx","","","","","","","","",""
"BeeSniperSlowPotDefault","BeeSniperSlowPotDefault","","","","","","","","","","","","","","","","","","","","","","","","","bea_gadget_honeypot_tex.sctx","bea_gadget_honeypot_tex.sctx","","","","","","","","",""
"MechanicTurretTanuki","MechanicTurretTanuki","","","","","","","","","","","","","","","","","","","","","","","","","jessie_tanuki_turret_redux_tex.sctx","jessie_tanuki_turret_redux_tex.sctx","","","","","","","","",""
"BowDudeTotemDefault","BowDudeTotemDefault","","","","","","","","","","","","","","","","","","","","","","","","","bo_gadget_totem_tex.sctx","bo_gadget_totem_tex.sctx","","","","","","","","",""
"TrickshotDudeBazaar","TrickshotDudeBazaar","","LANTERN","","","","","","","","","","","","5000","","149","129","","EPIC","TID_GUARD_RICO_SKIN","TID_GUARD_RICO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","rico_dark.sctx","rico_dark.sctx","","","","","","","","",""
"HookDudeBazaar","HookDudeBazaar","","LANTERN","","","","","","","","","","","","5000","","149","129","","EPIC","TID_EVIL_GENE_SKIN","TID_EVIL_GENE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,SFX,VOICE","","","gene_dark_tex.sctx","gene_dark_tex.sctx","","","","","","","","",""
"UndertakerBazaar","UndertakerBazaar","","LANTERN","","","","","","","","","","","","5000","","149","129","","EPIC","TID_ROGUE_MORTIS_SKIN","TID_ROGUE_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","mortis_dark_tex.sctx","mortis_dark_tex.sctx","","","","","","","","",""
"MechanicRedDragon","MechanicRedDragon","","CHINA","","","","3","3","","","TurretRedDragon","","","","2750","","79","","","SUPER_RARE","TID_RED_DRAGON_JESSIE_SKIN","TID_RED_DRAGON_JESSIE_SKIN_SHOP","MODEL,TEXTURE,PET","","","jessie_red_dragon_redux_tex.sctx","jessie_red_dragon_redux_tex.sctx","","","","","","","","",""
"TurretRedDragon","TurretRedDragon","","","","","","","","","","","","","","","","","","","","","","","","","jessie_red_dragon_turret_redux_tex.sctx","jessie_red_dragon_turret_redux_tex.sctx","","","","","","","","",""
"DrillerConstructor","DrillerConstructor","","CITY","","","","","","","","","","","","1000","","29","","","RARE","TID_CONSTRUCTOR_JACKY_SKIN","TID_CONSTRUCTOR_JACKY_SKIN_SHOP","MODEL,TEXTURE","","","jacky_constructor_tex.sctx","jacky_constructor_tex.sctx","","","","","","","","",""
"WallyHawaii","WallyHawaii","","SUMMER","","","","","","","","","","","","1000","","29","","","RARE","TID_TROPICAL_SPROUT_SKIN","TID_TROPICAL_SPROUT_SKIN_SHOP","MODEL,TEXTURE","","","sprout_hawaii_tex.sctx","sprout_hawaii_tex.sctx","","","","","","","","",""
"BullDudeBarbking","BullDudeBarbking","","CLASHIP","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_BARBARIAN_KING_BULL_SKIN","TID_BARBARIAN_KING_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bull_barbking_tex.sctx","bull_barbking_tex.sctx","","","","","","","","",""
"MinigunDudeSummer","MinigunDudeSummer","","SUMMER","","","","","","","","HealingStationSummer","","","","2750","","79","69","","SUPER_RARE","TID_HOLIDAY_PAM_SKIN","TID_HOLIDAY_PAM_SKIN_SHOP","MODEL,TEXTURE,VFX,TURRET","","","","","","","","","","","","",""
"BlowerTrader","BlowerTrader","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_MERCHANT_GALE_SKIN","TID_MERCHANT_GALE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gale_trader_tex.sctx","gale_trader_tex.sctx","","","250","","","","","",""
"","","","LANTERN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerDefaultAddon","ControllerDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","","","nani_tex.sctx","nani_tex.sctx","","","","","","","","",""
"HealingStationSummer","HealingStationSummer","","","","","","","","","","","","","","","","","","","","","","","","","pam_summer_gun_tex.sctx","pam_summer_gun_tex.sctx","","","","","","","","",""
"LuchadorGold","LuchadorGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EL_PRIMO_SKIN","TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","primo_gold_tex.sctx","primo_gold_tex.sctx","","","","","","","","",""
"PowerLevelerDefault","PowerLevelerDefault","","","","","","","","","","","","","","","","","","","","","","","","","surge_tex.sctx","surge_tex.sctx","","","","","","","","",""
"MummyGold","MummyGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EMZ_SKIN","TID_TRUE_GOLD_EMZ_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","emz_gold_tex.sctx","emz_gold_tex.sctx","","","","","","","","",""
"MummySilver","MummySilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EMZ_SKIN","TID_TRUE_SILVER_EMZ_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","emz_silver_tex.sctx","emz_silver_tex.sctx","","","","","","","","",""
"LuchadorSilver","LuchadorSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EL_PRIMO_SKIN","TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","primo_silver_tex.sctx","primo_silver_tex.sctx","","","","","","","","",""
"BeeSniperMonster","BeeSniperMonster","","MAXFORCE","","","","","","","","BeeSniperSlowPotDefault","","","","5000","","149","129","","EPIC","TID_MEGA_BEETLE_BEA_SKIN","TID_MEGA_BEETLE_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","bea_bug_tex.sctx","bea_bug_tex.sctx","","","","","","","","",""
"DrillerMonster","DrillerMonster","","MAXFORCE","","","","","","","","","","","","5000","","149","129","","EPIC","TID_ULTRA_DRILLER_JACKY_SKIN","TID_ULTRA_DRILLER_JACKY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","jacky_driller_tex.sctx","jacky_driller_tex.sctx","","","","","","","","",""
"ClusterBombMonster","ClusterBombMonster","","MAXFORCE","","","","","","","","ClusterBombPetMonster","","","","2750","","79","69","","SUPER_RARE","TID_KING_CRAB_TICK_SKIN","TID_KING_CRAB_TICK_SKIN_SHOP","MODEL,TEXTURE,VFX","","","tick_crab_tex.sctx","tick_crab_tex.sctx","","","","","","","","",""
"BossKaijuDefault","BossKaijuDefault","","","","","","","","","","","","","","","","","","","","","","","","","kaiju_boss_tex.sctx","kaiju_boss_tex.sctx","","","","","","","","",""
"BeeSniperMonsterAddonBee","BeeSniperMonsterAddonBee","","","","","","","","","","","","","","","","","","","","","","","","","bea_bug_tex.sctx","bea_bug_tex.sctx","","","","","","","","",""
"SafeBank","SafeBank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerRetro","ControllerRetro","","GAMING","","","","","","","","","","","","1000","","29","","","RARE","TID_RETRO_NANI_SKIN","TID_RETRO_NANI_SKIN_SHOP","MODEL,TEXTURE","","","nani_retro_tex.sctx","nani_retro_tex.sctx","","","","","","","","",""
"ShotgunGirlGold","ShotgunGirlGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SHELLY_SKIN","TID_TRUE_GOLD_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","shelly_gold_tex.sctx","shelly_gold_tex.sctx","","","","","","","","",""
