"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundModel","EnvironmentModel","MaskedEnvironmentModel","CampaignGroundModel","Wall1Model","Wall1Submesh","Wall1AngleStep","Wall2Model","Wall2Submesh","Wall2AngleStep","CrateModel","CrateSubmesh","CrateAngleStep","BarrelModel","BarrelSubmesh","BarrelAngleStep","ThemedModel","ThemedSubmesh","ThemedAngleStep","Grass","ClutterModel","ClutterSubmesh","ClutterAngleStep","ClutterModel_CN","ClutterSubmesh_CN","ClutterAngleStep_CN","FragileModel","FragileSubmesh","FragileAngleStep","FragileModel_CN","FragileSubmesh_CN","FragileAngleStep_CN","WaterTileModel","FenceModel","RopeFenceModel","PayloadTrackModel","IndestructibleFenceModel","IndestructibleModel","IndestructibleSubmesh","Damageable1Model","Damageable1Submesh","Damageable1AngleStep","Damageable2Model","Damageable2Submesh","Damageable2AngleStep","Damageable3Model","Damageable3Submesh","Damageable3AngleStep","Damageable4Model","Damageable4Submesh","Damageable4AngleStep","IndestructibleDeco1Model","IndestructibleDeco1Submesh","IndestructibleDeco1AngleStep","IndestructibleDeco2Model","IndestructibleDeco2Submesh","IndestructibleDeco2AngleStep","IndestructibleDeco3Model","IndestructibleDeco3Submesh","IndestructibleDeco3AngleStep","IndestructibleDeco4Model","IndestructibleDeco4Submesh","IndestructibleDeco4AngleStep","GroundFillerModel","LaserBallSkinOverride","MineGemSpawnModelOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostModelOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
"IceIslandShowdown","true","iceisland_","sc/events.sc","event_frozen_banner","true","Snow_brawl","sc3d/bgr_ice_island_ground_geo.glb","sc3d/bgr_ice_island_geo.glb",,,"sc3d/ice_island_wall1_geo.glb","rock_a",30,"sc3d/ice_island_wall2_geo.glb","tree_a",1,"sc3d/ice_island_crate_geo.glb","crate_a",,"sc3d/ice_island_barrel_geo.glb","barrel_a",1,"sc3d/ice_island_themed_geo.glb","snowman_a",,"sc3d/ice_island_grass_geo.glb","sc3d/ice_island_clutter_geo.glb",,1,,,,"sc3d/ice_island_fragile_geo.glb","fragile",,,,,"sc3d/ice_island_water_geo.glb","sc3d/ice_island_fence_geo.glb","sc3d/ice_island_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/ice_island_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_a",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_a",90,"sc3d/ice_island_indestructible_deco3_1_geo.glb",,1,"sc3d/ice_island_indestructible_deco4_geo.glb",,,,,"sc3d/ice_island_gem_spawn_geo.glb",,,,,47,62,99,24,138,186,"iceisland_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red_5v5","brawl_ball_goal_blue_5v5","heist_safe",,60,60
,,,,,,,,,,,"sc3d/ice_island_wall1_geo.glb","rock_b",30,"sc3d/ice_island_wall2_geo.glb","tree_b",1,"sc3d/ice_island_crate_geo.glb","crate_b",,"sc3d/ice_island_barrel_geo.glb","barrel_b",1,"sc3d/ice_island_themed_geo.glb","snowman_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_b",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_b",90,"sc3d/ice_island_indestructible_deco3_2_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/ice_island_wall2_geo.glb","tree_c",1,"sc3d/ice_island_crate_geo.glb","crate_c",,"sc3d/ice_island_barrel_geo.glb","barrel_c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_c",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_c",90,"sc3d/ice_island_indestructible_deco3_3_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/ice_island_crate_geo.glb","crate_d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_d",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_d",90,"sc3d/ice_island_indestructible_deco3_4_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,
"StarrToonsStudio","true","starrtoons_","sc/events.sc","event_cartoon_banner",,"Brawly_Toonz_Ingame","sc3d/bgr_starr_toons_studio_ground_geo.glb","sc3d/bgr_starr_toons_studio_geo.glb",,,"sc3d/starr_toons_studio_wall1_geo.glb","rock_1",180,"sc3d/starr_toons_studio_wall2_geo.glb","rock_2",180,"sc3d/starr_toons_studio_crate_geo.glb","crate_1",90,"sc3d/starr_toons_studio_barrel_geo.glb","barrel_1",180,"sc3d/starr_toons_studio_themed_geo.glb","plant",,"sc3d/starr_toons_studio_grass_geo.glb","sc3d/starr_toons_studio_clutter_geo.glb","deco_1",1,,,1,"sc3d/starr_toons_studio_fragile_geo.glb","fragile",1,,,,"sc3d/starr_toons_studio_water_geo.glb","sc3d/starr_toons_studio_fence_geo.glb","sc3d/starr_toons_studio_rope_geo.glb",,"sc3d/starr_toons_studio_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/starr_toons_studio_gem_spawn_geo.glb",,,,,56,125,137,64,122,255,"starrtoons_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/starr_toons_studio_clutter_geo.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/starr_toons_studio_clutter_geo.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LoveSwamp","true","loveswamp_","sc/events.sc","event_swamp_banner",,"Loveswamp_Ingame","sc3d/bgr_love_swamp_ground_geo.glb","sc3d/bgr_love_swamp_geo.glb",,,"sc3d/love_swamp_wall1_geo.glb","wall_a",90,"sc3d/love_swamp_wall1_geo.glb","wall_a",90,"sc3d/love_swamp_crate_geo.glb","crate_1",0,"sc3d/love_swamp_barrel_geo.glb","barrel_1",1,"sc3d/love_swamp_themed_geo.glb",,10,"sc3d/love_swamp_grass_geo.glb","sc3d/love_swamp_clutter_geo.glb","clutter_1",1,,,1,"sc3d/love_swamp_fragile_geo.glb","skull_1",0,,,,"sc3d/love_swamp_water_geo.glb","sc3d/love_swamp_fence_geo.glb","sc3d/love_swamp_rope_geo.glb",,"sc3d/love_swamp_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/love_swamp_gem_spawn_geo.glb",,,,,65,40,98,69,27,80,"loveswamp_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_love_swamp_ground_skinned_geo.glb",,,,"sc3d/love_swamp_wall1_geo.glb","wall_b",90,"sc3d/love_swamp_wall1_geo.glb","wall_b",90,"sc3d/love_swamp_crate_geo.glb","crate_1b",0,"sc3d/love_swamp_barrel_geo.glb","barrel_1b",1,,,,,"sc3d/love_swamp_clutter_geo.glb","clutter_2",1,,,,"sc3d/love_swamp_fragile_geo.glb","skull_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"sc3d/bgr_siege_3v3_ground_lines_geo.glb",,,,,,,,,,"sc3d/love_swamp_crate_geo.glb","crate_1c",0,"sc3d/love_swamp_barrel_geo.glb","barrel_1c",1,,,,,"sc3d/love_swamp_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/love_swamp_crate_geo.glb","crate_1d",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/love_swamp_crate_geo.glb","crate_1e",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BazaarIslandShowdown",,"bazaar_","sc/events.sc","event_bazaar_banner","true","Brawzaar_ingame_muzak","sc3d/bgr_bazaar_island_showdown_ground_geo.glb",,,,"sc3d/bazaar_wall1_geo.glb","rock_bazaar",180,"sc3d/bazaar_wall1_geo.glb","rock_bazaar_c",180,"sc3d/bazaar_crate_geo.glb","cargo_block_2",90,"sc3d/bazaar_barrel_geo.glb","basket",1,"sc3d/bazaar_themed_geo.glb","vase_big",90,"sc3d/bazaar_grass_geo.glb","sc3d/bazaar_clutter_geo.glb",,1,,,,"sc3d/bazaar_fragile_geo.glb","vase_1",1,,,,"sc3d/bazaar_water_geo.glb","sc3d/bazaar_fence_geo.glb","sc3d/bazaar_rope_geo.glb",,"sc3d/bazaar_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bazaar_gem_spawn_geo.glb",,,,,186,92,85,148,187,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/bazaar_wall1_geo.glb","rock_bazaar_b",180,,,,"sc3d/bazaar_crate_geo.glb","cargo_block_2b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MadEvilManor","true","madevilmanor_","sc/events.sc","event_madevil_banner",,"Draco_Madevil_Ingame","sc3d/bgr_mad_evil_manor_ground_geo.glb","sc3d/bgr_mad_evil_manor_geo.glb",,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_a",90,"sc3d/mad_evil_manor_wall2_geo.glb","wall2_a",90,"sc3d/mad_evil_manor_crate_geo.glb","crate_1",,"sc3d/mad_evil_manor_barrel_geo.glb","barrel_1",1,"sc3d/mad_evil_manor_themed_geo.glb","themed",,"sc3d/mad_evil_manor_grass_geo.glb","sc3d/mad_evil_manor_clutter_geo.glb","clutter_1",1,,,1,"sc3d/mad_evil_manor_fragile_geo.glb","skull_1",,,,,"sc3d/mad_evil_manor_water_geo.glb","sc3d/mad_evil_manor_fence_geo.glb","sc3d/mad_evil_manor_rope_geo.glb",,"sc3d/mad_evil_manor_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_gem_spawn_geo.glb",,,,,35,51,76,101,27,37,"madevilmanor_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_siege_3v3_ground_lines_geo.glb",,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_b",90,"sc3d/mad_evil_manor_wall2_geo.glb","wall2_b",90,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_2",1,,,,"sc3d/mad_evil_manor_fragile_geo.glb","skull_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_c",90,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MadEvilIslandShowdown","true","madevilmanor_","sc/events.sc","event_madevil_banner","true","Draco_Madevil_Ingame","sc3d/bgr_mad_evil_manor_island_showdown_ground_geo.glb",,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_a",90,"sc3d/mad_evil_manor_wall2_geo.glb","wall2_a",90,"sc3d/mad_evil_manor_crate_geo.glb","crate_1",,"sc3d/mad_evil_manor_barrel_geo.glb","barrel_1",1,"sc3d/mad_evil_manor_themed_sd_geo.glb","themed_sd",,"sc3d/mad_evil_manor_grass_geo.glb","sc3d/mad_evil_manor_clutter_geo.glb","clutter_1",1,,,1,"sc3d/mad_evil_manor_fragile_geo.glb","skull_1",,,,,"sc3d/mad_evil_manor_water_island_geo.glb","sc3d/mad_evil_manor_fence_geo.glb","sc3d/mad_evil_manor_rope_geo.glb",,"sc3d/mad_evil_manor_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_gem_spawn_geo.glb",,,,,35,51,76,101,27,37,"madevilmanor_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,60,60
,,,,,,,,,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_b",90,"sc3d/mad_evil_manor_wall2_geo.glb","wall2_b",90,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_2",1,,,,"sc3d/mad_evil_manor_fragile_geo.glb","skull_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_c",90,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Godzilla","true","godzilla_","sc/events.sc","event_scity_banner",,"Godzilla_Ingame","sc3d/bgr_godzilla_ground.glb","sc3d/bgr_godzilla.glb",,,"sc3d/godzilla_wall1.glb","wall1",90,"sc3d/godzilla_wall2.glb","wall2",90,"sc3d/godzilla_crate.glb","crate",90,"sc3d/godzilla_barrel.glb","barrel",1,"sc3d/godzilla_themed.glb","themed",1,"sc3d/godzilla_grass.glb","sc3d/godzilla_clutter.glb","bricks",1,,,1,"sc3d/godzilla_fragile.glb","fragile",1,,,,"sc3d/godzilla_water.glb","sc3d/godzilla_fence.glb","sc3d/godzilla_rope.glb",,"sc3d/godzilla_fence.glb","sc3d/default_indestructible_geo.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/godzilla_gem_spawn.glb",,,,,70,70,80,64,122,255,"godzilla_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/godzilla_clutter.glb","pipes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GodzillaIslandShowdown","true","godzilla_","sc/events.sc","event_scity_banner","true","Godzilla_Ingame","sc3d/bgr_godzilla_island_showdown_ground.glb","sc3d/bgr_godzilla_island_showdown.glb",,,"sc3d/godzilla_wall1.glb","wall1",90,"sc3d/godzilla_wall2.glb","wall2",90,"sc3d/godzilla_crate.glb","crate",90,"sc3d/godzilla_barrel.glb","barrel",1,"sc3d/godzilla_themed.glb","themed",1,"sc3d/godzilla_grass.glb","sc3d/godzilla_clutter.glb","bricks",1,,,1,"sc3d/godzilla_fragile.glb","fragile",1,,,,"sc3d/godzilla_water.glb","sc3d/godzilla_fence.glb","sc3d/godzilla_rope.glb",,"sc3d/godzilla_indestructible_fence.glb","sc3d/default_indestructible_geo.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/godzilla_gem_spawn.glb",,,,,70,70,80,31,151,223,"godzilla_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,60,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/godzilla_clutter.glb","pipes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MadEvilManorShowdown","true","madevilmanor_","sc/events.sc","event_madevil_banner",,"Draco_Madevil_Ingame","sc3d/bgr_mad_evil_manor_showdown_ground_geo.glb","sc3d/bgr_mad_evil_manor_showdown_geo.glb",,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_a",90,"sc3d/mad_evil_manor_wall2_geo.glb","wall2_a",90,"sc3d/mad_evil_manor_crate_geo.glb","crate_1",,"sc3d/mad_evil_manor_barrel_geo.glb","barrel_1",1,"sc3d/mad_evil_manor_themed_sd_geo.glb","themed_sd",,"sc3d/mad_evil_manor_grass_geo.glb","sc3d/mad_evil_manor_clutter_geo.glb","clutter_1",1,,,1,"sc3d/mad_evil_manor_fragile_geo.glb","skull_1",,,,,"sc3d/mad_evil_manor_water_island_geo.glb","sc3d/mad_evil_manor_fence_geo.glb","sc3d/mad_evil_manor_rope_geo.glb",,"sc3d/mad_evil_manor_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_gem_spawn_geo.glb",,,,,35,51,76,101,27,37,"loveswamp_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_b",90,"sc3d/mad_evil_manor_wall2_geo.glb","wall2_b",90,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_2",1,,,,"sc3d/mad_evil_manor_fragile_geo.glb","skull_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/mad_evil_manor_wall1_geo.glb","wall_c",90,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mad_evil_manor_clutter_geo.glb","clutter_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spongebob","true","spongebob_","sc/events.sc","event_spongebob_banner",,"Spongebrawl_Ingame","sc3d/bgr_spongebob_ground_geo.glb","sc3d/bgr_spongebob_geo.glb",,,"sc3d/spongebob_wall1_geo.glb","wall1",90,"sc3d/spongebob_wall2_geo.glb","wall2",,"sc3d/spongebob_crate_geo.glb","crate_1",,"sc3d/spongebob_barrel_geo.glb","barrel_1",1,"sc3d/spongebob_themed_geo.glb","seaweed",1,"sc3d/spongebob_grass_geo.glb","sc3d/spongebob_clutter_geo.glb","shell1",1,,,1,"sc3d/spongebob_fragile_geo.glb","fragile_1",,,,1,"sc3d/spongebob_water_geo.glb","sc3d/spongebob_fence_geo.glb","sc3d/spongebob_rope_geo.glb",,"sc3d/spongebob_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_gem_spawn_geo.glb",,,,,175,202,172,64,122,255,"spongebob_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_spongebob_red","brawl_ball_goal_spongebob_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/spongebob_wall1_geo.glb","wall1_a",90,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1a",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpongebobBB","true","spongebob_","sc/events.sc","event_spongebob_banner",,"Spongebrawl_Ingame","sc3d/bgr_spongebob_ground_geo.glb","sc3d/bgr_spongebob_geo.glb",,,"sc3d/spongebob_wall1_geo.glb","wall1",90,"sc3d/spongebob_wall2_geo.glb","wall2",,"sc3d/spongebob_crate_geo.glb","crate_1",,"sc3d/spongebob_barrel_geo.glb","barrel_1",1,"sc3d/spongebob_themed_geo.glb","seaweed",1,"sc3d/spongebob_grass_geo.glb","sc3d/spongebob_clutter_geo.glb","shell1",1,,,1,"sc3d/spongebob_fragile_geo.glb","fragile_1",,,,1,"sc3d/spongebob_water_geo.glb","sc3d/spongebob_fence_geo.glb","sc3d/spongebob_rope_geo.glb",,"sc3d/spongebob_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_gem_spawn_geo.glb",,,,,175,202,172,64,122,255,"spongebob_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_spongebob_red","brawl_ball_goal_spongebob_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_spongebob_ground_bb_geo.glb","sc3d/bgr_spongebob_decos_bb_geo.glb",,,"sc3d/spongebob_wall1_geo.glb","wall1_a",90,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1a",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpongebobShowdown","true","spongebob_","sc/events.sc","event_spongebob_banner",,"Spongebrawl_Ingame","sc3d/bgr_spongebob_showdown_ground_geo.glb","sc3d/bgr_spongebob_showdown_geo.glb",,,"sc3d/spongebob_wall1_geo.glb","wall1",90,"sc3d/spongebob_wall2_geo.glb","wall2",,"sc3d/spongebob_crate_geo.glb","crate_1",,"sc3d/spongebob_barrel_geo.glb","barrel_1",1,"sc3d/spongebob_themed_geo.glb","seaweed",1,"sc3d/spongebob_grass_geo.glb","sc3d/spongebob_clutter_geo.glb","shell1",1,,,1,"sc3d/spongebob_fragile_geo.glb","fragile_1",,,,1,"sc3d/spongebob_water_geo.glb","sc3d/spongebob_fence_geo.glb","sc3d/spongebob_rope_geo.glb",,"sc3d/spongebob_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_gem_spawn_geo.glb",,,,,175,202,172,64,122,255,"spongebob_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_spongebob_red","brawl_ball_goal_spongebob_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/spongebob_wall1_geo.glb","wall1_a",90,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1a",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpongebobIslandShowdown","true","spongebob_","sc/events.sc","event_spongebob_banner",,"Spongebrawl_Ingame","sc3d/bgr_spongebob_island_showdown_ground_geo.glb","sc3d/bgr_spongebob_island_showdown_geo.glb",,,"sc3d/spongebob_wall1_geo.glb","wall1",90,"sc3d/spongebob_wall2_geo.glb","wall2",,"sc3d/spongebob_crate_geo.glb","crate_1",,"sc3d/spongebob_barrel_geo.glb","barrel_1",1,"sc3d/spongebob_themed_geo.glb","seaweed",1,"sc3d/spongebob_grass_geo.glb","sc3d/spongebob_clutter_geo.glb","shell1",1,,,1,"sc3d/spongebob_fragile_geo.glb","fragile_1",,,,1,"sc3d/spongebob_water_geo.glb","sc3d/spongebob_fence_geo.glb","sc3d/spongebob_rope_geo.glb",,"sc3d/spongebob_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_gem_spawn_geo.glb",,,,,175,202,172,64,122,255,"spongebob_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_spongebob_red","brawl_ball_goal_spongebob_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/spongebob_wall1_geo.glb","wall1_a",90,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1a",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
