"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","RecommendedBrawler0","RecommendedBrawler1","RecommendedBrawler2","RecommendedBrawler3","RecommendedBrawler4","RecommendedBrawler5","RecommendedBrawler6","RecommendedBrawler7","RecommendedBrawler8","RecommendedBrawler9"
"2v2Gemgrab4","true","TID_GEMGRAB_2V2_4","Default",,,,"GemGrab2v2","GemGrab2v2_4","Mordeus",,,,,,,,,,,
"2v2Gemgrab5","true","TID_GEMGRAB_2V2_5","Default",,,,"GemGrab2v2","GemGrab2v2_5","Mordeus",,,,,,,,,,,
"2v2Ball3","true","TID_BRAWLBALL_2V2_3","GrassfieldBeachBall",,,,"BrawlBall2v2","Laserball2v2_3","Mordeus",,,,,,,,,,,
"2v2Ball4","true","TID_BRAWLBALL_2V2_4","Grassfield",,,,"BrawlBall2v2","Laserball2v2_4","Mordeus",,,,,,,,,,,
"2v2PayloadSingle1","true","TID_PAYLOADSINGLE_2","Mine",,,,"PayloadSingle2v2","PayloadSingle2v2_1","Mordeus",,,,,,,,,,,
"2v2PayloadSingle2","true","TID_PAYLOADSINGLE_3","Mine",,,,"PayloadSingle2v2","PayloadSingle2v2_2","Mordeus",,,,,,,,,,,
"PayloadSingle2","true","TID_PAYLOADSINGLE_4","Mine",,,,"PayloadSingle","PayloadSingle_2","Mordeus",,,,,,,,,,,
"PayloadSingle3","true","TID_PAYLOADSINGLE_5","Mine",,,,"PayloadSingle","PayloadSingle_3","Mordeus",,,,,,,,,,,
"PayloadSingle4","true","TID_PAYLOADSINGLE_6","Mine",,,,"PayloadSingle","PayloadSingle_4","Mordeus",,,,,,,,,,,
"KingOfHill591","true","TID_HOTZONE_591","Default",,,,"KingOfHill","KingOfHill_591",,,,,,,,,,,,
"KingOfHill592","true","TID_HOTZONE_592","Default",,,,"KingOfHill","KingOfHill_592",,,,,,,,,,,,
"Gemgrab591","true","TID_GEMGRAB_591","Default",,,,"GemGrab","Gemgrab_591",,,,,,,,,,,,
"Gemgrab592","true","TID_GEMGRAB_592","Mine",,,,"GemGrab","Gemgrab_592",,,,,,,,,,,,
"Knockout591",,"TID_KNOCKOUT_591","KatanaKingdom",,,,"Knockout","Knockout_591",,,,,,,,,,,,
"Knockout592","true","TID_KNOCKOUT_592","Default",,,,"Knockout","Knockout_592",,,,,,,,,,,,
"Ball591","true","TID_BALL_591","StuntShowBB",,,,"BrawlBall","Laserball_591",,,,,,,,,,,,
"Ball592","true","TID_BALL_592","BBArena",,,,"BrawlBall","Laserball_592",,,,,,,,,,,,
"Heist591","true","TID_BANKHEIST_591","Default",,,,"Heist","Bankheist_591",,,,,,,,,,,,
"Heist592","true","TID_BANKHEIST_592","Default",,,,"Heist","Bankheist_592",,,,,,,,,,,,
"2v2Knockout3","true","TID_KNOCKOUT_2V2_3","Mine",,,,"Knockout2v2","Knockout2v2_3","Mordeus",,,,,,,,,,,
"2v2Knockout4","true","TID_KNOCKOUT_2V2_4","Default",,,,"Knockout2v2","Knockout2v2_4","Mordeus",,,,,,,,,,,
"2v2Ball5","true","TID_BRAWLBALL_2V2_5","GrassfieldBeachBall",,,,"BrawlBall2v2","Laserball2v2_5","Mordeus",,,,,,,,,,,
"2v2Ball6","true","TID_BRAWLBALL_2V2_6","Grassfield",,,,"BrawlBall2v2","Laserball2v2_6","Mordeus",,,,,,,,,,,
"2v2KingOfHill3","true","TID_KING_OF_HILL_2V2_3","Default",,,,"KingOfHill2v2","KingOfHill2v2_3","Mordeus",,,,,,,,,,,
"2v2KingOfHill4","true","TID_KING_OF_HILL_2V2_4","Default",,,,"KingOfHill2v2","KingOfHill2v2_4","Mordeus",,,,,,,,,,,
"2v2BasketBrawl3","true","TID_BASKET_2V2_3","Rooftop",,,,"BasketBrawl2v2","BasketBrawl2v2_3","Mordeus",,,,,,,,,,,
"2v2BasketBrawl4","true","TID_BASKET_2V2_4","Rooftop",,,,"BasketBrawl2v2","BasketBrawl2v2_4","Mordeus",,,,,,,,,,,
"Knockout593","true","TID_KNOCKOUT_593","Default",,,,"Knockout","Knockout_593",,,,,,,,,,,,
"Knockout594","true","TID_KNOCKOUT_594","Default",,,,"Knockout","Knockout_594",,,,,,,,,,,,
"Knockout595","true","TID_KNOCKOUT_595","Default",,,,"Knockout","Knockout_595",,,,,,,,,,,,
"Knockout596","true","TID_KNOCKOUT_596","Default",,,,"Knockout","Knockout_596",,,,,,,,,,,,
"Heist593","true","TID_BANKHEIST_593","Default",,,,"Heist","Bankheist_593",,,,,,,,,,,,
"2v2PayloadSingle3","true","TID_PAYLOADSINGLE_8","Mine",,,,"PayloadSingle2v2","PayloadSingle2v2_3","Mordeus",,,,,,,,,,,
"2v2AirHockey1","true","TID_AIR_HOCKEY_2V2_1","AirHockey",,,,"AirHockey2v2","AirHockey2v2_1","Mordeus",,,,,,,,,,,
"2v2Gemgrab6","true","TID_GEMGRAB_2V2_6","Default",,,,"GemGrab2v2","GemGrab2v2_6","Mordeus",,,,,,,,,,,
"2v2AirHockey2","true","TID_AIR_HOCKEY_2V2_2","AirHockey",,,,"AirHockey2v2","AirHockey2v2_2","Mordeus",,,,,,,,,,,
"2v2AirHockey3","true","TID_AIR_HOCKEY_2V2_3","AirHockey",,,,"AirHockey2v2","AirHockey2v2_3","Mordeus",,,,,,,,,,,
"PayloadSingle5","true","TID_PAYLOADSINGLE_7","Mine",,,,"PayloadSingle","PayloadSingle_5","Mordeus",,,,,,,,,,,
"PayloadSingle6","true","TID_PAYLOADSINGLE_8","Mine",,,,"PayloadSingle","PayloadSingle_6","Mordeus",,,,,,,,,,,
"2v2AirHockey4","true","TID_AIR_HOCKEY_2V2_4","AirHockey",,,,"AirHockey2v2","AirHockey2v2_4","Mordeus",,,,,,,,,,,
"UNO1",,"TID_UNO_1","Hub",,,,"UNO","UNO_1",,,,,,,,,,,,
"Ball5v701","true","TID_BRAWLBALL_5V5_701","TropicalIslandShowdownBB",,,,"BrawlBall5v5","BrawlBall_5v5_701","Mordeus",,,,,,,,,,,
"TreasureHunt1",,"TID_TREASUREHUNT_1","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_1","Mordeus","true",,,,,,,,,,
"UNO2",,"TID_UNO_2","Hub",,,,"UNO","UNO_2",,,,,,,,,,,,
"UNO3",,"TID_UNO_3","Hub",,,,"UNO","UNO_3",,,,,,,,,,,,
"TreasureHunt2",,"TID_TREASUREHUNT_2","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_2","Mordeus","true",,,,,,,,,,
"TreasureHunt3",,"TID_TREASUREHUNT_3","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_3","Mordeus","true",,,,,,,,,,
"TreasureHunt4",,"TID_TREASUREHUNT_4","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_4","Mordeus","true",,,,,,,,,,
"TreasureHunt5",,"TID_TREASUREHUNT_5","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_5","Mordeus","true",,,,,,,,,,
"TreasureHunt6",,"TID_TREASUREHUNT_6","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_6","Mordeus","true",,,,,,,,,,
"Ball5v702",,"TID_BRAWLBALL_5V5_702","TropicalIslandShowdownBB",,,,"BrawlBall5v5","BrawlBall_5v5_702","Mordeus",,,,,,,,,,,
"Deathmatch5v701",,"TID_DEATHMATCH_701","TropicalIslandShowdown",,,,"Deathmatch5v5","Wipeout_5v5_701","Mordeus",,,,,,,,,,,
"Deathmatch5v703","true","TID_DEATHMATCH_703","TropicalIslandShowdown",,,,"Deathmatch5v5","Wipeout_5v5_703","Mordeus",,,,,,,,,,,
"Knockout5vd701","true","TID_DEATHMATCH_701","TropicalIslandShowdown",,,,"Knockout5v5","Wipeout_5v5_701","Mordeus",,,,,,,,,,,
"Knockout5vd703",,"TID_DEATHMATCH_703","TropicalIslandShowdown",,,,"Knockout5v5","Wipeout_5v5_703","Mordeus",,,,,,,,,,,
"TreasureHunt7",,"TID_TREASUREHUNT_7","KatanaKingdom",,,,"TreasureHunt","TreasureHunt_7","Mordeus","true",,,,,,,,,,
"AirHockey5v1",,"TID_AIRHOCKEY_5V5_1","HockeyIslandShowdownBB",,,,"AirHockey5v5","AirHockey_5v5_701","Mordeus",,,,,,,,,,,
"KingOfHill601","true","TID_HOTZONE_601","Default",,,,"KingOfHill","KingOfHill_601","BreadyBoi",,,,,,,,,,,
"KingOfHill602",,"TID_HOTZONE_602","Mine",,,,"KingOfHill","KingOfHill_602","photonwinz",,,,,,,,,,,
"Ball601",,"TID_BALL_601","StuntShowBB",,,,"BrawlBall","Laserball_601","epicjy07",,,,,,,,,,,
"Ball602",,"TID_BALL_602","Grassfield",,,,"BrawlBall","Laserball_602","iamnumberfour",,,,,,,,,,,
"Knockout601","TRUE","TID_KNOCKOUT_601","Default",,,,"Knockout","Knockout_601","applesaucing",,,,,,,,,,,
"Gemgrab601",,"TID_GEMGRAB_601","KatanaKingdom",,,,"GemGrab","Gemgrab_601","xCLDx",,,,,,,,,,,
"Gemgrab602",,"TID_GEMGRAB_602","Default",,,,"GemGrab","Gemgrab_602","she_fairy",,,,,,,,,,,
"Heist601",,"TID_BANKHEIST_601","Default",,,,"Heist","Bankheist_601","pablorpiccasso",,,,,,,,,,,
"TagTeam601","TRUE","TID_TAGTEAM_601","KatanaKingdom",,,,"TagTeam","TagTeam_601","gradient33",,,,,,,,,,,
"Wanted601",,"TID_WANTED_601","Mine",,,,"Bounty","Wanted_601","gradient33",,,,,,,,,,,
"Deathmatch601","true","TID_DEATHMATCH_601","Default",,,,"Deathmatch","Deathmatch_601","joop",,,,,,,,,,,
"SurvivalTrio3","true","TID_BATTLE_ROYALE_3","DefaultShowdown",,,,"TrioShowdown","Survival_3",,,,,,,,,,,,
"SurvivalTrio6","true","TID_BATTLE_ROYALE_6","DefaultShowdown",,,,"TrioShowdown","Survival_6",,,,,,,,,,,,
"SurvivalTrio5","true","TID_BATTLE_ROYALE_5","DefaultShowdown",,,,"TrioShowdown","Survival_5","Mordeus",,,,,,,,,,,
"SurvivalTrio19","true","TID_BATTLE_ROYALE_28","DefaultShowdown",,,,"TrioShowdown","Survival_19","Mordeus",,,,,,,,,,,
"SurvivalTrio8","true","TID_BATTLE_ROYALE_8","IslandShowdown",,,,"TrioShowdown","Survival_8","Rushalisk",,,,,,,,,,,
"SurvivalTrio7","true","TID_BATTLE_ROYALE_7","DefaultShowdown",,,,"TrioShowdown","Survival_7",,,,,,,,,,,,
"SurvivalTrio30","true","TID_BATTLE_ROYALE_34","ArcadeShowdown",,,,"TrioShowdown","Survival_30","Cloudy",,,,,,,,,,,
"Survival604",,"TID_BATTLE_ROYALE_1","ArcadeShowdown",,,,"Showdown","Survival_604",,"true",,,,,,,,,,
"SurvivalTeam604",,"TID_BATTLE_ROYALE_1","ArcadeShowdown",,,,"DuoShowdown","Survival_604",,"true",,,,,,,,,,
"SurvivalTrio604",,"TID_BATTLE_ROYALE_1","ArcadeShowdown",,,,"TrioShowdown","Survival_604",,,,,,,,,,,,
"Survival605",,"TID_BATTLE_ROYALE_3","DefaultShowdown",,,,"Showdown","Survival_605",,,,,,,,,,,,
"SurvivalTeam605",,"TID_BATTLE_ROYALE_3","DefaultShowdown",,,,"DuoShowdown","Survival_605",,,,,,,,,,,,
"SurvivalTrio605",,"TID_BATTLE_ROYALE_3","DefaultShowdown",,,,"TrioShowdown","Survival_605",,,,,,,,,,,,
"Survival606",,"TID_BATTLE_ROYALE_4","DefaultShowdown",,,,"Showdown","Survival_606",,"true",,,,,,,,,,
"SurvivalTeam606",,"TID_BATTLE_ROYALE_4","DefaultShowdown",,,,"DuoShowdown","Survival_606",,"true",,,,,,,,,,
"SurvivalTrio606",,"TID_BATTLE_ROYALE_4","DefaultShowdown",,,,"TrioShowdown","Survival_606",,,,,,,,,,,,
"Survival607",,"TID_BATTLE_ROYALE_6","ArcadeShowdown",,,,"Showdown","Survival_607",,"true",,,,,,,,,,
"SurvivalTeam607",,"TID_BATTLE_ROYALE_6","ArcadeShowdown",,,,"DuoShowdown","Survival_607",,"true",,,,,,,,,,
"SurvivalTrio607",,"TID_BATTLE_ROYALE_6","ArcadeShowdown",,,,"TrioShowdown","Survival_607",,,,,,,,,,,,
"Survival608",,"TID_BATTLE_ROYALE_5","DefaultShowdown",,,,"Showdown","Survival_608","Mordeus",,,,,,,,,,,
"SurvivalTeam608",,"TID_BATTLE_ROYALE_5","DefaultShowdown",,,,"DuoShowdown","Survival_608","Mordeus","true",,,,,,,,,,
"SurvivalTrio608",,"TID_BATTLE_ROYALE_5","DefaultShowdown",,,,"TrioShowdown","Survival_608","Mordeus",,,,,,,,,,,
"Survival609",,"TID_BATTLE_ROYALE_28","SubwaySurfersShowdown",,,,"Showdown","Survival_609","Mordeus",,,,,,,,,,,
"SurvivalTeam609",,"TID_BATTLE_ROYALE_28","SubwaySurfersShowdown",,,,"DuoShowdown","Survival_609","Mordeus",,,,,,,,,,,
"SurvivalTrio609",,"TID_BATTLE_ROYALE_28","SubwaySurfersShowdown",,,,"TrioShowdown","Survival_609",,,,,,,,,,,,
"Survival610","true","TID_BATTLE_ROYALE_8","DefaultShowdown",,,,"Showdown","Survival_610","Rushalisk",,,,,,,,,,,
"SurvivalTeam610","true","TID_BATTLE_ROYALE_8","DefaultShowdown",,,,"DuoShowdown","Survival_610","Rushalisk",,,,,,,,,,,
"SurvivalTrio610","true","TID_BATTLE_ROYALE_8","DefaultShowdown",,,,"TrioShowdown","Survival_610","Rushalisk",,,,,,,,,,,
"Survival611",,"TID_BATTLE_ROYALE_7","DefaultShowdown",,,,"Showdown","Survival_611",,"true",,,,,,,,,,
"SurvivalTeam611",,"TID_BATTLE_ROYALE_7","DefaultShowdown",,,,"DuoShowdown","Survival_611",,"true",,,,,,,,,,
"SurvivalTrio611",,"TID_BATTLE_ROYALE_7","DefaultShowdown",,,,"TrioShowdown","Survival_611",,,,,,,,,,,,
"Survival612",,"TID_BATTLE_ROYALE_34","SubwaySurfersShowdown",,,,"Showdown","Survival_612","Cloudy",,,,,,,,,,,
"SurvivalTeam612",,"TID_BATTLE_ROYALE_34","SubwaySurfersShowdown",,,,"DuoShowdown","Survival_612","Cloudy",,,,,,,,,,,
"SurvivalTrio612",,"TID_BATTLE_ROYALE_34","SubwaySurfersShowdown",,,,"TrioShowdown","Survival_612","Cloudy",,,,,,,,,,,
"Ball5v703",,"TID_BRAWLBALL_5V5_703","TropicalIslandShowdownBB",,,,"BrawlBall5v5","BrawlBall_5v5_703","Mordeus",,,,,,,,,,,
"Deathmatch5v704","true","TID_DEATHMATCH_704","TropicalIslandShowdown",,,,"Deathmatch5v5","Wipeout_5v5_704","Mordeus",,,,,,,,,,,
"Deathmatch5v705",,"TID_DEATHMATCH_705","BazaarIslandShowdown",,,,"Deathmatch5v5","Wipeout_5v5_705","Mordeus",,,,,,,,,,,
"Deathmatch5v706","true","TID_DEATHMATCH_706","DefaultShowdown",,,,"Deathmatch5v5","Wipeout_5v5_706","Mordeus",,,,,,,,,,,
"Knockout5vd704",,"TID_DEATHMATCH_704","BazaarIslandShowdown",,,,"Knockout5v5","Wipeout_5v5_704","Mordeus",,,,,,,,,,,
"Knockout5vd705","true","TID_DEATHMATCH_705","IslandShowdown",,,,"Knockout5v5","Wipeout_5v5_705","Mordeus",,,,,,,,,,,
"Knockout5vd706","true","TID_DEATHMATCH_706","IslandShowdown",,,,"Knockout5v5","Wipeout_5v5_706","Mordeus",,,,,,,,,,,
"Gemgrab5v701","true","TID_GEMGRAB_5V5_701","TropicalIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_701","Mordeus",,,,,,,,,,,
"Gemgrab5v702",,"TID_GEMGRAB_5V5_702","TropicalIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_702","Mordeus",,,,,,,,,,,
"Gemgrab5v703",,"TID_GEMGRAB_5V5_703","TropicalIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_703","Mordeus",,,,,,,,,,,
"Survival613","true","TID_SHOWDOWN_613","KatanaKingdomShowdown",,,,"Showdown","Survival_613","joop",,,,,,,,,,,
"SurvivalTeam613","true","TID_SHOWDOWN_613","KatanaKingdomShowdown",,,,"DuoShowdown","Survival_613","joop",,,,,,,,,,,
"SurvivalTrio613","true","TID_SHOWDOWN_613","KatanaKingdomShowdown",,,,"TrioShowdown","Survival_613","joop",,,,,,,,,,,
"Survival601",,"TID_SHOWDOWN_601","ArcadeShowdown",,,,"Showdown","Survival_601","Wizcrasher",,,,,,,,,,,
"SurvivalTeam601",,"TID_SHOWDOWN_601","ArcadeShowdown",,,,"DuoShowdown","Survival_601","Wizcrasher",,,,,,,,,,,
"SurvivalTrio601",,"TID_SHOWDOWN_601","ArcadeShowdown",,,,"TrioShowdown","Survival_601","Wizcrasher",,,,,,,,,,,
"Survival602",,"TID_SHOWDOWN_602","SubwaySurfersShowdown",,,,"Showdown","Survival_602","Declan",,,,,,,,,,,
"SurvivalTeam602",,"TID_SHOWDOWN_602","SubwaySurfersShowdown",,,,"DuoShowdown","Survival_602","Declan",,,,,,,,,,,
"SurvivalTrio602",,"TID_SHOWDOWN_602","SubwaySurfersShowdown",,,,"TrioShowdown","Survival_602","Declan",,,,,,,,,,,
"Survival603",,"TID_SHOWDOWN_603","DefaultShowdown",,,,"Showdown","Survival_603","Pumpkinlucy",,,,,,,,,,,
"SurvivalTeam603",,"TID_SHOWDOWN_603","DefaultShowdown",,,,"DuoShowdown","Survival_603","Pumpkinlucy",,,,,,,,,,,
"SurvivalTrio603",,"TID_SHOWDOWN_603","DefaultShowdown",,,,"TrioShowdown","Survival_603","Pumpkinlucy",,,,,,,,,,,
"M003_DONTUSE","true","TID_M_2","DefaultShowdown",,,,"Arena","M_3",,,,,,,,,,,,
"M004_DONTUSE","true","TID_M_4","DefaultShowdown",,,,"Arena","M_4",,,,,,,,,,,,
"KingHunt1","true","TID_KINGHUNT_1","Default",,,,"KingHunt","KingHunt_1","Mordeus",,,,,,,,,,,
"M005",,"TID_M_5","TropicalIslandShowdown",,,,"Arena","M_5",,,,,,,,,,,,
"M006",,"TID_M_6","TropicalIslandShowdown",,,,"Arena","M_6",,,,,,,,,,,,
"KingHuntShowdown1","true","TID_KINGHUNT_SHOWDOWN_1","BazaarIslandShowdown",,,,"KingHuntShowdown","KingHuntShowdown_1",,,,,,,,,,,,
"KingHunt2","true","TID_KINGHUNT_2","Default",,,,"KingHunt","Knockout_601","Mordeus",,,,,,,,,,,
"KingHuntShowdown2","true","TID_KINGHUNT_SHOWDOWN_2","BazaarIslandShowdown",,,,"KingHuntShowdown","KingHuntShowdown_2",,,,,,,,,,,,
"SamuraiSmash5v1","true","TID_SAMURAI_SMASH_5V5_1","KatanaKingdomIslandShowdown",,,,"SamuraiSmash5v5","SamuraiSmash5v5_1",,,,,,,,,,,,
"SamuraiSmash5v2","true","TID_SAMURAI_SMASH_5V5_2","KatanaKingdomIslandShowdown",,,,"SamuraiSmash5v5","SamuraiSmash5v5_2",,,,,,,,,,,,
"MegaBoss1","true","TID_MEGA_BOSS_1","KatanaKingdomIslandShowdown",,,,"MegaBoss","MegaBoss_1",,"false",,,,,,,,,,
"SamuraiSmash5v3","true","TID_SAMURAI_SMASH_5V5_3","KatanaKingdomIslandShowdown",,,,"SamuraiSmash5v5","SamuraiSmash5v5_3",,,,,,,,,,,,
"SamuraiSmash1","true","TID_SAMURAI_SMASH_1","KatanaKingdomShowdown",,,,"SamuraiSmash","SamuraiSmash3v3_1",,,,,,,,,,,,
"SamuraiSmash2","true","TID_SAMURAI_SMASH_2","KatanaKingdomShowdown",,,,"SamuraiSmash","SamuraiSmash3v3_2",,,,,,,,,,,,
"SamuraiSmash3","true","TID_SAMURAI_SMASH_3","KatanaKingdomIslandShowdown",,,,"SamuraiSmash","SamuraiSmash3v3_3",,,,,,,,,,,,
"SamuraiSmash4","true","TID_SAMURAI_SMASH_4","KatanaKingdomIslandShowdown",,,,"SamuraiSmash","SamuraiSmash3v3_M1",,,,,,,,,,,,
"SamuraiSmash5v4","true","TID_SAMURAI_SMASH_5V5_4","KatanaKingdomShowdown",,,,"SamuraiSmash5v5","SamuraiSmash5v5_M1",,,,,,,,,,,,
"SamuraiSmash5","true","TID_SAMURAI_SMASH_5","KatanaKingdomIslandShowdown",,,,"SamuraiSmash","SamuraiSmash3v3_M2",,,,,,,,,,,,
"SamuraiSmash5v5","true","TID_SAMURAI_SMASH_5V5_5","KatanaKingdomIslandShowdown",,,,"SamuraiSmash5v5","SamuraiSmash5v5_M2",,,,,,,,,,,,
"Survival6101",,"TID_SHOWDOWN_6101","SubwaySurfersShowdown",,,,"Showdown","Survival_6101","Tevolozza",,,,,,,,,,,
"SurvivalTeam6101",,"TID_SHOWDOWN_6101","SubwaySurfersShowdown",,,,"DuoShowdown","Survival_6101","Tevolozza",,,,,,,,,,,
"SurvivalTrio6101",,"TID_SHOWDOWN_6101","SubwaySurfersShowdown",,,,"TrioShowdown","Survival_6101","Tevolozza",,,,,,,,,,,
"Survival6102",,"TID_SHOWDOWN_6102","ArcadeShowdown",,,,"Showdown","Survival_6102","Koolreaper",,,,,,,,,,,
"SurvivalTeam6102",,"TID_SHOWDOWN_6102","ArcadeShowdown",,,,"DuoShowdown","Survival_6102","Koolreaper",,,,,,,,,,,
"SurvivalTrio6102",,"TID_SHOWDOWN_6102","ArcadeShowdown",,,,"TrioShowdown","Survival_6102","Koolreaper",,,,,,,,,,,
"Knockout6101",,"TID_KNOCKOUT_6101","KatanaKingdom",,,,"Knockout","Knockout_6101","Binnyboy",,,,,,,,,,,
"Knockout6102",,"TID_KNOCKOUT_6102","StuntShow",,,,"Knockout","Knockout_6102","PhotonWinz",,,,,,,,,,,
"Ball6101",,"TID_BALL_6101","StuntShowBB",,,,"BrawlBall","Laserball_6101","Festive",,,,,,,,,,,
"Ball6102",,"TID_BALL_6102","Grassfield",,,,"BrawlBall","Laserball_6102","Mordeus",,,,,,,,,,,
"KingOfHill6101",,"TID_HOTZONE_6101","KatanaKingdom",,,,"KingOfHill","KingOfHill_6101","Declan",,,,,,,,,,,
"KingOfHill6102",,"TID_HOTZONE_6102","EnchantedForest",,,,"KingOfHill","KingOfHill_6102","Zappy Hype",,,,,,,,,,,
"Heist6101",,"TID_BANKHEIST_6101","Hub",,,,"Heist","Bankheist_6101","DustyBud",,,,,,,,,,,
"Heist6102","TRUE","TID_BANKHEIST_6102","KatanaKingdom",,,,"Heist","Bankheist_6102","Ico",,,,,,,,,,,
"Gemgrab6101",,"TID_GEMGRAB_6101","KatanaKingdom",,,,"GemGrab","Gemgrab_6101","Mordeus",,,,,,,,,,,
"Gemgrab6102",,"TID_GEMGRAB_6102","KatanaKingdom",,,,"GemGrab","Gemgrab_6102","Minh",,,,,,,,,,,
"MegaBoss2",,"TID_MEGA_BOSS_2","KatanaKingdomIslandShowdown",,,,"MegaBoss","MegaBoss_2",,"false",,,,,,,,,,
"Dodgeball1",,"TID_DODGEBALL_1","EnchantedForest",,,,"Dodgeball","Dodgeball_M2",,,,,,,,,,,,
"CaptureTheFlag16",,"TID_CTF_16","EnchantedForest",,,,"CTF","CaptureTheFlag_16","Mordeus",,,,,,,,,,,
"CaptureTheFlag17",,"TID_CTF_17","Hub",,,,"CTF","CaptureTheFlag_17","Mordeus",,,,,,,,,,,
"Dodgeball2",,"TID_DODGEBALL_2","SubwaySurfers",,,,"Dodgeball","Dodgeball_2",,,,,,,,,,,,
"Dodgeball3",,"TID_DODGEBALL_3","SubwaySurfers",,,,"Dodgeball","Dodgeball_M1",,,,,,,,,,,,
"AirHockey5v2",,"TID_AIRHOCKEY_5V5_2","HockeyIslandShowdownBB",,,,"AirHockey5v5","AirHockey_5v5_702","Mordeus",,,,,,,,,,,
"AirHockey5v3",,"TID_AIRHOCKEY_5V5_3","HockeyIslandShowdownBB",,,,"AirHockey5v5","AirHockey_5v5_703","Mordeus",,,,,,,,,,,
"CaptureTheFlag18",,"TID_CTF_18","SubwaySurfers",,,,"CTF","CaptureTheFlag_18","Mordeus",,,,,,,,,,,
"CaptureTheFlag19",,"TID_CTF_19","EnchantedForest",,,,"CTF","CaptureTheFlag_19","Mordeus",,,,,,,,,,,
"Dodgeball4",,"TID_DODGEBALL_4","EnchantedForest",,,,"Dodgeball","Dodgeball_4",,,,,,,,,,,,
"Dodgeball5",,"TID_DODGEBALL_5","SubwaySurfers",,,,"Dodgeball","Dodgeball_5",,,,,,,,,,,,
"Dodgeball6",,"TID_DODGEBALL_6","EnchantedForest",,,,"Dodgeball","Dodgeball_6",,,,,,,,,,,,
"AirHockey5v4",,"TID_AIRHOCKEY_5V5_4","HockeyIslandShowdownBB",,,,"AirHockey5v5","AirHockey_5v5_704","Mordeus",,,,,,,,,,,
"TrailRun1",,"TID_TRAIL_RUN_1","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_1",,,,,,,,,,,,
"Ball5v6201",,"TID_BALL_5V5_6201","TropicalIslandShowdownBB",,,,"BrawlBall5v5","BrawlBall5v5_6201","Hakku",,,,,,,,,,,
"Ball5v6202",,"TID_BALL_5V5_6202","TropicalIslandShowdownBB",,,,"BrawlBall5v5","BrawlBall5v5_6202","IAmNumberFour",,,,,,,,,,,
"Gemgrab5v6201",,"TID_GEMGRAB_5V5_6201","TropicalIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_6201","IzzyTheSilly",,,,,,,,,,,
"Gemgrab5v6202",,"TID_GEMGRAB_5V5_6202","BazaarIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_6202","Karrotz3",,,,,,,,,,,
"Knockout5v6201",,"TID_KNOCKOUT_5V5_6201","TropicalIslandShowdown",,,,"Knockout5v5","Knockout5v5_6201","PhotonWinz",,,,,,,,,,,
"Knockout5v6202",,"TID_KNOCKOUT_5V5_6202","TropicalIslandShowdown",,,,"Knockout5v5","Knockout5v5_6202","PhotonWinz",,,,,,,,,,,
"Wipeout5v6201",,"TID_WIPEOUT_5V5_6201","BazaarIslandShowdown",,,,"Deathmatch5v5","Wipeout5v5_6201","Daving",,,,,,,,,,,
"Wipeout5v6202",,"TID_WIPEOUT_5V5_6202","TropicalIslandShowdown",,,,"Deathmatch5v5","Wipeout5v5_6202","Schnauzer",,,,,,,,,,,
"Gemgrab6201",,"TID_GEMGRAB_6201","EnchantedForest",,,,"GemGrab","Gemgrab_6201","Nipe Hero",,,,,,,,,,,
"Gemgrab6202",,"TID_GEMGRAB_6202","SubwaySurfers",,,,"GemGrab","Gemgrab_6202","Koolreaper",,,,,,,,,,,
"Ball6201",,"TID_BALL_6201","BBArena",,,,"BrawlBall","Laserball_6201","She Fairy",,,,,,,,,,,
"Ball6202",,"TID_BALL_6202","GrassfieldBeachBall",,,,"BrawlBall","Laserball_6202","iLast",,,,,,,,,,,
"Deathmatch6201",,"TID_DEATHMATCH_6201","Hub",,,,"Deathmatch","Deathmatch_6201","PhotonWinz",,,,,,,,,,,
"Deathmatch6202",,"TID_DEATHMATCH_6202","SubwaySurfers",,,,"Deathmatch","Deathmatch_6202","Volt",,,,,,,,,,,
"KingOfHill6201",,"TID_HOTZONE_6201","SubwaySurfers",,,,"KingOfHill","KingOfHill_6201","Tevolozza",,,,,,,,,,,
"Knockout6201",,"TID_KNOCKOUT_6201","EnchantedForest",,,,"Knockout","Knockout_6201","AppleSaucing",,,,,,,,,,,
"Knockout6202",,"TID_KNOCKOUT_6202","Hub",,,,"Knockout","Knockout_6202","BaoGab",,,,,,,,,,,
"TagTeam6201",,"TID_TAGTEAM_6201","SubwaySurfers",,,,"TagTeam","TagTeam_6201","Binnyboy",,,,,,,,,,,
