TID,IT
TID_BARKEEP_WEAPON_DESC,Bombardino lancia una bottiglia che rilascia del liquido alla rottura. I nemici subiscono danni dagli schizzi e danni nel tempo se calpestano l'intruglio.
TID_BARKEEP_ULTI,HAPPY HOUR
TID_BARKEEP_ULTI_DESC,Bombardino presenta l'offerta della casa: una pioggia di bottiglie incendiarie che infiammano una vasta area al momento dell'impatto.
TID_MECHANIC,JESSIE
TID_MECHANIC_DESC,"Il fucile energetico di Jessie spara una sfera di energia che rimbalza da un nemico all'altro. Con la super, schiera una torretta pucciosa, ma letale."
TID_MECHANIC_WEAPON,FUCILE ENERGETICO
TID_MECHANIC_WEAPON_DESC,"Jessie spara una sfera di energia che può colpire fino a tre nemici uno dopo l'altro, se ogni impatto va a segno. Ogni avversario colpito dopo il primo subirà il <damageDecayChain> di punti danno in meno."
TID_MECHANIC_ULTI,LATTINA
TID_MECHANIC_ULTI_DESC,Jessie schiera una torretta automatica (e fatta col 100% di materiali riciclati) che spara a qualsiasi avversario a tiro.
TID_SHAMAN,NITA
TID_SHAMAN_DESC,"Nita dà una scossa alla mischia con le sue devastanti onde d'urto e, se non bastasse, con la super può evocare un orso enorme che la assiste in battaglia."
TID_SHAMAN_WEAPON,ONDA D'URTO
TID_SHAMAN_WEAPON_DESC,Nita scatena un'onda d'urto davanti a sé che danneggia qualsiasi nemico coinvolto.
TID_SHAMAN_ULTI,OR SON GUAI
TID_SHAMAN_ULTI_DESC,"Nita evoca lo spirito del Cicciorso, che va a caccia di chiunque la importuni."
TID_UNDERTAKER,MORTIS
TID_UNDERTAKER_DESC,"Mortis compie uno scatto in avanti con ogni palata che sferra e, grazie alla super, evoca dei pipistrelli che lo curano mentre attaccano i poveri malcapitati."
TID_UNDERTAKER_WEAPON,PALATA
TID_UNDERTAKER_WEAPON_DESC,"Mortis scatta in avanti agitando la pala e procurandosi allo stesso tempo nuove opportunità di lavoro. Quando tutti e tre gli scatti sono pronti, il primo coprirà una distanza maggiore, se si aspetta qualche secondo."
TID_UNDERTAKER_ULTI,SUCCHIASANGUE
TID_UNDERTAKER_ULTI_DESC,"Mortis chiama a sé uno stormo di pipistrelli che, succhiando la salute dei brawler nemici, curano quella del loro padrone. Disgustoso..."
TID_CROW,CORVO
TID_CROW_DESC,"Questa creatura misteriosa è apparsa in città un giorno e col tempo ha saputo farsi rispettare. Da quel momento, nessuno osa più mettere il becco nei suoi affari."
TID_CROW_WEAPON,PUGNALI
TID_CROW_WEAPON_DESC,"Corvo lancia tre pugnali avvelenati che non solo provocano danni nel tempo alle vittime, ma riducono anche le loro capacità di curarsi per tutta la durata dell'effetto tossico."
TID_CROW_ULTI,PICCHIATA VENEFICA
TID_CROW_ULTI_DESC,"Corvo prende il volo, lanciando attorno a sé dei pugnali avvelenati sia al momento del salto sia all'atterraggio."
TID_DEAD_MARIACHI,POCHO
TID_DEAD_MARIACHI_DESC,"Con delle schitarrate, Pocho genera onde sonore che danneggiano i nemici, ma con la super la musica cambia e cura sia se stesso sia gli alleati a portata."
TID_DEAD_MARIACHI_WEAPON,VIBRATTACCO
TID_DEAD_MARIACHI_WEAPON_DESC,"Con una brevissima schitarrata, Pocho genera delle onde sonore che fanno tremare le ossa ai nemici colpiti, danneggiandoli."
TID_DEAD_MARIACHI_ULTI,BIS
TID_DEAD_MARIACHI_ULTI_DESC,"Pocho suona una melodia curativa che guarisce sia lui sia gli alleati a portata. I nemici nei paraggi, invece, non sono invitati al concerto."
TID_BOW_DUDE,BO
TID_BOW_DUDE_DESC,"Bo lancia tre frecce esplosive per attaccare i nemici. Con la super, piazza delle mine invisibili per finire le sue prede."
TID_BOW_DUDE_WEAPON,ARTIGLI D'AQUILA
TID_BOW_DUDE_WEAPON_DESC,Bo lancia tre frecce esplosive che fanno a brandelli i nemici proprio come gli artigli di un'aquila.
TID_BOW_DUDE_ULTI,TRAPPOLA ESPLOSIVA
TID_BOW_DUDE_ULTI_DESC,Bo nasconde sottoterra delle trappole esplosive a scoppio ritardato. I nemici che le calpestano vengono danneggiati e sbalzati via.
TID_SNIPER,PIPER
TID_SNIPER_DESC,"Più è lontana dal nemico, più danni Piper causa col suo fucile e, se qualcuno si avvicina troppo, lei balza via con la super lasciando sul posto delle granate."
TID_SNIPER_WEAPON,SPARASOLE
TID_SNIPER_WEAPON_DESC,Piper impugna l'ombrellino e spara un proiettile i cui danni aumentano in base alla distanza percorsa.
TID_SNIPER_ULTI,VIA COL BOTTO
TID_SNIPER_ULTI_DESC,"Piper evita le avance degli spasimanti indesiderati, volando via e lasciando loro un regalino d'addio: delle graziose granate pronte a insegnare le buone maniere."
TID_MINIGUN_DUDE,PAM
TID_MINIGUN_DUDE_DESC,"Pam inonda i nemici di scarti con la sua arma, mentre con la super piazza una torretta curativa che ripristina sia la sua salute sia quella degli alleati."
TID_MINIGUN_DUDE_WEAPON,SPARASCARTI
TID_MINIGUN_DUDE_WEAPON_DESC,"Pam spara un getto di scarti metallici su un'ampia area. Una calamità per i nemici, soprattutto se hanno una calamita con sé."
TID_MINIGUN_DUDE_ULTI,BACIO MATERNO
TID_MINIGUN_DUDE_ULTI_DESC,La torretta guaritrice genera una zona curativa in cui Pam e i suoi alleati possono ripristinare la salute.
TID_BONE_THROWER,LANCIAOSSA
TID_BONE_THROWER_DESC,"Un soldato pesante con un'arma più pesante di lui. Non c'è niente di mini nella minigun, anzi! È un'enorme mitragliatrice che fa piazza pulita di qualsiasi nemico. (Velocità di movimento limitata, immune alle spinte)"
TID_BONE_THROWER_WEAPON,MINIGUN
TID_BONE_THROWER_WEAPON_DESC,"In mano a lui, sembra che la minigun pesi quanto una borsa della spesa. È pure in grado di sparare mentre cammina. Spaccone!"
TID_BONE_THROWER_ULTI,DISTRIBUTORE DI BENDE
TID_BONE_THROWER_ULTI_DESC,A volte capita di farsi qualche graffietto in un intenso scontro a fuoco ed è qui che entra in gioco il distributore di bende. Usalo per tenere in salute la squadra!
TID_BLACK_HOLE,TARA
TID_BLACK_HOLE_DESC,"Se pesti i piedi a questa cartomante, non c'è bisogno dei suoi tarocchi per scoprire che il tuo destino è segnato!"
TID_BLACK_HOLE_WEAPON,TRIS DI TAROCCHI
TID_BLACK_HOLE_WEAPON_DESC,"Con un rapido movimento di polso, Tara lancia tre tarocchi che trapassano i nemici. Non c'è trucco, non c'è inganno!"
TID_BLACK_HOLE_ULTI,BUCO NERO
TID_BLACK_HOLE_ULTI_DESC,"Tara crea uno spaventoso buco nero che attira a sé i malcapitati nelle vicinanze, i quali finiscono col darsi delle craniate assurde."
TID_TURRET_DAMAGE,Danni torretta
TID_TURRET_HEALTH,Salute torretta
TID_STAT_DAMAGE_PER_SECOND,Danni al secondo
TID_STAT_DAMAGE_PER_SECOND_EACH,Danni al secondo
TID_STAT_DAMAGE_PER_STRIKE,Danni per pugno
TID_ROBOT,VICESCERIFFO IRONS
TID_ROBOT_DESC,"Il braccio robotico della legge: costruito per servire, programmato per distruggere."
TID_ROBOT_WEAPON,RAZZO CECCHINO
TID_ROBOT_WEAPON_DESC,Il vicesceriffo Irons lancia un razzo che colpisce il bersaglio da grandi distanze e con precisione millimetrica.
TID_ROBOT_ULTI,ANTISOMMOSSA
TID_ROBOT_ULTI_DESC,"Il vicesceriffo Irons scatena un attacco missilistico contro la folla di nemici facinorosi. Come si dice: a mali estremi, (forse un po' troppo) estremi rimedi."
TID_ARMOR_STAT,Salute
TID_HEALTH,Salute
TID_STAT_GRENADE_DAMAGE,Danni per granata
TID_STAT_MISSILE_DAMAGE,Danni per razzo
TID_STAT_HEALTH,Punti salute
TID_STAT_SPEED,Velocità
TID_STAT_DAMAGE,Danni
TID_STAT_DAMAGE_SPECIAL_TARGETS,Danni a bersagli specifici
TID_STAT_DAMAGE_PER_SHOT,Danni per proiettile
TID_STAT_DAMAGE_PER_SHELL,Danni per pallettone
TID_STAT_HAMMER_DAMAGE,"Danni ogni 0,2 secondi"
TID_STAT_DAMAGE_OR_HEAL,Danni / Cura
TID_HERO_INFO_MAX_BOUNCES,Rimbalzi massimi
TID_HERO_INFO_HEAL_REDUCTION,Riduzione delle cure
TID_BATTLE,GIOCA
TID_QUIT,Esci
TID_MATCHMAKING_QUIT,Esci
TID_MATCHMAKING_HEADING,Ricerca giocatori
TID_MATCHMAKING_TIME_LABEL,La battaglia inizia tra:
TID_MATCHMAKING_PLAYERS,Giocatori trovati: <x>/<y>
TID_BUTTON_CANCEL,Annulla
TID_BUTTON_OK,OK
TID_ENTER_NAME_TITLE,Ti diamo il benvenuto a Brawl Stars!
TID_ENTER_NAME_BODY,Come ti chiami?
TID_TIME_DAYS, g
TID_TIME_HOURS, h
TID_TIME_MINS, m
TID_TIME_SECS, s
TID_MATCHMAKING_TIME,Avvio tra: <TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Connesso
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Connetti
TID_SUPERCELL_ID_LOGIN_BUTTON,Accedi
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Gioca senza
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,Vuoi caricare altri progressi per il giocatore <name> (<trophies> trofei)? Caricali accedendo al Supercell ID.
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Errore!
TID_ERROR_POP_UP_OUT_OF_SYNC,Il client e il server non sono sincronizzati!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Ricarica gioco
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Errore di connessione
TID_ERROR_POP_UP_CONNECTION_FAILED,Impossibile connettersi al server. Controlla la connessione Internet e riprova.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Riprova
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Accesso non riuscito
TID_ERROR_POP_UP_LOGIN_FAILED,Riprova più tardi.
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Riprova
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,C'è nessuno?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,Tocca il pulsante sottostante per ricaricare il gioco.
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Ricarica gioco
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Aggiornamento disponibile!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Buone notizie! È disponibile una nuova versione di Brawl Stars.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Aggiorna
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Manutenzione in corso
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"Siamo spiacenti, è in corso la manutenzione dei server. Riprova più tardi."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Riprova
TID_ERROR_POP_UP_BANNED_TITLE,Account sospeso!
TID_ERROR_POP_UP_BANNED,L'account è stato sospeso temporaneamente
TID_ERROR_POP_UP_BANNED_BUTTON,OK
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Contatta l'assistenza
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Altre info
TID_INFO_POP_UP_IAP_NOTE_TITLE,Avviso importante
TID_INFO_POP_UP_IAP_NOTE,"Brawl Stars è un gioco gratuito, in cui è possibile velocizzare i progressi con acquisti in-app, disattivabili dalle impostazioni del dispositivo. Tocca OK per accettare le Condizioni d'Uso e la Normativa sulla privacy."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,OK
TID_SERVER_ERROR_TITLE,Errore del server <number>
TID_SERVER_ERROR,La connessione è stata interrotta durante il combattimento.
TID_SERVER_ERROR_BUTTON,OK
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Connessione interrotta
TID_ERROR_POP_UP_CONNECTION_LOST,Prova ad accedere di nuovo!
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Accedi ancora
TID_TROPHIES,Trofei
TID_PRACTICE,ALLENAMENTO
TID_READY,Pronto
TID_BATTLE_END_TITLE_VICTORY,VITTORIA!
TID_BATTLE_END_TITLE_DEFEAT,SCONFITTA
TID_BATTLE_END_TITLE_DRAW,Pareggio
TID_BATTLE_END_DEATHMATCH_VICTORY,Hai vinto!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Posizione: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,"La battaglia è finita in pareggio, perché entrambe le squadre hanno raccolto lo stesso numero di gemme."
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,DIFFICOLTÀ <LEVEL> SUPERATA!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,SCONFITTA
TID_BATTLE_END_RETURN_HOME,ESCI
TID_BATTLE_END_NEXT,Procedi
TID_BATTLE_END_TAP,tocca per continuare
TID_BATTLE_END_NO_PRACTISE_TROPHIES,L'ALLENAMENTO NON DÀ TROFEI
TID_BATTLE_END_PLAY_AGAIN,GIOCA ANCORA
TID_BATTLE_END_PLAY_AGAIN_CANCEL,ANNULLA
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> fa parte della squadra
TID_BATTLE_END_OVERWHELMING_VICTORY,TRIONFO EPICO
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,TRIONFO EPICO
TID_RESPAWNING,In battaglia tra\n<n1>
TID_TEAMS_POPUP_TITLE,SQUADRE
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Squadre di amici e del club
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,ENTRA IN UN CLUB PER VEDERE QUI LE BATTAGLIE ATTIVE
TID_TEAMS_POPUP_SEARCH,ENTRA CON UN CODICE
TID_TEAMS_POPUP_CREATE,CREA SQUADRA
TID_TEAM_SEARCH_POPUP_TITLE,ENTRA CON UN CODICE SQUADRA
TID_TEAM_SEARCH_POPUP_SEARCH,ENTRA
TID_TEAM_JOIN_ROOM_CODE,Inserisci codice squadra
TID_TEAM_CHANGE_MAP,CAMBIA
TID_TEAM_TYPE_INFO_0,Classificata
TID_TEAM_TYPE_INFO_1,Amichevole
TID_TEAM_TYPE_INFO_2,Speciale
TID_TEAM_MEMBER_LEFT_0,Hai abbandonato la squadra.
TID_TEAM_MEMBER_LEFT_1,Ti hanno espulso dalla squadra.
TID_TEAM_MEMBER_LEFT_2,Squadra sciolta perché l'evento è scaduto.
TID_TEAM_MEMBER_LEFT_3,Squadra sciolta perché il fondatore è uscito.
TID_TEAM_MEMBER_LEFT_4,Partita del torneo annullata.
TID_TEAM_MEMBER_LEFT_5,Partita del torneo scaduta.
TID_TEAM_MEMBER_LEFT_6,Partita del torneo completata.
TID_TEAM_GAME_STARTING,Inizio battaglia
TID_TEAM_CODE_COPIED,Codice memorizzato
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>INVITO IN SOSPESO</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>RIFIUTATO</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>DESTINATARIO OFFLINE</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,tocca per annullare
TID_TEAM_ERROR_1,Errore server della squadra.
TID_TEAM_ERROR_2,Impossibile unirsi. La squadra è piena.
TID_TEAM_ERROR_3,Impossibile unirsi. La squadra è stata sciolta.
TID_TEAM_ERROR_5,"Codice squadra non valido, ricontrollalo."
TID_TEAM_ERROR_6,Impossibile trovare una squadra con questo codice.
TID_TEAM_ERROR_7,Impossibile entrare nella squadra dopo essere stati espulsi.
TID_TEAM_ERROR_8,Un gruppo non può avere più di tre membri. Controlla le impostazioni del gruppo.
TID_TEAM_ERROR_10,Impossibile creare una squadra quando fai già parte di una.
TID_TEAM_ERROR_11,Impossibile creare una squadra. L'evento è scaduto.
TID_TEAM_ERROR_12,Impossibile unirsi a una squadra sciolta.
TID_TEAM_ERROR_14,Impossibile creare una squadra. L'evento non ne prevede.
TID_TEAM_ERROR_15,Impossibile entrare. La regione della squadra è diversa dalla tua.
TID_TEAM_ERROR_17,Impossibile iniziare la partita con due brawler uguali.
TID_TEAM_ERROR_18,Impossibile iniziare la partita. A breve c'è una manutenzione.
TID_TEAM_ERROR_19,Impossibile espellere il fondatore mentre è online.
TID_TEAM_ERROR_20,Impossibile cambiare la mappa.\nI giocatori sono troppi per questa mappa.
TID_TEAM_ERROR_21,Impossibile iniziare la partita. I biglietti non bastano.
TID_TEAM_ERROR_22,Impossibile cambiare la mappa.\nI giocatori sono troppi.
TID_TEAM_ERROR_24,Errore nella richiesta. L'amico non esiste.
TID_TEAM_ERROR_25,Errore nella richiesta. La squadra è piena.
TID_TEAM_ERROR_26,Invito rifiutato.
TID_TEAM_ERROR_27,Errore nella richiesta. Il giocatore non accetta gli inviti alle squadre.
TID_TEAM_ERROR_28,Errore nella richiesta. Il giocatore è offline.
TID_TEAM_ERROR_29,Errore nella richiesta. Il giocatore è già in una squadra.
TID_TEAM_ERROR_30,Impossibile iniziare la partita. C'è un invito in sospeso.
TID_TEAM_ERROR_31,Impossibile cambiare evento quando c'è un invito in sospeso.
TID_TEAM_ERROR_32,La squadra ha troppi membri per questo evento.
TID_TEAM_ERROR_33,Questo evento non prevede la creazione di squadre.
TID_TEAM_ERROR_34,Hai già sconfitto l'ultimo boss.
TID_TEAM_ERROR_40,Richiesta di entrare in squadra in sospeso.
TID_TEAM_ERROR_41,Richiesta di entrare in squadra rifiutata.
TID_TEAM_ERROR_42,Impossibile inviare la richiesta. La squadra non esiste.
TID_TEAM_ERROR_43,Il destinatario della tua richiesta non è più in squadra.
TID_TEAM_ERROR_44,Il destinatario della tua richiesta è offline.
TID_TEAM_ERROR_45,Impossibile inviare la richiesta. La squadra è al completo.
TID_TEAM_ERROR_46,Il destinatario della tua richiesta ti ha zittito.
TID_TEAM_ERROR_47,Impossibile accettare la richiesta. Solo il creatore dell'amichevole può farlo.
TID_TEAM_ERROR_48,Il destinatario ha disattivato le notifiche per gli inviti.
TID_TEAM_ERROR_60,Impossibile suggerire questo evento. I giocatori in squadra sono troppi.
TID_TEAM_ERROR_61,Impossibile suggerire un evento quando c'è un invito in sospeso.
TID_TEAM_ERROR_62,"Impossibile consigliare l'evento, poiché non è disponibile per tutti i membri della squadra."
TID_TEAM_ERROR_102,Impossibile creare la squadra. Hai una richiesta in sospeso.
TID_TEAM_ERROR_120,Impossibile avviare. Puoi selezionare solo la mappa prevista dal tuo livello nella sfida.
TID_TEAM_ERROR_121,"Impossibile iniziare la partita, tentativi esauriti."
TID_TEAM_ERROR_122,Non puoi utilizzare questo brawler in battaglia.
TID_TEAM_ERROR_123,Impossibile avviare la mischia. Non puoi utilizzare il brawler selezionato in SETE DI POTERE o nelle sfide durante questa stagione.
TID_TEAM_ERROR_124,Impossibile avviare la partita. La mappa selezionata non è stata approvata e non è possibile giocarci con gli amici.
TID_TEAM_ERROR_125,L'evento non prevede squadre.
TID_SELECT_LOCATION_TITLE,SCEGLI MAPPA
TID_SELECT_LOCATION_LOCATIONS,AMICHEVOLE
TID_SELECT_LOCATION_EVENTS,CLASSIFICATA
TID_TEAM_SEARCH_INVALID_CODE,"Codice squadra non valido, ricontrollalo."
TID_TEAM_LEAVE,ESCI
TID_TEAM_JOIN,ENTRA IN SQUADRA
TID_TEAM_READY_BUTTON_LABEL,PRONTO
TID_TEAM_CANCEL_READY,Annulla
TID_TEAM_QUIT,ESCI
TID_TEAM_TEAMCODE,Codice squadra
TID_TEAM_TEAMCODE_DESC,Gli amici possono entrare nella squadra con questo codice.
TID_TEAM_WAITING_FOR_PLAYER,Invito con codice squadra
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,INVITA
TID_TEAMCREATE_EVENT,Mappa
TID_TEAM_KICK,Espelli
TID_TEAM_PROFILE,Profilo
TID_TEAM_SWAP,Cambia squadra
TID_TEAM_SWAP_HERE,Va' qui
TID_TEAM_CREATOR_ONLY_FEATURE,Disponibile solo per il fondatore della squadra
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Solo il fondatore della squadra può cambiare un evento.
TID_TEAM_PROFILE_BLOCKED,Non visualizzabile quando si è pronti
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,Non disponibile quando si è pronti
TID_TEAM_PRACTISE_BUTTON_LABEL,ALLENAMENTO
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,con bot
TID_TEAM_LOOT_UNLOCKS,PREMI
TID_BONUS_REWARD,Premio bonus con 3 vittorie:
TID_BONUS_REWARD_COLLECTED,Premio bonus ritirato
TID_INFO_SERVER_ERROR_TITLE,Errore del server
TID_INFO_SERVER_ERROR_BUTTON,Ricarica gioco
TID_RARITY_NAME_0,cammino dei trofei
TID_RARITY_NAME_1,Raro
TID_RARITY_NAME_2,Super raro
TID_RARITY_NAME_3,Epico
TID_RARITY_NAME_4,Mitico
TID_RARITY_NAME_5,Leggendario
TID_RARITY_NAME_6,Cromatico
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_RARITY_COLOR_6,F88F25
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,NUOVO GRADO!
TID_RANK_UP_POPUP_REWARD_BONUS,BONUS PROMOZIONE
TID_RANK_UP_POPUP_RANK,GRADO <RANK>
TID_NAME_FAILED_TOO_SHORT,Nome troppo corto
TID_NAME_FAILED_PROFANITIES,Nome non valido
TID_NAME_FAILED,Nome non valido
TID_EVENT_STARTED,Nuova mappa per l'evento \q<GAMEMODE>\q e nuovi premi disponibili!
TID_SELECT_HERO_INFO_1,<cFF8000>Giocatori vs giocatori</c>
TID_SELECT_HERO_INFO_2,<c2288ff>Giocatori vs bot</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>Giocatore vs bot</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>Giocatori vs giocatori</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>Giocatore vs bot</c>
TID_SELECT_HERO_INFO_FRIENDLY,"<c40E0D0>Nelle amichevoli, i brawler hanno tutti i miglioramenti.</c>"
TID_SELECT_HERO_INFO_RANK_REWARD,Destinatario punti energia
TID_SELECT_HERO_POW_INFO_TITLE,PREMIO PUNTI ENERGIA
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,ACQUISTO PUNTI ENERGIA
TID_SELECT_HERO_POW_INFO_BODY,SCEGLI UN BRAWLER\nCHE RICEVA I PUNTI ENERGIA
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,Questo brawler non può più ricevere altri punti energia
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,CONFERMA L'ACQUISTO
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,<HERO> riceverà i punti energia.
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,CONFERMA DEL PREMIO
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,<HERO> riceverà i punti energia.
TID_NAVI_1,Negozio
TID_NAVI_2,Notizie
TID_NAVI_3,Battaglia
TID_NAVI_4,Brawler
TID_NAVI_5,Club
TID_NAVI_6,Profilo
TID_NAVI_7,Amici
TID_LEADERBOARD_TITLE,CLASSIFICHE
TID_LEADERBOARD_TAB_TOTAL,TROFEI
TID_LEADERBOARD_TAB_HEROES,BRAWLER
TID_LEADERBOARD_TAB_CLANS,CLUB
TID_LEADERBOARD_TAB_FRIENDS,AMICI
TID_LEADERBOARD_SUBTITLE_1,MIGLIORI GIOCATORI
TID_LEADERBOARD_SUBTITLE_2,CLUB MIGLIORI
TID_LEADERBOARD_SUBTITLE_0,MIGLIORI GIOCATORI CON <HERO>
TID_BATTLE_MAIN_NEXT_REWARD,Prossimo premio: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,Nuova mappa tra: <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,Ottenute: <VALUE>
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,Ottieni 100 gettoni per ricevere una cassa brawl!
TID_GATCHA_INFO,"<c0000ff>Cassa brawl</c>\n\nAprine una per trovare brawler, punti energia, monete o raddoppiagettoni."
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,SALUTE
TID_HERO_INFO_ABILITY,ATTACCO: <NAME>
TID_HERO_INFO_ULTI,SUPER: <NAME>
TID_HERO_INFO_ARMOR_LABEL,SALUTE
TID_HERO_INFO_ABILITY_LABEL,ATTACCO
TID_HERO_INFO_ULTI_LABEL,SUPER
TID_HERO_INFO_BACK,INDIETRO
TID_HERO_INFO_UPGRADE,MIGLIORA
TID_HERO_INFO_ABILITY_LEVEL,LIV. <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Acquista brawler
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,"Ottieni punti energia dalle soglie del Brawl Pass, dal Cammino dei trofei e dalle offerte del negozio per sbloccare un nuovo miglioramento."
TID_HERO_INFO_STAR_POWER_CAN_DROP,Ora l'abilità stellare è disponibile nelle casse brawl.
TID_HERO_INFO_STAR_POWER_BLOCKED,"Potenzia <HERONAME> con un'abilità stellare, disponibile per l'acquisto dopo che il brawler ha raggiunto il LIVELLO <LEVEL>."
TID_HERO_INFO_ACCESSORIES_CAN_DROP,Ora il gadget è disponibile nelle casse brawl.
TID_HERO_INFO_ACCESSORIES_BLOCKED,"Potenzia <HERONAME> con un gadget unico, disponibile per l'acquisto dopo che il brawler ha raggiunto il LIVELLO <LEVEL>."
TID_HERO_INFO_STAR_POWER_LABEL,ABILITÀ STELLARE: <NAME>
TID_HERO_INFO_ACCESSORIES_LABEL,GADGET: <NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_HERO_INFO_DYNAMIC_RARITY_INFO,"La rarità di un brawler CROMATICO scenderà di livello con ogni nuova stagione del Brawl Pass: inizialmente, sarà LEGGENDARIA, per poi diventare MITICA e infine EPICA.\n\nIn questa stagione, <BRAWLER> è un brawler <RARITY>."
TID_HERO_INFO_DYNAMIC_RARITY_INFO_TIER,"La rarità di un brawler CROMATICO scenderà di livello con ogni nuova stagione del Brawl Pass: inizialmente, sarà LEGGENDARIA, per poi diventare MITICA e infine EPICA.\n\nDevi raggiungere la <TIER>ª soglia della stagione <SEASON> per poter acquistare <BRAWLER> in cambio di crediti cromatici."
TID_HERO_INFO_DYNAMIC_RARITY_INFO_TEASER,"La rarità di un brawler CROMATICO scenderà di livello con ogni nuova stagione del Brawl Pass: inizialmente, sarà LEGGENDARIA, per poi diventare MITICA e infine EPICA.\n\n<BRAWLER> arriverà nella stagione <SEASON>."
TID_HERO_INFO_BUY_ITEM,COMPRA
TID_HERO_INFO_BUY_ITEM_FREE,GRATUITO
TID_HERO_INFO_BUY_MISSING1,MONETE MANCANTI: <MISSINGCOINS>
TID_HERO_INFO_BUY_MISSING2,Vuoi comprare le monete mancanti ora?
TID_HERO_INFO_BUY_MISSING_GEMS1,MONETE MANCANTI: <MISSINGCOINS>
