TID,PT
TID_MECHANIC_ULTI_DESC,Jessie mobiliza uma torreta totalmente reciclada que atira automaticamente nos inimigos!
TID_SHAMAN,NITA
TID_SHAMAN_DESC,Nita ataca os inimigos com ondas de choque estrondosas. O Super dela invoca um urso enorme que luta ao seu lado!
TID_SHAMAN_WEAPON,TREMOR
TID_SHAMAN_WEAPON_DESC,Nita cria um terremoto que causa dano aos inimigos atingidos por seu tremor.
TID_SHAMAN_ULTI,GARRA DE URSO
TID_SHAMAN_ULTI_DESC,Nita invoca o espírito do Grande Bebê Urso para lhe dar uma mãozinha na caça aos inimigos.
TID_UNDERTAKER,MORTIS
TID_UNDERTAKER_DESC,"Mortis dá uma arrancada para a frente a cada golpe com sua pá. No Super, ele envia uma nuvem de morcegos que causam dano aos inimigos e recuperam seus pontos de vida!"
TID_UNDERTAKER_WEAPON,SETE PALMOS
TID_UNDERTAKER_WEAPON_DESC,"Com arrancadas para a frente e tacadas precisas da sua pá, os negócios de Mortis vão de vento em popa. Ao carregar três arrancadas, a primeira cobrirá uma distância maior após um pequeno atraso."
TID_UNDERTAKER_ULTI,TRANSFUSÃO
TID_UNDERTAKER_ULTI_DESC,"Com uma ajudinha de morcegos-vampiros, Mortis suga a saúde de Brawlers inimigos para restaurar a sua própria. Que nojo!"
TID_CROW,CORVO
TID_CROW_DESC,Essa criatura enigmática surgiu na cidade certo dia. Ninguém mais se atreve a fazer cafuné nas penas.
TID_CROW_WEAPON,PUNHAL
TID_CROW_WEAPON_DESC,Corvo arremessa uma ameaça tripla de punhais. Os inimigos atingidos pelas lâminas envenenadas sofrem dano lentamente e o efeito de cura é reduzido neles.
TID_CROW_ULTI,RASANTE
TID_CROW_ULTI_DESC,"Ao alçar voo e pousar, Corvo lança ao seu redor múltiplas adagas envenenadas. Um verdadeiro show aéreo!"
TID_DEAD_MARIACHI,POCO
TID_DEAD_MARIACHI_DESC,Poco dispara ondas de som nos inimigos. O Super dele cura tanto a si mesmo quanto a seus colegas!
TID_DEAD_MARIACHI_WEAPON,DISSONÂNCIA
TID_DEAD_MARIACHI_WEAPON_DESC,Poco dedilha seu violão e arranca notas desafinadas que criam ondas de som capazes de infligir dano aos inimigos.
TID_DEAD_MARIACHI_ULTI,BIS!
TID_DEAD_MARIACHI_ULTI_DESC,Poco pode curar a si e aos seus amigos com uma melodia digna de bis! Os inimigos morrem de inveja.
TID_BOW_DUDE,BO
TID_BOW_DUDE_DESC,Bo dispara três flechas explosivas em seus alvos. Seu Super é a habilidade de esconder três minas explosivas no chão!
TID_BOW_DUDE_WEAPON,GARRAS DE ÁGUIA
TID_BOW_DUDE_WEAPON_DESC,Bo atira três flechas explosivas que destroçam os inimigos como se fossem garras de águia.
TID_BOW_DUDE_ULTI,CAIA NA TOCAIA
TID_BOW_DUDE_ULTI_DESC,"Bo esconde armadilhas explosivas no solo. Ao serem ativadas, elas explodem após um certo atraso, causando dano e empurrando os inimigos para longe."
TID_SNIPER,PIPER
TID_SNIPER_DESC,"Os disparos da Piper causam mais dano quanto mais longe ela estiver do alvo. No Super, ela deixa granadas no chão enquanto salta para longe!"
TID_SNIPER_WEAPON,RESPINGARDA
TID_SNIPER_WEAPON_DESC,Piper atira pela ponta da sua sombrinha. A força dos tiros aumenta à medida que ganham distância!
TID_SNIPER_ULTI,CHUVA BOMBÁSTICA
TID_SNIPER_ULTI_DESC,"Piper flutua para longe, evitando pretendentes inoportunos. Delicada e atenciosa, faz questão de deixar um agradinho: granadas tiradas da sua cinta-liga!"
TID_MINIGUN_DUDE,PAM
TID_MINIGUN_DUDE_DESC,"Pam dispara da cintura, salpicando os alvos com os estilhaços. Seu Super é uma torreta que cura tanto a si mesma quanto a seus colegas!"
TID_MINIGUN_DUDE_WEAPON,CHUVA DE SUCATA
TID_MINIGUN_DUDE_WEAPON_DESC,"Pam borrifa uma grande área com rajadas de sucata. Óculos de segurança, por favor!"
TID_MINIGUN_DUDE_ULTI,XODÓ DA MAMÃE
TID_MINIGUN_DUDE_ULTI_DESC,"A torreta de cura da Pam deixa a mamãe e o resto da equipe novinhos em folha, contanto que estejam dentro da sua área de alcance."
TID_BONE_THROWER,Lança-ossos
TID_BONE_THROWER_DESC,"Esse atirador não tem nada de míni! Com uma metralhadora de respeito, ele pode nocautear um grande número de inimigos (velocidade de movimento lenta e imune a recuo)."
TID_BONE_THROWER_WEAPON,MINIARMA
TID_BONE_THROWER_WEAPON_DESC,Miniarma faz com que o manuseio da sua metralhadora gigante pareça moleza. Ele consegue andar e atirar a pleno vapor ao mesmo tempo!
TID_BONE_THROWER_ULTI,FAIXA NA FAIXA
TID_BONE_THROWER_ULTI_DESC,Às vezes você se arranha e se fere nas batalhas mais acirradas. Faixa na faixa dá atadura de sobra para ajudar a manter toda a sua equipe sempre em forma!
TID_BLACK_HOLE,TARA
TID_BLACK_HOLE_DESC,Que destino as cartas reservam a você? Essa vidente de terras distantes veio ler sua sorte. Ela diz: derrota!
TID_BLACK_HOLE_WEAPON,TRINCA DE TARÔ
TID_BLACK_HOLE_WEAPON_DESC,"Num gesto ágil, Tara lança três cartas de tarô que atravessam os inimigos. Sem dúvida, um truque impressionante!"
TID_BLACK_HOLE_ULTI,GRAVIDADE
TID_BLACK_HOLE_ULTI_DESC,"Tara faz aparecer um poço gravitacional extraordinário que absorve os inimigos, triturando-os com requintes de sofisticação mágica."
TID_TURRET_DAMAGE,Dano da torreta
TID_TURRET_HEALTH,Saúde da torreta
TID_STAT_DAMAGE_PER_SECOND,Dano por segundo
TID_STAT_DAMAGE_PER_SECOND_EACH,Dano por segundo
TID_STAT_DAMAGE_PER_STRIKE,Dano por soco
TID_ROBOT,BALAS PERDIDAS
TID_ROBOT_DESC,Feito para defender. Usado para destruir.
TID_ROBOT_WEAPON,TOCAIA DE FOGUETE
TID_ROBOT_WEAPON_DESC,O Balas Perdidas atira um foguete explosivo de grande alcance e precisão mecânica.
TID_ROBOT_ULTI,PODER DE DISPERSÃO
TID_ROBOT_ULTI_DESC,O Balas Perdidas derrama uma chuva de foguetes na multidão rebelde que não sabe manter a ordem quando necessário.
TID_ARMOR_STAT,Condição
TID_HEALTH,Saúde
TID_STAT_GRENADE_DAMAGE,Dano por granada
TID_STAT_MISSILE_DAMAGE,Dano por foguete
TID_STAT_HEALTH,Pontos de vida
TID_STAT_SPEED,Velocidade
TID_STAT_DAMAGE,Dano
TID_STAT_DAMAGE_SPECIAL_TARGETS,Dano contra alvos especiais
TID_STAT_DAMAGE_PER_SHOT,Dano por bala
TID_STAT_DAMAGE_PER_SHELL,Dano por projétil
TID_STAT_HAMMER_DAMAGE,"Dano a cada 0,2 s."
TID_STAT_DAMAGE_OR_HEAL,Dano / Cura
TID_HERO_INFO_MAX_BOUNCES,Máximo de ricocheteadas
TID_HERO_INFO_HEAL_REDUCTION,Redução de cura
TID_BATTLE,JOGAR
TID_QUIT,Sair
TID_MATCHMAKING_QUIT,Sair
TID_MATCHMAKING_HEADING,Buscando jogadores
TID_MATCHMAKING_TIME_LABEL,A batalha começa em:
TID_MATCHMAKING_PLAYERS,Jogadores encontrados: <x>/<y>
TID_BUTTON_CANCEL,Cancelar
TID_BUTTON_OK,OK
TID_ENTER_NAME_TITLE,Bem-vindo ao Brawl Stars!
TID_ENTER_NAME_BODY,Qual é o seu nome?
TID_TIME_DAYS,d
TID_TIME_HOURS,h
TID_TIME_MINS,m
TID_TIME_SECS,s
TID_MATCHMAKING_TIME,Início em: <TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Conectado
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Conectar
TID_SUPERCELL_ID_LOGIN_BUTTON,Fazer login
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Jogar sem
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,Acesse o seu Supercell ID para carregar o progresso de <name> (<trophies> troféus).
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Erro!
TID_ERROR_POP_UP_OUT_OF_SYNC,O cliente e o servidor não estão sincronizados!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Recarregar o jogo
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Erro de conexão
TID_ERROR_POP_UP_CONNECTION_FAILED,Não foi possível conectar-se ao servidor. Verifique sua conexão à internet e tente novamente.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Tentar novamente
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Falha no login
TID_ERROR_POP_UP_LOGIN_FAILED,Tente novamente mais tarde.
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Tentar novamente
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,Alguém por aí?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,Clique no botão abaixo para recarregar o jogo.
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Recarregar o jogo
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Atualização disponível!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Boas notícias! Uma nova versão do Brawl Stars está disponível.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Atualizar
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Intervalo de manutenção
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"Lamentamos, mas os servidores estão em manutenção. Tente novamente mais tarde."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Tentar novamente
TID_ERROR_POP_UP_BANNED_TITLE,Você foi banido!
TID_ERROR_POP_UP_BANNED,Você foi banido temporariamente.
TID_ERROR_POP_UP_BANNED_BUTTON,OK
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Contatar o suporte
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Mais informações
TID_INFO_POP_UP_IAP_NOTE_TITLE,Aviso importante
TID_INFO_POP_UP_IAP_NOTE,"O Brawl Stars é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo (é possível desativar isso nas configurações do seu dispositivo). Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,OK
TID_SERVER_ERROR_TITLE,Erro <number> do servidor
TID_SERVER_ERROR,Você perdeu a conexão durante o combate.
TID_SERVER_ERROR_BUTTON,OK
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Conexão perdida
TID_ERROR_POP_UP_CONNECTION_LOST,Tente conectar-se de novo.
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Tentar de novo
TID_TROPHIES,Troféus
TID_PRACTICE,TREINO
TID_READY,Pronto
TID_BATTLE_END_TITLE_VICTORY,VITÓRIA!
TID_BATTLE_END_TITLE_DEFEAT,DERROTA
TID_BATTLE_END_TITLE_DRAW,EMPATE
TID_BATTLE_END_DEATHMATCH_VICTORY,Classificação: 1!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Classificação: <RANK>!
TID_BATTLE_END_TVST_DRAW_DESC,A batalha ficou empatada porque as duas equipes coletaram a mesma quantidade de gemas!
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,DIFICULDADE <LEVEL> SUPERADA!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,DERROTA
TID_BATTLE_END_RETURN_HOME,SAIR
TID_BATTLE_END_NEXT,Próximo
TID_BATTLE_END_TAP,toque para continuar
TID_BATTLE_END_NO_PRACTISE_TROPHIES,SEM TROFÉUS DO TREINO
TID_BATTLE_END_PLAY_AGAIN,JOGAR DE NOVO
TID_BATTLE_END_PLAY_AGAIN_CANCEL,CANCELAR
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> entrou na sua equipe
TID_BATTLE_END_OVERWHELMING_VICTORY,VITÓRIA ÉPICA
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,VITÓRIA ÉPICA
TID_RESPAWNING,Voltando em:\n<n1>
TID_TEAMS_POPUP_TITLE,EQUIPES
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Clube e Equipes
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,ENTRE NUM CLUBE PARA VER AS BATALHAS DISPONÍVEIS
TID_TEAMS_POPUP_SEARCH,USAR CÓDIGO
TID_TEAMS_POPUP_CREATE,CRIAR EQUIPE
TID_TEAM_SEARCH_POPUP_TITLE,ENTRAR COM UM CÓDIGO
TID_TEAM_SEARCH_POPUP_SEARCH,ENTRAR
TID_TEAM_JOIN_ROOM_CODE,Código da equipe...
TID_TEAM_CHANGE_MAP,ALTERAR
TID_TEAM_TYPE_INFO_0,Ranqueado
TID_TEAM_TYPE_INFO_1,Amistoso
TID_TEAM_TYPE_INFO_2,Especial
TID_TEAM_MEMBER_LEFT_0,Você saiu da equipe.
TID_TEAM_MEMBER_LEFT_1,Expulsaram você da equipe.
TID_TEAM_MEMBER_LEFT_2,Equipe desfeita porque o evento expirou.
TID_TEAM_MEMBER_LEFT_3,Equipe desfeita porque o administrador saiu.
TID_TEAM_MEMBER_LEFT_4,Partida do torneio cancelada
TID_TEAM_MEMBER_LEFT_5,Partida do torneio expirada
TID_TEAM_MEMBER_LEFT_6,Partida do torneio encerrada
TID_TEAM_GAME_STARTING,A batalha está começando
TID_TEAM_CODE_COPIED,Código copiado para a área de transferência.
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>CONVITE PENDENTE</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>RECUSADO</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>INTEGRANTE DESCONECTADO</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,toque para cancelar
TID_TEAM_ERROR_1,Erro no servidor de equipe
TID_TEAM_ERROR_2,Não é possível entrar. Equipe lotada.
TID_TEAM_ERROR_3,Não é possível entrar. Equipe desfeita.
TID_TEAM_ERROR_5,"Código de equipe incorreto. Por favor, insira um código válido."
TID_TEAM_ERROR_6,Impossível localizar uma equipe com o código utilizado.
TID_TEAM_ERROR_7,Não é possível entrar na equipe depois de ter sido expulso.
TID_TEAM_ERROR_8,Os times não podem ter mais do que 3 jogadores. Veja as configurações de time.
TID_TEAM_ERROR_10,Não é possível criar uma equipe estando em outra.
TID_TEAM_ERROR_11,O evento expirou. Não é possível criar uma equipe.
TID_TEAM_ERROR_12,Não é possível entrar em equipe expirada.
TID_TEAM_ERROR_14,Não é possível criar uma equipe. Este evento não tem jogo em equipe.
TID_TEAM_ERROR_15,"Não é possível entrar na equipe, pois ela não é da sua região."
TID_TEAM_ERROR_17,Brawlers repetidos não são permitidos. Impossível iniciar a partida.
TID_TEAM_ERROR_18,O jogo está em manutenção. Não é possível iniciar a partida.
TID_TEAM_ERROR_19,Não é possível expulsar o administrador on-line da equipe.
TID_TEAM_ERROR_20,Impossível alterar o mapa. Muitos jogadores para este mapa.
TID_TEAM_ERROR_21,Ingressos insuficientes. Impossível iniciar a partida.
TID_TEAM_ERROR_22,Impossível alterar o mapa. Número de jogadores excedido.
TID_TEAM_ERROR_24,Falha ao convidar. Nenhum amigo encontrado.
TID_TEAM_ERROR_25,Falha ao convidar. Equipe cheia.
TID_TEAM_ERROR_26,Convite recusado
TID_TEAM_ERROR_27,Falha ao convidar. O jogador não está aceitando convites para equipes.
TID_TEAM_ERROR_28,Falha ao convidar. Jogador desconectado.
TID_TEAM_ERROR_29,Falha ao convidar. O jogador já está em uma equipe.
TID_TEAM_ERROR_30,Convite pendente. Não é possível iniciar a partida.
TID_TEAM_ERROR_31,Não é possível alterar o evento se houver um convite pendente.
TID_TEAM_ERROR_32,A equipe tem jogadores demais para esse modo de jogo.
TID_TEAM_ERROR_33,Não é possível jogar em equipes nesse modo.
TID_TEAM_ERROR_34,Você já derrotou o último Chefão.
TID_TEAM_ERROR_40,O pedido de entrada na equipe ainda está pendente.
TID_TEAM_ERROR_41,O pedido de entrada na equipe foi rejeitado.
TID_TEAM_ERROR_42,Não foi possível pedir para entrar na equipe. Equipe não encontrada.
TID_TEAM_ERROR_43,A pessoa para quem você pediu não está mais na equipe.
TID_TEAM_ERROR_44,A pessoa para quem você pediu ficou off-line.
TID_TEAM_ERROR_45,Não foi possível pedir para entrar na equipe. Equipe lotada.
TID_TEAM_ERROR_46,A pessoa para quem você pediu silenciou você.
TID_TEAM_ERROR_47,Falha no pedido de entrada em equipe. Apenas o criador da partida amistosa pode aceitar os pedidos.
TID_TEAM_ERROR_48,O destinatário silenciou os pedidos de entrada em equipe.
TID_TEAM_ERROR_60,Não é possível sugerir este evento. Número de jogadores excedido.
TID_TEAM_ERROR_61,Não é possível sugerir mudança de evento se houver um convite pendente.
TID_TEAM_ERROR_62,Sugestão indisponível. Evento não liberado para todos os integrantes da equipe.
TID_TEAM_ERROR_102,Não é possível criar uma equipe. Você tem um pedido pendente.
TID_TEAM_ERROR_120,Erro. Só é possível jogar no mapa do seu nível atual do desafio.
TID_TEAM_ERROR_121,Jogo indisponível. Tentativas esgotadas.
TID_TEAM_ERROR_122,Este Brawler não pode jogar a partida.
TID_TEAM_ERROR_123,Partida indisponível. O Brawler selecionado não pode participar de Sede de poder e dos desafios desta temporada.
TID_TEAM_ERROR_124,Jogo indisponível. O mapa selecionado não foi aprovado para partidas amistosas.
TID_TEAM_ERROR_125,Não é possível jogar em equipe neste evento
TID_SELECT_LOCATION_TITLE,ESCOLHA UM MAPA
TID_SELECT_LOCATION_LOCATIONS,AMISTOSO
TID_SELECT_LOCATION_EVENTS,RANQUEADO
TID_TEAM_SEARCH_INVALID_CODE,"Código de equipe incorreto. Por favor, insira um código válido."
TID_TEAM_LEAVE,SAIR
TID_TEAM_JOIN,PARTICIPAR DA EQUIPE
TID_TEAM_READY_BUTTON_LABEL,PRONTO
TID_TEAM_CANCEL_READY,Cancelar
TID_TEAM_QUIT,SAIR
TID_TEAM_TEAMCODE,Código de equipe
TID_TEAM_TEAMCODE_DESC,Seus amigos podem acessar a equipe com esse código.
TID_TEAM_WAITING_FOR_PLAYER,Convite com código de equipe
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,CONVIDAR
TID_TEAMCREATE_EVENT,Mapa
TID_TEAM_KICK,Expulsar
TID_TEAM_PROFILE,Perfil
TID_TEAM_SWAP,Trocar de time
TID_TEAM_SWAP_HERE,Trocar aqui
TID_TEAM_CREATOR_ONLY_FEATURE,Disponível só para o administrador da equipe.
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Apenas o administrador da equipe pode mudar os eventos.
TID_TEAM_PROFILE_BLOCKED,Não disponível após selecionar \qPronto\q
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,Não disponível após selecionar \qPronto\q
TID_TEAM_PRACTISE_BUTTON_LABEL,TREINO
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,com bots
TID_TEAM_LOOT_UNLOCKS,RECOMPENSAS
TID_BONUS_REWARD,Recompensa extra por 3 vitórias:
TID_BONUS_REWARD_COLLECTED,Recompensa extra resgatada.
TID_INFO_SERVER_ERROR_TITLE,Erro de servidor
TID_INFO_SERVER_ERROR_BUTTON,Recarregar o jogo
TID_RARITY_NAME_0,Caminho de troféus
TID_RARITY_NAME_1,Raro
TID_RARITY_NAME_2,Super-raro
TID_RARITY_NAME_3,Épico
TID_RARITY_NAME_4,Mítico
TID_RARITY_NAME_5,Lendário
TID_RARITY_NAME_6,Cromático
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_RARITY_COLOR_6,F88F25
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,PONTUAÇÃO
TID_RANK_UP_POPUP_REWARD_BONUS,BÔNUS DE PONTUAÇÃO
TID_RANK_UP_POPUP_RANK,CLASSE <RANK>
TID_NAME_FAILED_TOO_SHORT,Nome muito curto!
TID_NAME_FAILED_PROFANITIES,Nome não aceito!
TID_NAME_FAILED,Nome não aceito!
TID_EVENT_STARTED,Novo mapa do modo <GAMEMODE> disponível! Ganhe novas recompensas!
TID_SELECT_HERO_INFO_1,<cFF8000>Jogadores x Jogadores</c>
TID_SELECT_HERO_INFO_2,<c2288ff>Jogadores x Bots</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>Sozinho com Bots</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>Jogadores x Jogadores</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>Sozinho com Bots</c>
TID_SELECT_HERO_INFO_FRIENDLY,<c40E0D0>Todos os Brawlers são melhorados ao máximo nas batalhas amistosas</c>
TID_SELECT_HERO_INFO_RANK_REWARD,Para receber pontos de poder
TID_SELECT_HERO_POW_INFO_TITLE,RECOMPENSA DE PONTOS DE PODER
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,COMPRA DE PONTOS DE PODER
TID_SELECT_HERO_POW_INFO_BODY,ESCOLHA UM BRAWLER PARA\nRECEBER OS PONTOS DE PODER.
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,Este Brawler já tem o máximo de pontos de poder.
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,CONFIRMAR COMPRA
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,O poder irá para <HERO>!
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,CONFIRMAR RECOMPENSA
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,O poder irá para <HERO>
TID_NAVI_1,Loja
TID_NAVI_2,Notícias
TID_NAVI_3,Batalha
TID_NAVI_4,Brawlers
TID_NAVI_5,Clube
TID_NAVI_6,Perfil
TID_NAVI_7,Amigos
TID_LEADERBOARD_TITLE,LIDERANÇA
TID_LEADERBOARD_TAB_TOTAL,TOTAL\nDE TROFÉUS
TID_LEADERBOARD_TAB_HEROES,BRAWLERS
TID_LEADERBOARD_TAB_CLANS,CLUBES
TID_LEADERBOARD_TAB_FRIENDS,AMIGOS
TID_LEADERBOARD_SUBTITLE_1,MELHORES JOGADORES
TID_LEADERBOARD_SUBTITLE_2,MELHORES CLUBES
TID_LEADERBOARD_SUBTITLE_0,MELHORES JOGADORES (<HERO>)
TID_BATTLE_MAIN_NEXT_REWARD,Próxima recompensa: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,Novo mapa em: <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,Coletados: <VALUE>
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,Junte 100 fichas para abrir uma Caixa Brawl!
TID_GATCHA_INFO,"<c0000ff>Caixas Brawl</c>\n\nEncontre Brawlers, pontos de poder, moedas ou duplicadores de fichas nas Caixas Brawl!"
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,SAÚDE
TID_HERO_INFO_ABILITY,ATAQUE: <NAME>
TID_HERO_INFO_ULTI,SUPER: <NAME>
TID_HERO_INFO_ARMOR_LABEL,SAÚDE
TID_HERO_INFO_ABILITY_LABEL,ATAQUE
TID_HERO_INFO_ULTI_LABEL,SUPER
TID_HERO_INFO_BACK,VOLTAR
TID_HERO_INFO_UPGRADE,MELHORAR
TID_HERO_INFO_ABILITY_LEVEL,NVL <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Comprar Brawler
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,"Obtenha pontos de poder no Brawl Pass, no caminho de troféus e nas ofertas da loja para desbloquear a próxima melhoria!"
TID_HERO_INFO_STAR_POWER_CAN_DROP,Agora você encontra poder de estrela nas Caixas Brawl.
TID_HERO_INFO_STAR_POWER_BLOCKED,Aprimore <HERONAME> com um poder de estrela! Disponível após alcançar NÍVEL DE PODER <LEVEL>.
TID_HERO_INFO_ACCESSORIES_CAN_DROP,Agora você encontra acessórios nas Caixas Brawl.
TID_HERO_INFO_ACCESSORIES_BLOCKED,Aprimore <HERONAME> com um acessório exclusivo! Disponível após alcançar NÍVEL DE PODER <LEVEL>.
TID_HERO_INFO_STAR_POWER_LABEL,PODER DE ESTRELA: <NAME>
TID_HERO_INFO_ACCESSORIES_LABEL,ACESSÓRIO: <NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_HERO_INFO_DYNAMIC_RARITY_INFO,"A raridade de Brawlers CROMÁTICOS diminui a cada temporada do Brawl Pass e começa com a categoria LENDÁRIA, passa à MÍTICA e finalmente chega à ÉPICA.\n\nNesta temporada, <BRAWLER> tem a raridade de um Brawler <RARITY>."
TID_HERO_INFO_DYNAMIC_RARITY_INFO_TIER,"A raridade de Brawlers CROMÁTICOS diminui a cada temporada do Brawl Pass e começa com a categoria LENDÁRIA, passa à MÍTICA e finalmente chega à ÉPICA.\n\nÉ preciso alcançar o patamar <TIER> da temporada <SEASON> para que <BRAWLER> fique disponível com vales cromáticos."
TID_HERO_INFO_DYNAMIC_RARITY_INFO_TEASER,"A raridade de Brawlers CROMÁTICOS diminui a cada temporada do Brawl Pass e começa com a categoria LENDÁRIA, passa à MÍTICA e finalmente chega à ÉPICA.\n\n<BRAWLER> chega na temporada <SEASON>."
TID_HERO_INFO_BUY_ITEM,COMPRAR
TID_HERO_INFO_BUY_ITEM_FREE,GRÁTIS
TID_HERO_INFO_BUY_MISSING1,VOCÊ PRECISA DE MAIS <MISSINGCOINS> MOEDAS!
TID_HERO_INFO_BUY_MISSING2,Comprar o restante das moedas?
TID_HERO_INFO_BUY_MISSING_GEMS1,VOCÊ PRECISA DE MAIS <MISSINGCOINS> MOEDAS!
TID_HERO_INFO_BUY_MISSING_GEMS2,Obtenha mais <MISSINGGEMS> gemas para comprar o restante de moedas.
TID_HERO_INFO_BUY_MISSING_GEMS_ONLY,FALTAM <MISSINGGEMS> GEMAS
TID_CONFIRM_PURCHASE_POPOVER,CONFIRMAR COMPRA
TID_HERO_INFO_SEE_OFFERS,OBTER\nGEMAS
TID_HERO_INFO_UNLOCK_GADGETS,LIBERAR ACESSÓRIOS
TID_HERO_INFO_UNLOCK_STARPOWERS,LIBERAR PODERES DE ESTRELA
TID_CONFIRM_GADGET_DIRECT_PURCHASE_TITLE,CONFIRMAR COMPRA
TID_CONFIRM_STAR_POWER_DIRECT_PURCHASE_TITLE,CONFIRMAR COMPRA
TID_CONFIRM_GEAR_DIRECT_PURCHASE_TITLE,CONFIRMAR COMPRA
TID_DIRECT_PURCHASE_GEM_PACKS_TITLE,OBTER MAIS GEMAS
TID_DIRECT_PURCHASE_GEM_PACKS_DESC,Obtenha mais <cC5F724><REQUIREDGEMS></c> gemas para comprar o restante de moedas.
TID_DIRECT_PURCHASE_GEM_PACKS_ALL_BUTTON,PACOTES DE GEMAS
TID_DIRECT_PURCHASE_GEM_PACKS_RECOMMENDED_TAG,RECOMENDADO
TID_MATCHMAKE_FAILED_5,Falha no pareamento: o evento expirou.
TID_MATCHMAKE_FAILED_7,Falha no pareamento: o integrante da equipe foi desconectado.
TID_MATCHMAKE_FAILED_9,Falha no pareamento: manutenção iniciada.
